id,Scenario,Region,WAT,Fossil,CO2,Costs,Consumption,Withdrawal,Inflow,Curtailment,ShedLoad,Label_1,Label_2
2017,Baseline,SAPP,38.73285517,258.3148715,630.2550361,17.58491132,1.149215183,14.32330108,1650.464222,0.00E+00,0,,
2018,Baseline,SAPP,49.75760418,248.5979637,604.5641903,16.86406707,1.104913588,14.09914371,2011.465928,0.00E+00,0,,
1980,Baseline,WAPP,28.9313364,35.59631543,258.4950249,22.27986131,0.177553148,12.3362564,1389.556774,3.672716725,0.066787258,,
1981,Baseline,WAPP,29.08242724,35.20649651,253.592863,21.68833322,0.180289839,12.25507645,1426.645501,3.161955533,0.066799223,,
1982,Baseline,WAPP,28.34179691,35.95162059,258.9064612,22.46381634,0.183158247,12.52252535,1381.933278,3.794912578,0.066801516,,
1983,Baseline,WAPP,25.1745001,39.1248937,279.9580853,24.77368804,0.195784421,14.25005809,1238.109454,3.711724873,0.066805017,,
1984,Baseline,WAPP,25.80047498,38.70366487,272.6914114,23.90425802,0.194357845,13.3273451,1243.089463,3.57944863,0.066807195,,
1985,Baseline,WAPP,32.27328802,32.14616863,236.6872554,20.10696722,0.164455657,11.3396194,1695.019214,5.498456068,0.066799923,,
1986,Baseline,WAPP,30.2408446,34.05361716,246.4425792,21.13242834,0.176515063,12.19031532,1527.437015,4.274090795,0.066798923,,
1987,Baseline,WAPP,28.33367992,35.9615153,260.6668958,22.59202227,0.182227339,13.22720528,1459.816998,5.212667149,0.066797937,,
1988,Baseline,WAPP,30.48208795,34.05197138,245.1675427,21.0189154,0.173753652,11.56917363,1528.687831,4.352156267,0.066805545,,
1989,Baseline,WAPP,25.59772135,38.76245649,273.4414496,23.89547668,0.194279794,13.60972162,1322.246624,4.793816725,0.066806648,,
1990,Baseline,WAPP,28.02014578,36.29379051,259.090578,22.40417227,0.185169117,12.68822775,1406.096812,3.889384144,0.066797712,,
1991,Baseline,WAPP,28.30163488,36.01737537,261.2855594,22.61963146,0.18190306,13.15952936,1397.458613,3.730446361,0.066803478,,
1992,Baseline,WAPP,26.42407212,38.09468384,272.8173003,24.10596399,0.188910803,12.9767544,1218.434845,2.994993369,0.066787258,,
1993,Baseline,WAPP,25.60196348,38.72238515,275.8839124,24.26708988,0.193705877,13.35261592,1233.020167,3.561806678,0.066806633,,
1994,Baseline,WAPP,28.49869844,35.85647362,262.1376738,22.93663446,0.177511494,12.18895915,1328.715736,3.327933935,0.066797786,,
1995,Baseline,WAPP,28.53092745,35.82741682,260.7117949,22.63014559,0.17826263,12.43221742,1350.932598,3.342647243,0.066797786,,
1996,Baseline,WAPP,28.4561928,36.01832693,256.4818144,22.22852574,0.183444114,12.34608061,1394.901986,3.74466374,0.066793399,,
1997,Baseline,WAPP,25.16155407,39.18172292,273.5435146,24.13928548,0.199144582,13.2926521,1271.003276,4.279980131,0.066798285,WAPP,
1998,Baseline,WAPP,28.97610683,35.33255153,254.6483786,22.19271168,0.180347928,12.38650882,1461.448675,4.639585524,0.066802567,,
1999,Baseline,WAPP,26.67761353,37.67661356,265.3097711,23.36158391,0.190388689,12.46905842,1266.231871,2.835080712,0.066803974,,
2000,Baseline,WAPP,19.6423022,44.5222792,316.5607939,29.14498806,0.216527008,16.83395068,1164.323149,2.827647882,0.066767286,,
2001,Baseline,WAPP,24.27220878,40.00004198,278.2228791,24.66660285,0.203674852,13.6604727,1178.220679,3.362327922,0.066799099,,
2002,Baseline,WAPP,21.17618028,43.12002977,301.6417131,27.2600941,0.216892318,15.71227618,1019.715899,3.321978737,0.066797786,,
2003,Baseline,WAPP,22.27592483,42.05230701,294.3603046,26.413043,0.208533037,15.64651183,1087.557317,2.766056839,0.066797786,,
2004,Baseline,WAPP,21.79643815,42.68508523,297.0633828,26.87255812,0.214016441,15.95037387,1040.785439,2.979303978,0.066799868,,
2005,Baseline,WAPP,20.91293023,43.37820014,303.2257624,27.31396587,0.217297603,16.35278663,1002.084164,3.008422242,0.066797786,,
2006,Baseline,WAPP,21.76396978,42.53831087,294.7026074,26.34238969,0.215197498,16.40802064,1106.031648,3.62932644,0.066803073,,
2007,Baseline,WAPP,25.07862045,39.28915133,275.8314657,24.41308207,0.196080576,13.46107678,1231.797342,3.050788446,0.066809732,,
2008,Baseline,WAPP,21.27848131,43.30756214,300.8452793,27.09055019,0.214177105,16.39797835,1081.252937,3.626363764,0.066794825,,
2009,Baseline,WAPP,20.25168209,44.0080358,308.0535434,28.06218129,0.217716702,17.34272688,980.6414292,2.541045348,0.066797851,,
2010,Baseline,WAPP,24.44113824,39.84276994,278.8231036,24.4744117,0.200805717,13.99795842,1235.604157,3.688754184,0.066805372,,WAPP
2011,Baseline,WAPP,22.41785193,41.91342171,291.119591,26.08839844,0.214226558,14.77127469,1111.918089,3.57916397,0.066799735,,
2012,Baseline,WAPP,22.94314242,41.52714645,292.6459174,26.20576016,0.205055526,14.70496572,1129.997754,3.62004261,0.066802432,,
2013,Baseline,WAPP,24.77833032,39.50870011,276.6245946,24.67879826,0.199367439,13.4619582,1211.15854,3.489062362,0.066798611,,
2014,Baseline,WAPP,23.13981095,41.1972402,287.461308,25.88294111,0.20780757,14.14236993,1106.924628,3.091923283,0.06680596,,
2015,Baseline,WAPP,21.52543745,42.73666449,298.8995867,27.04556997,0.213405381,16.13282339,1060.069705,3.301595599,0.066802585,,
2016,Baseline,WAPP,21.68144187,42.75280939,300.4374623,27.28891504,0.211851803,15.12309281,1007.611235,3.141631436,0.066787565,,
2017,Baseline,WAPP,19.78979189,44.51289254,310.871041,28.3598923,0.217041854,18.64303428,969.7735806,2.748495074,0.06680521,,
2018,Baseline,WAPP,21.94146849,42.42143284,294.8512628,26.44964456,0.212657674,15.67740048,1122.134453,3.908739704,0.066797708,,
1980,Connected,Africa,141.2458441,604.4014521,442.3390187,22.54347144,0.730152528,18.02282596,6129.620975,2.77015536,3.35E-06,,
1981,Connected,Africa,135.1674833,608.4810229,449.7176413,22.69243797,0.741855917,17.97907467,6114.825946,0.959947769,2.86E-07,,
1982,Connected,Africa,132.4904581,611.4180425,451.0932738,22.78199118,0.747398419,18.13833874,5832.652191,1.69608038,3.79E-06,,
1983,Connected,Africa,123.5203489,620.2675821,454.5639603,23.38851031,0.746277095,18.63863971,5330.570424,0.613324435,8.14E-07,,
1984,Connected,Africa,133.3946286,612.400063,448.453682,22.96647537,0.737408433,18.44340708,5753.866079,4.22116674,2.33E-06,,
1985,Connected,Africa,149.4053104,594.3883108,437.6602306,22.14923499,0.724676055,17.52136838,6623.949168,1.505920972,2.76E-06,,
1986,Connected,Africa,147.315763,596.3778436,440.3494728,22.13449039,0.730384061,17.6963781,6544.440163,1.265046597,3.80E-06,,
1987,Connected,Africa,152.8992714,590.9638369,435.8013151,22.03750116,0.719673008,17.92003583,7098.026396,5.955536876,7.06E-06,,
1988,Connected,Africa,146.5616861,599.107997,442.3360172,22.15557103,0.734411776,17.64921837,6785.853578,4.45772415,3.20E-06,,
1989,Connected,Africa,139.4020375,604.4519051,445.4444295,22.50207971,0.737947189,18.35873279,6357.726759,4.480656102,4.51E-06,,
1990,Connected,Africa,136.6919729,607.1553819,446.6976849,22.63930381,0.740319321,18.15107298,6113.269213,3.392668671,3.72E-06,,
1991,Connected,Africa,138.9525838,604.8291377,445.8460994,22.5200752,0.738254952,18.03521037,6272.298201,5.120870479,3.99E-06,,
1992,Connected,Africa,127.5258668,618.1954954,455.0423314,23.08718559,0.750226712,18.43034958,5351.617219,0.132247616,3.37E-06,,
1993,Connected,Africa,116.6049023,627.1901648,460.5003036,23.55534862,0.757697759,18.67434374,5022.042181,0.306381231,1.38E-06,,
1994,Connected,Africa,129.3522194,614.4073961,452.1752084,22.89442713,0.74952829,18.12770253,5611.722328,1.340965909,4.46E-06,,
1995,Connected,Africa,134.9396021,608.8940331,447.7843919,22.81344486,0.739022187,18.13141918,5731.555267,0.692316956,3.23E-06,,
1996,Connected,Africa,134.0140173,611.5994016,451.9663469,22.57784971,0.750220382,17.94325697,6241.355747,8.346557299,2.34E-06,,
1997,Connected,Africa,123.8331817,620.0784856,458.0881147,23.06538036,0.758979282,18.6375099,5608.63424,4.432472131,1.95E-06,,
1998,Connected,Africa,149.7075787,594.1918205,435.5485269,22.26905167,0.718512846,17.91452672,6705.270928,7.243698053,1.32E-06,,
1999,Connected,Africa,121.4665427,622.37307,458.1225131,23.32622182,0.754729835,18.48170398,5100.76388,2.703346892,1.94E-06,,Africa
2000,Connected,Africa,112.5396339,633.237383,466.997697,23.62187664,0.769484096,18.80894888,5308.356823,22.70264335,1.07E-06,,
2001,Connected,Africa,131.3680247,612.5127464,451.3653302,23.01991293,0.742384388,18.59945266,5753.889157,4.713830615,6.14E-07,,
2002,Connected,Africa,117.1773232,626.7645684,460.6515546,23.59791319,0.757157272,18.91488585,5102.966481,1.427829299,6.58E-07,,
2003,Connected,Africa,116.9282013,627.1392604,461.6755514,23.53217075,0.760331055,18.86286123,4965.026687,0.229290724,5.33E-07,,
2004,Connected,Africa,113.4996144,632.2885868,464.5908644,23.681311,0.764490916,18.92067139,4866.518421,3.018392772,3.09E-06,,
2005,Connected,Africa,115.2155202,628.6261596,463.5408139,23.71134821,0.75956328,18.89794562,4896.209421,1.703715525,0,,
2006,Connected,Africa,121.3008106,622.6521251,460.2678152,23.27523975,0.760116728,18.81464016,5730.095538,7.198439986,1.27E-06,,
2007,Connected,Africa,126.3748384,617.3761873,453.6486855,23.18906199,0.74670529,18.62313791,5400.690016,0.787455578,1.87E-06,,
2008,Connected,Africa,112.0473138,633.7905711,465.6107972,23.77081575,0.765201128,18.95779559,4850.177943,0.582213462,2.08E-06,,
2009,Connected,Africa,108.6634857,635.0390709,467.6266916,23.83122697,0.770280022,18.98760518,4857.174066,4.765742281,2.39E-06,,
2010,Connected,Africa,136.3724557,607.5513467,445.0034923,22.80541199,0.734374441,18.50914984,5882.861221,5.722451815,9.27E-07,,
2011,Connected,Africa,127.7759905,615.9603987,453.8580242,23.05267814,0.749003648,18.71408124,5582.183475,4.500183494,1.29E-06,Africa,
2012,Connected,Africa,122.6263452,623.0710077,457.394322,23.33571459,0.752819265,18.72440505,5265.61226,0.643495187,1.64E-06,,
2013,Connected,Africa,125.8735782,617.9177739,454.2655205,23.18808385,0.748653501,18.62521679,5405.261336,2.435035549,3.46E-06,,
2014,Connected,Africa,117.0539963,626.8723424,459.4056498,23.57128513,0.755760708,18.83265174,5061.563026,3.900944798,3.53E-06,,
2015,Connected,Africa,116.298848,627.5919771,460.3860659,23.5820122,0.759841727,18.86811851,5188.30353,0.762597007,8.68E-07,,
2016,Connected,Africa,119.5626392,626.2703081,456.8369122,23.65655522,0.747197168,18.87873694,4921.071461,0.186016269,2.80E-06,,
2017,Connected,Africa,106.4594028,637.2741726,467.9766047,24.09051229,0.766466695,19.06227346,4676.682353,0.507777312,6.56E-06,,
2018,Connected,Africa,130.8573807,613.0186361,448.9896835,23.04895387,0.740417365,18.74197579,5697.554526,0.324670447,1.71E-06,,
1980,Connected,CAPP,13.16591911,3.140579489,120.1974102,12.45937124,0.003175195,0.00293698,680.1177298,6.383711863,2.51E-05,,
1981,Connected,CAPP,10.20118413,4.203869767,182.0206522,18.84987144,0.004692646,0.004423883,547.3296667,5.54344224,0,,
1982,Connected,CAPP,12.8169546,3.006832979,118.5739769,12.2918902,0.003144615,0.002899833,588.7752595,1.829169143,0,,
1983,Connected,CAPP,9.355278672,5.394950635,228.1430919,23.62203324,0.005814724,0.011188912,400.9901729,2.239695932,0,,
1984,Connected,CAPP,12.65777762,4.711015837,169.3223557,17.53082247,0.004332186,0.004108476,498.8055828,2.823177428,0,,
1985,Connected,CAPP,11.45659085,3.070594999,131.839904,13.66679881,0.003489322,0.003222803,622.8904503,5.130169051,7.33E-05,,
1986,Connected,CAPP,14.7011313,1.890327795,71.1112382,7.387581548,0.00199517,0.001814961,743.2264183,7.93547243,1.58E-05,,
1987,Connected,CAPP,12.89282407,2.373892785,97.01291997,10.06935749,0.002640059,0.002406002,742.1403857,15.97031416,1.86E-04,,
1988,Connected,CAPP,15.0518306,1.864721228,68.8052083,7.149576092,0.001934958,0.001705291,1017.261799,30.33507443,7.42E-05,,
1989,Connected,CAPP,15.33343995,1.003045383,38.31976136,4.002850927,0.001213361,0.001055496,994.7117001,23.83198693,2.41E-05,,
1990,Connected,CAPP,14.03305609,2.058713822,79.83932696,8.291211219,0.002213131,0.002045429,731.124366,5.500290558,8.79E-05,,
1991,Connected,CAPP,14.16164569,2.445795622,91.92055855,9.536356323,0.002490592,0.002259222,743.8923599,11.95061776,2.86E-05,,
1992,Connected,CAPP,13.26721672,4.6730829,162.6312018,16.83782089,0.004163183,0.003946567,536.2614341,1.470424599,4.14E-05,,
1993,Connected,CAPP,9.882546318,4.62437488,198.8297827,20.58771097,0.005092415,0.004825519,484.2011067,3.549526654,0,,
1994,Connected,CAPP,13.55439604,2.950646996,111.577599,11.5675285,0.002964586,0.002729858,738.6051403,11.67248858,2.80E-05,,
1995,Connected,CAPP,13.13904779,4.273528313,153.2176574,15.8663792,0.00394361,0.003722898,569.4633975,2.66747357,4.40E-05,,
1996,Connected,CAPP,15.01831351,1.566040005,58.93654369,6.130213553,0.001704626,0.001470379,926.303837,19.82989822,3.33E-05,,
1997,Connected,CAPP,13.94049291,1.335868717,54.55821973,5.682219908,0.001624118,0.001370606,747.2943218,8.591475941,6.01E-06,,
1998,Connected,CAPP,13.97734344,3.591418963,127.6206337,13.22218515,0.003330658,0.003127136,637.8502406,7.653192181,6.35E-06,,CAPP
1999,Connected,CAPP,12.97560284,4.595854482,163.2884467,16.90720046,0.004183845,0.003963302,558.9916128,6.193977549,4.45E-05,,
2000,Connected,CAPP,12.12195533,4.372260121,165.4412148,17.13322978,0.004254189,0.004123982,669.3525809,23.09432661,0,,
2001,Connected,CAPP,12.72204873,4.562478727,164.7821876,17.06367358,0.004224164,0.003999969,560.719175,9.964829242,0,,
2002,Connected,CAPP,13.45939129,3.233891964,120.9156552,12.53193362,0.003184775,0.002979427,603.8166559,5.518687889,3.90E-06,CAPP,
2003,Connected,CAPP,14.94979638,2.928908438,102.281676,10.60444647,0.002719834,0.002536718,631.1824544,1.785458024,0,,
2004,Connected,CAPP,13.81872525,3.362410562,122.1656587,12.66023297,0.003207093,0.002980939,581.706287,1.637919651,3.66E-05,,
2005,Connected,CAPP,12.2884141,4.898011352,177.9051178,18.41836002,0.004539716,0.00431426,499.1901607,3.739100513,0,,
2006,Connected,CAPP,13.86904283,1.624435458,65.41902444,6.803188793,0.00187813,0.001629527,745.7030207,10.24721042,6.70E-06,,
2007,Connected,CAPP,13.17529384,4.459153985,157.87009,16.34734219,0.004051427,0.003833478,537.9147574,2.031323724,0,,
2008,Connected,CAPP,13.33848089,3.639115561,133.7968217,13.86230457,0.00348882,0.003270299,579.8496081,1.995129357,4.60E-05,,
2009,Connected,CAPP,14.04805007,2.774780495,102.9540143,10.67608832,0.002752728,0.002522416,685.1765849,3.294932003,1.33E-05,,
2010,Connected,CAPP,16.01262933,2.743386721,91.3399079,9.472077612,0.002445139,0.002238474,682.0130645,3.034640822,1.44E-05,,
2011,Connected,CAPP,16.80216005,1.700305974,57.39272097,5.96353129,0.001615902,0.001427075,789.0132624,10.10522655,0,,
2012,Connected,CAPP,13.15265065,3.621985184,134.7705285,13.96293987,0.003515581,0.003301843,593.3918466,3.494792934,7.09E-06,,
2013,Connected,CAPP,13.25211177,4.048925692,146.1112348,15.13103213,0.003762682,0.00355326,520.83297,1.015695694,0,,
2014,Connected,CAPP,12.7204079,3.451451542,133.1916931,13.8021961,0.003487725,0.003248185,606.9805154,6.002543478,9.59E-05,,
2015,Connected,CAPP,13.13814267,2.958153313,114.6883163,11.88955596,0.00304647,0.002805821,636.88608,1.582881087,1.53E-05,,
2016,Connected,CAPP,13.06178888,5.136202435,176.2270231,18.24223479,0.004486363,0.004527215,493.7937675,1.586816861,2.85E-06,,
2017,Connected,CAPP,11.32551773,4.550098289,178.8491105,18.51818556,0.004589023,0.004778328,521.4278998,4.450567965,1.74E-05,,
2018,Connected,CAPP,16.3153718,1.946734029,66.56151639,6.914401191,0.001859355,0.001647119,716.8459822,2.052180969,4.06E-05,,
1980,Connected,EAPP,42.06579209,155.462506,259.9610264,25.43451442,0.483088738,8.960623015,1745.297363,7.209496765,0,,
1981,Connected,EAPP,45.32147688,152.1821824,254.6017278,24.9193271,0.473259069,8.774012203,1992.67614,1.473061353,0,,
1982,Connected,EAPP,40.98460457,154.309076,260.8376252,25.5225257,0.484779871,8.990813332,1812.227395,4.739853183,0,,
1983,Connected,EAPP,36.3942403,160.4265825,269.2595486,26.34321261,0.499892716,9.28052646,1549.680047,1.552631408,0,,
1984,Connected,EAPP,42.56939749,155.4035131,259.3267805,25.3718145,0.481941749,8.939112788,1856.610336,12.37600637,0,,
1985,Connected,EAPP,45.04026358,151.4188001,254.5762515,24.9234878,0.473198579,8.772363256,1878.539802,3.180869073,0,,
1986,Connected,EAPP,46.81047514,149.190588,251.3487978,24.60200313,0.467505325,8.663152238,1980.971518,1.486051137,0,,
1987,Connected,EAPP,51.68977758,145.5574452,243.8961352,23.88031187,0.453862756,8.404590337,2445.767708,13.97568685,0,,
1988,Connected,EAPP,49.51099604,148.2733405,247.7021833,24.25067772,0.460721219,8.535381633,2102.454421,4.690271876,0,,
1989,Connected,EAPP,46.23201209,150.7377338,252.7910754,24.73737365,0.470087645,8.71323122,1962.050828,6.289066811,0,,
1990,Connected,EAPP,42.8887881,154.6109035,258.6335096,25.30780993,0.480649743,8.914599569,1893.546481,8.979998565,0,,
1991,Connected,EAPP,44.54158411,152.5003258,255.6456823,25.01758235,0.475262581,8.811832538,1959.448695,12.56500353,0,,
1992,Connected,EAPP,40.34885084,154.400088,261.5996482,25.59715858,0.486209537,9.016870199,1686.969987,0.001433218,0,,
1993,Connected,EAPP,34.1645883,162.649071,273.0063778,26.7084771,0.506651139,9.408642373,1365.577038,0.07551779,0,,
1994,Connected,EAPP,37.85906682,158.3922573,266.5576501,26.07549187,0.495085148,9.188226976,1538.528409,0.865139962,0,,
1995,Connected,EAPP,40.4304964,155.0174973,261.874989,25.62524143,0.486599448,9.02646268,1662.243572,1.207809068,0,,
1996,Connected,EAPP,46.46905442,151.8726165,252.9881322,24.7560827,0.470414562,8.720203658,2054.335752,18.65452344,0,,
1997,Connected,EAPP,42.44164477,155.0286904,259.4038412,25.37982052,0.482043833,8.941063341,1834.881248,10.23796614,0,,
1998,Connected,EAPP,44.49348197,151.9447521,255.4793392,25.00731227,0.474883739,8.803918982,1879.839675,4.377232366,0,,
1999,Connected,EAPP,37.10957788,158.9518884,267.7584408,26.20356676,0.497125087,9.22645662,1487.994632,6.924104202,0,,
2000,Connected,EAPP,39.18088535,158.253698,264.7751718,25.90144609,0.491829681,9.126634871,1977.554617,60.14759316,0,,
2001,Connected,EAPP,44.02529339,151.9106787,256.081654,25.06726733,0.476006442,8.824583756,1956.882308,11.67587376,0,,
2002,Connected,EAPP,36.76794791,159.0657311,268.2100859,26.24158811,0.498025707,9.244376613,1564.281996,2.722594285,0,,
2003,Connected,EAPP,35.06614704,158.8889101,270.4253965,26.46489491,0.502112931,9.320213906,1392.34276,0.001118814,0,,
2004,Connected,EAPP,36.84268807,159.6350084,268.3005943,26.24210734,0.49827512,9.248471409,1536.13938,8.642174731,0,,
2005,Connected,EAPP,38.09900587,156.6271548,265.5189816,25.98448568,0.493182602,9.150087701,1537.168268,4.115418766,0,,
2006,Connected,EAPP,43.87043097,153.5997205,257.1273472,25.16926784,0.477769318,8.859964592,2056.873989,17.36936357,0,,
2007,Connected,EAPP,37.64657294,157.213591,266.2761132,26.04625726,0.494674034,9.178712918,1520.938951,1.985405714,0,,
2008,Connected,EAPP,36.07666048,160.0462814,269.4154246,26.35467756,0.500281416,9.286238961,1449.789064,0.715583099,0,,
2009,Connected,EAPP,34.75317951,161.7145886,271.8321158,26.58649874,0.504653932,9.370236751,1532.915711,13.79043629,0,,
2010,Connected,EAPP,40.49898183,156.0020851,262.2060797,25.66340492,0.487007542,9.034460166,1762.370843,17.93123031,0,EAPP,EAPP
2011,Connected,EAPP,41.60246529,153.7836463,259.8530886,25.42290255,0.482998889,8.956982045,1706.723954,10.28314949,0,,
2012,Connected,EAPP,39.65572719,157.4924673,263.867588,25.8244318,0.490032043,9.092107101,1603.878985,0.97987799,0,,
2013,Connected,EAPP,38.44683086,157.2374089,265.3954843,25.97134143,0.492810669,9.145527907,1647.041701,7.530945825,0,,
2014,Connected,EAPP,33.94069401,162.9476938,273.3933467,26.73840067,0.507426671,9.423781004,1381.924133,11.37349101,0,,
2015,Connected,EAPP,33.60548399,162.3254951,273.537564,26.75021936,0.507768838,9.42892747,1511.416083,1.880114215,0,,
2016,Connected,EAPP,32.11294493,162.1823359,275.450606,26.94130258,0.511350766,9.496422978,1279.462591,1.44E-16,0,,
2017,Connected,EAPP,32.02997567,163.534083,276.0728354,26.99837224,0.512401673,9.516605287,1291.157928,0.36679603,0,,
2018,Connected,EAPP,37.52747974,156.7696643,266.2761001,26.05023268,0.494695277,9.178467813,1596.685831,0.000561253,0,,
1980,Connected,NAPP,4.927348075,146.2626219,452.2604532,33.54526492,0.553274271,42.16785085,287.0429201,0.477271715,1.27E-05,,
1981,Connected,NAPP,5.524505762,144.9094457,450.337313,33.33540388,0.549649167,41.83269779,364.3133073,1.131618241,1.39E-06,,
1982,Connected,NAPP,4.823649769,146.3921404,452.5041854,33.60716996,0.553938155,42.24866126,289.0865367,0.182455898,1.83E-05,,
1983,Connected,NAPP,4.183171129,147.7594085,455.0100359,33.89916995,0.55796106,42.57495511,263.4680023,0.090731024,3.94E-06,,
1984,Connected,NAPP,4.476258084,147.7780976,453.5537882,33.74958275,0.55670311,42.6107663,265.488148,0.100587322,1.13E-05,,
1985,Connected,NAPP,4.910460871,144.2170853,452.3807342,33.41997701,0.551356138,41.8230762,269.2783242,0.004821551,3.05E-06,,
1986,Connected,NAPP,5.384624695,144.7314892,450.5350735,33.32547416,0.550060545,41.88837058,323.3089442,0.370405636,1.62E-05,,
1987,Connected,NAPP,4.757129477,146.0151619,452.7498939,33.59052487,0.554433338,42.28413839,300.8367402,0.148202082,8.03E-06,,
1988,Connected,NAPP,4.962454564,145.4101256,452.2827012,33.49108705,0.551521641,41.89699428,319.4437526,0.587639659,5.05E-06,,
1989,Connected,NAPP,4.809732695,146.9185692,452.5051368,33.63644151,0.555177051,42.43160904,264.6084215,0.081447611,1.85E-05,,
1990,Connected,NAPP,4.304190576,146.6705752,454.2368642,33.75716775,0.556065777,42.41820968,261.4338599,0.05553158,5.61E-06,,
1991,Connected,NAPP,5.084710929,145.8833069,451.5371064,33.49455338,0.552364958,42.15674167,320.0037738,0.082141845,1.53E-05,,
1992,Connected,NAPP,4.525617316,147.6664348,453.5734851,33.74942419,0.556331759,42.56051564,250.2774308,2.70E-04,1.05E-05,,
1993,Connected,NAPP,4.14569462,147.6823651,454.8673377,33.87848165,0.557876385,42.65688588,236.0040409,0.012865793,6.70E-06,,
1994,Connected,NAPP,5.117657246,145.8138626,451.3916959,33.48021463,0.551878603,42.11932707,280.899941,0.0234518,1.76E-05,,
1995,Connected,NAPP,4.312730997,146.6865215,454.1999159,33.7562636,0.556125578,42.41295257,259.3275783,0.140021249,9.45E-06,,
1996,Connected,NAPP,4.700451796,146.5876281,452.6991739,33.60990256,0.55387006,42.27055523,292.4384302,0.145204887,6.66E-06,,
1997,Connected,NAPP,4.104756779,147.9296493,455.1587475,33.91805653,0.558374052,42.707796,237.7815001,0.063107659,8.59E-06,,
1998,Connected,NAPP,5.125327548,145.238612,451.5801151,33.43744487,0.55179065,41.98033291,282.1667159,0.234332225,5.49E-06,,
1999,Connected,NAPP,4.324762258,147.3647303,454.2660765,33.80936054,0.557137492,42.57814039,230.805205,0.09117842,3.12E-06,,
2000,Connected,NAPP,3.767720796,148.9554445,456.4670402,34.06250324,0.560603222,42.8821795,215.8370433,0.107923879,5.18E-06,,
2001,Connected,NAPP,4.387535863,148.3932867,454.6298498,33.91351641,0.558412243,42.64054191,256.2843452,0.092565103,2.98E-06,,
2002,Connected,NAPP,4.15614742,149.1544605,455.8801577,34.06768745,0.560060648,42.71767261,231.6997204,0.227389306,2.64E-06,,
2003,Connected,NAPP,4.517898942,148.7182423,454.5534281,33.93007235,0.558417324,42.62140036,242.0807983,0.10755359,2.58E-06,,
2004,Connected,NAPP,4.243726635,149.3077414,455.4250303,34.00937704,0.559555702,42.69620247,233.9665063,0.075140462,9.78E-06,,
2005,Connected,NAPP,4.270597075,148.9466169,455.6343757,34.0295063,0.559675454,42.6727666,256.9970666,0.118925226,0,,
2006,Connected,NAPP,4.312208975,148.9022786,455.3071297,34.00414576,0.559036987,42.63877469,270.2523538,0.180707578,5.22E-06,,
2007,Connected,NAPP,4.614074652,147.4978468,453.374681,33.74564177,0.556534884,42.58150366,267.1134463,0.033261003,9.04E-06,NAPP,
2008,Connected,NAPP,4.201515818,149.38311,455.725063,34.03891858,0.560027051,42.72494791,237.6863897,0.026245525,3.59E-06,,
2009,Connected,NAPP,4.387124668,148.9043334,455.0846668,33.98492661,0.558868986,42.63569233,252.2413831,0.070566706,9.69E-06,,
2010,Connected,NAPP,5.020261685,147.2849038,452.4475572,33.66856028,0.554613083,42.35863556,277.5916249,0.0441868,2.46E-06,,
2011,Connected,NAPP,4.655919584,148.4102708,454.1032623,33.87318339,0.557338981,42.52012576,284.7112376,0.025747981,6.24E-06,,
2012,Connected,NAPP,4.902012166,148.5708333,453.2280788,33.79088695,0.556299501,42.40081098,275.5681232,0.083046616,6.95E-06,,
2013,Connected,NAPP,4.820748503,147.4588874,452.747695,33.69998368,0.555405648,42.43897955,269.4797236,0.107610978,1.68E-05,,NAPP
2014,Connected,NAPP,4.494792776,148.5685041,454.5417592,33.91832812,0.558001527,42.58441477,239.5620561,0.068243597,3.60E-06,,
2015,Connected,NAPP,5.006580192,148.3298962,453.148574,33.7961971,0.556202705,42.42194073,288.0249727,0.252076385,2.05E-06,,
2016,Connected,NAPP,4.297355668,149.328961,455.3221007,34.00267661,0.559700855,42.71157261,245.8038693,0.484718675,1.31E-05,,
2017,Connected,NAPP,4.055244634,149.1398941,456.1310277,34.08383166,0.560083658,42.69296318,243.8587222,0.007492899,2.93E-05,,
2018,Connected,NAPP,4.685669323,148.4715371,453.843909,33.85479409,0.557625161,42.56793282,250.4223323,0.077584238,2.57E-06,,
1980,Connected,SAPP,51.23019886,261.2690472,608.4337898,16.95866058,1.111570989,13.76661652,2027.606188,0.00E+00,0,,
1981,Connected,SAPP,44.22401042,268.8331505,625.2113659,17.41432965,1.141774574,13.86872937,1783.861331,0.00E+00,0,SAPP,
1982,Connected,SAPP,44.61551889,269.3490852,625.1524932,17.40463586,1.145286623,13.87353691,1760.629721,0.008016315,0,,
1983,Connected,SAPP,47.5472316,265.8589658,617.6907306,17.21062947,1.12859627,13.80087869,1878.322748,0.00E+00,0,,
1984,Connected,SAPP,47.08486648,263.9624616,617.6744703,17.20447284,1.129696626,13.89504487,1889.872549,0.000766118,0,,
1985,Connected,SAPP,54.39149928,259.586421,602.3113896,16.78283732,1.103029576,13.67777227,2158.221377,0.00E+00,0,,
1986,Connected,SAPP,49.10921987,263.4779747,613.8117779,17.09780148,1.123162648,13.8026484,1969.496268,0.00E+00,0,,
1987,Connected,SAPP,53.9885205,258.6461949,602.4765128,16.78877971,1.101873849,13.70409092,2149.464565,0.00E+00,0,,
1988,Connected,SAPP,45.52184382,266.6793611,621.8067749,17.31503786,1.138817347,13.9079267,1818.005774,0.00E+00,0,,SAPP
1989,Connected,SAPP,46.48299108,265.4224851,619.6662096,17.25320324,1.134629676,13.8757206,1814.109185,0.005230691,0,,
