date,AT_th,BE_th,BG_th,CZ_th,DK_th,DE_th,EE_th,IE_th,ES_th,FR_th,HR_th,IT_th,LV_th,LT_th,LU_th,HU_th,NL_th,PL_th,PT_th,RO_th,SI_th,SK_th,FI_th,SE_th,NO_th,CH_th,UK_th,EL_th
2019-04-14 13:00,24510.95107,31707.8121,5529.00655,16286.88577,10251.32242,201346.9063,2598.965255,6994.155905,58.71362777,119509.8625,2532.131865,1925.389751,3269.065115,2846.591576,2212.980035,7365.062313,42168.82862,55498.75077,0,10628.53665,2087.435325,8702.544666,22928.01796,24401.31522,15742.96551,3803.038414,93807.72516,300.0179262
2019-04-14 14:00,25576.54366,33169.6364,5790.022869,17373.21963,9842.091002,210711.8786,2661.44767,7180.482703,56.93005255,124550.2215,2640.530821,2714.820859,3418.017829,2990.661051,2307.423411,7757.997715,44104.75851,58222.32187,0.008163819,11348.77631,2210.671742,9096.263536,23024.13102,24755.22281,14655.13111,3934.011395,96159.09474,434.6097871
2019-04-14 15:00,26591.06209,34530.71613,6039.690652,18433.15659,9643.051095,220803.3006,2700.930849,7535.883817,157.6464319,129640.5489,2779.416984,4530.464214,3627.409858,3248.888421,2395.427467,8221.925649,45923.89917,61499.80716,0.011574105,12096.52512,2364.243279,9479.121195,23275.78608,24807.28409,13961.3628,4230.70512,100787.5437,635.1108571
2019-04-14 16:00,26827.86045,34964.53459,6237.155172,18847.38483,9731.664742,224134.5906,2728.943442,7896.460676,335.7096864,133355.9399,3031.783304,9393.407119,3910.59799,3660.685765,2416.891871,8755.195123,46349.48703,62295.22025,0.007942118,12916.79807,2479.895917,9620.316928,23850.60726,24610.7241,13952.60911,5152.150013,106101.8809,1253.850419
2019-04-14 17:00,26844.11131,34925.47037,6048.769481,19032.16311,9843.726838,225417.293,2869.932671,8029.304781,1444.176499,134190.8954,3263.824819,24731.82812,4422.018182,4189.648022,2410.45255,9334.692293,46278.22581,63017.80034,0.033092158,12856.7781,2599.340445,9590.4486,24944.22783,24637.65816,14739.83492,8263.01327,108173.3666,4503.568091
2019-04-14 18:00,26124.43005,33782.32788,5485.882114,18825.049,9988.376381,219149.0712,2980.60015,8067.26024,11116.34619,129716.3074,3194.381738,76966.92403,4645.311365,4444.456727,2335.327136,9271.954707,44890.61144,61823.72237,3.886740823,11781.42027,2576.589106,9392.231514,25965.34852,24937.66327,16089.27079,22358.48025,109237.6162,6895.229641
2019-04-14 19:00,23554.47145,30447.47694,4137.676084,16865.58699,9956.722578,196882.3549,3011.423997,7822.275006,25766.84638,116809.958,2938.627951,90090.12331,4647.582748,4459.954215,2114.243777,8497.640826,40549.61528,55493.0008,2334.971549,8742.909206,2339.595995,8496.181673,26229.18812,25183.53591,16833.28351,23106.48935,106196.9032,8184.635809
2019-04-14 20:00,18168.4697,23138.35542,3032.328715,13308.09741,10018.43759,149277.0786,2993.556989,7023.485124,34768.35095,88851.84237,2181.528992,93084.17836,4677.281164,4494.194622,1620.562489,6415.743589,30883.82219,41934.56168,3982.572629,5724.404797,1746.165244,6500.4343,26593.18294,25256.70354,17209.39111,23198.40079,95056.83626,8003.381716
2019-04-14 21:00,14405.23313,18528.77724,2698.681768,10114.07281,10068.06021,116144.7528,2973.240834,5282.709764,41466.14659,68972.48581,1434.592435,94715.94871,4701.035332,4506.490786,1317.914395,4307.430526,24812.7619,31699.60765,5109.704867,5846.945573,1188.757446,5118.345303,26864.58736,25499.64547,17623.93401,23610.21823,71491.31015,8194.104953
2019-04-14 22:00,13634.47771,14653.19523,2868.909802,8680.518224,10104.85919,106402.0267,2969.582058,4104.365293,43769.04339,61912.43701,1161.901311,100805.9154,4643.41006,4469.992266,1174.102889,3911.193145,20982.47117,27509.79313,7454.728809,6214.567899,817.1522478,3842.153105,27086.5737,25929.09524,17937.52201,24488.42694,54528.96885,9030.51824
2019-04-14 23:00,14347.19432,15510.5521,2961.967794,9255.158378,10126.80976,112985.7351,2980.742974,3126.149605,45245.47074,65187.78385,1216.100789,106672.6515,4581.409684,4405.170085,1240.642541,4122.519748,22170.15822,29311.4517,9099.372787,6422.136968,870.2387048,3934.473392,27385.59604,26696.5277,18206.87717,25374.38575,40320.54607,10292.33928
2019-04-15 0:00,14676.85477,15862.13009,3341.008884,9450.089313,10123.43471,115189.9906,3000.075074,3321.102644,45713.89831,67141.38639,1278.768935,111890.8539,4492.815875,4302.654342,1268.546266,4327.242395,22661.06887,29733.11648,10199.48259,7374.954018,894.8859883,4138.121083,27796.77186,27324.17534,18452.69466,26319.32221,42996.71909,11257.98351
2019-04-15 1:00,15990.85347,17811.22917,4301.094997,10660.28554,9940.103351,128203.8152,3047.238273,3395.288313,49189.4993,75265.27815,1480.323244,118231.584,4367.707644,4159.703427,1414.504212,5010.751876,25357.11847,33106.43466,11477.19284,10190.89102,1031.39402,4597.007214,28636.60728,28157.45173,18980.57745,27969.66584,43812.18304,11137.36645
2019-04-15 2:00,19241.02695,21978.76484,6100.972744,13316.21954,9891.487173,159580.2087,3086.438923,3850.753819,54783.45932,94374.15451,2044.336563,119660.2209,4256.692881,4024.337957,1710.712985,6788.867122,30935.28863,42411.80954,12621.35163,16172.88153,1448.501896,6044.263472,28971.20237,28509.55273,19235.3329,28508.26508,49380.48881,11428.92514
2019-04-15 3:00,26435.51808,28956.86847,7315.266055,18069.69162,9896.326735,219254.9253,3073.930762,5035.999282,54863.69646,130174.0823,3184.219336,121902.7371,4179.614211,3873.368521,2178.636989,10427.64707,40082.45838,61819.88905,12885.15736,19994.15306,2362.347334,8881.754635,29130.62756,28723.83309,19251.12677,28316.40388,64376.73269,12291.72608
2019-04-15 4:00,32118.67855,35760.21111,7122.340949,21702.31083,9905.160572,267966.4804,3052.184508,7313.326809,58866.39053,153364.2471,3873.568947,127547.1256,4214.630416,3771.223698,2680.904038,13122.06126,49520.61145,76327.0739,12858.16587,19351.4392,2948.194305,10725.44506,28563.31027,28726.63701,19201.71539,28115.2062,94072.05988,13299.53348
2019-04-15 5:00,31255.06102,35026.21494,6709.254253,21162.18969,9867.584463,260436.312,2879.018202,9164.518049,60676.17882,147521.1702,3778.71986,120032.3309,4207.574698,3651.355417,2650.853873,12846.34608,48625.88721,73846.91837,13846.46375,17215.72854,2843.917336,10483.78314,27293.78419,27500.54505,18653.2451,27727.90518,116039.484,10803.338
2019-04-15 6:00,30150.00204,34503.98798,6159.98513,20339.82481,9756.009229,250936.4276,2702.508752,8947.136785,52897.9488,142106.8543,3407.792183,66515.57872,4096.103966,3568.761032,2655.146753,11538.76272,48398.24719,69032.27333,14845.96329,15927.79998,2502.647256,9826.679921,25806.11763,25666.39669,17705.6747,20845.24932,112482.1952,7423.356837
2019-04-15 7:00,28466.8765,31742.76429,5724.201362,18950.94189,9519.906465,232993.1239,2661.558221,8362.27767,33051.01419,131824.6508,3108.00132,38986.40191,4164.739422,3797.160238,2442.649156,10671.99345,44609.52551,64472.54381,11999.16579,14682.38557,2324.428436,9123.416561,24907.15628,23558.52812,16476.3037,15087.24368,104875.2296,3809.658794
2019-04-15 8:00,26967.1536,29633.29631,5342.890566,17724.50142,9157.567902,218736.0327,2546.913624,7694.606645,24816.02219,122138.8441,2847.166331,12073.64251,3906.243513,3675.210641,2288.105448,9716.070772,41772.93294,60405.3954,9249.076201,13674.55021,2140.521781,8314.256402,23847.11352,21702.43389,16120.03123,9364.635849,96905.45158,1815.060031
2019-04-15 9:00,25752.98165,27922.6946,5165.85341,16705.17507,8817.43404,208104.9626,2471.465923,7106.297034,15933.8464,117831.892,2582.943876,4194.27456,3652.441764,3530.583762,2163.611906,8969.823705,39611.34252,57781.49052,4923.857787,13144.37379,2004.013749,8056.30266,22980.02258,20104.63942,16000.69241,3794.960221,90157.14183,1057.199424
2019-04-15 10:00,24989.19088,27075.61779,5145.426046,16368.107,8350.971286,202301.6685,2355.421726,6621.50231,11235.45846,114359.8954,2459.301317,2457.220934,3442.806457,3362.934762,2092.779373,8519.103684,38362.29164,56179.16438,1747.579989,12661.71319,1926.280009,7730.466354,22359.1072,19144.20676,15691.15013,1914.109934,84975.83591,726.2631323
2019-04-15 11:00,24629.35025,26978.98524,5140.886632,16116.3212,7936.897746,199474.742,2278.890202,6416.197783,7443.906706,111145.8001,2445.751447,1803.281673,3232.022879,3233.700851,2086.340052,8261.549387,38162.36432,54262.50632,1834.905793,12471.64995,1833.378709,7160.252819,22064.47777,18576.25401,15214.45898,1519.0392,82572.63599,559.916285
2019-04-15 12:00,24896.32878,27484.76411,5329.272323,16250.33622,7573.712141,202424.1272,2243.127944,6260.925452,5595.946252,110296.3376,2389.858235,1573.135724,3106.637819,3156.409528,2131.4153,8056.82674,39055.10908,54642.00462,1921.452363,12729.23566,1803.043591,6894.153169,21988.04219,18589.85174,14715.24821,1320.554419,80571.98502,507.9982193
2019-04-15 13:00,25321.17289,28204.3682,5542.624792,16636.13703,6586.664054,206803.5801,2270.882321,6250.573963,4245.906363,115501.1087,2505.032126,1552.426542,2680.074369,2730.738691,2180.783429,8215.321692,39892.42845,55128.83577,692.6456589,13304.42705,1822.00304,7019.057087,21941.41033,18744.50157,14063.47166,1369.880494,80803.49386,488.9841025
2019-04-15 14:00,26384.44392,29435.91919,5801.371404,17564.08951,7224.867102,215886.275,2320.58026,6376.517076,4145.646344,121869.6596,2588.025077,1844.090158,2780.20856,2833.74528,2264.494604,8500.942804,41612.59519,57729.74075,396.4409324,14184.71997,1911.11245,7418.206561,22160.55169,19397.83452,13647.90405,1420.005631,82538.08244,647.4395261
2019-04-15 15:00,27287.52784,30468.03705,6046.499774,18370.21015,8155.519481,225311.4389,2355.602543,6671.534506,4391.47809,129123.1344,2730.298707,3147.074516,2993.991188,3033.192818,2335.327136,9054.024148,43041.7786,60896.05987,633.1224971,14994.98959,2049.516427,8012.857819,22600.62285,20244.45222,13874.70123,1832.434421,86349.33981,1667.386738
2019-04-15 16:00,27607.90208,31269.88161,6239.424879,18930.63659,8968.612517,229985.6228,2428.058403,6987.254913,5840.896431,133776.6414,2969.115157,7217.806887,3169.458666,3226.706847,2378.255944,9612.058459,43841.48788,62017.30483,918.1499445,15855.27585,2157.585285,8379.423663,23300.26214,21338.97024,14386.73283,2425.656403,90957.05668,3092.439714
2019-04-15 17:00,27524.32619,31331.56196,6051.039188,19013.88834,9675.498225,230473.3818,2620.183736,7292.623831,10446.74136,134024.8715,3201.156672,22441.19596,3448.177309,3409.942298,2356.79154,10259.24618,43463.40751,62649.80199,1289.709982,15642.70511,2284.613593,8569.494842,24372.28637,22694.9712,15391.22485,4171.272483,94186.08662,9381.886088
2019-04-15 18:00,26728.03369,30346.73236,5483.612407,18451.43137,10323.10064,223895.9001,2733.408656,7554.861547,20180.04039,130419.0885,3128.326124,78892.66155,3679.398083,3526.729844,2285.959008,10125.51606,42178.72602,61379.0577,2240.627488,14262.24577,2265.654144,8479.889858,25469.52338,24296.71321,16856.76421,18880.85978,96603.10795,11714.82512
2019-04-15 19:00,24155.75354,27472.42804,4139.945791,16607.7096,10778.33092,201382.191,2740.506842,7370.259997,39211.5744,117279.016,2881.041005,88396.81783,3990.0856,3568.600661,2067.022089,9385.872954,38075.26727,55182.50219,8931.441149,10553.51168,2062.788041,7787.487708,25586.50633,25180.14729,17924.0791,20350.73076,94191.26965,13052.08092
2019-04-15 20:00,18797.61042,20971.31911,3041.407544,12640.05285,11651.401,153565.2065,2761.91663,6731.91819,45402.05395,91105.25521,2130.716981,94514.20118,4098.251078,3375.313381,1599.098085,6990.28779,29209.18346,41765.89577,12240.43302,7062.349999,1520.547802,6055.124682,26054.47153,25936.9182,18504.18683,16076.36512,85100.22871,14215.61731
2019-04-15 21:00,14962.40573,16441.92539,2419.507792,9758.729961,12302.98402,119723.0357,2794.424508,5048.076019,44903.44633,70102.41599,1393.942826,98392.60207,4111.456635,3133.141547,1300.742872,4662.393179,23476.61397,31552.02498,12778.4071,8572.852619,1002.954847,4474.818599,26481.78078,26555.77737,18916.36712,16305.2399,63775.5008,15190.30042
2019-04-15 22:00,12812.64813,12901.47328,2573.847877,9941.477713,12616.2019,96931.2002,2841.417339,3612.669577,46971.36176,66751.31064,1239.81306,103801.6016,3962.933168,3035.023122,1135.466962,3752.698193,17979.60242,25549.05193,13845.5864,9145.543182,750.7941767,3570.622851,26816.30717,27078.35844,19181.60356,17917.65075,46555.73549,16116.56294
2019-04-15 23:00,13290.88794,13131.74659,2641.93909,10528.30105,12874.91131,102184.4682,2891.875159,2944.998552,50691.86327,73135.98033,1294.012538,108668.2658,3781.506019,3005.625508,1193.420853,3921.099079,18741.70161,26988.46214,14781.76492,9340.60809,792.5049643,3885.597946,27066.68123,27773.08017,19481.73848,19400.25748,33345.91052,16953.3157
2019-04-16 0:00,13680.90876,14026.11167,2980.125451,10743.53729,13030.5396,104681.379,2915.092978,2986.404507,53511.09726,70976.05673,1361.761886,113217.4442,3598.883052,3079.234246,1242.788982,4114.264803,19745.29717,27183.96126,15608.58513,10571.01751,820.9441376,3801.423567,27207.61387,28316.43866,19708.24807,20623.28473,34036.98167,17692.48998
2019-04-16 1:00,15073.84025,15535.22424,3888.0083,12089.77907,12751.07497,117466.891,2883.120249,3171.006057,57914.27172,79697.95719,1568.397396,117980.5168,3329.805898,3014.283072,1388.746928,4715.22483,21974.18986,30827.52823,16612.80562,13932.13592,944.1805555,4374.352405,27723.91087,28620.20744,20513.34966,20528.2153,35391.48111,20936.41986
2019-04-16 2:00,18428.48358,20370.9637,5633.413077,15064.50636,12910.21974,148044.19,2895.88849,3541.934404,57935.48389,101542.1995,2179.835258,122204.6883,3592.35145,3281.314311,1708.566545,6445.461392,27752.28735,40161.65298,17330.94177,20701.88856,1361.288431,6063.27059,27874.75881,29195.51674,20699.63439,21217.29071,40049.30064,21487.00167
2019-04-16 3:00,25811.02046,29417.41509,6881.751994,20447.44293,13000.47897,208185.9098,2934.476287,4832.420003,59331.20589,142230.9693,3416.260851,124178.6298,4046.452551,3533.775039,2283.812567,9962.068145,38574.09583,59310.98365,17742.14909,25165.87395,2278.925758,9139.708377,27898.71033,29644.56684,20797.31268,21801.45028,55453.27651,21867.83045
2019-04-16 4:00,30790.75053,34972.75864,6729.681617,24557.23682,12867.36343,247706.8405,2921.63913,7382.336734,59905.21366,157281.1235,4166.584875,127507.0359,4225.760578,3659.888802,2653.000313,12580.53684,45209.30747,72373.00833,17977.91052,24223.06023,2866.668675,9946.153233,27547.12129,29678.05398,20929.05724,21876.62906,86774.34857,22174.80703
2019-04-16 5:00,29493.00269,34388.85132,6280.279607,23964.32189,12644.78346,237532.3957,2795.140796,8950.587281,62465.03972,148630.1459,4066.654588,114982.3732,4261.156553,3764.472265,2571.435579,12321.33155,43871.18006,69294.85548,17862.76254,22394.95193,2771.87143,9617.601625,26746.92948,28791.51027,20335.81273,21473.39021,106646.0994,12774.58614
2019-04-16 6:00,28227.75659,32639.18539,5753.707555,23265.81937,12007.95305,226498.665,2641.750612,8786.688709,58854.65953,141595.8873,3675.402105,62796.02703,4092.001172,3829.341564,2534.946092,11142.52534,42643.90344,63943.54618,17443.87632,20729.39771,2426.80946,8743.274205,25777.81725,27103.16031,18934.79898,17095.10516,104182.4308,7040.327072
2019-04-16 7:00,26591.06209,30011.60246,5329.272323,21495.19671,11540.39528,211232.8467,2461.17165,8087.963218,43480.45503,132807.8996,3346.81777,35097.78651,4257.585228,4063.950762,2358.937981,10262.54816,39611.34252,59724.98179,12432.81117,19301.42255,2246.694695,8135.046434,24803.36548,25288.56326,17154.27349,12840.75381,94097.97505,2790.636356
2019-04-16 8:00,24914.9012,27303.83508,4934.343284,20051.48946,11325.65031,195792.6806,2379.915927,7428.918433,32113.54242,124247.1874,3063.964244,10981.05387,3930.246291,3871.034191,2150.733264,9311.578445,35975.04067,55604.16696,9506.530284,18258.57555,2058.996151,7532.249268,24239.03528,23208.01047,16073.17085,7502.958132,86458.18352,631.7461009
2019-04-16 9:00,24202.18459,26059.94802,4780.003199,19042.31577,10989.14546,190059.9559,2333.32683,6790.576626,23118.74951,119319.6602,2782.804451,4487.768979,3715.658649,3626.407677,2116.390217,8608.257095,35230.75679,53727.75872,6230.767058,17745.90496,1920.592174,7244.427198,23795.80124,21258.98618,15326.39531,2328.051378,79754.79339,246.8297799
2019-04-16 10:00,23391.96278,24951.75772,4718.721107,18554.98843,10292.27736,184443.4632,2182.617167,6398.945302,16117.08594,115992.7331,2648.99949,2443.137762,3667.218363,3397.087728,2039.118364,8164.141031,33902.52677,52221.26549,4498.532532,17338.26931,1835.274654,6943.028615,23365.73762,19741.29094,14627.43393,1342.936075,74526.84016,120.0147586
2019-04-16 11:00,22565.4901,23757.21494,4686.945207,18406.7597,9610.843054,177027.4512,2083.406482,6128.081346,11120.32435,115291.5639,2628.674686,2036.153927,3646.303806,3324.925864,1944.674987,7936.304537,32277.375,49137.36267,3863.970712,17373.28096,1740.47741,6614.477007,23094.23765,18911.28615,14135.98483,1197.531467,71570.78333,98.36281154
2019-04-16 12:00,22428.5185,22844.34575,4848.094413,18628.08753,9123.96241,175543.4185,2088.462758,5808.910442,7582.612341,118210.6845,2566.006539,1778.303058,3650.601258,3356.718594,1884.574656,7733.232879,31056.03682,49116.27943,3600.344364,17775.91494,1696.870677,6693.220781,22977.49899,18579.16346,13848.64876,1384.773506,67700.78491,113.504467
2019-04-16 13:00,23064.62388,23691.42256,5031.94069,19038.25471,8538.805166,182098.069,2142.217548,5627.759389,7196.425387,121505.374,2674.405495,1968.168356,3378.921746,3143.370532,1981.164473,7824.037279,32455.52805,50065.02517,3129.927369,18648.70536,1704.454457,6671.498361,23420.1201,18389.23767,13768.98965,3594.594345,66563.97287,161.1340725
2019-04-16 14:00,24325.22687,24853.06916,5270.259938,19929.65763,8802.011769,192837.0688,2282.839234,5772.680232,9127.819928,128760.4606,2777.72325,2233.069868,3586.771208,3153.321561,2107.804456,8192.207845,34488.45238,53047.34511,2765.714143,19731.56568,1791.667922,7097.800861,23467.76547,18838.08779,14092.98869,5380.087431,67852.82056,321.7087438
2019-04-16 15:00,25655.47644,26658.24741,5551.703621,20886.03753,9231.55421,205060.1012,2417.187246,6043.544188,8853.243912,135843.0758,2919.99688,3011.749581,3761.747488,3184.745074,2251.615962,8636.323909,37087.50754,56596.99584,2785.432877,20376.78038,1916.800284,7537.679873,23823.28123,19634.89382,14514.39787,6433.174474,70929.81484,561.9633773
2019-04-16 16:00,26187.11196,28327.7289,5792.292576,21186.55606,9851.423579,211118.6904,2535.14843,6485.207708,9246.681738,139555.243,3170.669466,5768.198519,3776.627222,3421.367777,2326.741375,9148.130526,38587.95218,58137.98892,2991.586146,20926.96345,2030.556978,7814.640733,24399.88636,20740.84221,14889.64937,6650.833648,75743.12538,2634.496628
2019-04-16 17:00,26061.74813,29312.55849,5619.794835,21298.23524,10677.97821,210946.4181,2697.681795,6930.321725,12752.98429,140852.8091,3416.260851,17412.42907,3978.91982,3863.751172,2298.83765,9755.69451,38766.10523,58490.654,3417.823414,20439.30118,2168.960955,8116.039316,25122.31137,22549.17603,15712.26102,8664.415415,80781.03404,8767.499445
2019-04-16 18:00,25434.92896,28656.69077,5127.268389,20709.38137,11796.23916,206477.7156,2827.772246,7280.547094,20939.9276,138091.653,3336.655368,64642.31155,4244.252357,4169.608091,2260.201723,9610.40747,38061.41092,57712.49083,5145.638569,18383.61715,2155.689341,8121.469921,25722.97495,24903.24789,17017.04367,15313.9427,85050.12605,11017.34031
2019-04-16 19:00,23080.87475,26388.90988,3863.041522,18621.99594,12107.93689,185539.3642,2938.445766,7139.076748,37560.37226,123845.8285,3072.432912,77260.5157,4147.974967,4000.566411,2034.825483,8923.59601,34442.92438,51929.93346,6984.91595,13709.56186,1973.678631,7393.768838,26234.81784,26371.63874,17988.51634,18637.96312,83574.68916,10813.90314
2019-04-16 20:00,18135.96797,20323.67544,2766.772982,14114.21805,12403.1009,144243.8211,2870.928415,6585.272099,42722.60248,97283.60384,2267.90941,78447.22423,4281.939436,4078.290618,1631.294691,6620.466235,27085.20312,39849.23772,8006.234711,9915.799485,1446.605952,5799.886243,26277.02614,26844.95864,18687.98403,20009.92001,76936.95079,11757.65981
2019-04-16 21:00,14235.7598,14914.30871,2138.064109,11015.62839,12659.46551,110538.6379,2857.081995,4956.637868,47043.47457,74760.75869,1478.629511,80524.6,4402.925552,4136.191333,1292.15711,4396.583936,20832.03081,29489.7009,8380.926584,9775.752885,925.2211066,4181.565924,26233.54697,27347.48653,19213.77098,19906.67111,57424.55696,12429.74773
2019-04-16 22:00,11858.49006,10504.16366,2158.491473,11618.69597,12902.09359,80253.99429,2875.072402,3459.122494,50182.79365,72346.15752,1129.720371,84905.83577,4461.674316,4168.804508,1006.68054,3155.040143,15014.34376,22484.3157,8791.888675,10445.9759,669.2685464,4170.704714,26191.65581,27881.03494,19530.59717,18842.9742,39183.73403,13082.01291
2019-04-16 23:00,12924.08265,11147.69532,2258.358587,12329.38167,13124.56484,87840.20308,2891.769558,3267.619952,53183.90988,77028.67847,1178.838648,89900.23618,4508.001421,4202.87688,1114.002559,3283.817292,16162.44124,24897.38819,9433.216136,10651.04414,707.1874442,4428.658456,26194.78988,28323.41606,19859.85923,18019.75743,31825.55399,13632.39571
2019-04-17 0:00,12503.88165,11349.18446,2553.420512,12589.28959,13330.65216,85525.94239,2912.532398,3540.209156,56709.57964,78922.64133,1239.81306,93470.97173,4457.566963,4231.179417,1034.584264,3440.661255,15934.80122,24009.97551,10584.68041,12039.00598,729.9387829,4561.708281,26231.82926,28652.21436,20069.31134,17401.17734,34232.20926,14296.06434
2019-04-17 1:00,13991.99679,13179.03485,3504.427797,14154.82866,13280.07663,97138.75722,2899.554163,3495.352705,58902.93028,88513.34688,1431.204967,91798.66642,4367.065193,4259.027217,1135.466962,3962.373807,18179.52974,27392.87699,10967.09651,15740.23757,841.7995314,5180.797262,26455.74524,29027.48149,20774.88328,17569.15036,34779.88315,15223.45556
2019-04-17 2:00,17752.91181,18662.418,5338.351151,17641.24967,13533.61542,128488.1683,2913.389317,3995.674661,60789.53228,109276.0155,1988.443351,93632.99837,4401.257545,4301.970965,1427.382855,5426.801126,24996.85339,36297.67033,11730.83597,23120.19325,1217.19662,6554.740351,26487.68711,29275.60532,21017.22051,18494.27657,40766.28696,15971.50635
2019-04-17 3:00,25135.44869,28062.50339,6491.362369,23964.32189,13759.00804,188175.3383,2918.199399,5417.279118,64372.58685,146631.4106,3109.695053,94649.63613,4413.561185,4381.630922,1989.750235,8415.091372,37043.95901,54366.00586,11613.94173,28019.32344,2047.620482,9107.124746,26495.42393,29508.39323,21064.58467,18861.00311,57327.807,15877.01357
2019-04-17 4:00,27826.12801,30350.84439,6407.383206,28770.58777,13925.17492,210064.3008,2899.892892,8084.512721,67731.20304,174230.0763,3787.188529,94583.60383,4415.194222,4349.092761,2152.879704,10665.3895,40076.51994,62044.13804,11490.55832,26948.96728,2584.172886,11219.63013,26254.11158,29766.601,20931.69732,19097.87112,88600.50407,16255.40459
2019-04-17 5:00,26254.43698,29882.07373,5837.686718,28092.39056,13735.28445,199952.1231,2857.810245,9033.399191,70321.8049,169566.8979,3692.339442,89256.9572,4402.793173,4090.91374,1998.335996,10422.6941,38825.48959,58580.73693,11576.82167,25050.83567,2493.167531,11045.85077,25825.11709,29085.80896,20367.78693,18976.53142,100307.2493,9873.48659
2019-04-17 6:00,24829.00376,27307.9471,5308.844959,27209.10975,12620.09263,185475.0216,2782.045215,8681.448573,65230.08605,163781.8488,3341.736569,69347.27689,4420.869572,3781.227691,1961.84651,9448.61054,36062.13772,53273.51076,11477.30499,23192.71738,2180.336624,10407.75467,25359.55857,27677.16417,18741.2207,17459.95507,97669.0852,5520.457926
2019-04-17 7:00,23531.25593,24867.46124,4907.106798,25129.84644,11245.05199,173418.0347,2713.925548,7993.074571,42507.54155,152455.145,3043.639439,53593.01757,4394.159062,3455.774785,1865.256693,8700.712484,33280.97055,50319.94069,10443.84612,21634.69895,2019.181308,9718.067819,24500.67383,26377.65594,16158.83614,15969.65288,87054.23238,1140.567661
2019-04-17 8:00,22080.28563,22965.65044,4494.020102,23444.50606,10191.94852,161500.1111,2630.643334,7409.940704,27267.73875,143127.1764,2784.498185,40332.41689,4343.883588,3272.156732,1730.030949,7888.425853,30763.07401,46990.70564,9446.91314,20506.82365,1850.442213,8987.651434,23825.36981,25120.89611,15175.83215,15231.82455,80048.49863,338.9367769
2019-04-17 9:00,21383.81988,21575.78655,4296.555582,22252.58461,9474.911629,154856.2111,2594.587584,6876.839033,15770.11794,134668.0129,2527.050664,31339.57545,4329.204791,3184.649028,1684.9557,7295.720771,29320.03425,45516.7956,7968.723866,19974.1464,1729.10174,8425.583807,23138.6455,24074.77906,14453.39924,14082.83794,74265.96081,119.7475143
2019-04-17 10:00,20770.93003,20543.66868,4130.866962,21694.1887,9051.977424,149920.5054,2608.285365,6542.140896,10970.47339,131869.7835,2403.408105,26421.87545,4214.110799,3189.52146,1624.85537,6924.248227,28021.49641,44322.71763,5733.797658,19551.50577,1653.263945,8162.199459,22454.18401,23341.50729,13793.199,13240.65347,69822.37333,69.77842904
2019-04-17 11:00,20369.30145,20007.04964,4067.315163,21468.79981,8779.651088,146327.6935,2612.335336,6304.056655,9486.81162,131323.3551,2388.164502,24064.13054,4088.851435,3248.921788,1611.976727,6740.988438,27279.192,42480.80923,4214.836922,19656.54072,1564.154535,7912.391625,22021.77687,22975.06969,13290.26453,12885.49618,67179.02619,49.61056824
2019-04-17 12:00,20842.89816,20091.34612,4198.958176,21726.67719,8641.511789,148903.476,2579.812295,6150.509571,8415.038751,132682.1727,2330.577556,21442.05647,3973.096875,3317.105935,1669.930618,6579.191508,27669.14925,43186.1394,3045.977239,20134.19966,1526.235637,7871.662087,21880.0895,22654.30551,12921.91932,13292.82458,64749.91111,46.96850387
2019-04-17 13:00,21170.23706,20508.71649,4339.680018,22205.88241,8516.595251,151381.7067,2547.567362,6226.420489,8231.093476,137045.5407,2430.507844,16396.50251,3774.086279,3390.322137,1697.834343,6650.184039,28059.1065,43316.47214,2990.156037,21122.02836,1530.027527,7950.405861,20910.85473,22067.37757,11907.67692,13773.90982,64647.97812,58.13619814
2019-04-17 14:00,22409.94608,21540.83435,4582.53868,23213.02558,8621.23871,160831.7775,2480.167252,6345.46261,8762.822797,143868.6427,2521.969463,13411.05005,3638.322512,3450.263244,1818.035004,6978.730867,29700.0941,46304.54206,2977.091592,22332.43112,1609.657212,8352.270638,20953.54644,22362.2761,11766.67544,13394.65773,65729.50446,175.5370182
2019-04-17 15:00,23730.90944,22612.01643,4972.928305,24329.81739,8843.985059,170589.0326,2516.988985,6721.566701,9262.460374,149906.7575,2647.305756,14568.49628,3717.921064,3569.350887,1921.064143,7363.411324,31279.71788,49585.86066,3061.482431,22992.65081,1725.30985,8778.573138,21453.08534,22794.17449,11823.62946,13088.6382,69305.79765,407.7657715
2019-04-17 16:00,24178.96907,24086.17681,5292.957009,24685.16025,9226.686548,176124.5782,2548.265598,7116.648522,10810.50006,154681.1558,2879.347272,17065.4473,3963.003795,3767.811275,1951.114308,7797.621454,32730.67555,50594.0228,3248.043415,23507.82224,1823.898985,9071.825813,22143.92182,23373.10553,12278.26437,13656.37933,73649.17981,938.1640454
2019-04-17 17:00,24299.6898,25523.32897,5161.313996,24835.41951,9875.586522,180066.0858,2601.533108,7425.467937,13968.28675,155396.8319,3104.613852,29160.79333,4385.350166,4159.216909,1948.967868,8312.730048,34064.844,51374.10263,4257.169506,22927.62918,1949.031348,9251.035781,23011.63387,24314.29264,13018.02293,14909.71672,77954.55305,4168.168873
