date,AT,BE,BG,CZ,DK,DE,EE,IE,ES,FR,HR,IT,LV,LT,LU,HU,NL,PL,PT,RO,SI,SK,FI,SE,NO,CH,UK,EL
1/01/2019 0:00,11610,19266,1998,12261,8122.671105,111155,1650.810216,3086,36147.91613,30623,4179,68799.74441,2600.312377,2609.053572,1394,11157,23684,30659,4633.388653,12138,1813,4302,10083.67339,12325.79206,9881.709028,21419.74038,45388,16790.03086
1/01/2019 1:00,11826,20185,2231,12547,8191.749383,114153,1594.25705,3260,37959.78351,30722,4287,66478.28407,2523.674083,2543.765495,1432,11415,24955,31158,4723.09962,12800,1854,4303,9855.311077,12187.52602,9599.54069,21094.64674,46925,15917.3114
1/01/2019 2:00,12414,21463,2796,13352,8070.914189,120681,1604.333975,3340,36838.63891,35160,4575,66905.47211,2504.210031,2529.135642,1500,12154,26542,33011,4828.178643,14321,1984,4584,9868.713094,12247.48551,9387.525639,22319.90837,48217,16146.04866
1/01/2019 3:00,13855,24492,3826,14911,7959.062261,137484,1618.840993,3762,37251.99203,47208,5259,67201.24452,2486.766905,2518.314373,1663,13611,30308,38072,4976.021483,18960,2315,5297,9881.930222,12264.89676,9297.543984,23420.20562,52741,16341.56905
1/01/2019 4:00,18359,33089,4596,19431,7814.018877,183851,1633.026902,4747,37834.28898,69006,6959,67344.97015,2478.219603,2515.152833,2154,17815,41101,52070,5062.564176,23556,3196,7211,9919.792226,12181.94708,9263.265515,23815.53776,63880,16462.35388
1/01/2019 5:00,22279,39045,4453,22987,7661.404952,217693,1643.707194,6613,38380.48178,76112,8202,67451.73335,2477.830133,2515.816301,2502,21106,48536,62826,5112.145697,21997,3818,7932,9966.903064,12069.19543,9397.556835,23961.77981,90122,16585.62685
1/01/2019 6:00,20982,37262,4285,22227,7520.199363,207366,1654.894602,7860,38960.78996,73726,7780,67490.89254,2492.325989,2522.982526,2418,20399,46320,59630,5139.368054,21523,3641,7516,10017.88937,11858.96151,9326.548975,23996.32199,108055,16721.11643
1/01/2019 7:00,20426,36654,3953,22356,7403.967568,202671,1625.837376,7552,39914.40979,68319,7735,66727.8703,2504.98979,2556.944842,2391,20465,45555,57172,5340.04827,20672,3538,7417,9888.581676,11805.69977,9407.427821,22869.28701,102967,15933.05942
1/01/2019 8:00,19792,35143,3711,21461,7239.587897,196455,1644.551714,7216,38516.25674,63010,7451,62437.04165,2534.444381,2560.308336,2329,19652,43602,55463,5341.736016,19908,3412,7164,9960.163597,11591.67852,9244.41157,20664.00487,98366,15843.29722
1/01/2019 9:00,18967,33402,3513,20564,7127.035998,188289,1669.459271,6708,31010.66756,58651,7177,56593.32262,2551.007619,2566.745407,2224,18823,41307,53225,4255.74856,19132,3270,6864,10024.19228,11335.93884,9050.067623,16261.55785,93154,15708.29338
1/01/2019 10:00,18439,32674,3427,19795,6993.938336,183022,1687.152703,6203,24406.25273,55349,6880,51934.31402,2548.329494,2572.807685,2179,18122,40554,51609,3086.037966,18658,3147,6752,10060.42445,11041.31873,8873.304723,15172.62982,88135,15433.34731
1/01/2019 11:00,17958,31339,3415,19320,6868.574368,178194,1690.747403,6013,20532.07767,53265,6751,48755.28309,2550.282808,2580.777549,2119,17687,38721,50378,2412.304816,18334,3078,6529,10131.25484,10801.21088,8741.8634,14404.19771,85218,15250.46209
1/01/2019 12:00,17603,30916,3464,18993,6785.490453,174898,1685.512405,5838,17586.43724,52523,6710,46749.38701,2558.783124,2588.538345,2086,17379,38079,48854,1751.405741,18441,3017,6411,10235.9669,10598.5261,8652.283957,14012.81519,82599,15124.82377
1/01/2019 13:00,17570,30618,3586,19216,6947.718422,175094,1656.405537,5605,16646.36283,53041,6821,44249.33678,2527.795056,2543.514733,2067,17582,37510,49070,1300.099748,18845,3051,6471,10095.94662,10506.89358,8563.206415,13991.09104,80605,13993.36966
1/01/2019 14:00,17728,31317,3733,19437,6934.342696,176337,1626.950599,5559,15901.65103,54547,6965,46705.0465,2557.757383,2554.422232,2067,17777,38415,48987,1022.241477,19703,3085,6574,10137.5382,10481.58323,8679.794693,13951.66094,80865,14386.96065
1/01/2019 15:00,18528,32861,3904,20086,7023.021176,184508,1593.564728,5788,16923.60141,57337,7255,53374.45537,2571.876206,2547.822148,2155,18385,40395,51298,998.820922,20177,3217,6809,10159.74387,10482.19113,8800.586815,16403.77389,82912,15183.01836
1/01/2019 16:00,18990,34160,4018,20444,7118.312176,189456,1560.384747,6127,23999.13313,60314,7403,60107.13079,2532.573932,2505.455438,2204,18728,42166,52726,1400.310225,20013,3307,7069,10155.71132,10552.11787,8782.228976,19263.28602,87140,15572.01378
1/01/2019 17:00,18903,34343,4048,20350,7208.024561,189785,1534.842903,6517,33372.92858,63417,7445,60837.37006,2484.577325,2456.988544,2198,18645,42367,52699,2970.062823,19898,3314,7048,10148.64989,10659.99716,8748.996493,18135.23985,91296,15729.94721
1/01/2019 18:00,18744,33821,3908,20061,7282.636935,187494,1524.224412,6726,35219.33784,65879,7361,61101.64203,2422.998037,2401.823588,2164,18387,41681,52306,3573.757947,19288,3290,6953,10143.98051,10707.8911,8649.3384,17354.6866,92871,15832.44443
1/01/2019 19:00,18237,32640,3503,19277,7276.754791,181570,1495.278163,6717,35245.31707,64668,7072,60109.26482,2372.524519,2381.795776,2095,17683,40269,50976,3722.053044,17563,3186,6794,10102.60561,10731.90299,8441.774978,18323.93739,92500,15369.47357
1/01/2019 20:00,16719,30068,2660,17443,7362.890756,165421,1496.514603,6571,35147.72917,58807,6360,60257.52747,2338.706092,2359.00639,1915,15998,37246,46427,3818.095284,14689,2870,6265,10095.62827,10726.32915,8319.201949,18696.64054,89795,15489.83915
1/01/2019 21:00,14157,24235,2058,14492,7514.033433,136448,1500.370286,5897,35178.86242,45340,5132,60431.80031,2310.768765,2343.26366,1633,13251,29997,38333,3990.887714,12205,2294,5198,10104.68599,10770.34594,8176.868396,18829.33578,81419,15702.64723
1/01/2019 22:00,11962,20264,1826,12371,7579.903173,114617,1491.583063,4582,35545.51454,32870,4249,60479.51206,2286.120716,2339.574036,1423,11277,25095,31693,4189.229336,11772,1865,4409,10111.03013,10862.18333,8046.66745,19157.92384,63377,15936.30238
1/01/2019 23:00,11233,19686,1929,12456,7589.904173,106368,1486.332151,3514,35845.58507,33551,3722,60482.73083,2259.478431,2343.829908,1291,10931,24491,28791,4369.688359,11915,1677,3928,10132.68691,10893.92958,7978.573341,19167.49215,49827,16073.00737
2/01/2019 0:00,11419,20200,1961,12739,7467.429843,109069,1485.637104,4329,36056.11645,35640,3858,60513.37732,2230.787934,2367.454715,1323,11178,25081,29587,4510.128173,12152,1732,4039,10157.39105,10871.9199,7948.395863,18743.22417,54766,16147.07839
2/01/2019 1:00,11540,20177,2206,13039,6886.175867,110046,1444.779371,4487,36568.75713,36652,3954,59977.52618,2158.701953,2384.694883,1317,11438,24952,29935,4717.042011,12811,1771,4134,10072.49505,10893.40865,8320.241395,18202.37436,56750,15491.96047
2/01/2019 2:00,12167,21879,2767,13893,6324.854633,117712,1448.956723,4474,36862.51126,41324,4260,60164.20732,2139.001249,2427.933193,1433,12192,27071,32041,4738.533903,14313,1898,4463,10065.01256,10653.90219,8294.640339,17600.86525,57176,15702.08222
2/01/2019 3:00,13671,26199,3817,15509,5803.001929,136776,1450.672148,4868,37032.87765,51509,4988,60196.52018,2145.846803,2475.252126,1721,13638,32593,37274,4803.529403,18949,2217,5071,10047.90554,10377.42459,8309.120247,17146.20483,62415,15850.38383
2/01/2019 4:00,18259,35190,4525,20217,5502.915628,184611,1471.131136,5906,36941.2876,69833,6733,60336.72753,2173.280407,2517.157527,2283,17840,43792,51246,4832.838102,23604,3067,6739,9984.899095,10040.07377,8466.175106,16915.76217,75567,15849.23666
2/01/2019 5:00,20880,38363,4341,23915,5294.940262,206719,1498.454768,8151,36984.44248,83428,7955,60319.98923,2198.053889,2546.243401,2440,21132,47445,58192,4880.711757,22021,3664,7999,9937.217081,9704.018425,8673.159653,16747.11271,105028,15733.91918
2/01/2019 6:00,19592,36236,4145,23138,5296.247234,195219,1528.518404,9096,37050.9423,81343,7568,60199.24683,2240.771395,2553.907667,2309,20432,44771,55026,4983.959321,21527,3495,7822,9897.480874,9353.300095,8853.644269,16569.36367,118374,15617.39886
2/01/2019 7:00,19247,35934,3842,23246,5658.826218,192501,1556.23771,8570,37273.54742,78208,7439,58965.45709,2375.737391,2622.55398,2297,20497,44451,53290,5217.943834,20668,3393,7696,10001.64315,9581.189545,8723.97316,17057.26851,111952,14875.34417
2/01/2019 8:00,18601,34570,3599,22311,6173.323812,185991,1552.298915,8379,35882.18407,72568,7117,52989.09153,2359.792618,2562.196458,2209,19677,42774,51574,5241.413605,19907,3270,7436,10027.6249,9420.766781,8889.254561,15879.10957,108321,13919.31317
2/01/2019 9:00,17939,32988,3441,21391,6734.295775,178802,1552.454358,8044,28136.50469,67798,6822,45221.93618,2295.751346,2495.150093,2105,18860,40740,49644,4341.284988,19129,3134,7091,9989.810579,9618.305816,9133.624859,13594.99479,104090,12936.88943
2/01/2019 10:00,17538,32213,3354,20587,6937.63062,174295,1513.124587,7655,20949.2346,63457,6531,39173.61355,2228.543474,2447.196217,2060,18157,39877,48426,3259.697551,18657,3016,6788,9886.79086,9989.837915,9217.314688,12527.76851,99430,12276.40651
2/01/2019 11:00,17031,31167,3277,20105,7141.205503,169546,1477.992186,7453,16692.02758,61889,6404,35622.05438,2170.391268,2411.104316,1988,17734,38510,47201,2598.73264,18331,2951,6583,9815.910386,10328.61286,9285.263952,12028.20575,96561,11956.56108
2/01/2019 12:00,16791,31043,3303,19760,7323.143544,167496,1425.272606,7232,13183.6343,61765,6383,33740.52672,2099.781524,2381.43418,1977,17419,38269,45983,1914.905863,18429,2893,6509,9825.870917,10668.90942,9389.393626,11762.78468,93960,11954.43024
2/01/2019 13:00,16898,31735,3450,19990,7491.745681,169806,1355.003905,7183,12144.41771,62162,6483,33733.09615,2086.337389,2326.367176,2024,17623,39159,46355,1394.974119,18848,2924,6515,10041.57364,10968.49618,9409.009171,12270.21354,93122,12233.85237
2/01/2019 14:00,17251,32524,3625,20222,7692.691554,173013,1345.554744,7338,11463.52405,64355,6643,36780.56711,1953.686152,2237.557269,2075,17818,40090,46814,1168.031615,19704,2957,6553,10094.32255,11446.91928,9613.177498,12607.9041,94823,12826.89044
2/01/2019 15:00,17989,33460,3814,20878,7794.909716,179694,1453.389488,7503,12793.85029,67440,6926,43714.22741,1936.344165,2149.370428,2126,18411,41179,48905,1128.964309,20188,3084,6783,10176.89358,11739.39321,9752.415142,12704.35029,96802,14735.30537
2/01/2019 16:00,18499,35015,3944,21268,7769.284871,185748,1546.178329,7782,20198.41039,70364,7113,50222.55749,1992.293248,2141.828433,2230,18768,43216,50523,1485.623537,20017,3171,7004,10244.41383,11948.22473,9827.079343,12785.09178,100385,15662.96455
2/01/2019 17:00,18412,35328,3951,21171,7801.78097,186207,1602.547801,8158,28357.08474,73061,7183,50959.99238,2051.846637,2160.955508,2250,18683,43578,50482,2851.207971,19908,3179,7011,10329.89111,12237.08493,9885.443091,12757.42217,105071,15889.40382
2/01/2019 18:00,18227,34842,3832,20873,7869.844118,183929,1622.862516,8248,29500.91986,74004,7134,50926.03259,2129.849207,2212.064724,2215,18423,42937,50042,3263.334842,19303,3157,6905,10446.57783,12480.63713,9909.14025,12666.94929,106273,16054.33603
2/01/2019 19:00,17749,33949,3442,20055,8108.707552,178697,1630.217751,8176,29468.9101,71474,6863,49838.22254,2218.59278,2262.678552,2164,17711,41943,48803,3461.436603,17588,3058,6611,10547.56067,12535.07909,9835.80562,12753.02058,105569,16230.02406
2/01/2019 20:00,16397,31040,2660,18142,8057.313122,163379,1691.119402,7972,29733.0061,64580,6163,49481.40558,2290.100244,2324.980276,1988,16019,38402,44688,3702.211379,14725,2754,6066,10650.63421,12581.94272,9712.228357,13027.72992,102731,16288.51792
2/01/2019 21:00,13752,24912,2041,15079,8109.160519,133420,1731.059677,7235,30066.65839,49119,4874,50389.2867,2354.975843,2381.645461,1609,13286,30903,36647,3972.40071,12232,2199,4935,10708.21387,12612.90037,9625.446252,13960.6653,93308,16363.28077
2/01/2019 22:00,11634,21249,2654,12867,8213.44942,111927,1738.327956,5721,30698.84232,37520,3956,50831.98218,2404.750916,2401.283296,1393,11310,26515,30213,4171.900385,12694,1784,4135,10749.04999,12615.90119,9586.78566,14105.37912,73181,16436.52447
2/01/2019 23:00,11592,20373,2765,13044,8287.873213,110132,1748.935161,4727,31177.822,37606,3192,51301.39859,2445.143774,2421.946386,1450,10053,25738,29385,4354.635478,12747,1501,3544,10793.41506,12639.12043,9546.934087,14226.03068,59887,16462.85503
3/01/2019 0:00,11784,20970,2792,13344,8319.867068,113119,1744.712189,5092,31481.81999,39700,3341,51221.14229,2454.365099,2433.694522,1485,10326,26474,30239,4483.515667,12962,1563,3688,10835.19237,12653.93677,9512.577663,14712.39603,60939,16468.31312
3/01/2019 1:00,12026,21529,3050,13653,8252.501288,115838,1731.106636,5256,31256.50261,40746,3422,50372.97646,2453.036424,2431.670756,1520,10564,27183,30879,4607.510215,13577,1597,3771,10798.64353,12783.98901,9733.881362,15791.16452,63216,16352.15454
3/01/2019 2:00,12730,23291,3658,14519,8184.482459,123766,1743.413965,5391,31100.07661,45641,3711,49722.37425,2442.314082,2411.044377,1615,11278,29507,32912,4689.938016,14896,1720,4069,10805.65446,12765.8504,9814.124965,15284.60315,64778,16445.92665
3/01/2019 3:00,14101,26422,4987,16193,8271.225964,140499,1769.02193,5843,31221.81726,56443,4407,49774.19426,2410.262511,2393.562272,1773,12711,33477,37935,4818.733706,19596,2038,4665,10805.66224,12756.35767,9893.737626,14620.93145,70148,16401.21108
3/01/2019 4:00,18309,34816,5562,21089,8209.701019,185411,1777.848405,6739,31457.99358,76324,6121,50822.79541,2405.389269,2394.448988,2230,16779,44087,51387,4880.034865,25239,2891,6269,10790.51427,12826.02199,10031.27152,15048.97841,82081,16404.46362
3/01/2019 5:00,22328,41043,5270,25034,8260.302084,219530,1776.069646,9139,31672.21787,91104,7241,51605.01995,2414.220581,2405.42959,2618,19887,52016,61377,5026.370387,23259,3461,7449,10803.97414,12906.71681,10174.32963,15428.92842,113951,16327.37652
3/01/2019 6:00,21305,39955,5148,24173,8248.901364,211894,1762.721465,10843,31868.40533,88808,6921,52170.67967,2435.934303,2428.506146,2577,19248,50792,59017,5052.56594,22549,3311,7338,10849.69117,13002.98904,10324.62009,15676.02212,135610,15940.86046
3/01/2019 7:00,20970,39607,4932,24271,8358.077444,209471,1800.588424,10475,32358.48645,86344,6720,51602.51858,2551.910701,2535.834123,2606,19193,50314,57326,5360.716425,21565,3176,7148,11202.12328,13189.19996,10571.28577,15990.35682,130298,13362.10458
3/01/2019 8:00,20272,38153,4720,23289,8293.159424,203023,1780.575174,10266,31465.1449,79830,6412,44476.96823,2538.627104,2508.066776,2533,18439,48431,55688,5345.405919,20776,3058,6880,11309.88841,13266.61812,10654.17936,14849.52268,126024,11573.04677
3/01/2019 9:00,19421,36518,4564,22319,8202.772332,194479,1786.969912,9881,24324.26622,74560,6122,36933.51249,2517.258168,2477.275874,2418,17642,46321,53251,4273.132913,19954,2921,6535,11398.87737,13186.21761,10684.61137,13245.97906,121213,10340.57612
3/01/2019 10:00,18644,34891,4448,21483,8102.224682,186258,1797.690744,9454,16918.9307,70359,5859,31594.19911,2494.064757,2459.971892,2309,16968,44243,51142,3027.090525,19381,2810,6251,11474.75198,13011.58909,10573.3875,12341.44467,115978,9264.449173
3/01/2019 11:00,18182,33795,4454,20958,8014.941051,182049,1811.91103,9053,12923.88215,68429,5732,28329.32429,2473.748769,2452.913714,2259,16549,42738,50108,2345.671448,19077,2744,6062,11563.22139,12906.35651,10512.92431,11945.36692,111220,8368.963289
3/01/2019 12:00,17902,33886,4542,20601,8004.217732,179946,1829.382083,8782,9658.306468,68655,5748,26748.25738,2465.738824,2458.256427,2238,16301,42856,48736,1686.242616,19056,2700,5995,11670.28624,12934.70856,10538.59592,11743.99422,108115,7766.598207
3/01/2019 13:00,17895,34091,4668,20830,8154.476314,180967,1795.754519,8784,8886.936534,69369,5827,26418.58629,2431.356802,2432.145186,2236,16481,43074,48897,1331.423261,19638,2725,6026,11675.87346,13002.39997,10618.05529,11470.5219,107539,7420.323207
3/01/2019 14:00,18128,34679,4840,21087,8337.389591,182565,1813.263759,8852,8285.661368,71588,5991,29208.37633,2468.104542,2455.379946,2245,16683,43789,48872,1077.486105,20610,2761,6099,11801.51215,13449.21381,10925.33695,11383.68827,108425,8296.933181
3/01/2019 15:00,18846,35865,5043,21791,8523.660714,189520,1829.089636,9009,9266.506015,74724,6248,36854.38438,2505.07726,2473.03348,2314,17280,45261,50887,1059.892497,21162,2883,6345,11963.18687,13785.29551,11147.50793,11049.22466,110272,11175.39516
3/01/2019 16:00,19351,36912,5116,22184,8637.94438,194635,1839.230304,9348,16398.90057,77843,6455,44036.14837,2526.53738,2485.60242,2367,17624,46624,52463,1455.976805,20839,2979,6477,12153.26873,14003.94325,11242.69238,10833.09302,114608,12579.45937
3/01/2019 17:00,19258,37054,5081,22070,8762.097169,195265,1849.678366,9658,25856.81173,79645,6536,44636.69054,2545.043732,2496.088083,2368,17561,46755,52574,3060.88323,20809,2992,6439,12341.20233,14228.6133,11306.80896,10625.39187,118710,12916.99483
3/01/2019 18:00,19028,36478,4921,21771,8875.148064,192497,1864.12156,9712,27628.66092,80420,6513,44414.71374,2558.17847,2505.317984,2318,17328,45993,52040,3763.189999,20268,2979,6351,12518.69661,14436.73479,11345.98642,10507.87972,119581,13066.89829
3/01/2019 19:00,18284,34819,4464,20931,8833.163624,184259,1910.18157,9599,27770.43302,77774,6277,43745.94742,2604.515843,2529.515613,2197,16698,43912,50148,3730.877454,18621,2893,6195,12489.40221,14342.11935,11323.38511,10090.35561,118723,13196.57822
3/01/2019 20:00,16820,31849,3515,18957,8873.333154,167878,1918.907236,9197,27939.48232,70146,5634,43353.89381,2619.092586,2536.160972,2021,15110,40260,45601,3783.63226,15849,2605,5637,12581.31675,14493.13093,11292.92236,10106.30497,114215,13456.33535
3/01/2019 21:00,14300,25535,2883,15784,8896.441302,137575,1925.100727,8371,28358.58021,53315,4351,42838.19475,2643.065464,2551.413472,1716,12389,32225,37506,3905.602038,13157,2038,4499,12702.21822,14603.19735,11304.04503,10185.77605,103530,13649.42646
3/01/2019 22:00,12047,21399,3469,13472,8976.15242,115192,1933.573105,6601,28814.92679,41378,3458,42748.28664,2663.613633,2586.420915,1490,10460,27044,30971,3984.001014,13807,1622,3736,12835.00889,14668.3987,11384.76446,10233.59784,81100,13645.42339
3/01/2019 23:00,12857,21377,3577,13535,9103.278669,117360,1938.782999,5418,28983.81127,39920,2912,42489.15066,2673.512885,2625.526853,1545,7637,26383,31209,4073.942092,13717,1377,3307,12970.16645,14733.51277,11483.76527,10320.17176,65485,13353.49849
4/01/2019 0:00,12963,22135,3671,13720,9248.091293,120217,1942.948208,4868,29055.28804,42189,3048,42062.41994,2671.698534,2670.389082,1581,7951,27428,32041,4171.47515,13920,1438,3436,13111.5301,14789.62914,11566.07632,10406.47376,60239,12858.96923
4/01/2019 1:00,13182,22683,3928,14082,9335.29698,122931,1905.201838,5064,29558.49336,43257,3125,42064.97912,2588.241324,2691.278598,1618,8163,28103,32709,4308.054652,14438,1471,3518,13259.60209,14690.626,11678.68451,10318.05783,62856,12638.71164
4/01/2019 2:00,13899,24333,4492,14891,9378.704042,130875,1935.162301,5186,29465.79856,48435,3378,41696.86116,2569.218751,2699.73144,1721,8727,30252,34861,4460.464718,15588,1581,3799,13380.81305,14774.51854,11652.04417,10717.09056,64334,12040.61104
4/01/2019 3:00,15058,27421,5974,16572,9339.359312,146796,1976.421062,5591,29125.55834,59723,4015,40909.08993,2570.995249,2693.377491,1875,10118,34274,39862,4646.323053,20413,1887,4359,13504.3819,14853.29717,11677.71953,11350.08476,69325,11839.19233
4/01/2019 4:00,19445,35934,7021,21582,9334.137487,193158,2034.358632,6449,29168.79342,80479,5576,40849.6254,2584.000937,2689.507274,2377,13832,45082,54041,4753.839849,27000,2711,5858,13614.5373,14902.66434,11736.13211,11869.76854,81065,11735.25515
4/01/2019 5:00,24405,42370,6730,26187,9345.757503,231278,2089.329763,8735,29481.98373,95940,6634,40539.94754,2594.696304,2691.752839,2796,16688,53188,64928,4920.508434,24726,3275,6970,13713.96633,14945.5465,11858.18458,12342.74158,112443,11457.81536
4/01/2019 6:00,23029,41513,6646,25098,9366.491042,222395,2137.487739,10367,30059.00868,93461,6342,40883.24331,2605.337623,2700.465322,2748,16193,52416,62265,4922.831145,23811,3138,6857,13796.44716,14980.966,11870.89871,12978.24334,133893,11115.71523
4/01/2019 7:00,22646,41226,6424,25111,9323.338667,220936,2143.993075,10080,30135.73371,91045,6157,41730.55237,2640.653376,2723.817494,2810,15721,51666,60978,4997.191644,22782,2990,6687,13861.76171,15005.81395,11613.29021,13912.77211,129268,9670.082587
4/01/2019 8:00,21585,39607,6176,24131,9281.048851,212058,2168.44842,9852,28959.0591,84191,5869,37473.61766,2629.091201,2704.54071,2683,15111,49698,58589,5002.847166,21935,2876,6430,13926.53027,14932.82605,11563.41233,13829.3059,124890,8183.910977
4/01/2019 9:00,20712,37793,5910,23184,9112.226778,203168,2164.245781,9471,21906.41081,78728,5610,31023.33532,2619.088825,2680.65092,2563,14460,47315,56071,4033.362246,21051,2747,6110,13976.93397,14713.93063,11511.48906,13247.29496,120091,7342.073628
4/01/2019 10:00,19950,36155,5778,22317,8846.349787,195320,2156.685843,9028,15619.18129,74394,5368,26317.01434,2634.81064,2673.533513,2467,13868,45169,54074,2893.362846,20356,2643,5846,14044.51939,14368.76568,11337.97904,12907.73425,114619,6575.467917
4/01/2019 11:00,19337,35143,5761,21755,8672.4956,190385,2155.917504,8641,11619.11851,72481,5245,23233.54659,2665.41181,2689.077017,2398,13448,43823,52764,2233.023371,20098,2575,5674,14154.81535,14133.57774,11178.8647,12729.12542,109884,5930.698021
4/01/2019 12:00,19020,35036,5820,21311,8621.234674,187581,2157.760358,8410,8829.556361,72656,5259,21435.55183,2720.706703,2708.330191,2366,13311,43754,51232,1573.119271,20057,2534,5612,14318.26783,14105.05838,11107.68505,12585.40864,107067,5230.352517
4/01/2019 13:00,19049,35357,5925,21602,8743.29554,189385,2085.570914,8388,7955.406897,73541,5333,18777.95694,2822.154828,2748.416868,2390,13448,44075,51654,1223.189078,20707,2556,5636,14377.93923,14342.89009,11201.78217,12331.68502,106229,4372.258742
4/01/2019 14:00,19544,36010,6150,21860,8890.293462,192298,2105.766811,8469,7559.924635,75886,5485,21443.4074,2820.412801,2752.358574,2420,13660,44884,51974,941.995648,21788,2590,5704,14539.36806,14736.88337,11375.06279,12832.36331,107167,5035.783631
4/01/2019 15:00,20289,37303,6307,22623,9093.646596,199312,2128.27688,8631,8536.529051,79208,5719,28051.0878,2788.230478,2757.066828,2482,14235,46586,53921,906.848377,22349,2707,5943,14668.7888,15021.3237,11517.81565,13888.65197,109070,7951.667136
4/01/2019 16:00,20758,37936,6350,22919,9093.297854,203352,2141.800488,8985,14799.18166,82531,5907,35327.53269,2779.724355,2755.522923,2515,14569,47358,55309,1196.072488,22044,2803,6063,14797.36167,15119.28695,11553.43146,16226.67799,113574,9060.487212
4/01/2019 17:00,20419,37812,6275,22939,9062.078034,202350,2155.095853,9200,23506.98076,84282,5994,37736.50309,2788.278039,2751.012349,2493,14610,47156,55076,2783.609918,22026,2823,6033,14931.1463,15203.43852,11606.85594,17006.42365,116805,9466.02592
4/01/2019 18:00,20316,37238,6006,22545,9004.313112,200031,2167.754669,9207,25496.80895,84912,5974,39672.27932,2814.639513,2748.023142,2450,14451,46409,54643,3430.516817,21509,2816,5949,15072.46389,15264.71045,11663.10094,17647.99145,117209,9743.338745
4/01/2019 19:00,19714,35985,5446,21678,8990.292561,192951,2122.230069,9103,26355.67237,82084,5749,37928.82537,2877.94169,2829.480396,2344,13997,45045,52910,3541.687476,19935,2734,5803,15334.86645,15507.26066,11713.07316,17922.25418,116371,9045.814033
4/01/2019 20:00,18167,32666,4396,19683,8841.403706,175009,2151.522564,8823,27171.53165,73952,5165,40528.03134,2853.627661,2851.876231,2130,12689,40974,47843,3678.436423,17106,2464,5277,15544.69323,15533.82096,11759.86074,18602.29615,112886,8377.62978
4/01/2019 21:00,15652,26368,3643,16489,8752.147239,144550,2192.843835,7984,27928.29008,56197,3992,43190.26537,2815.406771,2857.754731,1800,10054,32800,39362,3918.461833,14225,1913,4210,15778.44161,15586.84812,11790.21626,18621.04017,101896,9111.340189
4/01/2019 22:00,13295,22263,3929,14061,8651.41903,121961,2231.835774,6289,28728.27189,43877,3166,45166.28769,2807.965769,2835.9511,1578,8183,27564,32733,4092.591886,14248,1505,3491,16030.45737,15629.05477,11830.94158,18798.30641,79802,9934.619398
4/01/2019 23:00,13393,22036,4030,13813,8561.039949,129282,2274.748169,5162,29289.08496,39227,2278,47103.04954,2817.252304,2820.398879,1576,6251,28469,34294,4240.879891,14183,1153,3334,16292.23353,15683.80537,11967.6619,18818.86468,64493,10744.76229
5/01/2019 0:00,13470,22726,4135,13963,8399.528677,131325,2319.804625,4625,29828.0594,41414,2421,48874.29578,2847.338985,2814.576979,1611,6455,29331,34765,4375.480342,14334,1196,3468,16574.6004,15721.4565,12089.03499,18950.79707,54727,11476.38786
5/01/2019 1:00,13688,23307,4393,14230,8222.665716,134089,2364.970918,4815,30296.10622,42497,2460,49529.01402,2836.371584,2808.797756,1650,6681,30063,35351,4572.003943,14845,1222,3545,16919.24039,15688.36454,12069.50545,19072.66283,57068,12110.28164
5/01/2019 2:00,14409,24973,4954,14904,8031.652611,142143,2416.241059,4935,30455.61827,47557,2775,50459.72944,2860.189341,2835.489261,1758,7304,32219,37422,4856.174192,16062,1340,3827,17202.61544,15773.55741,12075.57677,19190.90364,58462,12676.68979
5/01/2019 3:00,15536,27988,6451,16520,7913.13371,156975,2488.159456,5341,30854.41293,58735,3535,51636.40624,2891.267706,2862.085369,1914,8826,35930,41752,5003.549846,21080,1649,4387,17492.50574,15833.79268,12147.52812,19125.71865,63060,13026.71185
5/01/2019 4:00,20033,36453,7583,21799,7873.850816,204185,2551.668403,6204,31378.35732,79432,4981,52784.34469,2914.313505,2885.627305,2428,12348,46602,56111,5111.770075,27458,2396,5901,17803.27508,15889.12027,12142.86848,19075.55324,73872,13181.54668
5/01/2019 5:00,25358,42989,7256,26582,7894.188092,248567,2609.319783,8400,31907.77652,94788,5921,53566.89836,2947.525132,2907.205159,2856,14692,54996,70263,5161.137016,25052,2895,7017,18142.272,15945.55336,12068.90384,19038.68705,102510,13357.05445
5/01/2019 6:00,23848,42064,7274,24939,8011.351111,237036,2658.355367,9984,32527.94487,92387,5642,54292.00532,2996.030763,2924.672911,2810,14041,54038,66212,5213.757058,24051,2748,6909,18493.32417,16010.98043,11976.43022,18998.84584,122126,13491.25415
5/01/2019 7:00,23381,42000,7009,24336,8459.982283,235660,2680.715157,9703,33861.13496,89805,5348,52984.75179,3081.359047,2945.528556,2869,13514,54078,64105,5392.81387,23133,2592,6733,19097.78175,16332.30254,11851.5406,19178.53139,117816,12640.93493
5/01/2019 8:00,22257,40291,6751,23571,8572.984295,225616,2727.546532,9482,32869.58873,83098,4952,48011.38139,3155.293706,2924.051238,2738,12785,51831,61274,5488.671107,22308,2462,6482,19264.38467,16293.29978,11809.80167,17769.19755,113860,12117.36649
5/01/2019 9:00,21364,38499,6477,22567,8548.334183,216551,2758.410618,9075,24264.38055,77660,4645,41361.7467,3274.202742,2881.744319,2617,11998,49461,58708,4200.002508,21545,2334,6155,19248.21487,15979.60924,11745.38304,14961.50244,109362,11805.83423
