date,AT,BE,BG,CZ,DK,DE,EE,IE,ES,FR,HR,IT,LV,LT,LU,HU,NL,PL,PT,RO,SI,SK,FI,SE,NO,CH,UK,EL
12/03/2019 0:00,6543,9591,3682,6556,9517.17799,55799,1997.345366,3423,21853.41345,43653,1942,42106.73641,2673.453065,2251.374647,640,4836,13535,17176,3744.683392,4726,1096,3364,12814.46924,14144.0753,10384.76794,15577.80255,33981,10330.69685
12/03/2019 1:00,6765,9929,3912,6695,9957.598222,57009,1996.821786,3569,22970.41255,42337,1987,42765.36945,2630.407229,2236.98462,663,4932,14014,17508,4043.589761,5308,1114,3315,13088.37286,14435.80117,10526.25464,16099.89723,35743,10487.12205
12/03/2019 2:00,7366,11129,4462,7520,10133.86765,64164,2045.168712,3682,23322.58952,47391,2242,44195.82506,2660.378839,2266.093103,743,5551,15708,19346,4110.16052,6830,1237,3621,13170.94753,14519.19388,10587.64913,16560.93574,36412,10677.39686
12/03/2019 3:00,8830,13816,5928,9371,10233.83533,81092,2096.755814,4074,23842.19826,60116,2879,45410.00644,2692.736464,2318.337727,914,6934,19488,24142,4158.715084,9912,1559,4447,13215.07073,14583.03439,10550.99811,16743.93136,40791,10924.93354
12/03/2019 4:00,12339,18748,7043,12726,10386.92012,113755,2122.645787,5004,24546.45454,84016,4083,46365.11501,2724.321967,2387.968341,1221,9471,26463,35300,4266.875098,11960,2258,6131,13145.76369,14663.5259,10525.98105,17027.68486,51412,11272.57099
12/03/2019 5:00,14716,21934,6754,15264,10576.22623,135554,2142.692713,6960,25052.39993,93009,4866,47410.88114,2754.044394,2458.856627,1425,11397,31038,42931,4358.33895,11492,2724,6679,13115.27721,14731.25537,10822.69884,17268.21821,72998,11471.33352
12/03/2019 6:00,14064,21155,6694,14909,10615.20234,130203,2100.091881,8269,25674.96875,87726,4674,47292.98041,2747.543283,2506.522043,1383,11111,30018,40957,4440.530554,10763,2612,6299,12835.88241,14508.2827,11329.52738,17366.10936,87595,10200.90928
12/03/2019 7:00,13520,20639,6446,14431,9909.098804,123884,1965.92877,7918,23540.351,83917,4426,41193.53112,2760.824595,2652.823662,1357,10756,29244,38259,4779.783381,10007,2457,6140,12054.47771,13601.76317,10301.6363,14923.11448,83742,8717.476553
12/03/2019 8:00,12821,19191,6203,13335,9014.776531,115320,1899.072566,7615,14143.09442,78824,4078,36033.12719,2687.880707,2604.454303,1262,9948,27228,36182,3209.160992,9370,2309,5904,11567.68921,12471.04276,9569.095255,13091.85722,79142,7607.248586
12/03/2019 9:00,12092,17600,5948,12447,8029.839699,106907,1853.115605,7147,8737.813491,73795,3816,31710.07614,2601.328607,2541.115743,1154,9279,24913,34064,2276.934513,8910,2176,5597,11042.11629,11442.39636,9148.565986,11621.08275,73913,6658.632645
12/03/2019 10:00,11759,17210,5809,11815,7239.140398,103545,1815.362545,6667,4554.215662,70952,3599,27789.08376,2496.806713,2475.272271,1131,8820,24426,33011,1278.753082,8692,2083,5488,10573.33386,10538.70561,8770.796234,10404.87542,69128,6081.084488
12/03/2019 11:00,11343,16650,5765,11509,6771.318213,100521,1788.719709,6479,3052.784945,68993,3514,25273.30762,2420.210464,2424.313972,1090,8595,23584,31967,683.395903,8534,2035,5297,10272.35322,9952.897013,8506.065859,9629.748292,66633,5709.88043
12/03/2019 12:00,11017,15981,5843,11395,6536.463855,96285,1773.624142,6272,2900.896197,68673,3515,23801.3281,2360.190135,2393.307516,1037,8510,22430,30521,612.68288,8600,1993,5200,10124.91993,9647.487435,8315.300069,9166.414791,64810,5473.709612
12/03/2019 13:00,10962,15642,5955,11519,6560.844316,95662,1571.275752,6076,3517.808301,70465,3553,21119.92284,1974.603502,2188.505453,1009,8610,21860,30528,658.313389,8809,2012,5314,9376.320971,9136.224943,7753.505575,8951.845059,62586,5041.506914
12/03/2019 14:00,11230,16416,6180,11771,6636.266211,99247,1634.717889,6030,3769.563529,72465,3699,21830.44701,2031.934416,2224.864461,1058,8789,22864,30966,700.331537,9237,2049,5395,9672.937318,9319.629989,7882.110858,9017.205949,62739,5330.292827
12/03/2019 15:00,11820,17424,6291,12299,6853.290906,105001,1751.807193,6243,4433.890483,76764,3871,23516.59109,2179.129541,2287.234811,1123,9207,24294,32683,745.706892,9738,2149,5577,10324.62677,9910.994139,8139.76205,9383.461636,64810,5967.870706
12/03/2019 16:00,12405,18581,6330,12884,7415.700458,111597,1929.849629,6593,5624.450239,80948,4067,26887.03194,2424.759132,2365.819294,1197,9657,25957,34534,960.30925,9978,2257,5890,11305.07839,11371.45883,8592.958522,10220.27359,68373,7736.95633
12/03/2019 17:00,12594,19192,6251,13073,8536.915008,115040,2027.628528,6969,7413.985399,83042,4210,36960.34513,2583.651137,2420.665966,1237,9793,26785,35126,1330.977782,10139,2292,5937,11724.10114,12940.52979,9237.057026,12478.77442,72308,9820.41924
12/03/2019 18:00,12503,19059,6006,13152,9048.807651,114992,2078.150347,7137,13330.17199,83648,4289,41773.83738,2685.141068,2475.847492,1224,9847,26562,35141,1947.055802,9874,2310,5876,11980.50351,13305.48183,9523.027103,14730.34072,74312,10304.26005
12/03/2019 19:00,12162,18662,5425,12793,9313.397495,112603,2108.101358,7104,17141.67992,81952,4143,43275.53646,2740.16002,2502.066265,1202,9583,26111,34452,2640.669394,8847,2251,5784,11950.97779,13532.96057,9666.80676,14540.26665,74428,10757.53169
12/03/2019 20:00,11089,16761,4392,11507,9652.242229,101208,2128.345827,6923,18875.6927,73442,3707,44850.2881,2803.864945,2567.792946,1085,8616,23509,31257,2831.731247,6643,2016,5290,12115.14,13775.20151,9821.394723,14944.48364,72594,10913.77561
12/03/2019 21:00,8749,13244,3650,8745,9866.279293,78703,2127.954603,6251,20129.17837,57753,2772,46061.14323,2865.139086,2628.135921,871,6521,18701,24229,2841.098909,4952,1526,4249,12332.93019,14015.82261,9940.61344,15370.08174,65277,11085.28408
12/03/2019 22:00,6972,10363,3116,6832,9962.405731,60186,2121.273456,4886,20829.5845,44607,2064,47054.1554,2913.335943,2674.547237,689,5073,14659,18549,2774.887017,3933,1161,3569,12531.07774,14267.55917,10100.53961,15752.80251,50274,11317.09727
12/03/2019 23:00,5238,8206,3185,5806,10141.46614,47118,2121.696958,3826,21556.67119,35920,1883,48025.31541,2945.055707,2716.390269,583,4568,11090,14106,2720.381415,4199,1096,3067,12679.8241,14489.8939,10580.72511,16104.6361,38336,11487.2448
13/03/2019 0:00,5681,9062,3290,6162,10359.8452,52015,2127.923048,4159,22235.97371,38248,2009,49037.60989,2947.302315,2751.381713,648,4838,12281,15483,2678.166628,4281,1156,3180,12767.26515,14654.337,10609.67732,16449.06058,35480,11373.51276
13/03/2019 1:00,5512,8537,3527,6292,10648.64317,49883,2127.446032,4394,24156.42269,39238,2055,50474.71532,2908.62046,2708.175339,605,4935,11470,15021,2897.447916,4832,1178,3256,12831.20616,14866.18071,10937.46569,16775.70677,38676,11608.38685
13/03/2019 2:00,6151,9441,4093,7074,10781.20309,56053,2150.394804,4334,25447.49967,44202,2317,51435.94755,2919.5596,2740.214787,670,5554,12659,17042,2927.955942,6294,1297,3570,12898.14997,14884.73711,10947.98125,17115.03357,37855,10563.68771
13/03/2019 3:00,7773,11930,5619,8817,10869.68197,72004,2173.04023,4765,26578.31297,54910,2971,52086.21118,2917.074367,2768.567716,842,6932,16034,22256,2990.398618,9230,1606,4167,12987.71768,14876.12287,11242.87459,17342.75686,42622,10647.80767
13/03/2019 4:00,10979,16733,6663,11977,10791.80652,102925,2172.396846,5875,27160.71573,73754,4216,52658.42006,2904.4373,2797.549469,1165,9472,22644,32847,3086.883035,11177,2320,5598,13115.69944,14804.40498,11651.74572,17535.16292,54421,10634.35381
13/03/2019 5:00,12159,18375,6335,14378,10749.7152,114868,2182.905038,8162,27665.73828,87814,5027,53194.09311,2919.063542,2826.673871,1248,11402,24774,37268,3178.943573,10747,2795,6675,13131.92116,14788.59644,11954.48783,17620.80478,77553,10908.12839
13/03/2019 6:00,11470,17128,6179,14040,10639.82079,108011,2173.107713,9085,28045.82072,85552,4828,51369.94736,2899.703308,2816.777045,1167,11115,23056,35220,3273.502042,10005,2677,6531,12611.21188,14581.18824,12083.90578,17622.58548,87388,10973.1534
13/03/2019 7:00,10878,16614,5921,13596,10064.44524,101807,2128.211293,8563,24625.89785,82623,4571,39950.64545,2717.375835,2660.1815,1133,10759,22326,32296,3236.526207,9273,2529,6369,12011.41553,14252.85941,10948.28311,14455.14636,82545,10211.17436
13/03/2019 8:00,10324,15727,5676,12556,9664.70603,96007,2040.378496,8278,19081.13702,76667,4215,32281.81701,2666.059205,2621.077323,1076,9951,21215,30574,2964.754761,8657,2395,6094,11354.66533,13229.82165,9749.395497,12259.373,77462,9844.946957
13/03/2019 9:00,9701,14626,5480,11715,9380.542764,89647,1934.141951,7900,14757.85421,71759,3947,26532.03042,2593.236545,2590.18909,1000,9282,19691,28641,2441.239312,8211,2266,5788,10771.65827,12298.33231,9272.179249,10469.93291,73008,9420.835861
13/03/2019 10:00,9402,14181,5312,11119,9096.914561,86627,1795.144718,7476,10887.25026,67306,3724,22460.96718,2457.399185,2533.234404,972,8822,19156,27754,1741.350072,8000,2172,5520,10320.2881,11553.68049,8873.021733,9140.244394,68578,8882.047936
13/03/2019 11:00,9132,13733,5276,10840,8844.053729,84244,1679.772861,7259,9611.63769,65844,3637,19970.29822,2347.823617,2475.150565,938,8603,18512,27022,1170.909394,7835,2122,5346,10027.10061,11074.97896,8564.105421,8271.666624,66112,8534.389029
13/03/2019 12:00,8963,13631,5318,10726,8633.383418,82707,1597.650342,7049,9092.294314,65699,3635,18525.92896,2282.987776,2461.645713,928,8510,18267,26027,729.21899,7880,2082,5286,9892.299728,10840.58791,8348.958242,7759.20703,64465,8418.770723
13/03/2019 13:00,9170,14075,5447,10854,8066.179264,84785,1449.480161,6982,8491.238756,66306,3675,17351.47419,2196.957124,2365.737843,960,8615,18870,26476,514.249842,8070,2101,5303,9136.388449,10402.1024,7922.637517,7778.810666,63390,8933.402529
13/03/2019 14:00,9316,14359,5690,11094,8033.738207,86285,1544.679602,7141,8188.223378,68640,3824,18087.55615,2265.390462,2385.935284,973,8796,19128,26625,444.093012,8465,2136,5358,9544.395196,10740.61909,8011.357958,7785.754174,64757,9106.345676
13/03/2019 15:00,9843,15343,5881,11595,8163.816999,91958,1680.013452,7295,8330.457912,72078,4001,20173.36756,2379.601128,2423.087372,1041,9213,20494,28329,404.021362,8944,2238,5576,10243.17831,11347.78538,8252.661168,8413.071709,66137,9477.42342
13/03/2019 16:00,10415,16218,5942,12153,8578.336558,97575,1836.976673,7625,9587.674674,75160,4204,24387.3485,2553.575345,2465.826954,1101,9663,21704,30241,411.082546,9199,2340,5780,11171.81869,12467.88155,8885.98415,9357.436917,70000,10123.97946
13/03/2019 17:00,10602,16518,5882,12331,9337.284805,99682,1918.01235,8021,11769.0358,77854,4349,34947.08126,2668.536891,2490.148634,1119,9798,22045,30816,489.139972,9395,2369,5820,11627.79623,13674.27687,9905.417872,13166.59882,74121,10789.61986
13/03/2019 18:00,10639,16549,5663,12406,9801.665609,100472,1964.288518,8137,16875.30553,78485,4429,40777.21872,2714.237651,2501.132809,1119,9852,22076,31184,1078.725962,9160,2379,5756,11879.33604,14086.87326,10482.44189,15562.57102,75791,10929.17035
13/03/2019 19:00,10488,16352,5163,12065,9462.297887,99167,1998.45315,8107,20185.90215,75743,4278,42372.55882,2720.989588,2506.972191,1113,9586,21927,30928,2090.172133,8221,2317,5544,11909.62808,14142.87413,10658.39933,15114.58477,76372,11111.17236
13/03/2019 20:00,9456,14590,4081,10856,9699.908105,88784,2065.118133,7932,21701.13732,68220,3829,43835.56997,2755.257557,2540.948498,998,8623,19582,27841,2351.336084,6144,2079,5068,12119.34366,14364.56601,11016.70859,15533.52089,74943,11018.89689
13/03/2019 21:00,7480,11711,3320,8230,9857.402955,69803,2122.574078,7172,23414.78075,51934,2864,44755.10989,2765.601755,2572.079449,816,6519,15832,21598,2610.655093,4515,1586,4013,12297.9684,14491.63913,11291.60577,15946.80883,67274,10876.57399
13/03/2019 22:00,5855,9120,3039,6429,9885.515117,53233,2161.330349,5665,26267.93727,40077,2135,45561.27427,2757.542141,2593.609304,642,5075,12333,16212,2885.281217,4089,1220,3288,12430.27982,14528.15342,11493.78908,16156.35698,52231,10971.1659
13/03/2019 23:00,4344,7503,3149,6270,9943.065727,42677,2196.699382,4577,27914.05667,32851,2733,46302.88029,2761.686216,2615.588315,536,6356,9982,11669,3155.764431,4363,1344,2697,12561.45366,14584.73313,11641.6398,16282.54212,40018,11158.85287
14/03/2019 0:00,4594,7947,3189,6648,10019.63269,45568,2222.489167,4188,28099.55311,34716,2871,47188.60716,2778.966265,2635.961344,568,6655,10560,12512,3446.335116,4450,1406,2817,12671.27575,14627.39847,11733.0184,16351.04859,41833,11391.03422
14/03/2019 1:00,4717,8136,3468,6790,9762.320783,46467,2159.368049,4370,28224.40593,35710,2939,48754.63465,2543.694665,2371.62656,583,6802,10883,12718,3921.80775,5015,1436,2878,12788.1973,14650.0173,11858.03128,16441.20062,44311,10686.27317
14/03/2019 2:00,5275,9180,4127,7614,9842.924857,52355,2185.764585,4478,29346.35462,40270,3208,49707.91687,2580.749686,2398.670113,656,7448,12332,14343,4099.758406,6521,1555,3152,12911.95906,14717.63697,11934.44894,16417.63134,45267,10636.58495
14/03/2019 3:00,6569,11157,5607,9459,9927.879809,65512,2193.466155,4915,30235.73511,50551,3854,50228.95871,2619.35498,2418.640386,789,8860,15198,18677,4239.734814,9550,1863,3713,13014.39558,14770.12106,11927.49118,16565.86494,50198,10654.53857
14/03/2019 4:00,9218,14304,6266,12846,9978.622312,89384,2199.453895,5819,31334.46926,68978,5350,50525.11216,2623.080511,2439.462986,992,12088,20006,27675,4318.139144,11558,2674,4993,13111.81751,14711.86355,11798.42376,16701.00372,61750,10740.99217
14/03/2019 5:00,11134,17032,5936,15401,10023.93427,107181,2203.86245,7877,32498.70592,82720,6326,50917.76381,2643.947218,2459.40426,1179,14422,24205,33858,4382.700091,11116,3206,5979,13147.52248,14664.58262,11751.56586,16748.87314,86007,10783.75456
14/03/2019 6:00,10843,16732,5816,15041,10005.28549,104161,2141.172553,9374,33324.69851,80756,6049,47784.81907,2618.353687,2429.24394,1170,14044,23894,32682,4462.8551,10354,3071,5893,12515.49385,14398.45267,11707.83852,16557.66084,102849,10028.73087
14/03/2019 7:00,10238,16640,5589,14563,9619.733607,99866,2089.56503,9081,32103.07438,78032,5861,38979.61695,2476.153712,2314.238782,1167,13648,23265,29974,4388.098067,9604,2926,5746,11668.27471,13774.51823,11473.6408,14314.41599,99187,8644.158166
14/03/2019 8:00,9611,15473,5361,13477,9251.951605,93072,1971.013186,8841,28809.15541,71759,5558,32041.67296,2433.793616,2285.722489,1087,12939,21631,28101,3806.398501,8971,2810,5451,10960.71506,12820.89832,10769.93183,12775.72317,94448,7731.747476
14/03/2019 9:00,9001,14479,5189,12590,8933.467816,87200,1851.628905,8411,26331.17256,66687,5291,26481.25438,2406.508952,2275.465263,1016,12232,20083,26259,3055.524131,8510,2678,5136,10314.54069,12004.77866,10140.1457,11516.57964,88982,6682.253077
14/03/2019 10:00,8491,13582,5058,11955,8627.021779,82359,1746.28569,7991,24005.96793,62652,5055,22534.32241,2374.740824,2251.563131,951,11684,18745,24967,2095.509528,8289,2574,4903,9814.620265,11329.59631,9575.085212,10394.27558,84081,5937.983281
14/03/2019 11:00,8244,13340,5060,11644,8396.252675,80796,1672.941469,7612,22884.64138,60787,4946,20074.44953,2349.804105,2240.205968,933,11375,18249,24365,1394.543775,8123,2513,4757,9479.883621,10864.20017,9137.352825,9608.571822,79962,5628.295798
14/03/2019 12:00,8087,13348,5156,11531,8200.780808,79538,1639.301702,7413,22044.72325,60974,4963,18884.85723,2331.575758,2243.964084,929,11291,18103,23349,957.065134,8167,2474,4696,9321.98803,10594.51984,8812.043341,9116.838354,78185,5553.170964
14/03/2019 13:00,8093,13513,5293,11656,7674.260742,80317,1427.184351,7382,20912.50637,61440,5034,18075.7126,1871.284215,2002.816392,938,11400,18153,23378,639.540341,8364,2496,4727,8470.088467,9529.297173,7784.244808,9339.202332,77118,4816.639598
14/03/2019 14:00,8248,13923,5481,11908,7417.114563,82297,1499.388908,7447,20565.75359,63480,5189,18784.77119,1966.902156,2044.265315,963,11607,18606,23572,612.240734,8771,2531,4778,9031.889452,9907.563752,7931.599646,9428.848781,77850,4978.964639
14/03/2019 15:00,8624,14716,5698,12441,7436.002905,86910,1622.867119,7601,20778.09916,66279,5415,20742.39431,2051.292046,2113.976006,1016,12115,19560,24896,633.53944,9262,2646,4983,9928.16661,10618.1072,8275.472272,9724.222096,79641,5626.038043
14/03/2019 16:00,9027,15273,5768,13021,7692.327312,90970,1771.305488,7931,21443.88915,69214,5609,24069.47946,2136.373528,2200.852317,1051,12520,20375,26370,694.606454,9523,2743,5135,10982.33531,11694.95534,8917.573189,10405.7388,83502,7373.510294
14/03/2019 17:00,9287,15746,5719,13204,8034.747438,93629,1851.587546,8226,23095.19485,71242,5697,35072.23169,2199.363934,2268.852716,1083,12585,21107,27072,911.652323,9721,2760,5126,11329.11311,12701.55092,9699.185972,12482.50451,87227,9456.426433
14/03/2019 18:00,9417,15658,5535,13276,8293.212851,93968,1888.87206,8340,27338.91613,72440,5690,40377.18176,2245.338667,2318.083154,1075,12524,21288,27548,1634.115113,9477,2754,5086,11465.44875,13040.53685,10146.88751,14477.45503,89104,9928.222285
14/03/2019 19:00,9161,15071,5028,12913,8501.9504,91145,1907.855965,8284,30381.94064,70120,5483,41757.68866,2275.719661,2359.840448,1036,12172,20626,27083,2698.106901,8505,2678,4969,11467.77537,13094.21374,10116.45373,14670.63442,89324,10012.06898
14/03/2019 20:00,8320,13578,3974,11617,8622.014559,81831,1939.119037,7968,31729.18307,63389,4916,42713.04515,2316.575854,2399.966141,938,10992,18767,24367,3038.749467,6366,2410,4511,11539.28815,13273.00037,10281.5874,15156.3124,86452,10548.229
14/03/2019 21:00,6385,10380,3282,8842,8691.458031,62196,1967.846768,7217,32858.93985,47869,3778,43324.096,2354.97943,2459.835585,725,8541,14345,18389,3332.097869,4686,1865,3539,11588.03467,13444.34797,10455.35171,15719.32432,77726,10780.03559
14/03/2019 22:00,4863,8270,2865,6922,8769.53553,48015,1993.149646,5620,33842.90632,36459,2980,43861.44817,2391.566261,2508.202997,586,6862,11100,13536,3537.115409,4838,1468,2886,11642.38268,13576.90993,10610.57494,16091.28053,59574,11069.79507
14/03/2019 23:00,4303,5884,2974,7014,8879.545341,40481,2018.915647,4528,34890.90537,32284,3397,44482.36596,2425.676399,2546.732248,465,8422,8859,12964,3759.238974,5144,1550,2527,11732.51422,13686.94998,10781.76836,16220.95218,46397,11308.52803
15/03/2019 0:00,4535,6145,3053,7364,8967.188263,42817,2038.1987,3886,36088.84767,34120,3549,45088.21218,2456.028144,2531.424747,486,8767,9263,13790,3983.179997,5233,1605,2641,11831.71076,13733.66497,10957.04138,16358.96382,38262,11474.29861
15/03/2019 1:00,4657,6459,3297,7542,8681.64255,43906,2008.736971,4085,35683.7784,35143,3640,44753.81657,2277.337459,2376.310752,498,9002,9627,14000,4078.544526,5804,1643,2701,11714.03711,13174.09147,10767.39755,16412.09623,40572,11914.89087
15/03/2019 2:00,5187,7350,3821,8198,8704.435481,49495,2015.958914,4179,36589.3045,39698,3923,45211.62579,2319.666152,2389.350138,561,9618,10905,15656,4320.237604,7317,1758,2969,11817.18842,13129.98128,10932.0339,16548.29912,41404,12044.19556
15/03/2019 3:00,6482,9553,5213,9780,8768.612101,62918,2025.318033,4613,37419.59355,50083,4640,46031.71998,2371.956561,2406.337487,672,11145,13749,20033,4535.779682,10491,2074,3522,11915.70412,13096.08783,11107.61068,16635.92596,46049,12193.99077
15/03/2019 4:00,9147,13654,6132,13324,8795.336515,88558,2056.087927,5560,38035.07575,68860,6455,46219.88948,2403.464423,2421.189337,846,15220,18823,29338,4669.609434,12717,2919,4736,11999.82319,13042.03372,11233.32507,16675.67178,57205,12296.75713
15/03/2019 5:00,11085,16970,5890,16161,8809.178396,107457,2063.421131,7536,38609.61951,82812,7687,46494.07786,2436.799778,2431.755358,1009,18357,23173,35783,4824.231907,12209,3520,5686,12060.55772,13022.71003,11359.86628,16598.28774,79934,11868.56847
15/03/2019 6:00,10819,16775,5762,15726,8779.665845,104706,1954.59492,9002,39142.95609,80886,7346,44087.07351,2378.946748,2401.461437,1001,17819,22917,34542,4967.820514,11540,3362,5601,11826.92303,12910.05305,11444.96684,16273.86313,95900,8681.426386
15/03/2019 7:00,10263,15714,5539,15249,8913.491587,99570,1793.858498,8765,36967.62312,77802,7132,37232.98525,2260.921887,2350.754313,1018,17299,22037,32222,4940.062096,10796,3237,5464,11115.74749,12652.37158,10892.52113,14573.57463,92655,7088.803734
15/03/2019 8:00,9581,14406,5314,14426,8648.560892,92075,1660.273771,8523,31398.08675,71481,6820,32062.68722,2051.928864,2192.874314,935,16625,20259,30177,3982.412155,10172,3118,5162,10677.46499,12261.58274,10221.73583,12798.9249,88502,5598.454779
15/03/2019 9:00,8936,13096,5086,13689,8388.516187,85511,1538.013539,8005,26089.14451,66319,6527,28239.08297,1908.369276,2082.14098,869,15909,18553,28250,3080.988733,9714,2986,4855,10254.8465,11895.27035,9600.832794,11160.11246,82686,4587.191587
15/03/2019 10:00,8455,12071,4951,13074,8156.871952,80772,1432.80346,7540,20936.52927,62178,6253,25127.36297,1859.988221,2042.612159,821,15255,17311,27046,1916.641114,9481,2873,4632,9866.715079,11541.23534,9061.627937,9649.594274,77738,3898.557791
15/03/2019 11:00,8182,11464,4971,12685,7950.465395,78299,1362.163826,7182,17689.1972,60270,6108,23221.15622,1817.699048,2033.016311,798,14794,16588,26339,1042.303557,9327,2804,4499,9615.818447,11253.62954,8688.179186,8548.464675,74081,3455.113722
15/03/2019 12:00,8049,11408,5022,12545,7790.461438,77285,1321.238778,6997,15894.29311,60340,6118,22817.88208,1778.630431,2042.684048,809,14637,16542,25453,841.787843,9435,2752,4436,9501.354109,11100.69468,8440.209938,7818.858548,72292,3305.564804
15/03/2019 13:00,8056,11214,5140,12697,7632.755425,77601,1140.338801,6963,16082.16804,60706,6203,23174.58207,1425.812845,1809.828134,822,14782,16472,25573,872.99988,9657,2780,4466,8524.431998,10044.7705,7532.009708,8693.019411,71423,3793.088645
15/03/2019 14:00,8192,11480,5332,12931,7660.567979,79243,1201.866126,7041,16068.96377,62701,6368,24576.41351,1439.194885,1840.8654,843,15015,16801,25767,826.139812,10110,2813,4514,8991.436296,10297.96931,7651.857378,8157.754358,72179,4200.459394
15/03/2019 15:00,8551,11962,5499,13475,7744.247296,82944,1337.945488,7199,16795.08686,65432,6639,26847.34462,1600.286749,1906.974709,882,15637,17551,27055,789.453563,10610,2937,4713,9720.145395,10633.90966,7985.915943,8390.889924,73851,5048.205595
15/03/2019 16:00,8924,12465,5550,13896,7850.954433,87038,1540.752969,7513,18147.44828,68368,6851,29872.32041,1884.802289,1986.707727,914,16002,18280,28567,815.974629,10842,3027,4866,10557.51391,11070.33555,8573.589932,9419.231228,77217,6467.104253
15/03/2019 17:00,9106,13125,5502,14042,7949.156612,89168,1661.610735,7793,20124.01031,70559,6939,34117.53751,2041.587683,2035.595767,922,16050,18865,28911,1080.460924,10924,3045,4864,10980.66048,11589.61069,9239.639885,11752.12832,80784,8177.872772
15/03/2019 18:00,9255,13810,5273,13963,7989.602741,90815,1724.631059,7867,24781.39681,72012,6910,36130.4542,2125.864643,2070.211561,917,15880,19414,29246,1781.070598,10606,3028,4834,11203.28791,11841.96441,9587.568591,13285.25398,82021,8684.351512
15/03/2019 19:00,9036,13472,4776,13541,8002.124866,88528,1820.681809,7854,28762.71394,69746,6652,35059.19959,2245.627672,2109.440188,887,15378,18913,28723,3230.236093,9500,2934,4723,10935.15977,11660.39499,9252.283997,13599.79287,82473,8868.080641
15/03/2019 20:00,8204,12506,3760,12242,7936.428196,80077,1870.694971,7619,31318.00929,63184,5979,35597.36858,2332.931319,2167.993382,803,13943,17397,25801,3839.616986,7190,2645,4286,11119.00418,11878.97616,9357.528493,14054.74984,80126,9018.71998
15/03/2019 21:00,6269,9397,3059,9554,7879.67433,60390,1902.741194,6865,33318.16726,47614,4630,36361.9984,2404.942172,2239.933522,613,11060,13151,19510,4062.406386,5476,2087,3346,11285.86944,12092.88221,9439.687604,14268.14664,71875,8848.332006
15/03/2019 22:00,4770,6611,2732,7657,7835.564189,45422,1933.869602,5284,34899.94685,35947,3682,37129.47677,2505.25274,2322.765946,500,9012,9791,14711,4199.144093,4744,1670,2716,11473.60469,12226.46799,9518.402122,14588.79591,54661,8673.90248
15/03/2019 23:00,4191,7208,2855,7235,7803.197531,47723,1966.969454,4216,36190.03579,29906,4091,37911.51693,2610.798721,2424.829199,451,9988,11392,15315,4287.040187,4963,1844,2578,11662.63843,12357.72891,9586.241694,14875.45189,42396,8712.907777
16/03/2019 0:00,4419,7565,2928,7386,7791.870277,50527,2014.398257,4038,37208.3079,31544,4183,38528.27792,2687.275441,2517.916764,471,10176,11963,16207,4426.544743,5055,1881,2692,11829.3311,12447.87218,9636.673899,15134.78166,37535,8740.790894
16/03/2019 1:00,4539,7752,3159,7699,7743.009028,51611,1964.949372,4231,38168.9423,32597,4295,36091.60168,2643.735891,2521.5516,483,10431,12248,16488,4670.430004,5641,1919,2750,11717.03362,12204.25187,9490.115694,15184.54688,39853,8501.845935
16/03/2019 2:00,5066,8749,3685,8284,7736.041985,57877,2004.629951,4333,39232.3701,36859,4571,36862.89658,2723.3162,2597.349222,544,10987,13798,18251,4936.370556,7182,2039,3013,11871.20866,12311.18663,9490.243357,14995.13633,40672,8660.385216
16/03/2019 3:00,6349,10655,5023,9736,7777.355879,72130,2034.804685,4754,39456.01146,46878,5272,37491.3951,2781.934723,2661.275191,652,12464,16756,22826,5120.883117,10489,2370,3552,12018.84688,12380.79738,9486.115674,14962.82962,45352,8860.802107
16/03/2019 4:00,8978,13820,5915,13545,7868.773613,99298,2054.367487,5666,39661.13557,65160,7055,38040.45933,2840.80849,2694.137377,820,16550,21675,33093,5250.3075,12665,3225,4780,12173.43775,12401.43132,9541.601491,14998.55472,56579,9057.566675
16/03/2019 5:00,10894,16543,5708,16076,7989.248027,119451,2048.432975,7677,39883.6759,78676,8328,38593.44783,2873.108508,2716.997433,978,19466,25993,40171,5430.808543,12095,3851,5728,12225.26739,12420.93225,9611.596843,14984.96506,79105,9154.604954
16/03/2019 6:00,10630,16271,5572,15311,8061.273577,116228,1876.843417,9159,40162.1971,76957,7859,38073.61206,2713.339284,2642.036799,971,18591,25674,38787,5515.74062,11306,3641,5643,11572.49156,12222.67105,9632.594351,14776.40919,94991,8645.195363
16/03/2019 7:00,10073,16269,5335,14865,7899.701321,111983,1678.879458,8911,36194.40372,73545,7743,35666.23258,2432.249025,2392.919248,988,18215,25658,36413,5636.423066,10586,3526,5505,10311.42218,11684.92892,9302.392226,12924.87824,91771,7502.427773
16/03/2019 8:00,9391,14955,5098,14189,7592.380781,103857,1539.256368,8680,29232.84709,67534,7487,33824.41815,2159.939258,2186.075721,907,17734,23615,34348,3952.250114,9950,3424,5222,9763.545376,11223.06104,9025.624967,10981.72998,87583,7104.075951
16/03/2019 9:00,8752,13896,4874,13425,7481.614249,97034,1401.120321,8196,23864.50201,62478,7220,31994.03556,1891.487133,1939.178957,843,16995,21947,32316,3001.013927,9529,3298,4918,9281.013779,10892.17011,8766.851074,8788.991428,81639,6912.373033
