h,n,id,Demand,rl,pump_in,pump_out,pump_net,rl_w_pumping,rrl,rrlwp,xid
2016-07-10T01:00:00Z,LT,1996,850,457.49483000000004,0,0,0,457.49483000000004,1,14,0.9998858447488584
2016-02-23T02:00:00Z,LT,2008,882,474.91197999999997,311.3518373056771,0,-311.3518373056771,786.2638173056771,1,1053,0.9998858447488584
2016-07-10T02:00:00Z,LT,1996,839,460.69593,0,0,0,460.69593,2,17,0.9997716894977169
2016-02-23T01:00:00Z,LT,2008,884,476.91197999999997,622.7036746113542,0,-622.7036746113542,1099.6156546113543,2,4017,0.9997716894977169
2016-07-10T00:00:00Z,LT,1996,868,470.70514,0,0,0,470.70514,3,21,0.9996575342465753
2016-02-23T03:00:00Z,LT,2008,896,487.64966,155.6759186528392,0,-155.6759186528392,643.3255786528391,3,501,0.9996575342465753
2016-03-15T02:00:00Z,LT,1996,887,493.39539,717.711796815911,0,-717.711796815911,1211.107186815911,4,4991,0.9995433789954338
2016-06-24T03:00:00Z,LT,2008,829,492.13362,717.6122437887911,0,-717.6122437887911,1209.7458637887912,4,5454,0.9995433789954338
2016-07-10T03:00:00Z,LT,1996,860,493.73887,0,0,0,493.73887,5,34,0.9994292237442922
2016-06-24T02:00:00Z,LT,2008,838,503.8924,717.6122437887911,0,-717.6122437887911,1221.504643788791,5,5570,0.9994292237442922
2016-03-15T03:00:00Z,LT,1996,888,497.62245,717.711796815911,0,-717.711796815911,1215.334246815911,6,5044,0.9993150684931507
2016-02-23T00:00:00Z,LT,2008,915,506.98560000000003,717.6122437887911,0,-717.6122437887911,1224.5978437887911,6,5609,0.9993150684931507
2016-11-07T03:00:00Z,LT,1996,895,503.58918,0,0,0,503.58918,7,43,0.9992009132420091
2016-02-25T02:00:00Z,LT,2008,925,524.7783900000001,84.83507228954096,0,-84.83507228954096,609.6134622895411,7,373,0.9992009132420091
2016-03-15T01:00:00Z,LT,1996,902,506.01327000000003,717.711796815911,0,-717.711796815911,1223.725066815911,8,5181,0.9990867579908675
2016-02-25T01:00:00Z,LT,2008,931,531.0634299999999,78.5500322895412,0,-78.5500322895412,609.6134622895411,8,372,0.9990867579908675
2016-07-09T23:00:00Z,LT,1996,906,507.18323,0,0,0,507.18323,9,46,0.998972602739726
2016-06-24T04:00:00Z,LT,2008,864,532.3978946302307,717.6122437887911,0,-717.6122437887911,1250.0101384190218,9,5850,0.998972602739726
2016-11-07T02:00:00Z,LT,1996,898,507.88712999999996,0,0,0,507.88712999999996,10,47,0.9988584474885844
2016-01-26T01:00:00Z,LT,2008,941,533.36735,0,0,0,533.36735,10,170,0.9988584474885844
2016-11-04T02:00:00Z,LT,1996,912,518.66516,0,0,0,518.66516,11,54,0.9987442922374429
2016-11-16T02:00:00Z,LT,2008,917,534.1403799999999,0,0,0,534.1403799999999,11,171,0.9987442922374429
2016-03-15T04:00:00Z,LT,1996,909,524.1298300000001,717.711796815911,0,-717.711796815911,1241.8416268159112,12,5406,0.9986301369863013
2016-01-26T02:00:00Z,LT,2008,943,535.3826200000001,0,0,0,535.3826200000001,12,174,0.9986301369863013
2016-11-04T03:00:00Z,LT,1996,923,525.5829799999999,0,0,0,525.5829799999999,13,59,0.9985159817351598
2016-02-22T03:00:00Z,LT,2008,922,535.59774,717.6122437887911,0,-717.6122437887911,1253.2099837887913,13,5877,0.9985159817351598
2016-09-30T01:00:00Z,LT,1996,917,527.22816,743.1110000000001,0,-743.1110000000001,1270.33916,14,5771,0.9984018264840183
2016-06-11T02:00:00Z,LT,2008,837,535.82979,717.6122437887911,0,-717.6122437887911,1253.4420337887912,14,5879,0.9984018264840183
2016-11-07T01:00:00Z,LT,1996,919,528.68862,0,0,0,528.68862,15,62,0.9982876712328768
2016-06-24T01:00:00Z,LT,2008,869,538.27216,717.6122437887911,0,-717.6122437887911,1255.8844037887911,15,5903,0.9982876712328768
2016-11-07T04:00:00Z,LT,1996,923,529.5633599999999,0,0,0,529.5633599999999,16,63,0.9981735159817352
2016-11-16T03:00:00Z,LT,2008,924,540.20891,0,0,0,540.20891,16,181,0.9981735159817352
2016-09-30T00:00:00Z,LT,1996,917,532.76608,743.1110000000001,0,-743.1110000000001,1275.8770800000002,17,5876,0.9980593607305936
2016-02-25T03:00:00Z,LT,2008,940,541.54462,68.06884228954124,0,-68.06884228954124,609.6134622895413,17,375,0.9980593607305936
2016-03-15T00:00:00Z,LT,1996,930,532.82221,717.711796815911,0,-717.711796815911,1250.5340068159112,18,5534,0.9979452054794521
2016-02-27T01:00:00Z,LT,2008,912,541.76358,743.1110000000001,0,-743.1110000000001,1284.8745800000002,18,6208,0.9979452054794521
2016-09-30T02:00:00Z,LT,1996,928,533.3773900000001,743.1110000000001,0,-743.1110000000001,1276.4883900000002,19,5884,0.9978310502283105
2016-11-16T01:00:00Z,LT,2008,924,543.04913,0,0,0,543.04913,19,186,0.9978310502283105
2016-11-04T01:00:00Z,LT,1996,925,537.99712,0,0,0,537.99712,20,69,0.997716894977169
2016-02-22T04:00:00Z,LT,2008,938,543.45883,717.6122437887911,0,-717.6122437887911,1261.0710737887912,20,5971,0.997716894977169
2016-11-07T00:00:00Z,LT,1996,936,544.10563,0,0,0,544.10563,21,79,0.9976027397260274
2016-02-27T00:00:00Z,LT,2008,935,548.84715,743.1110000000001,0,-743.1110000000001,1291.9581500000002,21,6278,0.9976027397260274
2016-09-29T23:00:00Z,LT,1996,933,554.79773,743.1110000000001,0,-743.1110000000001,1297.90873,22,6157,0.9974885844748859
2016-02-22T02:00:00Z,LT,2008,922,550.00244,717.6122437887911,0,-717.6122437887911,1267.6146837887911,22,6025,0.9974885844748859
2016-03-15T05:00:00Z,LT,1996,939,562.11095,717.711796815911,0,-717.711796815911,1279.8227468159112,23,5913,0.9973744292237443
2016-02-22T23:00:00Z,LT,2008,959,551.09249,648.8957620648271,0,-648.8957620648271,1199.988252064827,23,5357,0.9973744292237443
2016-03-14T03:00:00Z,LT,1996,937,567.44055,531.1461863314452,0,-531.1461863314452,1098.586736331445,24,3600,0.9972602739726028
2016-01-26T03:00:00Z,LT,2008,960,551.55295,0,0,0,551.55295,24,201,0.9972602739726028
2016-08-15T02:00:00Z,LT,1996,815,569.49912,0,0,0,569.49912,25,126,0.9971461187214612
2016-10-02T01:00:00Z,LT,2008,948,551.80458,0,0,0,551.80458,25,202,0.9971461187214612
2016-08-15T01:00:00Z,LT,1996,823,569.5027299999999,0,0,0,569.5027299999999,26,127,0.9970319634703196
2016-10-02T00:00:00Z,LT,2008,953,551.9894400000001,0,0,0,551.9894400000001,26,203,0.9970319634703196
2016-11-06T03:00:00Z,LT,1996,925,569.94705,0,0,0,569.94705,27,128,0.9969178082191781
2016-02-25T00:00:00Z,LT,2008,951,552.82457,56.78889228954114,0,-56.78889228954114,609.6134622895411,27,371,0.9969178082191781
2016-07-09T22:00:00Z,LT,1996,970,570.40446,0,0,0,570.40446,28,129,0.9968036529680365
2016-02-27T02:00:00Z,LT,2008,904,553.44661,743.1110000000001,0,-743.1110000000001,1296.55761,28,6328,0.9968036529680365
2016-08-15T03:00:00Z,LT,1996,808,571.76801,0,0,0,571.76801,29,130,0.996689497716895
2016-06-11T01:00:00Z,LT,2008,861,553.8490400000001,717.6122437887911,0,-717.6122437887911,1271.4612837887912,29,6055,0.996689497716895
2016-11-04T00:00:00Z,LT,1996,949,572.1822099999999,0,0,0,572.1822099999999,30,131,0.9965753424657534
2016-01-04T03:00:00Z,LT,2008,926,555.24949,717.6122437887911,0,-717.6122437887911,1272.8617337887913,30,6069,0.9965753424657534
2016-03-14T23:00:00Z,LT,1996,974,575.11706,0,0,0,575.11706,31,141,0.9964611872146119
2016-02-28T02:00:00Z,LT,2008,938,556.90152,0,0,0,556.90152,31,211,0.9964611872146119
2016-11-06T02:00:00Z,LT,1996,912,581.84224,0,0,0,581.84224,32,148,0.9963470319634703
2016-06-11T00:00:00Z,LT,2008,871,558.0464400000001,717.6122437887911,0,-717.6122437887911,1275.6586837887912,32,6099,0.9963470319634703
2016-08-15T00:00:00Z,LT,1996,839,582.16878,0,0,0,582.16878,33,150,0.9962328767123287
2016-02-28T03:00:00Z,LT,2008,939,561.90226,0,0,0,561.90226,33,220,0.9962328767123287
2016-09-07T02:00:00Z,LT,1996,828,584.46895,743.1110000000001,0,-743.1110000000001,1327.57995,34,6526,0.9961187214611872
2016-10-02T02:00:00Z,LT,2008,954,562.22779,0,0,0,562.22779,34,223,0.9961187214611872
2016-02-16T01:00:00Z,LT,1996,994,585.56822,717.711796815911,0,-717.711796815911,1303.280016815911,35,6210,0.9960045662100456
2016-02-23T04:00:00Z,LT,2008,972,562.8149000000001,77.83795932641928,0,-77.83795932641928,640.6528593264194,35,492,0.9960045662100456
2016-02-16T02:00:00Z,LT,1996,990,587.81365,717.711796815911,0,-717.711796815911,1305.525446815911,36,6229,0.9958904109589041
2016-11-16T00:00:00Z,LT,2008,942,562.86626,0,0,0,562.86626,36,225,0.9958904109589041
2016-03-14T04:00:00Z,LT,1996,955,588.4080200000001,0,0,0,588.4080200000001,37,160,0.9957762557077625
2016-02-28T01:00:00Z,LT,2008,949,565.80953,0,0,0,565.80953,37,233,0.9957762557077625
2016-11-06T23:00:00Z,LT,1996,985,589.44592,0,0,0,589.44592,38,161,0.995662100456621
2016-01-05T02:00:00Z,LT,2008,951,566.10947,717.6122437887911,0,-717.6122437887911,1283.721713788791,38,6191,0.995662100456621
2016-03-14T02:00:00Z,LT,1996,944,589.71564,0,0,0,589.71564,39,163,0.9955479452054794
2016-01-26T00:00:00Z,LT,2008,975,566.7616399999999,0,0,0,566.7616399999999,39,235,0.9955479452054794
2016-11-04T04:00:00Z,LT,1996,984,591.8664,0,0,0,591.8664,40,179,0.995433789954338
2016-02-02T02:00:00Z,LT,2008,926,568.4784,743.1110000000001,0,-743.1110000000001,1311.5894,40,6573,0.995433789954338
2016-09-30T03:00:00Z,LT,1996,992,593.20868,743.1110000000001,0,-743.1110000000001,1336.31968,41,6598,0.9953196347031964
2016-02-02T01:00:00Z,LT,2008,929,568.82651,743.1110000000001,0,-743.1110000000001,1311.9375100000002,41,6578,0.9953196347031964
2016-12-25T04:00:00Z,LT,1996,896,593.56238,0,0,0,593.56238,42,181,0.9952054794520548
2016-10-01T23:00:00Z,LT,2008,971,569.6840400000001,0,0,0,569.6840400000001,42,242,0.9952054794520548
2016-09-29T22:00:00Z,LT,1996,970,598.8881,743.1110000000001,0,-743.1110000000001,1341.9991,43,6637,0.9950913242009133
2016-01-04T02:00:00Z,LT,2008,931,571.22862,717.6122437887911,0,-717.6122437887911,1288.840863788791,43,6248,0.9950913242009133
2016-10-31T01:00:00Z,LT,1996,925,602.30927,0,0,0,602.30927,44,196,0.9949771689497717
2016-01-04T04:00:00Z,LT,2008,945,571.64341,717.6122437887911,0,-717.6122437887911,1289.2556537887913,44,6255,0.9949771689497717
2016-10-31T02:00:00Z,LT,1996,918,604.84284,0,0,0,604.84284,45,199,0.9948630136986302
2016-06-24T00:00:00Z,LT,2008,897,572.5481299999999,717.6122437887911,0,-717.6122437887911,1290.160373788791,45,6264,0.9948630136986302
2016-11-07T05:00:00Z,LT,1996,1002,606.01327,0,0,0,606.01327,46,201,0.9947488584474886
2016-01-05T03:00:00Z,LT,2008,962,573.2359799999999,717.6122437887911,0,-717.6122437887911,1290.848223788791,46,6268,0.9947488584474886
2016-02-16T03:00:00Z,LT,1996,996,606.46739,715.0192317352326,0,-715.0192317352326,1321.4866217352326,47,6472,0.9946347031963471
2016-06-11T03:00:00Z,LT,2008,866,573.27919,717.6122437887911,0,-717.6122437887911,1290.8914337887911,47,6269,0.9946347031963471
2016-02-16T00:00:00Z,LT,1996,1011,606.5740499999999,714.9125717352326,0,-714.9125717352326,1321.4866217352326,48,6471,0.9945205479452055
2016-01-05T01:00:00Z,LT,2008,962,574.84951,717.6122437887911,0,-717.6122437887911,1292.4617537887912,48,6289,0.9945205479452055
2016-08-15T04:00:00Z,LT,1996,829,607.66644,0,0,0,607.66644,49,203,0.994406392694064
2016-02-22T01:00:00Z,LT,2008,937,575.6201799999999,0,0,0,575.6201799999999,49,259,0.994406392694064
2016-09-07T01:00:00Z,LT,1996,818,609.1471200000001,743.1110000000001,0,-743.1110000000001,1352.2581200000002,50,6726,0.9942922374429224
2016-02-28T00:00:00Z,LT,2008,967,577.1212700000001,0,0,0,577.1212700000001,50,261,0.9942922374429224
2016-03-14T01:00:00Z,LT,1996,956,609.89527,0,0,0,609.89527,51,205,0.9941780821917808
2016-02-01T04:00:00Z,LT,2008,965,577.80879,0,0,0,577.80879,51,263,0.9941780821917808
2016-05-03T03:00:00Z,LT,1996,765,610.6203,743.1110000000001,0,-743.1110000000001,1353.7313000000001,52,6742,0.9940639269406393
2016-02-01T03:00:00Z,LT,2008,952,580.32311,0,0,0,580.32311,52,268,0.9940639269406393
2016-05-03T02:00:00Z,LT,1996,775,614.53775,743.1110000000001,0,-743.1110000000001,1357.64875,53,6772,0.9939497716894977
2016-02-02T00:00:00Z,LT,2008,955,581.07842,743.1110000000001,0,-743.1110000000001,1324.1894200000002,53,6712,0.9939497716894977
2016-11-08T03:00:00Z,LT,1996,896,614.6197099999999,691.5952755785024,0,-691.5952755785024,1306.2149855785024,54,6240,0.9938356164383562
2016-01-04T01:00:00Z,LT,2008,949,581.12534,717.6122437887911,0,-717.6122437887911,1298.7375837887912,54,6356,0.9938356164383562
2016-12-25T03:00:00Z,LT,1996,880,614.6735699999999,0,0,0,614.6735699999999,55,209,0.9937214611872146
2016-02-15T03:00:00Z,LT,2008,956,585.70759,717.6122437887911,0,-717.6122437887911,1303.3198337887911,55,6415,0.9937214611872146
2016-12-25T05:00:00Z,LT,1996,943,614.6848200000001,0,0,0,614.6848200000001,56,210,0.993607305936073
2016-02-28T04:00:00Z,LT,2008,961,586.1927599999999,0,0,0,586.1927599999999,56,281,0.993607305936073
2016-09-07T03:00:00Z,LT,1996,890,614.73789,743.1110000000001,0,-743.1110000000001,1357.8488900000002,57,6775,0.9934931506849315
2016-06-10T23:00:00Z,LT,2008,900,586.33384,603.1163757241528,0,-603.1163757241528,1189.4502157241527,57,5235,0.9934931506849315
2016-10-31T00:00:00Z,LT,1996,933,615.4959799999999,0,0,0,615.4959799999999,58,212,0.9933789954337899
2016-10-31T03:00:00Z,LT,2008,915,586.65428,6.514624926343913,0,-6.514624926343913,593.1689049263439,58,299,0.9933789954337899
2016-05-03T01:00:00Z,LT,1996,773,615.78517,743.1110000000001,0,-743.1110000000001,1358.89617,59,6780,0.9932648401826484
2016-02-27T03:00:00Z,LT,2008,919,587.4017699999999,743.1110000000001,0,-743.1110000000001,1330.51277,59,6765,0.9932648401826484
2016-11-06T01:00:00Z,LT,1996,918,619.12538,0,0,0,619.12538,60,216,0.9931506849315068
2016-02-02T03:00:00Z,LT,2008,938,590.4039,743.1110000000001,0,-743.1110000000001,1333.5149000000001,60,6788,0.9931506849315068
2016-10-31T03:00:00Z,LT,1996,916,619.3446200000001,0,0,0,619.3446200000001,61,217,0.9930365296803653
2016-10-31T02:00:00Z,LT,2008,919,590.53721,0,0,0,590.53721,61,292,0.9930365296803653
2016-11-23T02:00:00Z,LT,1996,932,620.61416,93.40097840508042,0,-93.40097840508042,714.0151384050804,62,477,0.9929223744292237
2016-02-22T05:00:00Z,LT,2008,996,595.1726799999999,717.6122437887911,0,-717.6122437887911,1312.784923788791,62,6588,0.9929223744292237
2016-11-03T01:00:00Z,LT,1996,989,621.9092,0,0,0,621.9092,63,218,0.9928082191780822
2016-02-24T23:00:00Z,LT,2008,991,596.3214,13.292062289541093,0,-13.292062289541093,609.6134622895411,63,370,0.9928082191780822
2016-11-06T04:00:00Z,LT,1996,996,622.394,0,0,0,622.394,64,219,0.9926940639269406
2016-10-31T01:00:00Z,LT,2008,927,596.65391,0,0,0,596.65391,64,309,0.9926940639269406
2016-11-03T02:00:00Z,LT,1996,982,622.41695,0,0,0,622.41695,65,220,0.992579908675799
2016-02-26T23:00:00Z,LT,2008,988,596.97093,743.1110000000001,0,-743.1110000000001,1340.08193,65,6861,0.992579908675799
2016-11-08T02:00:00Z,LT,1996,891,623.19983,683.0151555785023,0,-683.0151555785023,1306.2149855785024,66,6239,0.9924657534246575
2016-02-15T02:00:00Z,LT,2008,959,597.80851,717.6122437887911,0,-717.6122437887911,1315.420753788791,66,6616,0.9924657534246575
2016-07-10T04:00:00Z,LT,1996,988,623.8485793705454,0,0,0,623.8485793705454,67,221,0.992351598173516
2016-02-15T04:00:00Z,LT,2008,973,598.0095200000001,717.6122437887911,0,-717.6122437887911,1315.6217637887912,67,6617,0.992351598173516
2016-08-14T23:00:00Z,LT,1996,880,624.90447,0,0,0,624.90447,68,222,0.9922374429223745
2016-01-05T00:00:00Z,LT,2008,983,599.3514299999999,717.6122437887911,0,-717.6122437887911,1316.963673788791,68,6630,0.9922374429223745
2016-07-06T04:00:00Z,LT,1996,870,626.2378687552043,0,0,0,626.2378687552043,69,226,0.9921232876712329
2016-10-12T01:00:00Z,LT,2008,818,599.52193,717.6122437887911,0,-717.6122437887911,1317.134173788791,69,6631,0.9921232876712329
2016-12-16T02:00:00Z,LT,1996,1035,627.48951,743.1110000000001,0,-743.1110000000001,1370.6005100000002,70,6865,0.9920091324200914
2016-11-24T02:00:00Z,LT,2008,1010,600.78945,743.1110000000001,0,-743.1110000000001,1343.90045,70,6890,0.9920091324200914
2016-11-03T23:00:00Z,LT,1996,991,628.05755,0,0,0,628.05755,71,229,0.9918949771689498
2016-01-20T02:00:00Z,LT,2008,998,602.34412,0,0,0,602.34412,71,351,0.9918949771689498
2016-08-31T00:00:00Z,LT,1996,817,629.56584,0,0,0,629.56584,72,235,0.9917808219178083
2016-10-31T04:00:00Z,LT,2008,938,603.2459699999999,0,0,0,603.2459699999999,72,352,0.9917808219178083
2016-11-23T03:00:00Z,LT,1996,943,630.3569299999999,46.70048920253976,0,-46.70048920253976,677.0574192025397,73,376,0.9916666666666667
2016-10-11T23:00:00Z,LT,2008,862,605.78976,717.6122437887911,0,-717.6122437887911,1323.4020037887913,73,6706,0.9916666666666667
2016-11-23T01:00:00Z,LT,1996,937,630.5209199999999,186.80195681016085,0,-186.80195681016085,817.3228768101608,74,938,0.9915525114155251
2016-01-25T03:00:00Z,LT,2008,979,606.7174,0,0,0,606.7174,74,359,0.9915525114155251
2016-12-15T03:00:00Z,LT,1996,1018,631.80643,743.1110000000001,0,-743.1110000000001,1374.91743,75,6891,0.9914383561643836
2016-02-01T02:00:00Z,LT,2008,958,606.71874,0,0,0,606.71874,75,360,0.9914383561643836
2016-07-06T03:00:00Z,LT,1996,819,631.86106,0,0,0,631.86106,76,239,0.991324200913242
2016-04-09T00:00:00Z,LT,2008,901,607.0677700000001,0,0,0,607.0677700000001,76,363,0.991324200913242
2016-08-29T01:00:00Z,LT,1996,881,632.099,0,0,0,632.099,77,240,0.9912100456621005
2016-10-31T00:00:00Z,LT,2008,936,607.18091,0,0,0,607.18091,77,364,0.9912100456621005
2016-05-03T00:00:00Z,LT,1996,790,632.3118,743.1110000000001,0,-743.1110000000001,1375.4228,78,6896,0.9910958904109589
2016-10-12T00:00:00Z,LT,2008,843,607.70457,717.6122437887911,0,-717.6122437887911,1325.316813788791,78,6724,0.9910958904109589
2016-11-03T03:00:00Z,LT,1996,987,632.43569,0,0,0,632.43569,79,241,0.9909817351598174
2016-01-20T01:00:00Z,LT,2008,1002,608.4768300000001,0,0,0,608.4768300000001,79,365,0.9909817351598174
2016-03-15T06:00:00Z,LT,1996,1003,632.6586034627055,677.8247555270736,0,-677.8247555270736,1310.4833589897792,80,6345,0.9908675799086758
2016-01-25T04:00:00Z,LT,2008,992,608.73827000000006,0,0,0,608.73827000000006,80,366,0.9908675799086758
2016-05-05T03:00:00Z,LT,1996,891,633.47654,743.1110000000001,0,-743.1110000000001,1376.58754,81,6904,0.9907534246575342
2016-02-25T04:00:00Z,LT,2008,1002,608.7466,0.8668622895411886,0,-0.8668622895411886,609.6134622895411,81,374,0.9907534246575342
2016-12-15T02:00:00Z,LT,1996,1009,633.54124,743.1110000000001,0,-743.1110000000001,1376.6522400000001,82,6907,0.9906392694063927
2016-01-25T23:00:00Z,LT,2008,1018,609.46133,0,0,0,609.46133,82,368,0.9906392694063927
2016-08-31T01:00:00Z,LT,1996,813,634.4937,0,0,0,634.4937,83,243,0.9905251141552511
2016-04-09T01:00:00Z,LT,2008,901,610.08105,0,0,0,610.08105,83,376,0.9905251141552511
2016-08-29T02:00:00Z,LT,1996,881,634.68981,0,0,0,634.68981,84,244,0.9904109589041096
2016-11-16T04:00:00Z,LT,2008,994,611.12511,0,0,0,611.12511,84,377,0.9904109589041096
2016-12-16T03:00:00Z,LT,1996,1042,634.71856,743.1110000000001,0,-743.1110000000001,1377.8295600000001,85,6915,0.990296803652968
2016-01-20T03:00:00Z,LT,2008,1009,611.28267,0,0,0,611.28267,85,378,0.990296803652968
2016-11-08T04:00:00Z,LT,1996,923,635.3488299999999,743.1110000000001,0,-743.1110000000001,1378.45983,86,6924,0.9901826484018265
2016-11-15T23:00:00Z,LT,2008,988,611.28401,0,0,0,611.28401,86,379,0.9901826484018265
2016-03-14T05:00:00Z,LT,1996,998,635.54619,0,0,0,635.54619,87,301,0.9900684931506849
2016-11-24T01:00:00Z,LT,2008,1021,611.41788,743.1110000000001,0,-743.1110000000001,1354.52888,87,6952,0.9900684931506849
2016-05-05T02:00:00Z,LT,1996,854,635.54738,743.1110000000001,0,-743.1110000000001,1378.65838,88,6926,0.9899543378995433
2016-06-24T05:00:00Z,LT,2008,932,611.8317532322092,0,0,0,611.8317532322092,88,381,0.9899543378995433
2016-11-22T01:00:00Z,LT,1996,904,637.37562,668.8393655785023,0,-668.8393655785023,1306.2149855785024,89,6252,0.9898401826484018
2016-01-26T04:00:00Z,LT,2008,1022,612.55531,0,0,0,612.55531,89,384,0.9898401826484018
2016-07-06T05:00:00Z,LT,1996,939,637.9743518005353,0,0,0,637.9743518005353,90,303,0.9897260273972602
2016-10-01T22:00:00Z,LT,2008,1012,613.25958,0,0,0,613.25958,90,389,0.9897260273972602
2016-11-22T02:00:00Z,LT,1996,892,638.13625,668.0787355785023,0,-668.0787355785023,1306.2149855785024,91,6253,0.9896118721461187
2016-11-24T03:00:00Z,LT,2008,1024,615.45624,743.1110000000001,0,-743.1110000000001,1358.56724,91,6982,0.9896118721461187
2016-02-17T03:00:00Z,LT,1996,1002,638.69107,743.1110000000001,0,-743.1110000000001,1381.8020700000002,92,6939,0.9894977168949771
2016-01-04T05:00:00Z,LT,2008,1002,615.7708,717.6122437887911,0,-717.6122437887911,1333.3830437887912,92,6786,0.9894977168949771
2016-12-16T01:00:00Z,LT,1996,1045,639.75965,743.1110000000001,0,-743.1110000000001,1382.87065,93,6943,0.9893835616438356
2016-10-03T02:00:00Z,LT,2008,905,616.25957,717.6122437887911,0,-717.6122437887911,1333.8718137887913,93,6792,0.9893835616438356
2016-08-29T00:00:00Z,LT,1996,893,640.77014,0,0,0,640.77014,94,307,0.9892694063926941
2016-12-03T02:00:00Z,LT,2008,997,616.78718,691.189804066883,0,-691.189804066883,1307.976984066883,94,6494,0.9892694063926941
2016-11-03T00:00:00Z,LT,1996,1012,640.78121,0,0,0,640.78121,95,308,0.9891552511415526
2016-02-01T23:00:00Z,LT,2008,997,617.98333,0,0,0,617.98333,95,398,0.9891552511415526
2016-09-16T00:00:00Z,LT,1996,1018,641.25856,704.3579023986554,0,-704.3579023986554,1345.6164623986554,96,6664,0.989041095890411
2016-10-19T01:00:00Z,LT,2008,934,618.74576,743.1110000000001,0,-743.1110000000001,1361.8567600000001,96,7003,0.989041095890411
2016-08-30T23:00:00Z,LT,1996,835,642.45039,0,0,0,642.45039,97,310,0.9889269406392694
2016-06-23T23:00:00Z,LT,2008,931,618.8506600000001,495.69753970678516,0,-495.69753970678516,1114.5481997067852,97,4241,0.9889269406392694
2016-09-16T01:00:00Z,LT,1996,1022,642.50996,743.1110000000001,0,-743.1110000000001,1385.6209600000002,98,6962,0.9888127853881279
2016-12-03T01:00:00Z,LT,2008,1003,619.17837,688.7986140668829,0,-688.7986140668829,1307.9769840668828,98,6472,0.9888127853881279
2016-02-17T02:00:00Z,LT,1996,995,642.7211,743.1110000000001,0,-743.1110000000001,1385.8321,99,6964,0.9886986301369863
2016-10-03T01:00:00Z,LT,2008,910,619.29483,717.6122437887911,0,-717.6122437887911,1336.9070737887912,99,6831,0.9886986301369863
2016-11-22T03:00:00Z,LT,1996,892,642.9463,663.2686855785023,0,-663.2686855785023,1306.2149855785024,100,6254,0.9885844748858448
2016-10-19T02:00:00Z,LT,2008,943,619.84608,743.1110000000001,0,-743.1110000000001,1362.9570800000001,100,7021,0.9885844748858448
2016-11-08T01:00:00Z,LT,1996,902,644.74122,661.4737655785024,0,-661.4737655785024,1306.2149855785024,101,6238,0.9884703196347032
2016-02-22T00:00:00Z,LT,2008,968,620.57187,0,0,0,620.57187,101,405,0.9884703196347032
2016-06-13T03:00:00Z,LT,1996,866,645.78115,0,0,0,645.78115,102,315,0.9883561643835617
2016-02-27T23:00:00Z,LT,2008,1018,620.79676,0,0,0,620.79676,102,406,0.9883561643835617
2016-12-15T01:00:00Z,LT,1996,1013,647.5889,743.1110000000001,0,-743.1110000000001,1390.6999,103,6992,0.9882420091324201
2016-02-15T01:00:00Z,LT,2008,974,621.28336,700.2032617352324,0,-700.2032617352324,1321.4866217352323,103,6667,0.9882420091324201
2016-08-29T03:00:00Z,LT,1996,894,647.76107,0,0,0,647.76107,104,318,0.9881278538812786
2016-06-25T02:00:00Z,LT,2008,815,621.89558,717.6122437887911,0,-717.6122437887911,1339.507823788791,104,6854,0.9881278538812786
2016-03-14T22:00:00Z,LT,1996,1048,648.1296,0,18.869618189418183,18.869618189418183,629.2599818105818,105,233,0.988013698630137
2016-10-03T00:00:00Z,LT,2008,922,621.91905,717.6122437887911,0,-717.6122437887911,1339.5312937887911,105,6855,0.988013698630137
2016-05-05T01:00:00Z,LT,1996,845,648.3987500000001,743.1110000000001,0,-743.1110000000001,1391.5097500000002,106,7000,0.9878995433789954
2016-05-24T03:00:00Z,LT,2008,795,622.04689,717.6122437887911,0,-717.6122437887911,1339.6591337887912,106,6856,0.9878995433789954
2016-02-16T04:00:00Z,LT,1996,1021,648.80902,672.6776017352324,0,-672.6776017352324,1321.4866217352323,107,6467,0.9877853881278539
2016-02-22T06:00:00Z,LT,2008,1026,622.24593,717.6122437887911,0,-717.6122437887911,1339.8581737887912,107,6859,0.9877853881278539
2016-08-31T02:00:00Z,LT,1996,821,648.87147,0,0,0,648.87147,108,320,0.9876712328767123
2016-10-12T02:00:00Z,LT,2008,830,622.32291,717.6122437887911,0,-717.6122437887911,1339.935153788791,108,6860,0.9876712328767123
2016-12-25T02:00:00Z,LT,1996,886,649.23356,0,0,0,649.23356,109,321,0.9875570776255708
2016-02-03T01:00:00Z,LT,2008,988,622.50746,743.1110000000001,0,-743.1110000000001,1365.6184600000001,109,7036,0.9875570776255708
2016-07-05T02:00:00Z,LT,1996,881,650.0667,0,0,0,650.0667,110,323,0.9874429223744292
2016-02-22T22:00:00Z,LT,2008,1030,622.50987,698.9767517352325,0,-698.9767517352325,1321.4866217352323,110,6669,0.9874429223744292
2016-09-07T00:00:00Z,LT,1996,825,651.91455,743.1110000000001,0,-743.1110000000001,1395.02555,111,7016,0.9873287671232877
2016-01-06T02:00:00Z,LT,2008,1036,623.8627,610.8631093418935,0,-610.8631093418935,1234.7258093418936,111,5712,0.9873287671232877
2016-09-16T02:00:00Z,LT,1996,1031,653.33218,743.1110000000001,0,-743.1110000000001,1396.4431800000002,112,7023,0.9872146118721461
