Scenario,Week,Region,Level,id
Baseline,28,NAPP,158444.0736,1986
Baseline,29,NAPP,149831.3487,1986
Baseline,30,NAPP,142222.8444,1986
Baseline,31,NAPP,137730.7823,1986
Baseline,32,NAPP,133745.3443,1986
Baseline,33,NAPP,131619.5947,1986
Baseline,34,NAPP,126910.0337,1986
Baseline,35,NAPP,122860.9002,1986
Baseline,36,NAPP,121248.8546,1986
Baseline,37,NAPP,123372.0191,1986
Baseline,38,NAPP,125147.4193,1986
Baseline,39,NAPP,125249.9141,1986
Baseline,40,NAPP,124366.4182,1986
Baseline,41,NAPP,124786.2624,1986
Baseline,42,NAPP,123370.3152,1986
Baseline,43,NAPP,123839.0752,1986
Baseline,44,NAPP,125737.7351,1986
Baseline,45,NAPP,129507.4381,1986
Baseline,46,NAPP,130604.322,1986
Baseline,47,NAPP,131129.8517,1986
Baseline,48,NAPP,130476.3465,1986
Baseline,49,NAPP,130820.7149,1986
Baseline,50,NAPP,133128.9303,1986
Baseline,51,NAPP,138156.6676,1986
Baseline,52,NAPP,140377.4156,1986
Baseline,0,SAPP,13072165.66,1986
Baseline,1,SAPP,12995686.29,1986
Baseline,2,SAPP,12928971.99,1986
Baseline,3,SAPP,12911232.89,1986
Baseline,4,SAPP,12945557.1,1986
Baseline,5,SAPP,13013830.42,1986
Baseline,6,SAPP,13126952.06,1986
Baseline,7,SAPP,13250588.97,1986
Baseline,8,SAPP,13359288.75,1986
Baseline,9,SAPP,13453934.27,1986
Baseline,10,SAPP,13579207.35,1986
Baseline,11,SAPP,13692129.77,1986
Baseline,12,SAPP,13833809.64,1986
Baseline,13,SAPP,13993478.03,1986
Baseline,14,SAPP,14182211.63,1986
Baseline,15,SAPP,14340429.69,1986
Baseline,16,SAPP,14476637.49,1986
Baseline,17,SAPP,14624571.15,1986
Baseline,18,SAPP,14704616.53,1986
Baseline,19,SAPP,14756637.51,1986
Baseline,20,SAPP,14794350.69,1986
Baseline,21,SAPP,14818381.92,1986
Baseline,22,SAPP,14817187.41,1986
Baseline,23,SAPP,14795776.52,1986
Baseline,24,SAPP,14734396.68,1986
Baseline,25,SAPP,14644027.35,1986
Baseline,26,SAPP,14543283.83,1986
Baseline,27,SAPP,14450164.23,1986
Baseline,28,SAPP,14353339.55,1986
Baseline,29,SAPP,14256529.92,1986
Baseline,30,SAPP,14168681.42,1986
Baseline,31,SAPP,14112430.99,1986
Baseline,32,SAPP,14044917.22,1986
Baseline,33,SAPP,13947526.93,1986
Baseline,34,SAPP,13852341.39,1986
Baseline,35,SAPP,13762934.83,1986
Baseline,36,SAPP,13702520.08,1986
Baseline,37,SAPP,13701605.15,1986
Baseline,38,SAPP,13697454.97,1986
Baseline,39,SAPP,13682863.42,1986
Baseline,40,SAPP,13622929.53,1986
Baseline,41,SAPP,13545098.12,1986
Baseline,42,SAPP,13433813.89,1986
Baseline,43,SAPP,13343185.44,1986
Baseline,44,SAPP,13301970.48,1986
Baseline,45,SAPP,13254196.17,1986
Baseline,46,SAPP,13231354.05,1986
Baseline,47,SAPP,13193475.96,1986
Baseline,48,SAPP,13173110.97,1986
Baseline,49,SAPP,13190350.54,1986
Baseline,50,SAPP,13229959.46,1986
Baseline,51,SAPP,13283825.51,1986
Baseline,52,SAPP,13306682.61,1986
Baseline,0,WAPP,9375209.336,1986
Baseline,1,WAPP,9330112.219,1986
Baseline,2,WAPP,9287631.367,1986
Baseline,3,WAPP,9211954.367,1986
Baseline,4,WAPP,9132436.887,1986
Baseline,5,WAPP,9047081.994,1986
Baseline,6,WAPP,8968801.8,1986
Baseline,7,WAPP,8896046.552,1986
Baseline,8,WAPP,8819303.928,1986
Baseline,9,WAPP,8738710.568,1986
Baseline,10,WAPP,8666164.808,1986
Baseline,11,WAPP,8594226.269,1986
Baseline,12,WAPP,8538587.865,1986
Baseline,13,WAPP,8489272.838,1986
Baseline,14,WAPP,8451014.486,1986
Baseline,15,WAPP,8406628.697,1986
Baseline,16,WAPP,8365473.123,1986
Baseline,17,WAPP,8337569.591,1986
Baseline,18,WAPP,8317337.368,1986
Baseline,19,WAPP,8301414.563,1986
Baseline,20,WAPP,8289158.781,1986
Baseline,21,WAPP,8283739.184,1986
Baseline,22,WAPP,8288599.345,1986
Baseline,23,WAPP,8304879.023,1986
Baseline,24,WAPP,8338705.081,1986
Baseline,25,WAPP,8380758.029,1986
Baseline,26,WAPP,8423494.765,1986
Baseline,27,WAPP,8475145.052,1986
Baseline,28,WAPP,8543205.98,1986
Baseline,29,WAPP,8610737.178,1986
Baseline,30,WAPP,8695303.073,1986
Baseline,31,WAPP,8805973.112,1986
Baseline,32,WAPP,8895070.1,1986
Baseline,33,WAPP,8974679.273,1986
Baseline,34,WAPP,9054644.1,1986
Baseline,35,WAPP,9141876.527,1986
Baseline,36,WAPP,9231011.022,1986
Baseline,37,WAPP,9319934.264,1986
Baseline,38,WAPP,9398811.084,1986
Baseline,39,WAPP,9467292.945,1986
Baseline,40,WAPP,9550491.574,1986
Baseline,41,WAPP,9635551.797,1986
Baseline,42,WAPP,9686658.792,1986
Baseline,43,WAPP,9724145.797,1986
Baseline,44,WAPP,9754831.782,1986
Baseline,45,WAPP,9774739.618,1986
Baseline,46,WAPP,9765659.175,1986
Baseline,47,WAPP,9727098.165,1986
Baseline,48,WAPP,9678089.748,1986
Baseline,49,WAPP,9626266.922,1986
Baseline,50,WAPP,9568165.131,1986
Baseline,51,WAPP,9490584.263,1986
Baseline,52,WAPP,9450790.769,1986
Baseline,0,CAPP,211337.6802,1988
Baseline,1,CAPP,180204.1002,1988
Baseline,2,CAPP,155114.5582,1988
Baseline,3,CAPP,173611.1977,1988
Baseline,4,CAPP,193700.6504,1988
Baseline,5,CAPP,206049.2051,1988
Baseline,6,CAPP,201428.1453,1988
Baseline,7,CAPP,185154.7229,1988
Baseline,8,CAPP,220821.9101,1988
Baseline,9,CAPP,295894.8893,1988
Baseline,10,CAPP,367137.2707,1988
Baseline,11,CAPP,401077.2572,1988
Baseline,12,CAPP,418397.9422,1988
Baseline,13,CAPP,425043.3592,1988
Baseline,14,CAPP,440186.1946,1988
Baseline,15,CAPP,444197.9537,1988
Baseline,16,CAPP,443686.2582,1988
Baseline,17,CAPP,434817.9618,1988
Baseline,18,CAPP,428249.813,1988
Baseline,19,CAPP,434760.985,1988
Baseline,20,CAPP,446689.3285,1988
Baseline,21,CAPP,451731.711,1988
Baseline,22,CAPP,459597.1427,1988
Baseline,23,CAPP,464962.6479,1988
Baseline,24,CAPP,465529.3533,1988
Baseline,25,CAPP,465101.4531,1988
Baseline,26,CAPP,460861.2803,1988
Baseline,27,CAPP,452376.938,1988
Baseline,28,CAPP,445542.3094,1988
Baseline,29,CAPP,435362.4989,1988
Baseline,30,CAPP,418913.232,1988
Baseline,31,CAPP,400103.6848,1988
Baseline,32,CAPP,374476.1323,1988
Baseline,33,CAPP,348531.6661,1988
Baseline,34,CAPP,321763.439,1988
Baseline,35,CAPP,296928.854,1988
Baseline,36,CAPP,265833.2966,1988
Baseline,37,CAPP,235853.2696,1988
Baseline,38,CAPP,212891.6555,1988
Baseline,39,CAPP,203495.9856,1988
Baseline,40,CAPP,199448.9247,1988
Baseline,41,CAPP,186807.5965,1988
Baseline,42,CAPP,182503.3991,1988
Baseline,43,CAPP,168645.222,1988
Baseline,44,CAPP,156403.4864,1988
Baseline,45,CAPP,186609.9335,1988
Baseline,46,CAPP,226408.0252,1988
Baseline,47,CAPP,255122.7848,1988
Baseline,48,CAPP,283850.2998,1988
Baseline,49,CAPP,283450.3713,1988
Baseline,50,CAPP,265131.0141,1988
Baseline,51,CAPP,245563.0853,1988
Baseline,52,CAPP,239855.1482,1988
Baseline,0,EAPP,14076273.53,1988
Baseline,1,EAPP,14350883.41,1988
Baseline,2,EAPP,14606045.53,1988
Baseline,3,EAPP,14823210.72,1988
Baseline,4,EAPP,14999206.97,1988
Baseline,5,EAPP,15125196.36,1988
Baseline,6,EAPP,15270618.08,1988
Baseline,7,EAPP,15403345.55,1988
Baseline,8,EAPP,15478361,1988
Baseline,9,EAPP,15596045.47,1988
Baseline,10,EAPP,16034771.17,1988
Baseline,11,EAPP,16492397.6,1988
Baseline,12,EAPP,16872213.32,1988
Baseline,13,EAPP,17106969.43,1988
Baseline,14,EAPP,17263105.33,1988
Baseline,15,EAPP,17405502.31,1988
Baseline,16,EAPP,17599905.3,1988
Baseline,17,EAPP,17809522.34,1988
Baseline,18,EAPP,17916773.37,1988
Baseline,19,EAPP,17935180.39,1988
Baseline,20,EAPP,17788266.57,1988
Baseline,21,EAPP,17573489.69,1988
Baseline,22,EAPP,17310715.31,1988
Baseline,23,EAPP,17022555.31,1988
Baseline,24,EAPP,16720161.75,1988
Baseline,25,EAPP,16416436.93,1988
Baseline,26,EAPP,16117954.71,1988
Baseline,27,EAPP,15812541.15,1988
Baseline,28,EAPP,15510692.15,1988
Baseline,29,EAPP,15209618.4,1988
Baseline,30,EAPP,14910958.63,1988
Baseline,31,EAPP,14613610.05,1988
Baseline,32,EAPP,14351138.9,1988
Baseline,33,EAPP,14114972.23,1988
Baseline,34,EAPP,13939236.46,1988
Baseline,35,EAPP,13789051.04,1988
Baseline,36,EAPP,13613402.97,1988
Baseline,37,EAPP,13463584.28,1988
Baseline,38,EAPP,13376042.09,1988
Baseline,39,EAPP,13439255.27,1988
Baseline,40,EAPP,13594130.64,1988
Baseline,41,EAPP,13663598.89,1988
Baseline,42,EAPP,13680170.02,1988
Baseline,43,EAPP,13715956.52,1988
Baseline,44,EAPP,13795537.9,1988
Baseline,45,EAPP,13874370.59,1988
Baseline,46,EAPP,13874623.45,1988
Baseline,47,EAPP,14046554.11,1988
Baseline,48,EAPP,14154788.89,1988
Baseline,49,EAPP,14128433.77,1988
Baseline,50,EAPP,14073604.03,1988
Baseline,51,EAPP,14034395.24,1988
Baseline,52,EAPP,14038036.07,1988
Baseline,0,NAPP,139535.967,1988
Baseline,1,NAPP,138217.9331,1988
Baseline,2,NAPP,140049.8055,1988
Baseline,3,NAPP,141581.0308,1988
Baseline,4,NAPP,143483.9732,1988
Baseline,5,NAPP,145403.7962,1988
Baseline,6,NAPP,147778.4486,1988
Baseline,7,NAPP,153185.8168,1988
Baseline,8,NAPP,155936.1742,1988
Baseline,9,NAPP,156130.3456,1988
Baseline,10,NAPP,157694.4342,1988
Baseline,11,NAPP,162202.7704,1988
Baseline,12,NAPP,165537.0774,1988
Baseline,13,NAPP,168149.0957,1988
Baseline,14,NAPP,169570.05,1988
Baseline,15,NAPP,171263.699,1988
Baseline,16,NAPP,175551.8104,1988
Baseline,17,NAPP,178691.9452,1988
Baseline,18,NAPP,179187.6479,1988
Baseline,19,NAPP,178529.0179,1988
Baseline,20,NAPP,178124.6322,1988
Baseline,21,NAPP,180481.4138,1988
Baseline,22,NAPP,174860.9284,1988
Baseline,23,NAPP,170596.8771,1988
Baseline,24,NAPP,167589.5064,1988
Baseline,25,NAPP,161966.7987,1988
Baseline,26,NAPP,153146.4737,1988
Baseline,27,NAPP,142579.964,1988
Baseline,28,NAPP,133779.2963,1988
Baseline,29,NAPP,126030.2247,1988
Baseline,30,NAPP,121752.3136,1988
Baseline,31,NAPP,117718.2607,1988
Baseline,32,NAPP,113988.2401,1988
Baseline,33,NAPP,112683.4103,1988
Baseline,34,NAPP,113779.5004,1988
Baseline,35,NAPP,116111.9487,1988
Baseline,36,NAPP,118285.2964,1988
Baseline,37,NAPP,118995.4665,1988
Baseline,38,NAPP,121179.9864,1988
Baseline,39,NAPP,124832.0934,1988
Baseline,40,NAPP,128914.2243,1988
Baseline,41,NAPP,131362.8948,1988
Baseline,42,NAPP,131976.6539,1988
Baseline,43,NAPP,130632.0278,1988
Baseline,44,NAPP,130812.704,1988
Baseline,45,NAPP,131902.3364,1988
Baseline,46,NAPP,133696.9556,1988
Baseline,47,NAPP,137109.2873,1988
Baseline,48,NAPP,136786.6017,1988
Baseline,49,NAPP,137774.3959,1988
Baseline,50,NAPP,138181.4494,1988
Baseline,51,NAPP,139277.9633,1988
Baseline,52,NAPP,140228.6163,1988
Baseline,0,SAPP,13070151.26,1988
Baseline,1,SAPP,13010960.39,1988
Baseline,2,SAPP,12986297.91,1988
Baseline,3,SAPP,13013848.38,1988
Baseline,4,SAPP,13061294.1,1988
Baseline,5,SAPP,13104795.05,1988
Baseline,6,SAPP,13140187.55,1988
Baseline,7,SAPP,13180153.32,1988
Baseline,8,SAPP,13203469.27,1988
Baseline,9,SAPP,13215758.57,1988
Baseline,10,SAPP,13252576.22,1988
Baseline,11,SAPP,13314116.16,1988
Baseline,12,SAPP,13431410.68,1988
Baseline,13,SAPP,13533902.22,1988
Baseline,14,SAPP,13603816.01,1988
Baseline,15,SAPP,13713670.05,1988
Baseline,16,SAPP,13920850.27,1988
Baseline,17,SAPP,14086139.97,1988
Baseline,18,SAPP,14207302.27,1988
Baseline,19,SAPP,14292708.03,1988
Baseline,20,SAPP,14315766.86,1988
Baseline,21,SAPP,14280146.85,1988
Baseline,22,SAPP,14226993.37,1988
Baseline,23,SAPP,14215677.13,1988
Baseline,24,SAPP,14188672.96,1988
Baseline,25,SAPP,14127460.19,1988
Baseline,26,SAPP,14078885.1,1988
Baseline,27,SAPP,14048921.39,1988
Baseline,28,SAPP,13994633.83,1988
Baseline,29,SAPP,13899297.75,1988
Baseline,30,SAPP,13767466.91,1988
Baseline,31,SAPP,13613321.3,1988
Baseline,32,SAPP,13467296.45,1988
Baseline,33,SAPP,13380152.25,1988
Baseline,34,SAPP,13355541.87,1988
Baseline,35,SAPP,13347140.48,1988
Baseline,36,SAPP,13325205.41,1988
Baseline,37,SAPP,13346836.62,1988
Baseline,38,SAPP,13376321.15,1988
Baseline,39,SAPP,13400579.11,1988
Baseline,40,SAPP,13421160.15,1988
Baseline,41,SAPP,13408022.61,1988
Baseline,42,SAPP,13357382.81,1988
Baseline,43,SAPP,13287539.42,1988
Baseline,44,SAPP,13238589.68,1988
Baseline,45,SAPP,13209828.32,1988
Baseline,46,SAPP,13171849.29,1988
Baseline,47,SAPP,13134233.52,1988
Baseline,48,SAPP,13133014.91,1988
Baseline,49,SAPP,13122866.48,1988
Baseline,50,SAPP,13122024.17,1988
Baseline,51,SAPP,13110114.23,1988
Baseline,52,SAPP,13092980.97,1988
Baseline,0,WAPP,9379328.33,1988
Baseline,1,WAPP,9325382.323,1988
Baseline,2,WAPP,9260059.151,1988
Baseline,3,WAPP,9182446.938,1988
Baseline,4,WAPP,9110422.207,1988
Baseline,5,WAPP,9022710.679,1988
Baseline,6,WAPP,8936019.229,1988
Baseline,7,WAPP,8861485.897,1988
Baseline,8,WAPP,8792127.762,1988
Baseline,9,WAPP,8723833.139,1988
Baseline,10,WAPP,8652688.625,1988
Baseline,11,WAPP,8576804.158,1988
Baseline,12,WAPP,8502973.286,1988
Baseline,13,WAPP,8418984.913,1988
Baseline,14,WAPP,8326613.562,1988
Baseline,15,WAPP,8242164.588,1988
Baseline,16,WAPP,8161371.08,1988
Baseline,17,WAPP,8101758.951,1988
Baseline,18,WAPP,8061941.633,1988
Baseline,19,WAPP,8047556.188,1988
Baseline,20,WAPP,8062018.031,1988
Baseline,21,WAPP,8073831.494,1988
Baseline,22,WAPP,8071596.053,1988
Baseline,23,WAPP,8075028.077,1988
Baseline,24,WAPP,8076984.998,1988
Baseline,25,WAPP,8072344.148,1988
Baseline,26,WAPP,8064845.599,1988
Baseline,27,WAPP,8068163.431,1988
Baseline,28,WAPP,8088478.312,1988
Baseline,29,WAPP,8131812.752,1988
Baseline,30,WAPP,8182886.714,1988
Baseline,31,WAPP,8272463.229,1988
Baseline,32,WAPP,8373830.71,1988
Baseline,33,WAPP,8491096.473,1988
Baseline,34,WAPP,8639403.841,1988
Baseline,35,WAPP,8803244.167,1988
Baseline,36,WAPP,8955145.83,1988
Baseline,37,WAPP,9086266.696,1988
Baseline,38,WAPP,9206205.22,1988
Baseline,39,WAPP,9345407.605,1988
Baseline,40,WAPP,9496575.453,1988
Baseline,41,WAPP,9625826.923,1988
Baseline,42,WAPP,9734008.69,1988
Baseline,43,WAPP,9808490.632,1988
Baseline,44,WAPP,9841223.953,1988
Baseline,45,WAPP,9835300.915,1988
Baseline,46,WAPP,9798089.176,1988
Baseline,47,WAPP,9742229.215,1988
Baseline,48,WAPP,9686113.635,1988
Baseline,49,WAPP,9626594.28,1988
Baseline,50,WAPP,9555895.541,1988
Baseline,51,WAPP,9474726.325,1988
Baseline,52,WAPP,9427968.606,1988
Baseline,0,CAPP,233681.5153,2000
Baseline,1,CAPP,248001.2318,2000
Baseline,2,CAPP,254709.1929,2000
Baseline,3,CAPP,264488.8867,2000
Baseline,4,CAPP,271638.2636,2000
Baseline,5,CAPP,282962.8313,2000
Baseline,6,CAPP,291721.1978,2000
Baseline,7,CAPP,301333.5905,2000
Baseline,8,CAPP,300210.7924,2000
Baseline,9,CAPP,296828.6867,2000
Baseline,10,CAPP,294303.8925,2000
Baseline,11,CAPP,297539.4609,2000
Baseline,12,CAPP,296556.9732,2000
Baseline,13,CAPP,299283.4158,2000
Baseline,14,CAPP,317931.3198,2000
Baseline,15,CAPP,333176.2446,2000
Baseline,16,CAPP,346526.3454,2000
Baseline,17,CAPP,350682.8829,2000
Baseline,18,CAPP,354148.078,2000
Baseline,19,CAPP,360567.0849,2000
Baseline,20,CAPP,364774.1835,2000
Baseline,21,CAPP,388996.2779,2000
Baseline,22,CAPP,407769.172,2000
Baseline,23,CAPP,419691.4068,2000
Baseline,24,CAPP,425825.4512,2000
Baseline,25,CAPP,435143.8022,2000
Baseline,26,CAPP,446064.4285,2000
Baseline,27,CAPP,450647.3829,2000
Baseline,28,CAPP,448507.5796,2000
Baseline,29,CAPP,444553.478,2000
Baseline,30,CAPP,432046.5,2000
Baseline,31,CAPP,419092.6612,2000
Baseline,32,CAPP,399990.1934,2000
Baseline,33,CAPP,383001.4071,2000
Baseline,34,CAPP,363473.1148,2000
Baseline,35,CAPP,341704.7449,2000
Baseline,36,CAPP,51408.93499,2000
Baseline,37,CAPP,14874.6757,2000
Baseline,38,CAPP,21871.22818,2000
Baseline,39,CAPP,23480.67291,2000
Baseline,40,CAPP,26347.60394,2000
Baseline,41,CAPP,31767.03022,2000
Baseline,42,CAPP,39624.56087,2000
Baseline,43,CAPP,48558.54432,2000
Baseline,44,CAPP,55210.68774,2000
Baseline,45,CAPP,59383.08607,2000
Baseline,46,CAPP,75442.83782,2000
Baseline,47,CAPP,100433.0196,2000
Baseline,48,CAPP,106341.6316,2000
Baseline,49,CAPP,105856.1242,2000
Baseline,50,CAPP,103602.3866,2000
Baseline,51,CAPP,99901.87926,2000
Baseline,52,CAPP,111332.6709,2000
Baseline,0,EAPP,14089123,2000
Baseline,1,EAPP,14223210.13,2000
Baseline,2,EAPP,14312706.3,2000
Baseline,3,EAPP,14342754.04,2000
Baseline,4,EAPP,14368079.65,2000
Baseline,5,EAPP,14297073.58,2000
Baseline,6,EAPP,14287730.66,2000
Baseline,7,EAPP,14338841.98,2000
Baseline,8,EAPP,14393591.86,2000
Baseline,9,EAPP,14448438.12,2000
Baseline,10,EAPP,14574409.42,2000
Baseline,11,EAPP,14720689.59,2000
Baseline,12,EAPP,14740533.69,2000
Baseline,13,EAPP,14770077.88,2000
Baseline,14,EAPP,14945372.24,2000
Baseline,15,EAPP,15120375.69,2000
Baseline,16,EAPP,15180772.96,2000
Baseline,17,EAPP,15209188.98,2000
Baseline,18,EAPP,15191047.29,2000
Baseline,19,EAPP,15145282,2000
Baseline,20,EAPP,15022384.18,2000
Baseline,21,EAPP,14869683.46,2000
Baseline,22,EAPP,14714125.52,2000
Baseline,23,EAPP,14530159.02,2000
Baseline,24,EAPP,14330650.3,2000
Baseline,25,EAPP,14133371.52,2000
Baseline,26,EAPP,13944355.16,2000
Baseline,27,EAPP,13739952.87,2000
Baseline,28,EAPP,13506259.61,2000
Baseline,29,EAPP,13282188.94,2000
Baseline,30,EAPP,13068195.91,2000
Baseline,31,EAPP,12873624.99,2000
Baseline,32,EAPP,12717622.18,2000
Baseline,33,EAPP,12570319.89,2000
Baseline,34,EAPP,12425048.83,2000
Baseline,35,EAPP,12259260.01,2000
Baseline,36,EAPP,1756930.136,2000
Baseline,37,EAPP,140624.1249,2000
Baseline,38,EAPP,286309.6252,2000
Baseline,39,EAPP,424888.8061,2000
Baseline,40,EAPP,565997.6058,2000
Baseline,41,EAPP,684214.5171,2000
Baseline,42,EAPP,844778.3265,2000
Baseline,43,EAPP,1046069.959,2000
Baseline,44,EAPP,1430980.143,2000
Baseline,45,EAPP,1730889.848,2000
Baseline,46,EAPP,2006852.086,2000
Baseline,47,EAPP,2242973.666,2000
Baseline,48,EAPP,2447161.723,2000
Baseline,49,EAPP,2725442.101,2000
Baseline,50,EAPP,3200800.42,2000
Baseline,51,EAPP,3524819.866,2000
Baseline,52,EAPP,3723849.648,2000
Baseline,0,NAPP,143907.2943,2000
Baseline,1,NAPP,144982.6491,2000
Baseline,2,NAPP,147498.9047,2000
Baseline,3,NAPP,149752.5866,2000
Baseline,4,NAPP,152898.4714,2000
Baseline,5,NAPP,155091.5518,2000
Baseline,6,NAPP,158238.452,2000
Baseline,7,NAPP,162050.7865,2000
Baseline,8,NAPP,164924.5275,2000
Baseline,9,NAPP,166230.8752,2000
Baseline,10,NAPP,169585.0756,2000
Baseline,11,NAPP,174095.5774,2000
Baseline,12,NAPP,176419.4955,2000
Baseline,13,NAPP,178263.0267,2000
Baseline,14,NAPP,181337.8151,2000
Baseline,15,NAPP,183345.2098,2000
Baseline,16,NAPP,185836.5759,2000
Baseline,17,NAPP,187218.9279,2000
Baseline,18,NAPP,189636.6518,2000
Baseline,19,NAPP,187773.451,2000
Baseline,20,NAPP,185304.61,2000
Baseline,21,NAPP,184262.6146,2000
Baseline,22,NAPP,179509.1014,2000
Baseline,23,NAPP,175678.173,2000
Baseline,24,NAPP,171465.393,2000
Baseline,25,NAPP,166476.2586,2000
Baseline,26,NAPP,160274.1429,2000
Baseline,27,NAPP,152305.3142,2000
Baseline,28,NAPP,145595.8104,2000
Baseline,29,NAPP,138924.2832,2000
Baseline,30,NAPP,134116.8483,2000
Baseline,31,NAPP,132099.0078,2000
Baseline,32,NAPP,128598.0573,2000
Baseline,33,NAPP,127868.7168,2000
Baseline,34,NAPP,127017.2639,2000
Baseline,35,NAPP,123819.1431,2000
Baseline,36,NAPP,20032.20288,2000
Baseline,37,NAPP,9099.309558,2000
Baseline,38,NAPP,15358.50529,2000
Baseline,39,NAPP,21516.78942,2000
Baseline,40,NAPP,28202.73893,2000
Baseline,41,NAPP,34376.18408,2000
Baseline,42,NAPP,39454.17368,2000
Baseline,43,NAPP,44018.15076,2000
Baseline,44,NAPP,47901.5942,2000
Baseline,45,NAPP,50822.55981,2000
Baseline,46,NAPP,52852.00817,2000
Baseline,47,NAPP,54267.52321,2000
Baseline,48,NAPP,57150.08305,2000
Baseline,49,NAPP,61831.45227,2000
Baseline,50,NAPP,64228.14146,2000
Baseline,51,NAPP,67868.20852,2000
Baseline,52,NAPP,69899.52111,2000
Baseline,0,SAPP,13132214.42,2000
Baseline,1,SAPP,13139447.38,2000
Baseline,2,SAPP,13140942.77,2000
Baseline,3,SAPP,13121276.14,2000
Baseline,4,SAPP,13115031.01,2000
Baseline,5,SAPP,13101183.8,2000
Baseline,6,SAPP,13088346.86,2000
Baseline,7,SAPP,13075769.32,2000
Baseline,8,SAPP,13046707.99,2000
Baseline,9,SAPP,13019033.66,2000
Baseline,10,SAPP,13009418.49,2000
Baseline,11,SAPP,13004437.89,2000
Baseline,12,SAPP,13000019,2000
Baseline,13,SAPP,13039841.73,2000
Baseline,14,SAPP,13119994.88,2000
Baseline,15,SAPP,13195506.6,2000
Baseline,16,SAPP,13265217.37,2000
Baseline,17,SAPP,13318229.47,2000
Baseline,18,SAPP,13327255.78,2000
Baseline,19,SAPP,13284954.47,2000
Baseline,20,SAPP,13246306.62,2000
Baseline,21,SAPP,13249245.14,2000
Baseline,22,SAPP,13223482.61,2000
Baseline,23,SAPP,13178064.67,2000
Baseline,24,SAPP,13121488.59,2000
Baseline,25,SAPP,13087474.26,2000
Baseline,26,SAPP,13080141.69,2000
Baseline,27,SAPP,13060827.46,2000
Baseline,28,SAPP,13020048.13,2000
Baseline,29,SAPP,12959354.72,2000
Baseline,30,SAPP,12905980.5,2000
Baseline,31,SAPP,12894596.56,2000
Baseline,32,SAPP,12884421.13,2000
Baseline,33,SAPP,12879024.6,2000
Baseline,34,SAPP,12861953.84,2000
Baseline,35,SAPP,12808645.81,2000
Baseline,36,SAPP,1847398.21,2000
Baseline,37,SAPP,161780.6882,2000
Baseline,38,SAPP,330339.539,2000
Baseline,39,SAPP,575872.3148,2000
Baseline,40,SAPP,885026.5935,2000
Baseline,41,SAPP,1124889.84,2000
Baseline,42,SAPP,1333354.144,2000
Baseline,43,SAPP,1508623.301,2000
Baseline,44,SAPP,1650518.813,2000
Baseline,45,SAPP,1762377.822,2000
Baseline,46,SAPP,1856647.828,2000
Baseline,47,SAPP,1964603.398,2000
Baseline,48,SAPP,2085489.754,2000
Baseline,49,SAPP,2190965.951,2000
Baseline,50,SAPP,2321014.729,2000
Baseline,51,SAPP,2455135.837,2000
Baseline,52,SAPP,2541961.618,2000
Baseline,0,WAPP,9393546.203,2000
Baseline,1,WAPP,9371501.876,2000
Baseline,2,WAPP,9353673.896,2000
Baseline,3,WAPP,9323514.064,2000
Baseline,4,WAPP,9276628.822,2000
Baseline,5,WAPP,9222284.973,2000
Baseline,6,WAPP,9187455.562,2000
Baseline,7,WAPP,9159338.975,2000
Baseline,8,WAPP,9128909.252,2000
Baseline,9,WAPP,9083273.138,2000
Baseline,10,WAPP,9016256.76,2000
Baseline,11,WAPP,8951549.921,2000
Baseline,12,WAPP,8884544.831,2000
Baseline,13,WAPP,8818728.15,2000
Baseline,14,WAPP,8750679.336,2000
Baseline,15,WAPP,8676840.328,2000
Baseline,16,WAPP,8592681.456,2000
Baseline,17,WAPP,8521617.079,2000
Baseline,18,WAPP,8468977.937,2000
Baseline,19,WAPP,8438583.49,2000
Baseline,20,WAPP,8395703.867,2000
Baseline,21,WAPP,8342253.365,2000
Baseline,22,WAPP,8291485.012,2000
Baseline,23,WAPP,8254447.963,2000
Baseline,24,WAPP,8231613.938,2000
Baseline,25,WAPP,8222179.515,2000
Baseline,26,WAPP,8226597.947,2000
Baseline,27,WAPP,8251519.285,2000
Baseline,28,WAPP,8285004.324,2000
Baseline,29,WAPP,8337058.749,2000
Baseline,30,WAPP,8409687.689,2000
Baseline,31,WAPP,8508524.041,2000
Baseline,32,WAPP,8612426.095,2000
Baseline,33,WAPP,8729169.592,2000
Baseline,34,WAPP,8856428.334,2000
Baseline,35,WAPP,8984285.506,2000
Baseline,36,WAPP,1335195.723,2000
Baseline,37,WAPP,269981.096,2000
Baseline,38,WAPP,509341.7729,2000
Baseline,39,WAPP,747843.7249,2000
Baseline,40,WAPP,1005078.584,2000
Baseline,41,WAPP,1273904.155,2000
Baseline,42,WAPP,1523209.53,2000
Baseline,43,WAPP,1755902.233,2000
Baseline,44,WAPP,1938315.42,2000
Baseline,45,WAPP,2043639.426,2000
Baseline,46,WAPP,2109687.729,2000
Baseline,47,WAPP,2161662.415,2000
Baseline,48,WAPP,2202176.622,2000
Baseline,49,WAPP,2233794.13,2000
Baseline,50,WAPP,2260462.945,2000
Baseline,51,WAPP,2270692.663,2000
Baseline,52,WAPP,2282635.824,2000
Baseline,0,CAPP,219522.6,2017
Baseline,1,CAPP,191287.3756,2017
Baseline,2,CAPP,158815.5212,2017
Baseline,3,CAPP,136737.3895,2017
Baseline,4,CAPP,138799.6834,2017
Baseline,5,CAPP,145427.6702,2017
