Scenario,Zone,Week,Min,q1,q_m,q3,Max
Connected,NAPP,36,99.68182338,110.172362,124.5125817,139.6953733,156.1756081
Connected,NAPP,37,104.1472783,110.2087344,130.6279068,144.9961378,160.1720491
Connected,NAPP,38,100.5487154,109.6469856,120.6755141,132.1138056,155.8493521
Connected,NAPP,39,96.99301487,106.2265465,123.3413433,137.0057687,157.2276553
Connected,NAPP,40,100.4477981,106.1740524,122.4740362,135.5518681,152.8241419
Connected,NAPP,41,97.87587914,106.3269105,121.1267995,134.725231,152.9008299
Connected,NAPP,42,93.22123906,103.9571537,111.5981641,123.5671681,143.6727657
Connected,NAPP,43,90.41410749,99.08574442,108.7582437,116.7050508,141.9672399
Connected,NAPP,44,89.20439341,96.06502859,102.5680543,110.9640952,135.3232537
Connected,NAPP,45,83.41152379,92.93130749,97.10026443,110.9088533,131.5298003
Connected,NAPP,46,67.77954854,80.40686614,84.74812417,89.37779245,110.1132726
Connected,NAPP,47,73.28115368,78.56778067,83.4249246,89.94378918,106.9098223
Connected,NAPP,48,85.13414915,91.35252782,94.56164138,107.7697972,128.7978529
Connected,NAPP,49,80.47988046,88.83819741,93.77930825,103.2714321,123.0241716
Connected,NAPP,50,79.66518024,91.62704797,96.60365594,106.9124033,130.4879652
Connected,NAPP,51,81.91750067,89.49017902,94.53730946,102.51807,126.2723258
Connected,NAPP,52,10.77037119,13.19246573,13.75594551,20.55537072,31.12172992
Connected,SAPP,0,-303.8721814,-230.1618052,-209.6177653,-182.9420111,-100.2513464
Connected,SAPP,1,-301.0074781,-254.3285071,-214.7481842,-181.3657297,-91.87161873
Connected,SAPP,2,-295.4727866,-249.4669168,-223.8533925,-178.6224217,-92.5790088
Connected,SAPP,3,-294.2120364,-252.6281402,-220.5597132,-175.6853577,-87.06242448
Connected,SAPP,4,-289.7262573,-259.5699339,-234.3283702,-186.7472395,-89.19088546
Connected,SAPP,5,-297.3722645,-248.8802423,-211.8072774,-196.3586356,-112.527108
Connected,SAPP,6,-292.3660816,-253.0304045,-209.7406076,-176.5591405,-115.6838167
Connected,SAPP,7,-306.7438515,-253.5608916,-205.899428,-175.1520324,-109.2164819
Connected,SAPP,8,-312.8113313,-256.7852998,-198.9562754,-164.6955068,-123.5695155
Connected,SAPP,9,-302.288019,-253.8725614,-192.4458754,-164.2006151,-98.16747397
Connected,SAPP,10,-304.0027141,-241.6142409,-196.1711702,-159.7902216,-102.8679411
Connected,SAPP,11,-286.1420557,-225.4236493,-196.8228607,-148.9306526,-109.7222386
Connected,SAPP,12,-276.6022967,-220.1265778,-198.8509729,-152.2507387,-108.0204447
Connected,SAPP,13,-274.5529871,-228.8942155,-199.1783289,-161.5748763,-111.0437792
Connected,SAPP,14,-262.8584453,-231.4428746,-202.429626,-178.8211075,-101.0860058
Connected,SAPP,15,-290.0853365,-240.8401569,-219.7799024,-192.5359824,-112.2219832
Connected,SAPP,16,-292.8851117,-255.8884504,-237.8169809,-214.6172238,-129.4247048
Connected,SAPP,17,-314.3604299,-273.5897248,-258.449952,-240.7054202,-168.8428455
Connected,SAPP,18,-319.0172686,-285.0640327,-270.8291653,-246.5103259,-215.207216
Connected,SAPP,19,-317.906723,-296.0934785,-282.1258165,-275.0660152,-249.2444121
Connected,SAPP,20,-332.6283965,-306.7716529,-294.0348863,-287.1210046,-270.2362019
Connected,SAPP,21,-333.1943357,-311.4382161,-300.3024292,-292.8168124,-250.7491347
Connected,SAPP,22,-344.6798431,-311.3136386,-302.7096557,-297.9967415,-221.8724852
Connected,SAPP,23,-346.0075653,-314.8327833,-309.2588234,-306.5960793,-237.2162768
Connected,SAPP,24,-346.5938651,-316.0199144,-310.3651817,-299.419745,-265.2752353
Connected,SAPP,25,-347.1472028,-316.8887741,-306.4010335,-292.6881248,-258.8738222
Connected,SAPP,26,-350.9042252,-315.5162867,-304.5044276,-294.5447014,-229.7192232
Connected,SAPP,27,-344.6657611,-311.9272445,-300.2309393,-286.0466496,-248.6117
Connected,SAPP,28,-328.8841046,-306.4495453,-294.3459876,-275.6681659,-241.0304621
Connected,SAPP,29,-322.1864237,-301.1540313,-285.1980774,-266.1497703,-238.0142985
Connected,SAPP,30,-326.9909,-302.8733417,-283.5177554,-260.0411822,-217.762344
Connected,SAPP,31,-334.0531349,-297.2993995,-282.9842061,-260.3569052,-203.7446442
Connected,SAPP,32,-318.05332,-301.5953359,-275.8094694,-240.8134608,-203.2139663
Connected,SAPP,33,-322.1818801,-294.7809293,-277.0903824,-232.3231562,-202.9955864
Connected,SAPP,34,-314.6515119,-288.8063671,-265.9269614,-233.4218329,-198.4019661
Connected,SAPP,35,-302.3972361,-291.3103218,-263.6502471,-230.186084,-203.2135487
Connected,SAPP,36,-318.711882,-285.2777202,-267.2723605,-243.3478336,-203.817028
Connected,SAPP,37,-315.6090306,-287.5149237,-270.5360624,-242.6562014,-203.7036765
Connected,SAPP,38,-302.5593022,-289.2958352,-263.4704666,-240.0354376,-202.6511933
Connected,SAPP,39,-335.6877047,-292.8687058,-274.7908462,-244.0015215,-210.3014887
Connected,SAPP,40,-330.40306,-289.2874885,-270.2819852,-244.9354669,-209.7346007
Connected,SAPP,41,-332.4081504,-300.6057581,-272.2510014,-240.320655,-207.2909213
Connected,SAPP,42,-338.5586008,-309.0105685,-278.6520082,-252.1325867,-215.7392494
Connected,SAPP,43,-345.1641442,-307.7431937,-282.3544914,-256.5356989,-229.0526024
Connected,SAPP,44,-335.7690353,-307.1586022,-283.9709863,-261.0972668,-236.7896458
Connected,SAPP,45,-344.8169634,-307.0483765,-282.7848627,-268.0457349,-251.3443275
Connected,SAPP,46,-342.8106745,-309.956385,-293.0026527,-276.5533251,-228.5518834
Connected,SAPP,47,-339.7182166,-307.3931181,-291.1905921,-257.1823507,-196.2573171
Connected,SAPP,48,-350.4387875,-307.442155,-287.9932076,-255.8821405,-170.265383
Connected,SAPP,49,-347.108421,-304.315497,-279.336617,-221.2480679,-129.1626457
Connected,SAPP,50,-347.3107835,-299.5725319,-261.5306837,-202.5920374,-97.75448976
Connected,SAPP,51,-345.5582358,-287.3858757,-255.773014,-195.0122029,-109.3148507
Connected,SAPP,52,-80.89575984,-41.19948467,-36.85137515,-28.28985753,-19.70474028
Connected,WAPP,0,0.381305167,28.24640243,30.05163253,32.53149546,35.40990102
Connected,WAPP,1,-5.299459491,23.45824334,27.37849048,28.69233665,32.7908449
Connected,WAPP,2,0.481529474,28.39692851,30.94577581,32.30869751,34.68207391
Connected,WAPP,3,8.002891493,31.60414723,32.95029364,34.33211479,38.80266212
Connected,WAPP,4,3.2260949,30.24593589,31.45581738,32.90966849,36.73895412
Connected,WAPP,5,11.14398568,32.4748898,33.86284409,34.48174821,40.09067899
Connected,WAPP,6,3.275706683,29.22610117,30.43042575,32.29451531,34.09305296
Connected,WAPP,7,-5.344719386,32.60812689,33.01871084,34.06744567,37.65302417
Connected,WAPP,8,-0.296195418,27.36047478,29.37143123,31.50820716,34.20319087
Connected,WAPP,9,2.563005678,32.57458101,34.62504236,36.37058218,40.22638296
Connected,WAPP,10,2.790076424,29.11335553,30.66076758,33.87454451,36.69524097
Connected,WAPP,11,2.815262965,27.50017671,29.76463612,32.46925539,35.5134338
Connected,WAPP,12,3.525587217,29.8836162,32.15555374,34.37795198,38.27978564
Connected,WAPP,13,5.401337972,29.02911867,31.50133413,33.23388953,35.73512845
Connected,WAPP,14,-3.738319227,24.37424609,27.00288004,28.29104639,35.22536232
Connected,WAPP,15,-7.833108902,22.6757768,25.66918894,28.05178274,31.50206932
Connected,WAPP,16,-7.991214691,22.04453975,23.25623906,28.08399645,33.35784549
Connected,WAPP,17,-17.45158529,3.656064674,15.93766179,25.20618533,29.28036567
Connected,WAPP,18,-18.01392205,-1.140281342,12.17074044,20.75940373,28.57184299
Connected,WAPP,19,-18.57692052,4.536669478,16.35534331,21.1587326,30.96065857
Connected,WAPP,20,-12.81723061,4.702031585,15.35295246,22.31003229,27.27011436
Connected,WAPP,21,-16.33629259,-4.906490194,13.00474838,21.13044771,27.23268615
Connected,WAPP,22,-23.43095494,-10.73948819,9.531167219,19.81105427,25.66737427
Connected,WAPP,23,-23.44838929,-11.13453701,10.89593078,18.91542397,21.58753336
Connected,WAPP,24,-28.93977837,-13.49355435,0.118710585,19.07368414,26.28698852
Connected,WAPP,25,-31.20081964,-13.8569893,3.077660975,16.91326825,24.42581966
Connected,WAPP,26,-31.72456064,-11.10415986,-1.586580134,16.81577867,25.49947093
Connected,WAPP,27,-31.43656797,-14.11912813,0.020004119,14.81180101,22.85438278
Connected,WAPP,28,-31.98221738,-17.44105021,-2.354122089,15.47650206,21.17006411
Connected,WAPP,29,-33.7631358,-14.31997524,-2.899049654,17.26499171,20.86652709
Connected,WAPP,30,-35.73999993,-18.45508555,-2.732538638,17.91188863,21.79219058
Connected,WAPP,31,-31.34904364,-18.38543101,-2.712415176,15.16735743,19.39034473
Connected,WAPP,32,-34.28338743,-11.40898085,0.116455458,14.13095757,21.12921054
Connected,WAPP,33,-40.45985984,-14.28484622,4.726862455,14.59747384,21.85473095
Connected,WAPP,34,-41.93193482,-14.65080071,-1.888451678,14.65199484,19.52327467
Connected,WAPP,35,-34.47666426,-14.32573019,-5.408238414,14.49839834,17.11342643
Connected,WAPP,36,-31.85560807,-15.44451866,-0.192581672,14.147638,24.63817662
Connected,WAPP,37,-36.23493532,-21.27028978,-6.789117212,13.83520398,20.17272175
Connected,WAPP,38,-31.72509993,-8.229361721,1.966398384,14.6243193,23.77128458
Connected,WAPP,39,-33.77064263,-13.11686261,0.978656651,18.01080609,27.32698513
Connected,WAPP,40,-29.10311909,-12.07262967,1.734697488,18.03003317,23.81028835
Connected,WAPP,41,-29.22512225,-10.52271477,3.054708362,17.72510488,26.44412086
Connected,WAPP,42,-21.29464876,0.284448091,11.84931436,20.18510236,28.79904999
Connected,WAPP,43,-19.62249609,6.30755706,15.10491439,24.81205938,32.36212793
Connected,WAPP,44,-14.41241628,12.44065338,20.34875551,27.06048242,33.88172037
Connected,WAPP,45,-12.70518037,13.35191042,25.21580656,28.25497558,35.65159602
Connected,WAPP,46,3.812207333,28.13045296,30.33956344,33.60512536,43.56827873
Connected,WAPP,47,2.183480794,23.97543708,30.39600974,33.07030906,39.17947233
Connected,WAPP,48,-11.3958928,14.78233698,25.29589307,28.34386267,32.01773003
Connected,WAPP,49,-11.23936146,16.67344092,26.16561693,28.45879958,36.13181894
Connected,WAPP,50,-10.54498769,14.38587191,24.04719072,28.12481546,35.30637003
Connected,WAPP,51,-7.514310771,18.49139064,26.54771305,29.06439112,34.09216075
Connected,WAPP,52,2.216372202,3.840871598,4.387042424,5.315720014,8.408282197
