Time	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_DEC_HP_ELEC	TS_DEC_THHP_GAS	TS_DEC_COGEN_GAS	TS_DEC_COGEN_OIL	TS_DEC_ADVCOGEN_GAS	TS_DEC_ADVCOGEN_H2	TS_DEC_BOILER_GAS	TS_DEC_BOILER_WOOD	TS_DEC_BOILER_OIL	TS_DEC_DIRECT_ELEC	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_DEC_HP_ELEC_in	TS_DEC_HP_ELEC_out	TS_DEC_THHP_GAS_in	TS_DEC_THHP_GAS_out	TS_DEC_COGEN_GAS_in	TS_DEC_COGEN_GAS_out	TS_DEC_COGEN_OIL_in	TS_DEC_COGEN_OIL_out	TS_DEC_ADVCOGEN_GAS_in	TS_DEC_ADVCOGEN_GAS_out	TS_DEC_ADVCOGEN_H2_in	TS_DEC_ADVCOGEN_H2_out	TS_DEC_BOILER_GAS_in	TS_DEC_BOILER_GAS_out	TS_DEC_BOILER_WOOD_in	TS_DEC_BOILER_WOOD_out	TS_DEC_BOILER_OIL_in	TS_DEC_BOILER_OIL_out	TS_DEC_DIRECT_ELEC_in	TS_DEC_DIRECT_ELEC_out	
 3362	10.240042	7.850067	12.725240	0.000000	0.000000	0.000000	0.000000	0.000000	4.622074	0.000000	2.545069	0.000000	0.000000	1.683417	-0.286647	0.000000	0.000000	1.622576	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.650907	0.000000	0.000000	0.000000	0.324518	0.000000	0.000000	
 3363	8.504452	8.136386	10.946062	0.000000	0.000000	0.000000	0.000000	0.000000	3.912324	0.000000	2.189231	0.000000	0.000000	1.727961	-0.286647	0.000000	0.000000	1.674321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.671665	0.000000	0.000000	0.000000	0.334867	0.000000	0.000000	
 3364	7.555310	8.422693	9.234494	0.000000	0.000000	0.000000	0.000000	0.000000	3.229662	0.000000	1.846914	0.000000	0.000000	0.942806	-0.286647	0.000000	0.000000	1.621373	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.650424	0.000000	0.000000	0.000000	0.324277	0.000000	0.000000	
 3365	6.664886	8.708988	7.604417	0.000000	0.000000	0.000000	0.000000	0.000000	2.579659	0.000000	1.520896	0.000000	0.000000	0.884795	-0.286647	0.000000	0.000000	1.553984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.623391	0.000000	0.000000	0.000000	0.310799	0.000000	0.000000	
 3366	5.964253	8.995271	6.207475	0.000000	0.000000	0.000000	0.000000	0.000000	2.023147	0.000000	1.241505	0.000000	0.000000	0.695668	-0.286647	0.000000	0.000000	1.334282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.535256	0.000000	0.000000	0.000000	0.266859	0.000000	0.000000	
 3367	5.249638	9.281542	4.805195	0.000000	0.000000	0.000000	0.000000	0.000000	1.464462	0.000000	0.961047	0.000000	0.000000	0.710171	-0.286647	0.000000	0.000000	1.351130	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.542014	0.000000	0.000000	0.000000	0.270228	0.000000	0.000000	
 3368	4.506402	9.567801	3.380603	0.000000	0.000000	0.000000	0.000000	0.000000	0.896795	0.000000	0.676126	0.000000	0.000000	0.739325	-0.286647	0.000000	0.000000	1.384997	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.555600	0.000000	0.000000	0.000000	0.277002	0.000000	0.000000	
 3369	3.853105	9.854048	2.071586	0.000000	0.000000	0.000000	0.000000	0.000000	0.375459	0.000000	0.414321	0.000000	0.000000	0.649940	-0.286647	0.000000	0.000000	1.281161	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.513946	0.000000	0.000000	0.000000	0.256234	0.000000	0.000000	
 3370	3.475105	10.140283	1.092592	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.218520	0.000000	0.000000	0.375129	-0.286647	0.000000	0.000000	0.961924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.372366	0.000000	0.000000	0.000000	0.192386	0.000000	0.000000	
 3371	3.389601	10.426507	0.461120	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092225	0.000000	0.000000	0.082915	-0.286647	0.000000	0.000000	0.622470	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.124495	0.000000	0.000000	
 3372	3.426457	10.712718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039381	0.000000	-0.286647	0.000000	0.000000	0.457320	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.091465	0.000000	0.000000	
 3373	3.463286	10.998917	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.039381	0.000000	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 3374	4.073381	10.711810	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 3375	4.683022	10.424716	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 3376	5.292208	10.137633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 3377	5.900941	9.850562	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 3378	6.509220	9.563503	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 3379	7.117046	9.276456	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 3380	7.724419	8.989421	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 3381	8.331340	8.702398	2.914554	0.000000	0.000000	0.000000	0.000000	0.000000	1.081824	0.000000	0.582916	0.000000	-0.612675	0.000000	0.000000	0.286647	-2.914554	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.081824	0.000000	0.000000	0.000000	-0.582916	0.000000	0.000000	0.000000	
 3382	9.094322	8.415388	7.254761	0.000000	0.000000	0.000000	0.000000	0.000000	2.685031	0.000000	1.450964	0.000000	-0.769189	0.000000	0.000000	0.286647	-4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.612122	0.000000	0.000000	0.000000	-0.872852	0.000000	0.000000	0.000000	
 3383	11.363201	8.128389	11.559205	0.000000	0.000000	0.000000	0.000000	0.000000	4.275028	0.000000	2.311860	0.000000	-2.275654	0.000000	0.000000	0.286647	-4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.612122	0.000000	0.000000	0.000000	-0.872852	0.000000	0.000000	0.000000	
 3384	13.273742	7.841402	15.811080	0.000000	0.000000	0.000000	0.000000	0.000000	5.851923	0.000000	3.162243	0.000000	-1.919006	0.000000	0.000000	0.286647	-4.347123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.612122	0.000000	0.000000	0.000000	-0.869432	0.000000	0.000000	0.000000	
 3385	12.563659	8.127721	15.200394	0.000000	0.000000	0.000000	0.000000	0.000000	5.610987	0.000000	3.040104	0.000000	0.000000	0.700194	-0.286647	0.000000	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3386	11.854104	8.414028	14.594740	0.000000	0.000000	0.000000	0.000000	0.000000	5.372036	0.000000	2.918973	0.000000	0.000000	0.700194	-0.286647	0.000000	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3387	11.145079	8.700324	13.994077	0.000000	0.000000	0.000000	0.000000	0.000000	5.135054	0.000000	2.798839	0.000000	0.000000	0.700194	-0.286647	0.000000	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3388	10.147859	8.986607	13.062965	0.000000	0.000000	0.000000	0.000000	0.000000	4.765477	0.000000	2.612615	0.000000	0.000000	0.988917	-0.286647	0.000000	0.000000	0.815801	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.327264	0.000000	0.000000	0.000000	0.163162	0.000000	0.000000	
 3389	8.926443	9.272879	11.878222	0.000000	0.000000	0.000000	0.000000	0.000000	4.294123	0.000000	2.375664	0.000000	0.000000	1.213856	-0.286647	0.000000	0.000000	1.077104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.432087	0.000000	0.000000	0.000000	0.215423	0.000000	0.000000	
 3390	7.693357	9.559138	10.688628	0.000000	0.000000	0.000000	0.000000	0.000000	3.820790	0.000000	2.137744	0.000000	0.000000	1.226435	-0.286647	0.000000	0.000000	1.091717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.437949	0.000000	0.000000	0.000000	0.218345	0.000000	0.000000	
 3391	6.987431	9.845386	10.120151	0.000000	0.000000	0.000000	0.000000	0.000000	3.596590	0.000000	2.024047	0.000000	0.000000	0.700194	-0.286647	0.000000	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3392	6.282031	10.131621	9.556358	0.000000	0.000000	0.000000	0.000000	0.000000	3.374238	0.000000	1.911288	0.000000	0.000000	0.700194	-0.286647	0.000000	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3393	5.577157	10.417845	8.997211	0.000000	0.000000	0.000000	0.000000	0.000000	3.153717	0.000000	1.799457	0.000000	0.000000	0.700194	-0.286647	0.000000	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3394	4.872808	10.704057	8.442672	0.000000	0.000000	0.000000	0.000000	0.000000	2.935014	0.000000	1.688549	0.000000	0.000000	0.700194	-0.286647	0.000000	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3395	4.168983	10.990256	7.892702	0.000000	0.000000	0.000000	0.000000	0.000000	2.718113	0.000000	1.578554	0.000000	0.000000	0.700194	-0.286647	0.000000	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3396	3.835775	10.906352	7.347263	0.000000	0.000000	0.000000	0.000000	0.000000	2.503000	0.000000	1.469465	0.000000	0.000000	0.330102	0.000000	0.083445	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3397	3.706017	10.619249	6.806319	0.000000	0.000000	0.000000	0.000000	0.000000	2.289658	0.000000	1.361275	0.000000	0.000000	0.126900	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3398	3.703256	10.332158	6.269832	0.000000	0.000000	0.000000	0.000000	0.000000	2.078075	0.000000	1.253977	0.000000	0.000000	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3399	4.313173	10.045079	5.737766	0.000000	0.000000	0.000000	0.000000	0.000000	1.868235	0.000000	1.147563	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3400	4.922635	9.758012	5.210085	0.000000	0.000000	0.000000	0.000000	0.000000	1.660124	0.000000	1.042026	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3401	5.531643	9.470957	4.686751	0.000000	0.000000	0.000000	0.000000	0.000000	1.453729	0.000000	0.937358	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3402	6.140197	9.183914	4.167730	0.000000	0.000000	0.000000	0.000000	0.000000	1.249033	0.000000	0.833553	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3403	6.748298	8.896883	3.652985	0.000000	0.000000	0.000000	0.000000	0.000000	1.046025	0.000000	0.730603	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3404	7.355946	8.609864	3.142482	0.000000	0.000000	0.000000	0.000000	0.000000	0.844689	0.000000	0.628502	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3405	7.963141	8.322857	2.897024	0.000000	0.000000	0.000000	0.000000	0.000000	1.081824	0.000000	0.579410	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.219563	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.244095	0.000000	0.000000	0.000000	0.000000	0.043913	0.000000	0.000000	
 3406	8.569884	8.035862	7.237376	0.000000	0.000000	0.000000	0.000000	0.000000	2.685031	0.000000	1.447487	0.000000	-0.612675	0.000000	0.000000	0.286647	-4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.612122	0.000000	0.000000	0.000000	-0.872852	0.000000	0.000000	0.000000	
 3407	10.762520	7.748879	11.541963	0.000000	0.000000	0.000000	0.000000	0.000000	4.275028	0.000000	2.308412	0.000000	-2.199020	0.000000	0.000000	0.286647	-4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.612122	0.000000	0.000000	0.000000	-0.872852	0.000000	0.000000	0.000000	
 3408	13.273742	7.461908	15.811080	0.000000	0.000000	0.000000	0.000000	0.000000	5.851923	0.000000	3.162243	0.000000	-2.519240	0.000000	0.000000	0.286647	-4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.612122	0.000000	0.000000	0.000000	-0.872852	0.000000	0.000000	0.000000	
 3409	12.316669	7.748243	14.913475	0.000000	0.000000	0.000000	0.000000	0.000000	5.495888	0.000000	2.982720	0.000000	0.000000	0.947184	-0.286647	0.000000	0.000000	0.767321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.307816	0.000000	0.000000	0.000000	0.153466	0.000000	0.000000	
 3410	11.106216	8.034566	13.728097	0.000000	0.000000	0.000000	0.000000	0.000000	5.024376	0.000000	2.745642	0.000000	0.000000	1.201277	-0.286647	0.000000	0.000000	1.062492	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.426225	0.000000	0.000000	0.000000	0.212500	0.000000	0.000000	
 3411	9.927447	8.320877	12.588243	0.000000	0.000000	0.000000	0.000000	0.000000	4.571095	0.000000	2.517670	0.000000	0.000000	1.170496	-0.286647	0.000000	0.000000	1.026734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.411881	0.000000	0.000000	0.000000	0.205349	0.000000	0.000000	
 3412	8.604972	8.607177	11.289825	0.000000	0.000000	0.000000	0.000000	0.000000	4.054171	0.000000	2.257984	0.000000	0.000000	1.315079	-0.286647	0.000000	0.000000	1.194691	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.479258	0.000000	0.000000	0.000000	0.238940	0.000000	0.000000	
 3413	7.226508	8.893464	9.935920	0.000000	0.000000	0.000000	0.000000	0.000000	3.514956	0.000000	1.987201	0.000000	0.000000	1.372054	-0.286647	0.000000	0.000000	1.260877	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.505809	0.000000	0.000000	0.000000	0.252177	0.000000	0.000000	
 3414	5.780404	9.179739	8.513405	0.000000	0.000000	0.000000	0.000000	0.000000	2.948186	0.000000	1.702695	0.000000	0.000000	1.440719	-0.286647	0.000000	0.000000	1.340643	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.537807	0.000000	0.000000	0.000000	0.268131	0.000000	0.000000	
 3415	4.437045	9.466003	7.220713	0.000000	0.000000	0.000000	0.000000	0.000000	2.433462	0.000000	1.444155	0.000000	0.000000	1.339053	-0.286647	0.000000	0.000000	1.222541	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.490430	0.000000	0.000000	0.000000	0.244510	0.000000	0.000000	
 3416	3.321846	9.752254	6.202556	0.000000	0.000000	0.000000	0.000000	0.000000	2.028839	0.000000	1.240522	0.000000	0.000000	1.111893	-0.286647	0.000000	0.000000	0.958658	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.384572	0.000000	0.000000	0.000000	0.191733	0.000000	0.000000	
 3417	2.619177	10.038494	5.671045	0.000000	0.000000	0.000000	0.000000	0.000000	1.819405	0.000000	1.134219	0.000000	0.000000	0.700194	-0.286647	0.000000	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3418	1.917031	10.324721	5.143913	0.000000	0.000000	0.000000	0.000000	0.000000	1.611697	0.000000	1.028791	0.000000	0.000000	0.700194	-0.286647	0.000000	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3419	1.215409	10.610937	4.621124	0.000000	0.000000	0.000000	0.000000	0.000000	1.405700	0.000000	0.924233	0.000000	0.000000	0.700194	-0.286647	0.000000	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3420	0.514309	10.897140	4.102644	0.000000	0.000000	0.000000	0.000000	0.000000	1.201400	0.000000	0.820536	0.000000	0.000000	0.700194	-0.286647	0.000000	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3421	1.044651	10.611763	3.588435	0.000000	0.000000	0.000000	0.000000	0.000000	0.998784	0.000000	0.717693	0.000000	-0.530725	0.000000	0.000000	0.284922	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3422	1.656548	10.324672	3.078464	0.000000	0.000000	0.000000	0.000000	0.000000	0.797838	0.000000	0.615698	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3423	2.267989	10.037594	2.572695	0.000000	0.000000	0.000000	0.000000	0.000000	0.598547	0.000000	0.514543	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3424	2.878975	9.750527	2.071093	0.000000	0.000000	0.000000	0.000000	0.000000	0.400898	0.000000	0.414222	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3425	3.489505	9.463472	1.573625	0.000000	0.000000	0.000000	0.000000	0.000000	0.204879	0.000000	0.314728	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3426	4.099581	9.176430	1.080256	0.000000	0.000000	0.000000	0.000000	0.000000	0.010474	0.000000	0.216053	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192717	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3427	4.709202	8.889399	0.590952	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.118191	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010387	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3428	5.318369	8.602380	0.105680	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021136	0.000000	-0.612675	0.000000	0.000000	0.286647	0.000000	0.480403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.096081	0.000000	0.000000	
 3429	5.927083	8.315374	2.897024	0.000000	0.000000	0.000000	0.000000	0.000000	1.081824	0.000000	0.579410	0.000000	-0.612675	0.000000	0.000000	0.286647	-2.792216	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.081824	0.000000	0.000000	0.000000	-0.558448	0.000000	0.000000	0.000000	
 3430	8.249425	8.028379	7.237376	0.000000	0.000000	0.000000	0.000000	0.000000	2.685031	0.000000	1.447487	0.000000	-2.326758	0.000000	0.000000	0.286647	-4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.612122	0.000000	0.000000	0.000000	-0.872852	0.000000	0.000000	0.000000	
 3431	10.762520	7.741396	11.541963	0.000000	0.000000	0.000000	0.000000	0.000000	4.275028	0.000000	2.308412	0.000000	-2.519240	0.000000	0.000000	0.286647	-4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.612122	0.000000	0.000000	0.000000	-0.872852	0.000000	0.000000	0.000000	
 3432	13.273742	7.454426	15.811080	0.000000	0.000000	0.000000	0.000000	0.000000	5.851923	0.000000	3.162243	0.000000	-2.519240	0.000000	0.000000	0.286647	-4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.612122	0.000000	0.000000	0.000000	-0.872852	0.000000	0.000000	0.000000	
