Time	TS_DHN_DAILY	TS_DHN_SEASONAL	TS_DEC_HP_ELEC	TS_DEC_THHP_GAS	TS_DEC_COGEN_GAS	TS_DEC_COGEN_OIL	TS_DEC_ADVCOGEN_GAS	TS_DEC_ADVCOGEN_H2	TS_DEC_BOILER_GAS	TS_DEC_BOILER_WOOD	TS_DEC_BOILER_OIL	TS_DEC_DIRECT_ELEC	TS_DHN_DAILY_in	TS_DHN_DAILY_out	TS_DHN_SEASONAL_in	TS_DHN_SEASONAL_out	TS_DEC_HP_ELEC_in	TS_DEC_HP_ELEC_out	TS_DEC_THHP_GAS_in	TS_DEC_THHP_GAS_out	TS_DEC_COGEN_GAS_in	TS_DEC_COGEN_GAS_out	TS_DEC_COGEN_OIL_in	TS_DEC_COGEN_OIL_out	TS_DEC_ADVCOGEN_GAS_in	TS_DEC_ADVCOGEN_GAS_out	TS_DEC_ADVCOGEN_H2_in	TS_DEC_ADVCOGEN_H2_out	TS_DEC_BOILER_GAS_in	TS_DEC_BOILER_GAS_out	TS_DEC_BOILER_WOOD_in	TS_DEC_BOILER_WOOD_out	TS_DEC_BOILER_OIL_in	TS_DEC_BOILER_OIL_out	TS_DEC_DIRECT_ELEC_in	TS_DEC_DIRECT_ELEC_out	
 1	10.953698	38.046545	11.316574	0.000000	0.000000	0.000000	0.000000	0.000000	4.191582	0.000000	2.263334	0.000000	0.000000	2.310155	-0.286647	0.000000	0.000000	4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.612122	0.000000	0.000000	0.000000	0.872852	0.000000	0.000000	
 2	8.456330	38.331601	6.859102	0.000000	0.000000	0.000000	0.000000	0.000000	2.544922	0.000000	1.371832	0.000000	0.000000	2.489208	-0.286647	0.000000	0.000000	4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.612122	0.000000	0.000000	0.000000	0.872852	0.000000	0.000000	
 3	6.594203	38.616646	2.438360	0.000000	0.000000	0.000000	0.000000	0.000000	0.911830	0.000000	0.487676	0.000000	0.000000	1.855826	-0.286647	0.000000	0.000000	4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.612122	0.000000	0.000000	0.000000	0.872852	0.000000	0.000000	
 4	4.694981	38.901679	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.894310	-0.286647	0.000000	0.000000	2.418268	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904316	0.000000	0.000000	0.000000	0.483658	0.000000	0.000000	
 5	2.365053	39.186700	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.326430	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 6	0.007264	39.471709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.356027	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 7	0.000000	39.756706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007258	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 8	0.000000	40.041692	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 9	0.000000	40.326665	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 10	0.000000	40.611626	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 11	0.000000	40.896576	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 12	0.000000	41.181514	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 13	0.000000	41.466439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 14	0.029512	41.751353	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029512	0.000000	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 15	0.000000	42.036255	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.029490	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 16	0.154769	42.321145	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.154769	0.000000	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 17	1.682431	42.606023	2.167065	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.433417	0.000000	-1.527777	0.000000	-0.286647	0.000000	-2.167065	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.433417	0.000000	0.000000	0.000000	
 18	3.203478	42.851977	4.546183	0.000000	0.000000	0.000000	0.000000	0.000000	0.942929	0.000000	0.909244	0.000000	-1.522301	0.000000	-0.247735	0.000000	-2.396975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.942929	0.000000	0.000000	0.000000	-0.479399	0.000000	0.000000	0.000000	
 19	5.460504	42.563538	7.141201	0.000000	0.000000	0.000000	0.000000	0.000000	2.050290	0.000000	1.428252	0.000000	-2.259413	0.000000	0.000000	0.286647	-2.632479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.115131	0.000000	0.000000	0.000000	-0.526500	0.000000	0.000000	0.000000	
 20	7.766172	42.275112	9.773295	0.000000	0.000000	0.000000	0.000000	0.000000	3.171978	0.000000	1.954675	0.000000	-2.309735	0.000000	0.000000	0.286647	-2.690937	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.138582	0.000000	0.000000	0.000000	-0.538192	0.000000	0.000000	0.000000	
 21	10.046443	41.986698	12.356194	0.000000	0.000000	0.000000	0.000000	0.000000	4.273389	0.000000	2.471260	0.000000	-2.286058	0.000000	0.000000	0.286647	-2.663431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.127548	0.000000	0.000000	0.000000	-0.532691	0.000000	0.000000	0.000000	
 22	11.786346	41.698296	14.292057	0.000000	0.000000	0.000000	0.000000	0.000000	5.114700	0.000000	2.858436	0.000000	-1.747387	0.000000	0.000000	0.286647	-2.037678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.876523	0.000000	0.000000	0.000000	-0.407539	0.000000	0.000000	0.000000	
 23	12.949282	41.409906	15.543234	0.000000	0.000000	0.000000	0.000000	0.000000	5.680810	0.000000	3.108673	0.000000	-1.171717	0.000000	0.000000	0.286647	-1.368943	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.608256	0.000000	0.000000	0.000000	-0.273791	0.000000	0.000000	0.000000	
 24	13.273742	41.121528	15.811080	0.000000	0.000000	0.000000	0.000000	0.000000	5.851923	0.000000	3.162243	0.000000	-0.334107	0.000000	0.000000	0.286647	-0.395922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.217923	0.000000	0.000000	0.000000	-0.079185	0.000000	0.000000	0.000000	
 25	11.988762	41.406456	11.316574	0.000000	0.000000	0.000000	0.000000	0.000000	4.191582	0.000000	2.263334	0.000000	0.000000	1.275092	-0.286647	0.000000	0.000000	4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.612122	0.000000	0.000000	0.000000	0.872852	0.000000	0.000000	
 26	10.065438	41.691372	6.859102	0.000000	0.000000	0.000000	0.000000	0.000000	2.544922	0.000000	1.371832	0.000000	0.000000	1.914392	-0.286647	0.000000	0.000000	4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.612122	0.000000	0.000000	0.000000	0.872852	0.000000	0.000000	
 27	8.692587	41.976277	2.438360	0.000000	0.000000	0.000000	0.000000	0.000000	0.911830	0.000000	0.487676	0.000000	0.000000	1.365352	-0.286647	0.000000	0.000000	4.364223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.612122	0.000000	0.000000	0.000000	0.872852	0.000000	0.000000	
 28	7.806154	42.261169	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.879957	-0.286647	0.000000	0.000000	2.418268	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.904316	0.000000	0.000000	0.000000	0.483658	0.000000	0.000000	
 29	7.500487	42.546050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.299851	-0.286647	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
 30	8.176195	42.830918	0.450241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.090049	0.000000	-0.681295	0.000000	-0.286647	0.000000	-0.450241	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.090049	0.000000	0.000000	0.000000	
 31	8.880996	43.115775	1.946125	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.389228	0.000000	-0.710892	0.000000	-0.286647	0.000000	-1.499595	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.299921	0.000000	0.000000	0.000000	
 32	9.162038	43.400620	2.938029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.587611	0.000000	-0.287659	0.000000	-0.286647	0.000000	-1.007940	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.201590	0.000000	0.000000	0.000000	
 33	9.053656	43.685453	3.469623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.693930	0.000000	0.000000	0.101556	-0.286647	0.000000	-0.555803	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.111162	0.000000	0.000000	0.000000	
 34	9.217650	43.970274	4.313151	0.000000	0.000000	0.000000	0.000000	0.000000	0.298381	0.000000	0.862638	0.000000	-0.170739	0.000000	-0.286647	0.000000	-0.872118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.298381	0.000000	0.000000	0.000000	-0.174425	0.000000	0.000000	0.000000	
 35	9.773689	44.255083	5.605296	0.000000	0.000000	0.000000	0.000000	0.000000	0.887627	0.000000	1.121069	0.000000	-0.562906	0.000000	-0.286647	0.000000	-1.327684	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.591705	0.000000	0.000000	0.000000	-0.265539	0.000000	0.000000	0.000000	
 36	10.567575	44.539880	7.163572	0.000000	0.000000	0.000000	0.000000	0.000000	1.583050	0.000000	1.432727	0.000000	-0.801168	0.000000	-0.286647	0.000000	-1.604464	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.702737	0.000000	0.000000	0.000000	-0.320896	0.000000	0.000000	0.000000	
 37	11.319434	44.824666	8.660874	0.000000	0.000000	0.000000	0.000000	0.000000	2.253432	0.000000	1.732189	0.000000	-0.759731	0.000000	-0.286647	0.000000	-1.556329	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.683427	0.000000	0.000000	0.000000	-0.311268	0.000000	0.000000	0.000000	
 38	12.088490	45.109439	10.166467	0.000000	0.000000	0.000000	0.000000	0.000000	2.926567	0.000000	2.033310	0.000000	-0.777490	0.000000	-0.286647	0.000000	-1.576959	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.691703	0.000000	0.000000	0.000000	-0.315394	0.000000	0.000000	0.000000	
 39	12.339015	45.394201	11.057959	0.000000	0.000000	0.000000	0.000000	0.000000	3.352781	0.000000	2.211610	0.000000	-0.259530	0.000000	-0.286647	0.000000	-0.975264	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.450329	0.000000	0.000000	0.000000	-0.195054	0.000000	0.000000	0.000000	
 40	12.510931	45.678950	11.851006	0.000000	0.000000	0.000000	0.000000	0.000000	3.738938	0.000000	2.370221	0.000000	-0.181109	0.000000	-0.286647	0.000000	-0.884165	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.413784	0.000000	0.000000	0.000000	-0.176834	0.000000	0.000000	0.000000	
 41	12.326068	45.963688	12.223211	0.000000	0.000000	0.000000	0.000000	0.000000	3.955711	0.000000	2.444663	0.000000	0.000000	0.175542	-0.286647	0.000000	-0.469857	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.247582	0.000000	0.000000	0.000000	-0.093972	0.000000	0.000000	0.000000	
 42	12.687416	46.248414	13.226701	0.000000	0.000000	0.000000	0.000000	0.000000	4.425173	0.000000	2.645362	0.000000	-0.370531	0.000000	-0.286647	0.000000	-1.104210	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.502057	0.000000	0.000000	0.000000	-0.220844	0.000000	0.000000	0.000000	
 43	13.326710	46.533128	14.545114	0.000000	0.000000	0.000000	0.000000	0.000000	5.020416	0.000000	2.909047	0.000000	-0.648745	0.000000	-0.286647	0.000000	-1.427401	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.631707	0.000000	0.000000	0.000000	-0.285483	0.000000	0.000000	0.000000	
 44	14.424277	46.817830	16.385576	0.000000	0.000000	0.000000	0.000000	0.000000	5.824536	0.000000	3.277143	0.000000	-1.107496	0.000000	-0.286647	0.000000	-1.960314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.845488	0.000000	0.000000	0.000000	-0.392066	0.000000	0.000000	0.000000	
 45	14.584269	47.102520	17.122677	0.000000	0.000000	0.000000	0.000000	0.000000	6.185494	0.000000	3.424564	0.000000	-0.170739	0.000000	-0.286647	0.000000	-0.872118	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.408952	0.000000	0.000000	0.000000	-0.174425	0.000000	0.000000	0.000000	
 46	14.232618	47.102564	16.928836	0.000000	0.000000	0.000000	0.000000	0.000000	6.172460	0.000000	3.385796	0.000000	0.000000	0.340786	-0.002013	0.000000	0.000000	0.052751	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.037935	0.000000	0.000000	0.000000	0.000000	0.010550	0.000000	0.000000	
 47	14.584269	47.019626	17.456891	0.000000	0.000000	0.000000	0.000000	0.000000	6.448486	0.000000	3.491408	0.000000	-0.362255	0.000000	0.000000	0.080969	-0.667549	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.326887	0.000000	0.000000	0.000000	-0.133511	0.000000	0.000000	0.000000	
 48	13.273742	46.731013	15.811080	0.000000	0.000000	0.000000	0.000000	0.000000	5.851923	0.000000	3.162243	0.000000	0.000000	1.299662	0.000000	0.286647	0.000000	1.501967	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.543427	0.000000	0.000000	0.000000	0.300396	0.000000	0.000000	
 49	11.099951	46.442413	13.174874	0.000000	0.000000	0.000000	0.000000	0.000000	4.857533	0.000000	2.634997	0.000000	0.000000	2.163902	0.000000	0.286647	0.000000	2.505923	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.946171	0.000000	0.000000	0.000000	0.501189	0.000000	0.000000	
 50	8.634774	46.153824	10.220016	0.000000	0.000000	0.000000	0.000000	0.000000	3.734793	0.000000	2.044021	0.000000	0.000000	2.456908	0.000000	0.286647	0.000000	2.846296	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.082714	0.000000	0.000000	0.000000	0.569264	0.000000	0.000000	
 51	7.164418	45.865248	8.443021	0.000000	0.000000	0.000000	0.000000	0.000000	3.084044	0.000000	1.688618	0.000000	0.000000	1.463923	0.000000	0.286647	0.000000	1.692783	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.619975	0.000000	0.000000	0.000000	0.338559	0.000000	0.000000	
 52	5.704029	45.576684	6.690973	0.000000	0.000000	0.000000	0.000000	0.000000	2.442791	0.000000	1.338206	0.000000	0.000000	1.455051	0.000000	0.286647	0.000000	1.682477	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.615840	0.000000	0.000000	0.000000	0.336498	0.000000	0.000000	
 53	3.667588	45.288131	4.282921	0.000000	0.000000	0.000000	0.000000	0.000000	1.537871	0.000000	0.856592	0.000000	0.000000	2.032191	0.000000	0.286647	0.000000	2.352918	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.884792	0.000000	0.000000	0.000000	0.470588	0.000000	0.000000	
 54	1.449162	44.999591	1.681543	0.000000	0.000000	0.000000	0.000000	0.000000	0.554893	0.000000	0.336311	0.000000	0.000000	2.215694	0.000000	0.286647	0.000000	2.566087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.970306	0.000000	0.000000	0.000000	0.513222	0.000000	0.000000	
 55	0.133629	44.711063	0.148538	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.029708	0.000000	0.000000	1.314453	0.000000	0.286647	0.000000	1.519149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.550320	0.000000	0.000000	0.000000	0.303832	0.000000	0.000000	
 56	0.000000	44.422547	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.133530	0.000000	0.286647	0.000000	0.147314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.029463	0.000000	0.000000	
 57	0.000000	44.326083	0.230889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.046178	0.000000	0.000000	0.000000	0.000000	0.094607	-0.230889	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046178	0.000000	0.000000	0.000000	
 58	0.037558	44.610878	0.946393	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.189280	0.000000	-0.037558	0.000000	-0.286647	0.000000	-0.717407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.143483	0.000000	0.000000	0.000000	
 59	0.835995	44.685262	2.295509	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.459106	0.000000	-0.798465	0.000000	-0.076250	0.000000	-1.356913	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.271385	0.000000	0.000000	0.000000	
 60	2.283820	44.396748	3.967004	0.000000	0.000000	0.000000	0.000000	0.000000	0.300726	0.000000	0.793408	0.000000	-1.448448	0.000000	0.000000	0.286647	-1.690411	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.300726	0.000000	0.000000	0.000000	-0.338085	0.000000	0.000000	0.000000	
 61	3.274768	44.108245	5.095244	0.000000	0.000000	0.000000	0.000000	0.000000	0.823058	0.000000	1.019057	0.000000	-0.992650	0.000000	0.000000	0.286647	-1.160927	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.524809	0.000000	0.000000	0.000000	-0.232187	0.000000	0.000000	0.000000	
 62	4.676388	43.819754	6.692105	0.000000	0.000000	0.000000	0.000000	0.000000	1.532805	0.000000	1.338432	0.000000	-1.404059	0.000000	0.000000	0.286647	-1.638846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.716529	0.000000	0.000000	0.000000	-0.327772	0.000000	0.000000	0.000000	
 63	5.812071	43.531275	7.968093	0.000000	0.000000	0.000000	0.000000	0.000000	2.113262	0.000000	1.593632	0.000000	-1.139167	0.000000	0.000000	0.286647	-1.331131	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.593088	0.000000	0.000000	0.000000	-0.266228	0.000000	0.000000	0.000000	
 64	6.909908	43.242808	9.190586	0.000000	0.000000	0.000000	0.000000	0.000000	2.671694	0.000000	1.838133	0.000000	-1.102167	0.000000	0.000000	0.286647	-1.288149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.575845	0.000000	0.000000	0.000000	-0.257632	0.000000	0.000000	0.000000	
 65	7.890022	42.954354	10.267200	0.000000	0.000000	0.000000	0.000000	0.000000	3.171045	0.000000	2.053457	0.000000	-0.985261	0.000000	0.000000	0.286647	-1.152345	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.521366	0.000000	0.000000	0.000000	-0.230471	0.000000	0.000000	0.000000	
 66	9.042538	42.665911	11.536065	0.000000	0.000000	0.000000	0.000000	0.000000	3.746964	0.000000	2.307232	0.000000	-1.158394	0.000000	0.000000	0.286647	-1.353467	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.602048	0.000000	0.000000	0.000000	-0.270696	0.000000	0.000000	0.000000	
 67	10.581927	42.377481	13.244888	0.000000	0.000000	0.000000	0.000000	0.000000	4.498822	0.000000	2.649000	0.000000	-1.546126	0.000000	0.000000	0.286647	-1.803880	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.782734	0.000000	0.000000	0.000000	-0.360779	0.000000	0.000000	0.000000	
 68	12.169009	42.089062	14.996365	0.000000	0.000000	0.000000	0.000000	0.000000	5.267245	0.000000	2.999298	0.000000	-1.594965	0.000000	0.000000	0.286647	-1.860615	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.805493	0.000000	0.000000	0.000000	-0.372126	0.000000	0.000000	0.000000	
 69	13.717908	41.800656	16.690428	0.000000	0.000000	0.000000	0.000000	0.000000	6.012094	0.000000	3.338114	0.000000	-1.557965	0.000000	0.000000	0.286647	-1.817633	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.788251	0.000000	0.000000	0.000000	-0.363530	0.000000	0.000000	0.000000	
 70	14.459124	41.512261	17.433616	0.000000	0.000000	0.000000	0.000000	0.000000	6.374956	0.000000	3.486753	0.000000	-0.751436	0.000000	0.000000	0.286647	-0.880718	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.412401	0.000000	0.000000	0.000000	-0.176145	0.000000	0.000000	0.000000	
 71	14.443581	41.223879	17.292224	0.000000	0.000000	0.000000	0.000000	0.000000	6.382429	0.000000	3.458474	0.000000	0.000000	0.004771	0.000000	0.286647	-0.002261	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060003	0.000000	0.000000	0.000000	-0.000452	0.000000	0.000000	0.000000	
