Time	DAM_STORAGE	LNG_STO	PHES	BATT_LI	BEV_BATT	PHEV_BATT	NEWSOLAR_STORAGE	DAM_STORAGE_in	DAM_STORAGE_out	LNG_STO_in	LNG_STO_out	PHES_in	PHES_out	BATT_LI_in	BATT_LI_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	NEWSOLAR_STORAGE_in	NEWSOLAR_STORAGE_out	
 341	4104.104035	0.000000	134.837678	0.000000	0.379324	0.018092	0.000000	-0.756585	2.443690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074818	-0.008908	0.010548	0.000000	0.000000	
 342	4102.238100	0.000000	134.837678	0.000000	0.344209	0.018088	0.000000	-0.752095	2.618029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.152006	0.187045	-0.026370	0.026370	0.000000	0.000000	
 343	4098.755374	0.000000	134.837678	0.000000	0.344140	0.018085	0.000000	-0.747605	4.230331	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.362400	0.362400	-0.051091	0.051091	0.000000	0.000000	
 344	4095.301532	0.000000	134.837678	0.000000	0.344071	0.018081	0.000000	-0.743181	4.197023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.315638	0.315638	-0.044499	0.044499	0.000000	0.000000	
 345	4093.610552	0.000000	132.817973	0.000000	0.344003	0.018078	0.000000	-0.738691	2.429670	0.000000	0.000000	0.000000	2.019704	0.000000	0.000000	-0.292258	0.292258	-0.041203	0.041203	0.000000	0.000000	
 346	4089.990637	0.000000	132.817973	0.000000	0.343934	0.018074	0.000000	-0.734201	4.354116	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 347	4086.226031	0.000000	132.817973	0.000000	0.343865	0.018070	0.000000	-0.729777	4.494382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.374090	0.374090	-0.052740	0.052740	0.000000	0.000000	
 348	4082.322247	0.000000	132.817973	0.000000	0.343796	0.018067	0.000000	-0.725287	4.629071	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.411500	0.411500	-0.058014	0.058014	0.000000	0.000000	
 349	4078.679078	0.000000	132.817973	0.000000	0.343727	0.018063	0.000000	-0.720797	4.363966	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.374090	0.374090	-0.052740	0.052740	0.000000	0.000000	
 350	4075.006572	0.000000	132.817973	0.000000	0.343659	0.018059	0.000000	-0.716373	4.388880	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.378766	0.378766	-0.053399	0.053399	0.000000	0.000000	
 351	4070.800263	0.000000	132.817973	0.000000	0.343590	0.018056	0.000000	-0.711883	4.918192	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.425528	0.425528	-0.059991	0.059991	0.000000	0.000000	
 352	4066.429526	0.000000	132.817973	0.000000	0.343521	0.018052	0.000000	-0.707460	5.078197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.444233	0.444233	-0.062628	0.062628	0.000000	0.000000	
 353	4061.872341	0.000000	132.817973	0.000000	0.343453	0.018049	0.000000	-0.702969	5.260154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.444233	0.444233	-0.062628	0.062628	0.000000	0.000000	
 354	4060.104649	0.000000	130.798269	0.000000	0.343384	0.018045	0.000000	-0.698479	2.466171	0.000000	0.000000	0.000000	2.019704	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 355	4057.264471	0.000000	130.798269	0.000000	0.343315	0.018041	0.000000	-0.694056	3.534234	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.233807	0.233807	-0.032962	0.032962	0.000000	0.000000	
 356	4055.052476	0.000000	130.798269	0.000000	0.343247	0.018038	0.000000	-0.689566	2.901561	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.175355	0.175355	-0.024722	0.024722	0.000000	0.000000	
 357	4052.862309	0.000000	130.798269	0.000000	0.343178	0.018034	0.000000	-0.685075	2.875243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116903	0.116903	-0.016481	0.016481	0.000000	0.000000	
 358	4050.634249	0.000000	130.798269	0.000000	0.343109	0.018031	0.000000	-0.680652	2.908711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074818	0.074818	-0.010548	0.010548	0.000000	0.000000	
 359	4048.876457	0.000000	130.798269	0.000000	0.343041	0.018027	0.000000	-0.676162	2.433954	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046761	0.046761	-0.006592	0.006592	0.000000	0.000000	
 360	4046.259763	0.000000	130.798269	0.000000	0.574818	0.030207	0.000000	-0.671671	3.288365	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.250551	0.018705	-0.014821	0.002637	0.000000	0.000000	
 361	4045.533773	0.000000	130.798269	0.000000	0.563013	0.028553	0.000000	-0.774412	1.500403	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011690	0.000000	0.001648	0.000000	0.000000	
 362	4044.322260	0.000000	130.798269	0.000000	0.558224	0.027888	0.000000	-0.769989	1.981502	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004676	0.000000	0.000659	0.000000	0.000000	
 363	4043.590892	0.000000	130.798269	0.000000	0.555774	0.027553	0.000000	-0.765499	1.496866	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002338	0.000000	0.000330	0.000000	0.000000	
 364	4042.481671	0.000000	130.798269	0.000000	0.527606	0.023592	0.000000	-0.761009	1.870230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028057	0.000000	0.003955	0.000000	0.000000	
 365	4040.794566	0.000000	130.798269	0.000000	0.452683	0.021947	0.000000	-0.756585	2.443690	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074818	-0.008908	0.010548	0.000000	0.000000	
 366	4038.928632	0.000000	130.798269	0.000000	0.417553	0.021943	0.000000	-0.752095	2.618029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.152006	0.187045	-0.026370	0.026370	0.000000	0.000000	
 367	4035.445905	0.000000	130.798269	0.000000	0.417470	0.021938	0.000000	-0.747605	4.230331	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.362400	0.362400	-0.051091	0.051091	0.000000	0.000000	
 368	4031.992063	0.000000	130.798269	0.000000	0.417386	0.021934	0.000000	-0.743181	4.197023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.315638	0.315638	-0.044499	0.044499	0.000000	0.000000	
 369	4030.301084	0.000000	128.778564	0.000000	0.417303	0.021930	0.000000	-0.738691	2.429670	0.000000	0.000000	0.000000	2.019704	0.000000	0.000000	-0.292258	0.292258	-0.041203	0.041203	0.000000	0.000000	
 370	4026.681168	0.000000	128.778564	0.000000	0.417219	0.021925	0.000000	-0.734201	4.354116	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 371	4022.916563	0.000000	128.778564	0.000000	0.417136	0.021921	0.000000	-0.729777	4.494382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.374090	0.374090	-0.052740	0.052740	0.000000	0.000000	
 372	4019.012779	0.000000	128.778564	0.000000	0.417052	0.021916	0.000000	-0.725287	4.629071	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.411500	0.411500	-0.058014	0.058014	0.000000	0.000000	
 373	4015.369610	0.000000	128.778564	0.000000	0.416969	0.021912	0.000000	-0.720797	4.363966	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.374090	0.374090	-0.052740	0.052740	0.000000	0.000000	
 374	4011.697104	0.000000	128.778564	0.000000	0.416885	0.021908	0.000000	-0.716373	4.388880	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.378766	0.378766	-0.053399	0.053399	0.000000	0.000000	
 375	4007.490795	0.000000	128.778564	0.000000	0.416802	0.021903	0.000000	-0.711883	4.918192	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.425528	0.425528	-0.059991	0.059991	0.000000	0.000000	
 376	4003.120057	0.000000	128.778564	0.000000	0.416719	0.021899	0.000000	-0.707460	5.078197	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.444233	0.444233	-0.062628	0.062628	0.000000	0.000000	
 377	3998.562872	0.000000	128.778564	0.000000	0.416635	0.021894	0.000000	-0.702969	5.260154	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.444233	0.444233	-0.062628	0.062628	0.000000	0.000000	
 378	3996.795180	0.000000	126.758860	0.000000	0.416552	0.021890	0.000000	-0.698479	2.466171	0.000000	0.000000	0.000000	2.019704	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 379	3993.955003	0.000000	126.758860	0.000000	0.416469	0.021886	0.000000	-0.694056	3.534234	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.233807	0.233807	-0.032962	0.032962	0.000000	0.000000	
 380	3991.743008	0.000000	126.758860	0.000000	0.416385	0.021881	0.000000	-0.689566	2.901561	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.175355	0.175355	-0.024722	0.024722	0.000000	0.000000	
 381	3989.552840	0.000000	126.758860	0.000000	0.416302	0.021877	0.000000	-0.685075	2.875243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116903	0.116903	-0.016481	0.016481	0.000000	0.000000	
 382	3987.324781	0.000000	126.758860	0.000000	0.416219	0.021873	0.000000	-0.680652	2.908711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074818	0.074818	-0.010548	0.010548	0.000000	0.000000	
 383	3985.566988	0.000000	126.758860	0.000000	0.416136	0.021868	0.000000	-0.676162	2.433954	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046761	0.046761	-0.006592	0.006592	0.000000	0.000000	
 384	3982.950295	0.000000	126.758860	0.000000	0.647899	0.034047	0.000000	-0.671671	3.288365	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.250551	0.018705	-0.014821	0.002637	0.000000	0.000000	
 385	3979.663485	0.000000	126.758860	0.000000	0.636079	0.032393	0.000000	-0.193499	3.480309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011690	0.000000	0.001648	0.000000	0.000000	
 386	3976.298209	0.000000	126.758860	0.000000	0.631275	0.031727	0.000000	-0.192688	3.557964	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004676	0.000000	0.000659	0.000000	0.000000	
 387	3973.388422	0.000000	126.758860	0.000000	0.628811	0.031391	0.000000	-0.191891	3.101678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002338	0.000000	0.000330	0.000000	0.000000	
 388	3970.351529	0.000000	126.758860	0.000000	0.600628	0.027429	0.000000	-0.191087	3.227980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028057	0.000000	0.003955	0.000000	0.000000	
 389	3966.802843	0.000000	126.758860	0.000000	0.525690	0.024428	0.000000	-0.190289	3.738975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074818	-0.007553	0.010548	0.000000	0.000000	
 390	3962.359630	0.000000	126.758860	0.000000	0.464761	0.024424	0.000000	-0.189485	4.632698	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.126222	0.187045	-0.026370	0.026370	0.000000	0.000000	
 391	3957.011710	0.000000	126.758860	0.000000	0.464668	0.024419	0.000000	-0.188681	5.536601	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.362400	0.362400	-0.051091	0.051091	0.000000	0.000000	
 392	3952.421147	0.000000	126.758860	0.000000	0.464575	0.024414	0.000000	-0.187883	4.778446	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.315638	0.315638	-0.044499	0.044499	0.000000	0.000000	
 393	3948.087141	0.000000	126.758860	0.000000	0.464483	0.024409	0.000000	-0.187079	4.521085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.292258	0.292258	-0.041203	0.041203	0.000000	0.000000	
 394	3943.691366	0.000000	126.758860	0.000000	0.464390	0.024404	0.000000	-0.186275	4.582050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 395	3939.211332	0.000000	126.758860	0.000000	0.464297	0.024399	0.000000	-0.185477	4.665511	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.374090	0.374090	-0.052740	0.052740	0.000000	0.000000	
 396	3934.602462	0.000000	126.758860	0.000000	0.464204	0.024394	0.000000	-0.184673	4.793542	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.411500	0.411500	-0.058014	0.058014	0.000000	0.000000	
 397	3930.076659	0.000000	126.758860	0.000000	0.464111	0.024389	0.000000	-0.183875	4.709678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.374090	0.374090	-0.052740	0.052740	0.000000	0.000000	
 398	3925.689588	0.000000	126.758860	0.000000	0.464018	0.024384	0.000000	-0.183071	4.570142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.378766	0.378766	-0.053399	0.053399	0.000000	0.000000	
 399	3920.883285	0.000000	126.758860	0.000000	0.463925	0.024380	0.000000	-0.182267	4.988570	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.425528	0.425528	-0.059991	0.059991	0.000000	0.000000	
 400	3915.950134	0.000000	126.758860	0.000000	0.463833	0.024375	0.000000	-0.181469	5.114621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.444233	0.444233	-0.062628	0.062628	0.000000	0.000000	
 401	3910.971370	0.000000	126.758860	0.000000	0.463740	0.024370	0.000000	-0.180665	5.159429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.444233	0.444233	-0.062628	0.062628	0.000000	0.000000	
 402	3906.844903	0.000000	126.758860	0.000000	0.463647	0.024365	0.000000	-0.179854	4.306321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 403	3903.464138	0.000000	126.758860	0.000000	0.463554	0.024360	0.000000	-0.179056	3.559821	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.233807	0.233807	-0.032962	0.032962	0.000000	0.000000	
 404	3900.521501	0.000000	126.758860	0.000000	0.463462	0.024355	0.000000	-0.178252	3.120890	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.175355	0.175355	-0.024722	0.024722	0.000000	0.000000	
 405	3897.996930	0.000000	126.758860	0.000000	0.463369	0.024350	0.000000	-0.177455	2.702025	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116903	0.116903	-0.016481	0.016481	0.000000	0.000000	
 406	3895.423338	0.000000	126.758860	0.000000	0.463276	0.024345	0.000000	-0.176650	2.750243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074818	0.074818	-0.010548	0.010548	0.000000	0.000000	
 407	3892.714814	0.000000	126.758860	0.000000	0.463184	0.024341	0.000000	-0.175846	2.884369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046761	0.046761	-0.006592	0.006592	0.000000	0.000000	
 408	3889.547740	0.000000	126.758860	0.000000	0.619855	0.032574	0.000000	-0.175049	3.342123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.175468	0.018705	-0.010875	0.002637	0.000000	0.000000	
 409	3886.260930	0.000000	126.758860	0.000000	0.608041	0.030919	0.000000	-0.193499	3.480309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011690	0.000000	0.001648	0.000000	0.000000	
 410	3882.895655	0.000000	126.758860	0.000000	0.603243	0.030254	0.000000	-0.192688	3.557964	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004676	0.000000	0.000659	0.000000	0.000000	
 411	3879.985868	0.000000	126.758860	0.000000	0.600784	0.029918	0.000000	-0.191891	3.101678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002338	0.000000	0.000330	0.000000	0.000000	
 412	3876.948974	0.000000	126.758860	0.000000	0.572607	0.025957	0.000000	-0.191087	3.227980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028057	0.000000	0.003955	0.000000	0.000000	
 413	3873.400288	0.000000	126.758860	0.000000	0.497674	0.022956	0.000000	-0.190289	3.738975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074818	-0.007553	0.010548	0.000000	0.000000	
 414	3868.957076	0.000000	126.758860	0.000000	0.436751	0.022952	0.000000	-0.189485	4.632698	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.126222	0.187045	-0.026370	0.026370	0.000000	0.000000	
 415	3863.609156	0.000000	126.758860	0.000000	0.436664	0.022947	0.000000	-0.188681	5.536601	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.362400	0.362400	-0.051091	0.051091	0.000000	0.000000	
 416	3859.018592	0.000000	126.758860	0.000000	0.436577	0.022942	0.000000	-0.187883	4.778446	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.315638	0.315638	-0.044499	0.044499	0.000000	0.000000	
 417	3854.684587	0.000000	126.758860	0.000000	0.436489	0.022938	0.000000	-0.187079	4.521085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.292258	0.292258	-0.041203	0.041203	0.000000	0.000000	
 418	3850.288811	0.000000	126.758860	0.000000	0.436402	0.022933	0.000000	-0.186275	4.582050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 419	3845.808777	0.000000	126.758860	0.000000	0.436315	0.022929	0.000000	-0.185477	4.665511	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.374090	0.374090	-0.052740	0.052740	0.000000	0.000000	
 420	3841.199907	0.000000	126.758860	0.000000	0.436227	0.022924	0.000000	-0.184673	4.793542	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.411500	0.411500	-0.058014	0.058014	0.000000	0.000000	
 421	3836.674105	0.000000	126.758860	0.000000	0.436140	0.022919	0.000000	-0.183875	4.709678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.374090	0.374090	-0.052740	0.052740	0.000000	0.000000	
 422	3832.287034	0.000000	126.758860	0.000000	0.436053	0.022915	0.000000	-0.183071	4.570142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.378766	0.378766	-0.053399	0.053399	0.000000	0.000000	
 423	3827.480730	0.000000	126.758860	0.000000	0.435966	0.022910	0.000000	-0.182267	4.988570	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.425528	0.425528	-0.059991	0.059991	0.000000	0.000000	
 424	3822.547579	0.000000	126.758860	0.000000	0.435879	0.022906	0.000000	-0.181469	5.114621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.444233	0.444233	-0.062628	0.062628	0.000000	0.000000	
 425	3817.568815	0.000000	126.758860	0.000000	0.435791	0.022901	0.000000	-0.180665	5.159429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.444233	0.444233	-0.062628	0.062628	0.000000	0.000000	
 426	3813.442348	0.000000	126.758860	0.000000	0.435704	0.022897	0.000000	-0.179854	4.306321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 427	3810.061584	0.000000	126.758860	0.000000	0.435617	0.022892	0.000000	-0.179056	3.559821	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.233807	0.233807	-0.032962	0.032962	0.000000	0.000000	
 428	3807.118946	0.000000	126.758860	0.000000	0.435530	0.022887	0.000000	-0.178252	3.120890	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.175355	0.175355	-0.024722	0.024722	0.000000	0.000000	
 429	3804.594376	0.000000	126.758860	0.000000	0.435443	0.022883	0.000000	-0.177455	2.702025	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116903	0.116903	-0.016481	0.016481	0.000000	0.000000	
 430	3802.020783	0.000000	126.758860	0.000000	0.435356	0.022878	0.000000	-0.176650	2.750243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074818	0.074818	-0.010548	0.010548	0.000000	0.000000	
 431	3799.312260	0.000000	126.758860	0.000000	0.435269	0.022874	0.000000	-0.175846	2.884369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046761	0.046761	-0.006592	0.006592	0.000000	0.000000	
 432	3796.145186	0.000000	126.758860	0.000000	0.591945	0.031107	0.000000	-0.175049	3.342123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.175468	0.018705	-0.010875	0.002637	0.000000	0.000000	
 433	3792.858376	0.000000	126.758860	0.000000	0.580137	0.029453	0.000000	-0.193499	3.480309	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011690	0.000000	0.001648	0.000000	0.000000	
 434	3789.493100	0.000000	126.758860	0.000000	0.575345	0.028788	0.000000	-0.192688	3.557964	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004676	0.000000	0.000659	0.000000	0.000000	
 435	3786.583313	0.000000	126.758860	0.000000	0.572891	0.028452	0.000000	-0.191891	3.101678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.002338	0.000000	0.000330	0.000000	0.000000	
 436	3783.546420	0.000000	126.758860	0.000000	0.544720	0.024491	0.000000	-0.191087	3.227980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028057	0.000000	0.003955	0.000000	0.000000	
 437	3779.997734	0.000000	126.758860	0.000000	0.469793	0.021491	0.000000	-0.190289	3.738975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074818	-0.007553	0.010548	0.000000	0.000000	
 438	3775.554521	0.000000	126.758860	0.000000	0.408875	0.021487	0.000000	-0.189485	4.632698	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.126222	0.187045	-0.026370	0.026370	0.000000	0.000000	
 439	3770.206601	0.000000	126.758860	0.000000	0.408794	0.021482	0.000000	-0.188681	5.536601	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.362400	0.362400	-0.051091	0.051091	0.000000	0.000000	
 440	3765.616038	0.000000	126.758860	0.000000	0.408712	0.021478	0.000000	-0.187883	4.778446	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.315638	0.315638	-0.044499	0.044499	0.000000	0.000000	
 441	3761.282032	0.000000	126.758860	0.000000	0.408630	0.021474	0.000000	-0.187079	4.521085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.292258	0.292258	-0.041203	0.041203	0.000000	0.000000	
 442	3756.886257	0.000000	126.758860	0.000000	0.408548	0.021469	0.000000	-0.186275	4.582050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 443	3752.406223	0.000000	126.758860	0.000000	0.408467	0.021465	0.000000	-0.185477	4.665511	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.374090	0.374090	-0.052740	0.052740	0.000000	0.000000	
 444	3747.797353	0.000000	126.758860	0.000000	0.408385	0.021461	0.000000	-0.184673	4.793542	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.411500	0.411500	-0.058014	0.058014	0.000000	0.000000	
 445	3743.271550	0.000000	126.758860	0.000000	0.408303	0.021457	0.000000	-0.183875	4.709678	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.374090	0.374090	-0.052740	0.052740	0.000000	0.000000	
 446	3738.884479	0.000000	126.758860	0.000000	0.408222	0.021452	0.000000	-0.183071	4.570142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.378766	0.378766	-0.053399	0.053399	0.000000	0.000000	
 447	3734.078176	0.000000	126.758860	0.000000	0.408140	0.021448	0.000000	-0.182267	4.988570	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.425528	0.425528	-0.059991	0.059991	0.000000	0.000000	
 448	3729.145025	0.000000	126.758860	0.000000	0.408058	0.021444	0.000000	-0.181469	5.114621	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.444233	0.444233	-0.062628	0.062628	0.000000	0.000000	
 449	3724.166261	0.000000	126.758860	0.000000	0.407977	0.021439	0.000000	-0.180665	5.159429	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.444233	0.444233	-0.062628	0.062628	0.000000	0.000000	
 450	3720.039794	0.000000	126.758860	0.000000	0.407895	0.021435	0.000000	-0.179854	4.306321	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 451	3716.659029	0.000000	126.758860	0.000000	0.407814	0.021431	0.000000	-0.179056	3.559821	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.233807	0.233807	-0.032962	0.032962	0.000000	0.000000	
 452	3713.716392	0.000000	126.758860	0.000000	0.407732	0.021427	0.000000	-0.178252	3.120890	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.175355	0.175355	-0.024722	0.024722	0.000000	0.000000	
 453	3711.191821	0.000000	126.758860	0.000000	0.407650	0.021422	0.000000	-0.177455	2.702025	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116903	0.116903	-0.016481	0.016481	0.000000	0.000000	
 454	3708.618229	0.000000	126.758860	0.000000	0.407569	0.021418	0.000000	-0.176650	2.750243	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074818	0.074818	-0.010548	0.010548	0.000000	0.000000	
 455	3705.909705	0.000000	126.758860	0.000000	0.407487	0.021414	0.000000	-0.175846	2.884369	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.046761	0.046761	-0.006592	0.006592	0.000000	0.000000	
 456	3702.742631	0.000000	126.758860	0.000000	0.564170	0.029647	0.000000	-0.175049	3.342123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.175468	0.018705	-0.010875	0.002637	0.000000	0.000000	
 457	3702.603870	0.000000	126.495535	0.000000	0.564057	0.029642	0.000000	-1.137056	1.275817	0.000000	0.000000	0.000000	0.263325	0.000000	0.000000	-0.011690	0.011690	-0.001648	0.001648	0.000000	0.000000	
 458	3703.742870	0.000000	124.781260	0.000000	0.563944	0.029636	0.000000	-1.139000	0.000000	0.000000	0.000000	0.000000	1.714275	0.000000	0.000000	-0.004676	0.004676	-0.000659	0.000659	0.000000	0.000000	
 459	3704.883947	0.000000	123.790674	0.000000	0.563831	0.029630	0.000000	-1.141077	0.000000	0.000000	0.000000	0.000000	0.990586	0.000000	0.000000	-0.002338	0.002338	-0.000330	0.000330	0.000000	0.000000	
 460	3703.726364	0.000000	123.790674	0.000000	0.563718	0.029624	0.000000	-1.143088	2.300671	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.028057	0.028057	-0.003955	0.003955	0.000000	0.000000	
 461	3701.919818	0.000000	123.790674	0.000000	0.563606	0.029618	0.000000	-1.145098	2.951645	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.074818	0.074818	-0.010548	0.010548	0.000000	0.000000	
 462	3699.315247	0.000000	123.790674	0.000000	0.563493	0.029612	0.000000	-1.147042	3.751612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.187045	0.187045	-0.026370	0.026370	0.000000	0.000000	
