Time	DAM_STORAGE	LNG_STO	PHES	BATT_LI	BEV_BATT	PHEV_BATT	NEWSOLAR_STORAGE	DAM_STORAGE_in	DAM_STORAGE_out	LNG_STO_in	LNG_STO_out	PHES_in	PHES_out	BATT_LI_in	BATT_LI_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	NEWSOLAR_STORAGE_in	NEWSOLAR_STORAGE_out	
 5618	5444.863599	0.000000	154.053074	0.000000	11.142592	0.670781	0.000000	-2.309632	0.000000	0.000000	0.000000	-0.053684	0.000000	0.000000	0.000000	-1.585192	0.004676	-0.096738	0.000659	0.000000	0.000000	
 5619	5447.174773	0.000000	154.185240	0.000000	12.724061	0.767174	0.000000	-2.311174	0.000000	0.000000	0.000000	-0.132166	0.000000	0.000000	0.000000	-1.586036	0.002338	-0.096857	0.000330	0.000000	0.000000	
 5620	5449.487421	0.000000	154.185240	0.000000	14.250593	0.858614	0.000000	-2.312648	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.557133	0.028057	-0.095548	0.003955	0.000000	0.000000	
 5621	5451.801544	0.000000	154.185240	0.000000	14.911759	0.941062	0.000000	-2.314123	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.738834	0.074818	-0.093168	0.010548	0.000000	0.000000	
 5622	5454.117141	0.000000	154.185240	0.000000	14.912952	0.962428	0.000000	-2.315597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.191221	0.187045	-0.047924	0.026370	0.000000	0.000000	
 5623	5455.472952	0.000000	154.185240	0.000000	14.547570	0.911144	0.000000	-2.317139	0.961327	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.362400	0.000000	0.051091	0.000000	0.000000	
 5624	5457.141025	0.000000	154.185240	0.000000	14.229023	0.866463	0.000000	-2.318613	0.650541	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.315638	0.000000	0.044499	0.000000	0.000000	
 5625	5459.084088	0.000000	154.185240	0.000000	13.933919	0.825086	0.000000	-2.320087	0.377024	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.292258	0.000000	0.041203	0.000000	0.000000	
 5626	5461.078568	0.000000	154.185240	0.000000	13.603802	0.778774	0.000000	-2.321629	0.327150	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.327330	0.000000	0.046147	0.000000	0.000000	
 5627	5463.023106	0.000000	154.185240	0.000000	13.226992	0.725879	0.000000	-2.323170	0.378632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.374090	0.000000	0.052740	0.000000	0.000000	
 5628	5464.949899	0.000000	154.185240	0.000000	12.812846	0.667720	0.000000	-2.324645	0.397852	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.411500	0.000000	0.058014	0.000000	0.000000	
 5629	5467.261359	0.000000	154.185240	0.000000	12.436194	0.614847	0.000000	-2.326186	0.014727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.374090	0.000000	0.052740	0.000000	0.000000	
 5630	5469.589019	0.000000	154.185240	0.000000	12.121320	0.639024	0.000000	-2.327661	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.066379	0.378766	-0.077699	0.053399	0.000000	0.000000	
 5631	5471.832250	0.000000	154.185240	0.000000	11.693368	0.578905	0.000000	-2.329135	0.085905	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.425528	0.000000	0.059991	0.000000	0.000000	
 5632	5473.996304	0.000000	154.185240	0.000000	11.246796	0.516161	0.000000	-2.330610	0.166555	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.444233	0.000000	0.062628	0.000000	0.000000	
 5633	5476.151836	0.000000	154.185240	0.000000	10.800313	0.478550	0.000000	-2.332151	0.176619	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.444233	-0.025122	0.062628	0.000000	0.000000	
 5634	5478.485461	0.000000	154.185240	0.000000	10.775180	0.506966	0.000000	-2.333625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.304357	0.327330	-0.074658	0.046147	0.000000	0.000000	
 5635	5480.820561	0.000000	154.185240	0.000000	10.917274	0.558979	0.000000	-2.335100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.378056	0.233807	-0.085077	0.032962	0.000000	0.000000	
 5636	5483.157135	0.000000	154.185240	0.000000	11.406994	0.622197	0.000000	-2.336574	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.667258	0.175355	-0.088051	0.024722	0.000000	0.000000	
 5637	5485.032595	0.000000	154.185240	0.000000	11.287809	0.605591	0.000000	-2.338116	0.462656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.116903	0.000000	0.016481	0.000000	0.000000	
 5638	5486.816077	0.000000	154.185240	0.000000	11.210734	0.594922	0.000000	-2.339657	0.556176	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.074818	0.000000	0.010548	0.000000	0.000000	
 5639	5488.639983	0.000000	154.185240	0.000000	11.161730	0.588210	0.000000	-2.341199	0.517293	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.046761	0.000000	0.006592	0.000000	0.000000	
 5640	5490.491816	0.000000	154.185240	0.000000	11.140793	0.585456	0.000000	-2.342673	0.490840	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018705	0.000000	0.002637	0.000000	0.000000	
 5641	5492.651793	0.000000	155.821201	0.000000	11.594409	0.680072	0.000000	-2.159977	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.467534	0.011690	-0.096381	0.001648	0.000000	0.000000	
 5642	5494.811503	0.000000	157.457161	0.000000	12.013640	0.725811	0.000000	-2.159709	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.426226	0.004676	-0.046534	0.000659	0.000000	0.000000	
 5643	5496.970944	0.000000	159.093122	0.000000	12.401792	0.822193	0.000000	-2.159441	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.392893	0.002338	-0.096857	0.000330	0.000000	0.000000	
 5644	5499.130184	0.000000	160.729083	0.000000	12.761526	0.818073	0.000000	-2.159240	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.390271	0.028057	0.000000	0.003955	0.000000	0.000000	
 5645	5501.289223	0.000000	162.365043	0.000000	12.870450	0.807361	0.000000	-2.159039	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.186294	0.074818	0.000000	0.010548	0.000000	0.000000	
 5646	5503.447994	0.000000	163.655875	0.000000	12.680831	0.780830	0.000000	-2.158771	0.000000	0.000000	0.000000	-1.290832	0.000000	0.000000	0.000000	0.000000	0.187045	0.000000	0.026370	0.000000	0.000000	
 5647	5505.606564	0.000000	163.991931	0.000000	12.315895	0.729582	0.000000	-2.158570	0.000000	0.000000	0.000000	-0.336056	0.000000	0.000000	0.000000	0.000000	0.362400	0.000000	0.051091	0.000000	0.000000	
 5648	5507.764866	0.000000	164.470018	0.000000	11.997794	0.684937	0.000000	-2.158302	0.000000	0.000000	0.000000	-0.478087	0.000000	0.000000	0.000000	0.000000	0.315638	0.000000	0.044499	0.000000	0.000000	
 5649	5509.922967	0.000000	164.806768	0.000000	11.879078	0.725699	0.000000	-2.158101	0.000000	0.000000	0.000000	-0.336750	0.000000	0.000000	0.000000	-0.175942	0.292258	-0.082102	0.041203	0.000000	0.000000	
 5650	5512.080867	0.000000	164.806768	0.000000	12.080068	0.679407	0.000000	-2.157900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530696	0.327330	0.000000	0.046147	0.000000	0.000000	
 5651	5514.238499	0.000000	164.806768	0.000000	12.017218	0.704468	0.000000	-2.157632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.313655	0.374090	-0.077937	0.052740	0.000000	0.000000	
 5652	5516.395862	0.000000	164.806768	0.000000	11.743503	0.722347	0.000000	-2.157364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.140188	0.411500	-0.076033	0.058014	0.000000	0.000000	
 5653	5518.553092	0.000000	164.806768	0.000000	11.682359	0.669463	0.000000	-2.157230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.315295	0.374090	0.000000	0.052740	0.000000	0.000000	
 5654	5520.710053	0.000000	164.806768	0.000000	11.507994	0.693629	0.000000	-2.156962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.206738	0.378766	-0.077699	0.053399	0.000000	0.000000	
 5655	5522.866747	0.000000	164.806768	0.000000	11.080165	0.685505	0.000000	-2.156693	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.425528	-0.052006	0.059991	0.000000	0.000000	
 5656	5525.023239	0.000000	164.806768	0.000000	10.592586	0.622739	0.000000	-2.156492	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.485362	0.000000	0.062628	0.000000	0.000000	
 5657	5527.179531	0.000000	164.806768	0.000000	10.146235	0.533191	0.000000	-2.156291	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.444233	0.000000	0.089424	0.000000	0.000000	
 5658	5529.335621	0.000000	165.021482	0.000000	10.144206	0.533084	0.000000	-2.156090	0.000000	0.000000	0.000000	-0.214714	0.000000	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 5659	5531.491443	0.000000	165.799341	0.000000	10.142177	0.532978	0.000000	-2.155822	0.000000	0.000000	0.000000	-0.777859	0.000000	0.000000	0.000000	-0.233807	0.233807	-0.032962	0.032962	0.000000	0.000000	
 5660	5533.646997	0.000000	166.942571	0.000000	10.140148	0.532871	0.000000	-2.155554	0.000000	0.000000	0.000000	-1.143230	0.000000	0.000000	0.000000	-0.175355	0.175355	-0.024722	0.024722	0.000000	0.000000	
 5661	5535.802417	0.000000	167.552400	0.000000	10.138120	0.532765	0.000000	-2.155420	0.000000	0.000000	0.000000	-0.609829	0.000000	0.000000	0.000000	-0.116903	0.116903	-0.016481	0.016481	0.000000	0.000000	
 5662	5537.957569	0.000000	167.874309	0.000000	10.157561	0.585706	0.000000	-2.155152	0.000000	0.000000	0.000000	-0.321909	0.000000	0.000000	0.000000	-0.096287	0.074818	-0.063596	0.010548	0.000000	0.000000	
 5663	5540.112453	0.000000	167.874309	0.000000	10.152774	0.578997	0.000000	-2.154884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044005	0.046761	0.000000	0.006592	0.000000	0.000000	
 5664	5542.267069	0.000000	167.874309	0.000000	10.132039	0.532445	0.000000	-2.154616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018705	0.000000	0.046436	0.000000	0.000000	
 5665	5544.427046	0.000000	169.510270	0.000000	10.585856	0.627072	0.000000	-2.159977	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.467534	0.011690	-0.096381	0.001648	0.000000	0.000000	
 5666	5546.586756	0.000000	171.146230	0.000000	11.005289	0.672821	0.000000	-2.159709	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.426226	0.004676	-0.046534	0.000659	0.000000	0.000000	
 5667	5548.746197	0.000000	172.782191	0.000000	11.393642	0.769214	0.000000	-2.159441	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.392893	0.002338	-0.096857	0.000330	0.000000	0.000000	
 5668	5550.905437	0.000000	174.418151	0.000000	11.753578	0.765105	0.000000	-2.159240	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.390271	0.028057	0.000000	0.003955	0.000000	0.000000	
 5669	5553.064476	0.000000	176.054112	0.000000	11.862703	0.754404	0.000000	-2.159039	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.186294	0.074818	0.000000	0.010548	0.000000	0.000000	
 5670	5555.223247	0.000000	177.344944	0.000000	11.673286	0.727883	0.000000	-2.158771	0.000000	0.000000	0.000000	-1.290832	0.000000	0.000000	0.000000	0.000000	0.187045	0.000000	0.026370	0.000000	0.000000	
 5671	5557.381817	0.000000	177.681000	0.000000	11.308551	0.676646	0.000000	-2.158570	0.000000	0.000000	0.000000	-0.336056	0.000000	0.000000	0.000000	0.000000	0.362400	0.000000	0.051091	0.000000	0.000000	
 5672	5559.540119	0.000000	178.159087	0.000000	10.990652	0.632012	0.000000	-2.158302	0.000000	0.000000	0.000000	-0.478087	0.000000	0.000000	0.000000	0.000000	0.315638	0.000000	0.044499	0.000000	0.000000	
 5673	5561.698220	0.000000	178.495837	0.000000	10.872138	0.672784	0.000000	-2.158101	0.000000	0.000000	0.000000	-0.336750	0.000000	0.000000	0.000000	-0.175942	0.292258	-0.082102	0.041203	0.000000	0.000000	
 5674	5563.856120	0.000000	178.495837	0.000000	11.073329	0.626502	0.000000	-2.157900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530696	0.327330	0.000000	0.046147	0.000000	0.000000	
 5675	5566.013751	0.000000	178.495837	0.000000	11.010680	0.651574	0.000000	-2.157632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.313655	0.374090	-0.077937	0.052740	0.000000	0.000000	
 5676	5568.171115	0.000000	178.495837	0.000000	10.737166	0.669463	0.000000	-2.157364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.140188	0.411500	-0.076033	0.058014	0.000000	0.000000	
 5677	5570.328345	0.000000	178.495837	0.000000	10.676224	0.616590	0.000000	-2.157230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.315295	0.374090	0.000000	0.052740	0.000000	0.000000	
 5678	5572.485306	0.000000	178.495837	0.000000	10.502060	0.640767	0.000000	-2.156962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.206738	0.378766	-0.077699	0.053399	0.000000	0.000000	
 5679	5574.642000	0.000000	178.495837	0.000000	10.074432	0.632653	0.000000	-2.156693	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.425528	-0.052006	0.059991	0.000000	0.000000	
 5680	5576.798492	0.000000	178.495837	0.000000	9.587055	0.569898	0.000000	-2.156492	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.485362	0.000000	0.062628	0.000000	0.000000	
 5681	5578.954783	0.000000	178.495837	0.000000	9.140904	0.480360	0.000000	-2.156291	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.444233	0.000000	0.089424	0.000000	0.000000	
 5682	5581.110874	0.000000	178.710551	0.000000	9.139076	0.480264	0.000000	-2.156090	0.000000	0.000000	0.000000	-0.214714	0.000000	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 5683	5583.266696	0.000000	179.488410	0.000000	9.137248	0.480168	0.000000	-2.155822	0.000000	0.000000	0.000000	-0.777859	0.000000	0.000000	0.000000	-0.233807	0.233807	-0.032962	0.032962	0.000000	0.000000	
 5684	5585.422250	0.000000	180.631640	0.000000	9.135421	0.480072	0.000000	-2.155554	0.000000	0.000000	0.000000	-1.143230	0.000000	0.000000	0.000000	-0.175355	0.175355	-0.024722	0.024722	0.000000	0.000000	
 5685	5587.577670	0.000000	181.241469	0.000000	9.133594	0.479976	0.000000	-2.155420	0.000000	0.000000	0.000000	-0.609829	0.000000	0.000000	0.000000	-0.116903	0.116903	-0.016481	0.016481	0.000000	0.000000	
 5686	5589.732822	0.000000	181.563378	0.000000	9.153235	0.532928	0.000000	-2.155152	0.000000	0.000000	0.000000	-0.321909	0.000000	0.000000	0.000000	-0.096287	0.074818	-0.063596	0.010548	0.000000	0.000000	
 5687	5591.887706	0.000000	181.563378	0.000000	9.148649	0.526229	0.000000	-2.154884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044005	0.046761	0.000000	0.006592	0.000000	0.000000	
 5688	5594.042322	0.000000	181.563378	0.000000	9.128115	0.479688	0.000000	-2.154616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018705	0.000000	0.046436	0.000000	0.000000	
 5689	5596.202299	0.000000	183.199338	0.000000	9.582133	0.574325	0.000000	-2.159977	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.467534	0.011690	-0.096381	0.001648	0.000000	0.000000	
 5690	5598.362008	0.000000	184.835299	0.000000	10.001766	0.620085	0.000000	-2.159709	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.426226	0.004676	-0.046534	0.000659	0.000000	0.000000	
 5691	5600.521450	0.000000	186.471260	0.000000	10.390321	0.716489	0.000000	-2.159441	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.392893	0.002338	-0.096857	0.000330	0.000000	0.000000	
 5692	5602.680690	0.000000	188.107220	0.000000	10.750457	0.712390	0.000000	-2.159240	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.390271	0.028057	0.000000	0.003955	0.000000	0.000000	
 5693	5604.839729	0.000000	189.743181	0.000000	10.859783	0.701700	0.000000	-2.159039	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.186294	0.074818	0.000000	0.010548	0.000000	0.000000	
 5694	5606.998500	0.000000	191.034013	0.000000	10.670566	0.675189	0.000000	-2.158771	0.000000	0.000000	0.000000	-1.290832	0.000000	0.000000	0.000000	0.000000	0.187045	0.000000	0.026370	0.000000	0.000000	
 5695	5609.157070	0.000000	191.370069	0.000000	10.306032	0.623963	0.000000	-2.158570	0.000000	0.000000	0.000000	-0.336056	0.000000	0.000000	0.000000	0.000000	0.362400	0.000000	0.051091	0.000000	0.000000	
 5696	5611.315372	0.000000	191.848156	0.000000	9.988333	0.579339	0.000000	-2.158302	0.000000	0.000000	0.000000	-0.478087	0.000000	0.000000	0.000000	0.000000	0.315638	0.000000	0.044499	0.000000	0.000000	
 5697	5613.473473	0.000000	192.184905	0.000000	9.870019	0.620122	0.000000	-2.158101	0.000000	0.000000	0.000000	-0.336750	0.000000	0.000000	0.000000	-0.175942	0.292258	-0.082102	0.041203	0.000000	0.000000	
 5698	5615.631373	0.000000	192.184905	0.000000	10.071411	0.573851	0.000000	-2.157900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530696	0.327330	0.000000	0.046147	0.000000	0.000000	
 5699	5617.789004	0.000000	192.184905	0.000000	10.008962	0.598933	0.000000	-2.157632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.313655	0.374090	-0.077937	0.052740	0.000000	0.000000	
 5700	5619.946368	0.000000	192.184905	0.000000	9.735649	0.616833	0.000000	-2.157364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.140188	0.411500	-0.076033	0.058014	0.000000	0.000000	
 5701	5622.103598	0.000000	192.184905	0.000000	9.674907	0.563970	0.000000	-2.157230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.315295	0.374090	0.000000	0.052740	0.000000	0.000000	
 5702	5624.260559	0.000000	192.184905	0.000000	9.500944	0.588157	0.000000	-2.156962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.206738	0.378766	-0.077699	0.053399	0.000000	0.000000	
 5703	5626.417252	0.000000	192.184905	0.000000	9.073515	0.580054	0.000000	-2.156693	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.425528	-0.052006	0.059991	0.000000	0.000000	
 5704	5628.573745	0.000000	192.184905	0.000000	8.586338	0.517310	0.000000	-2.156492	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.485362	0.000000	0.062628	0.000000	0.000000	
 5705	5630.730036	0.000000	192.184905	0.000000	8.140388	0.427783	0.000000	-2.156291	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.444233	0.000000	0.089424	0.000000	0.000000	
 5706	5632.886126	0.000000	192.399620	0.000000	8.138760	0.427697	0.000000	-2.156090	0.000000	0.000000	0.000000	-0.214714	0.000000	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 5707	5635.041949	0.000000	193.177479	0.000000	8.137132	0.427611	0.000000	-2.155822	0.000000	0.000000	0.000000	-0.777859	0.000000	0.000000	0.000000	-0.233807	0.233807	-0.032962	0.032962	0.000000	0.000000	
 5708	5637.197503	0.000000	194.320709	0.000000	8.135505	0.427526	0.000000	-2.155554	0.000000	0.000000	0.000000	-1.143230	0.000000	0.000000	0.000000	-0.175355	0.175355	-0.024722	0.024722	0.000000	0.000000	
 5709	5639.352923	0.000000	194.930538	0.000000	8.133878	0.427440	0.000000	-2.155420	0.000000	0.000000	0.000000	-0.609829	0.000000	0.000000	0.000000	-0.116903	0.116903	-0.016481	0.016481	0.000000	0.000000	
 5710	5641.508075	0.000000	195.252447	0.000000	8.153719	0.480403	0.000000	-2.155152	0.000000	0.000000	0.000000	-0.321909	0.000000	0.000000	0.000000	-0.096287	0.074818	-0.063596	0.010548	0.000000	0.000000	
 5711	5643.662959	0.000000	195.252447	0.000000	8.149333	0.473715	0.000000	-2.154884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044005	0.046761	0.000000	0.006592	0.000000	0.000000	
 5712	5645.817575	0.000000	195.252447	0.000000	8.128998	0.427184	0.000000	-2.154616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018705	0.000000	0.046436	0.000000	0.000000	
 5713	5647.977552	0.000000	196.888407	0.000000	8.583216	0.521832	0.000000	-2.159977	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.467534	0.011690	-0.096381	0.001648	0.000000	0.000000	
 5714	5650.137261	0.000000	198.524368	0.000000	9.003049	0.567602	0.000000	-2.159709	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.426226	0.004676	-0.046534	0.000659	0.000000	0.000000	
 5715	5652.296702	0.000000	200.160328	0.000000	9.391804	0.664016	0.000000	-2.159441	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.392893	0.002338	-0.096857	0.000330	0.000000	0.000000	
 5716	5654.455943	0.000000	201.796289	0.000000	9.752140	0.659928	0.000000	-2.159240	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.390271	0.028057	0.000000	0.003955	0.000000	0.000000	
 5717	5656.614982	0.000000	203.432250	0.000000	9.861665	0.649248	0.000000	-2.159039	0.000000	0.000000	0.000000	-1.635961	0.000000	0.000000	0.000000	-0.186294	0.074818	0.000000	0.010548	0.000000	0.000000	
 5718	5658.773753	0.000000	204.723082	0.000000	9.672648	0.622748	0.000000	-2.158771	0.000000	0.000000	0.000000	-1.290832	0.000000	0.000000	0.000000	0.000000	0.187045	0.000000	0.026370	0.000000	0.000000	
 5719	5660.932323	0.000000	205.059137	0.000000	9.308314	0.571532	0.000000	-2.158570	0.000000	0.000000	0.000000	-0.336056	0.000000	0.000000	0.000000	0.000000	0.362400	0.000000	0.051091	0.000000	0.000000	
 5720	5663.090625	0.000000	205.537225	0.000000	8.990814	0.526919	0.000000	-2.158302	0.000000	0.000000	0.000000	-0.478087	0.000000	0.000000	0.000000	0.000000	0.315638	0.000000	0.044499	0.000000	0.000000	
 5721	5665.248726	0.000000	205.873974	0.000000	8.872700	0.567712	0.000000	-2.158101	0.000000	0.000000	0.000000	-0.336750	0.000000	0.000000	0.000000	-0.175942	0.292258	-0.082102	0.041203	0.000000	0.000000	
 5722	5667.406625	0.000000	205.873974	0.000000	9.074291	0.521451	0.000000	-2.157900	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530696	0.327330	0.000000	0.046147	0.000000	0.000000	
 5723	5669.564257	0.000000	205.873974	0.000000	9.012042	0.546545	0.000000	-2.157632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.313655	0.374090	-0.077937	0.052740	0.000000	0.000000	
 5724	5671.721621	0.000000	205.873974	0.000000	8.738928	0.564455	0.000000	-2.157364	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.140188	0.411500	-0.076033	0.058014	0.000000	0.000000	
 5725	5673.878850	0.000000	205.873974	0.000000	8.678386	0.511602	0.000000	-2.157230	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.315295	0.374090	0.000000	0.052740	0.000000	0.000000	
 5726	5676.035812	0.000000	205.873974	0.000000	8.504621	0.535800	0.000000	-2.156962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.206738	0.378766	-0.077699	0.053399	0.000000	0.000000	
 5727	5678.192505	0.000000	205.873974	0.000000	8.077392	0.527707	0.000000	-2.156693	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.425528	-0.052006	0.059991	0.000000	0.000000	
 5728	5680.348998	0.000000	205.873974	0.000000	7.590415	0.464973	0.000000	-2.156492	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.485362	0.000000	0.062628	0.000000	0.000000	
 5729	5682.505289	0.000000	205.873974	0.000000	7.144663	0.375457	0.000000	-2.156291	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.444233	0.000000	0.089424	0.000000	0.000000	
 5730	5684.661379	0.000000	206.088689	0.000000	7.143234	0.375382	0.000000	-2.156090	0.000000	0.000000	0.000000	-0.214714	0.000000	0.000000	0.000000	-0.327330	0.327330	-0.046147	0.046147	0.000000	0.000000	
 5731	5686.817201	0.000000	206.866548	0.000000	7.141806	0.375306	0.000000	-2.155822	0.000000	0.000000	0.000000	-0.777859	0.000000	0.000000	0.000000	-0.233807	0.233807	-0.032962	0.032962	0.000000	0.000000	
 5732	5688.972756	0.000000	208.009778	0.000000	7.140377	0.375231	0.000000	-2.155554	0.000000	0.000000	0.000000	-1.143230	0.000000	0.000000	0.000000	-0.175355	0.175355	-0.024722	0.024722	0.000000	0.000000	
 5733	5691.128176	0.000000	208.619607	0.000000	7.138949	0.375156	0.000000	-2.155420	0.000000	0.000000	0.000000	-0.609829	0.000000	0.000000	0.000000	-0.116903	0.116903	-0.016481	0.016481	0.000000	0.000000	
 5734	5693.283328	0.000000	208.941515	0.000000	7.158990	0.428129	0.000000	-2.155152	0.000000	0.000000	0.000000	-0.321909	0.000000	0.000000	0.000000	-0.096287	0.074818	-0.063596	0.010548	0.000000	0.000000	
 5735	5695.438212	0.000000	208.941515	0.000000	7.154802	0.421451	0.000000	-2.154884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.044005	0.046761	0.000000	0.006592	0.000000	0.000000	
 5736	5697.592827	0.000000	208.941515	0.000000	7.134667	0.374931	0.000000	-2.154616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.018705	0.000000	0.046436	0.000000	0.000000	
 5737	5701.117460	0.000000	208.941515	0.000000	3.932502	0.373208	0.000000	-3.524632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.316983	3.517721	0.000000	0.001648	-0.000000	-0.000000	
 5738	5704.633513	0.000000	208.941515	0.000000	3.927039	0.372474	0.000000	-3.516054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.004676	0.000000	0.000659	0.000000	0.000000	
