AL -> EL,AL -> ME,AL -> MK,AL -> RS,AT -> CH,AT -> CZ,AT -> DE,AT -> HU,AT -> IT,AT -> SI,BA -> HR,BA -> ME,BA -> RS,BE -> FR,BE -> LU,BE -> NL,BE -> UK,BG -> EL,BG -> MK,BG -> RO,BG -> RS,BG -> TR,BY -> LT,CH -> AT,CH -> DE,CH -> FR,CH -> IT,CZ -> AT,CZ -> DE,CZ -> PL,CZ -> SK,DE -> AT,DE -> BE,DE -> CH,DE -> CZ,DE -> DK,DE -> FR,DE -> LU,DE -> NL,DE -> NO,DE -> UK,DE -> PL,DE -> SE,DK -> DE,DK -> NL,DK -> NO,DK -> SE,DK -> UK,EE -> FI,EE -> LV,EL -> AL,EL -> BG,EL -> IT,EL -> MK,EL -> TR,ES -> FR,ES -> PT,FI -> EE,FI -> SE,FR -> BE,FR -> CH,FR -> DE,FR -> ES,FR -> IT,FR -> LU,FR -> UK,HR -> BA,HR -> HU,HR -> RS,HR -> SI,HU -> AT,HU -> HR,HU -> RO,HU -> RS,HU -> SI,HU -> SK,IE -> UK,IT -> AT,IT -> CH,IT -> EL,IT -> FR,IT -> ME,IT -> MT,IT -> SI,LT -> LV,LT -> PL,LT -> SE,LU -> BE,LU -> DE,LV -> EE,LV -> LT,ME -> AL,ME -> BA,ME -> IT,ME -> RS,MK -> AL,MK -> BG,MK -> EL,MK -> RS,MT -> IT,NL -> BE,NL -> DE,NL -> DK,NL -> NO,NL -> UK,NO -> DE,NO -> DK,NO -> NL,NO -> SE,NO -> UK,PL -> CZ,PL -> DE,PL -> LT,PL -> SE,PL -> SK,PT -> ES,RO -> BG,RO -> HU,RO -> RS,RS -> AL,RS -> BA,RS -> BG,RS -> HR,RS -> HU,RS -> ME,RS -> MK,RS -> RO,SE -> DE,SE -> DK,SE -> FI,SE -> LT,SE -> NO,SE -> PL,SI -> AT,SI -> HR,SI -> IT,SI -> HU,SK -> CZ,SK -> HU,SK -> PL,TR -> BG,TR -> EL,UK -> FR,UK -> IE,UK -> NL,UK -> NO,UK -> DK,UK -> DE
250,400,500,500,1700,1000,7500,1200,1050,1200,1250,800,1100,2800,680,3400,1000,1350,500,1100,350,1200,1168,1700,5600,1300,6000,1200,2600,600,1800,7500,1000,3300,2000,4000,4500,2300,5000,1400,1400,2000,1315,3985,700,1700,2440,1400,1016,1379,250,800,500,1200,660,5000,4200,1016,3200,4300,3700,4500,5000,4500,380,6900,1250,2000,600,2000,800,2000,1300,600,1200,2000,1700,850,3700,500,2360,1200,200,1640,1200,1000,700,180,2300,1379,1500,400,750,1200,700,500,500,1200,750,200,3400,5000,700,700,1000,1400,1640,700,3695,2800,600,3000,1000,600,990,3500,1500,1400,1300,500,1200,200,600,600,700,750,1300,1300,1980,3200,700,3995,600,1200,2000,1895,1200,1100,2000,990,500,580,6900,1700,1000,2800,1400,1400
