AT,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,NL,PL,PT,SE,SI,SK,UK,EU
0.403472943,0.497073179,0.425672455,0.453051749,0.309222386,0.348674635,0.452804971,0.409383208,0.478020772,0.554485368,0.448346789,0.467944128,0.502021056,0.392996449,0.347696767,0.377014682,0.363903726,0.359949559,0.476829417,0.429493521,0.424060289,0.327963592,0.450065351,0.398110143,0.457797911,0.329780348,0.412793248,0.482266917
0.374426106,0.456148617,0.397424316,0.418913928,0.284985759,0.324165427,0.419566722,0.381435813,0.438432419,0.515820957,0.407181047,0.434564414,0.462628008,0.365796058,0.323634499,0.347073459,0.335159212,0.335636047,0.442752996,0.393508053,0.393457821,0.305839422,0.430138344,0.372025103,0.429939879,0.307348406,0.383059059,0.446556184
0.354594651,0.424317392,0.378298492,0.393778844,0.266537806,0.307053129,0.396836776,0.361119457,0.407740643,0.48521698,0.377076224,0.410807005,0.431341893,0.346936159,0.306823485,0.323606418,0.31252498,0.319093063,0.418536339,0.365836307,0.372206892,0.290414876,0.411470077,0.352652115,0.409141777,0.291467407,0.358712933,0.419959006
0.345538753,0.401966505,0.370062857,0.378918982,0.250698011,0.298958211,0.386327495,0.350872626,0.386276519,0.4580867,0.352855506,0.399069754,0.408982629,0.338203325,0.298915892,0.307243405,0.29661798,0.311820268,0.406599543,0.346724395,0.362146864,0.283276865,0.392127704,0.342670832,0.398661547,0.283857721,0.341113018,0.403282101
0.345532255,0.391309718,0.370037101,0.37438402,0.238888834,0.298422063,0.386333224,0.349174251,0.376108681,0.437760484,0.335756622,0.397816379,0.398099903,0.33773619,0.298340023,0.299660916,0.289131105,0.311736104,0.405373741,0.337880501,0.361697994,0.282733382,0.376519367,0.340462257,0.395943658,0.283021042,0.33259918,0.396749483
0.348462008,0.39043398,0.371280314,0.375652689,0.233018579,0.300268678,0.390116944,0.350243142,0.375382599,0.427862942,0.327827011,0.400435802,0.396651605,0.339550137,0.299872864,0.299085787,0.288417649,0.313089355,0.408116162,0.337541014,0.364641828,0.28374032,0.368556472,0.340421846,0.394176471,0.28405008,0.331067673,0.39640082
0.348937847,0.392596574,0.370140117,0.376529598,0.231452985,0.299876498,0.39109504,0.348410205,0.377584169,0.42487059,0.326844574,0.3998365,0.397836128,0.33892188,0.299193273,0.300193831,0.289396828,0.312368607,0.407586443,0.33974997,0.364857636,0.282710783,0.364580493,0.337477032,0.389201707,0.282920865,0.330707492,0.396257216
0.350218201,0.391792679,0.370801438,0.376562004,0.230141284,0.300253064,0.392722305,0.347487345,0.376966194,0.421112071,0.326913646,0.399911562,0.395920359,0.339371886,0.299419149,0.299139546,0.288241093,0.312979957,0.407737935,0.339515541,0.365753602,0.282764684,0.3579577,0.335684516,0.386356337,0.282718946,0.327810903,0.395547285
0.357984947,0.392036491,0.379809938,0.380970076,0.227000662,0.306029381,0.401236812,0.352256246,0.377348894,0.414127583,0.324633296,0.406338233,0.395294511,0.34632707,0.305225283,0.299213538,0.288135604,0.320314418,0.414376557,0.340226943,0.372934714,0.288444859,0.348460565,0.339509607,0.3911365,0.287737499,0.326505137,0.398721847
0.381474857,0.399299495,0.405914587,0.397823292,0.225255526,0.324671323,0.42727067,0.370597863,0.384543677,0.410323232,0.323976226,0.429064048,0.401807523,0.368098028,0.323879177,0.305206496,0.293590983,0.341908451,0.437691456,0.347313259,0.395911101,0.306373219,0.34268604,0.355884792,0.410544353,0.304562903,0.331734998,0.413741361
0.427692429,0.423165914,0.455075545,0.435207644,0.228210972,0.3621305,0.479065445,0.409508299,0.407859788,0.415998143,0.330170066,0.476619551,0.424481663,0.411070059,0.361107458,0.324152472,0.311302769,0.383091792,0.48639387,0.369345982,0.442302066,0.341607463,0.345703294,0.391221883,0.45075289,0.338529488,0.350163703,0.448569384
0.495661442,0.471363358,0.524293861,0.49575931,0.239795528,0.41747104,0.556044932,0.46801165,0.454730742,0.437534835,0.350145165,0.548557332,0.470823221,0.473739381,0.415697312,0.361432635,0.346529139,0.441723044,0.56003744,0.41291992,0.511473788,0.392528931,0.360685743,0.44408568,0.508471868,0.38838377,0.387226223,0.506008607
0.575574864,0.542609525,0.603045003,0.572872907,0.263366258,0.483105798,0.647240249,0.539011471,0.523914615,0.480088214,0.389154281,0.635676255,0.539128508,0.547275315,0.480120561,0.415377639,0.397757306,0.509051788,0.649159918,0.47678962,0.593909093,0.45198679,0.39048366,0.508461932,0.576909372,0.447463573,0.440472051,0.580689467
0.651100652,0.627264579,0.675220385,0.652894921,0.29668409,0.545398991,0.734019795,0.60729676,0.605952627,0.538279422,0.444600355,0.719658343,0.620520884,0.616453191,0.540973158,0.478423482,0.457959892,0.571281172,0.735047715,0.551928275,0.672578184,0.50760291,0.428586903,0.570281255,0.640952426,0.503347109,0.503002127,0.659555475
0.733207272,0.69289498,0.416243383,0.830114373,0.22937255,0.64625649,0.752986461,0.716344968,0.62272073,0.496806418,0.59610461,0.72402406,0.796978711,0.631086144,0.534782205,0.554638077,0.605518037,0.587791726,0.760778297,0.564115046,0.718900473,0.541395567,0.508725873,0.659175466,0.65405371,0.532722173,0.599490906,0.737457177
0.769678544,0.754645691,0.433508815,0.884396983,0.25102388,0.678613177,0.791370562,0.75321043,0.677980495,0.542621428,0.667089838,0.761767608,0.867553113,0.661580537,0.560858301,0.602028316,0.658078317,0.614597258,0.800486521,0.613776365,0.755631015,0.566966312,0.550257566,0.692461817,0.683600983,0.558726695,0.649162577,0.788636329
0.788689359,0.79224938,0.442997291,0.915251646,0.268691962,0.695593271,0.811271444,0.772734619,0.71158616,0.579352534,0.722067057,0.781557849,0.910653302,0.677707868,0.574665143,0.630635289,0.689916131,0.628883556,0.82127891,0.643829037,0.774780685,0.580597672,0.583978842,0.710336906,0.700054081,0.572556503,0.679322677,0.819611136
0.796274306,0.812071244,0.445840075,0.929974714,0.279450652,0.702952853,0.819559675,0.782627638,0.729308049,0.601455979,0.755129548,0.791245223,0.933507671,0.684276233,0.580542804,0.645851685,0.706796328,0.633806299,0.83140155,0.659645149,0.783206039,0.586062047,0.604199943,0.719783862,0.708102221,0.578689423,0.695690773,0.83550217
0.783019176,0.820839642,0.43679645,0.925360236,0.285773342,0.692890301,0.806625463,0.775337433,0.737035192,0.614564979,0.77293545,0.782741799,0.944002108,0.673572674,0.572126559,0.651973158,0.713856614,0.621783451,0.822286938,0.666126904,0.772139957,0.576828413,0.616798476,0.714397211,0.701624582,0.571021161,0.702892904,0.834915689
0.738413848,0.809663889,0.411287953,0.890035104,0.288836984,0.655462383,0.76119708,0.738102984,0.726717906,0.620261777,0.779864273,0.743480137,0.932322275,0.636483373,0.541385349,0.641706955,0.703218688,0.585497778,0.780783995,0.65569422,0.730299265,0.545235416,0.622337353,0.682069959,0.669853536,0.541259504,0.693854544,0.809009668
0.667590661,0.766750589,0.390729423,0.821674875,0.286472979,0.594950179,0.688170011,0.674931159,0.687909711,0.613513311,0.767308343,0.677470495,0.884485075,0.577644233,0.492098698,0.606492981,0.665167674,0.530006378,0.711118587,0.619405391,0.662196016,0.495455932,0.616382976,0.626549273,0.61776586,0.493088573,0.658713172,0.755440613
0.586136422,0.697095017,0.363296933,0.733235928,0.274457134,0.52473027,0.603339549,0.599749382,0.625189245,0.586115977,0.725384869,0.599002129,0.806149377,0.510382648,0.435405417,0.55091566,0.604464182,0.468277924,0.628335952,0.56163879,0.582629081,0.438977845,0.590811561,0.560419398,0.558340728,0.437449226,0.602414461,0.68232364
0.513055644,0.616208244,0.324684037,0.64513101,0.255251388,0.461735699,0.526758071,0.532038727,0.552558656,0.54391016,0.660024069,0.527981036,0.714906251,0.450595683,0.384932471,0.487736534,0.534893368,0.414156217,0.55337043,0.495333117,0.510844383,0.389113663,0.55208863,0.501311214,0.507116333,0.387960491,0.538335452,0.606191583
0.456319566,0.543790155,0.29525334,0.572267381,0.234221775,0.412499614,0.467077983,0.478263814,0.487611559,0.498896607,0.586673358,0.471786638,0.633382453,0.404140255,0.345564798,0.431852925,0.473076478,0.372662655,0.494091372,0.436164582,0.454642998,0.350440382,0.51227974,0.454125592,0.466645612,0.349219097,0.482251887,0.541048115
0.416720246,0.487090839,0.273568055,0.518559632,0.2170157,0.377913038,0.425698696,0.440174371,0.436833668,0.462581846,0.522510137,0.432434907,0.569334146,0.371188033,0.317616033,0.388493337,0.424940268,0.342908782,0.452633563,0.390153295,0.415467886,0.322745786,0.481892204,0.42014565,0.436060775,0.32158263,0.438423418,0.491832781
0.386695889,0.447069128,0.256238622,0.479156003,0.203458357,0.351225075,0.394473138,0.409880971,0.400964778,0.434387068,0.472903076,0.401750123,0.523832747,0.345597526,0.295787228,0.357523492,0.390707341,0.319828203,0.420393785,0.357701831,0.385507514,0.30100602,0.458354924,0.392373286,0.409838496,0.299762859,0.406379425,0.455026685
0.366203137,0.415915768,0.244275232,0.450283154,0.192373609,0.332623542,0.373113543,0.387923896,0.373065021,0.411052217,0.436935968,0.379869645,0.487955683,0.327827833,0.28049602,0.333287842,0.363960223,0.304101482,0.397453212,0.332676554,0.364697339,0.28584042,0.437176927,0.371814243,0.390165301,0.284299919,0.380299946,0.42756682
0.356846969,0.394029395,0.239025628,0.433321879,0.182061744,0.323835983,0.363236075,0.376870738,0.353510002,0.389358226,0.408331184,0.369045166,0.462436814,0.319587962,0.273289067,0.316403851,0.345259777,0.297178758,0.386136283,0.315359436,0.354843904,0.278818872,0.415958049,0.361243029,0.380223033,0.276885606,0.361519567,0.410172529
0.356850792,0.383590065,0.238639123,0.428253142,0.174031078,0.323304519,0.363232141,0.375135074,0.344230885,0.372682794,0.388291465,0.367826751,0.450059665,0.319106175,0.272702008,0.308588018,0.336495528,0.297063856,0.384933438,0.307333149,0.354395198,0.278270746,0.399096467,0.359000772,0.377513891,0.276048087,0.352460694,0.403165418
0.359899245,0.382714327,0.238644292,0.429878989,0.169918743,0.325421945,0.366767973,0.376509896,0.343498994,0.364408373,0.379057254,0.370098252,0.448595172,0.320723627,0.27396012,0.30802146,0.33581036,0.298271955,0.387438627,0.306972147,0.357258135,0.27923135,0.390583549,0.359182514,0.375539392,0.277001076,0.350936229,0.402689654
0.36041426,0.384791889,0.237071833,0.431093174,0.168344649,0.325117433,0.367664825,0.374772788,0.345353982,0.361332348,0.378146212,0.369388592,0.450358863,0.320031595,0.273189865,0.30922189,0.337293429,0.297503393,0.386836207,0.308858362,0.35744818,0.278186337,0.386643441,0.356307541,0.370499022,0.275846652,0.350790475,0.402657814
0.361753261,0.383960961,0.236873739,0.431371537,0.166345251,0.325611781,0.369178456,0.373943752,0.344621771,0.356923942,0.378738127,0.369348662,0.448629198,0.320385077,0.273289224,0.308199035,0.336303429,0.298025944,0.386907346,0.308518147,0.358310834,0.278216152,0.380243098,0.354576197,0.367574927,0.27561238,0.34796325,0.401963567
0.369788373,0.384168672,0.242157467,0.436670851,0.162981063,0.33193485,0.377171329,0.379177764,0.344853446,0.349721762,0.376633192,0.375215117,0.448232779,0.32689987,0.278515982,0.308319696,0.336437045,0.304964227,0.393161421,0.309069972,0.365335402,0.283788957,0.370820695,0.358717058,0.371979829,0.280478836,0.346754615,0.40499176
0.394072591,0.391264862,0.258018514,0.456328869,0.160937556,0.352252739,0.401624735,0.399094745,0.351349257,0.345565166,0.376263218,0.396082956,0.455825106,0.347366029,0.295413935,0.314527902,0.342985313,0.325448278,0.415205975,0.315446259,0.387826566,0.301400719,0.365173712,0.376187901,0.390192796,0.296837023,0.352430761,0.41969466
0.441850629,0.414616467,0.287966705,0.499715457,0.162509108,0.393068273,0.450278582,0.441322306,0.372518109,0.349662692,0.383738017,0.43976834,0.481897352,0.387771552,0.329154771,0.334104386,0.363975848,0.364520948,0.46126439,0.335348898,0.433239044,0.336016085,0.368755685,0.413860943,0.427967823,0.329866234,0.372214835,0.454262616
0.51212703,0.461777608,0.329672661,0.569854434,0.169845921,0.453432194,0.522578256,0.504943083,0.415088735,0.366617734,0.407425307,0.50576784,0.53513678,0.446644547,0.378549195,0.372622704,0.405686182,0.420104019,0.530857779,0.374725422,0.500941478,0.3860251,0.385357065,0.470358937,0.482000672,0.378314244,0.411975073,0.511858131
0.594757191,0.531469066,0.376953832,0.659128979,0.184908417,0.525043078,0.608225825,0.58219063,0.477836639,0.400279397,0.453628637,0.585670938,0.613855893,0.515708484,0.436814662,0.428392559,0.466542224,0.483916684,0.615063412,0.432376995,0.581621807,0.444412061,0.418273523,0.539198807,0.546008524,0.435718874,0.469243284,0.587400121
0.672858263,0.614269316,0.419983155,0.751665596,0.205488973,0.593049395,0.6897189,0.656563262,0.552214996,0.445429787,0.519612885,0.662648651,0.707733737,0.580646194,0.491802247,0.493583268,0.538124194,0.542867353,0.696179764,0.500175105,0.658609765,0.499015225,0.460925168,0.605386398,0.605784627,0.490000765,0.536544768,0.667857958
0.729858719,0.737252645,0.427643473,0.791049954,0.164667192,0.678234547,0.747505612,0.753492033,0.564092832,0.468007502,0.666032314,0.698592913,0.777771419,0.741360297,0.604126454,0.525404499,0.665442027,0.547272633,0.756555723,0.506338109,0.764478411,0.530408448,0.684300198,0.673356887,0.696025991,0.589996661,0.574033048,0.753244518
0.764096094,0.803122477,0.438260211,0.841301043,0.179206229,0.696748282,0.783357468,0.789685223,0.613833977,0.514165369,0.750808572,0.73248382,0.846612132,0.761274215,0.620430523,0.569951411,0.723344552,0.561457906,0.793368301,0.550550062,0.80117456,0.544437368,0.754757484,0.704961587,0.714201266,0.60594118,0.621331315,0.802894098
0.784850013,0.840768819,0.443034551,0.870742105,0.190281022,0.707554916,0.804908546,0.8116524,0.642255189,0.548353725,0.812936552,0.752919908,0.885915929,0.772347281,0.629791952,0.595406023,0.756440538,0.56849678,0.815528317,0.575829508,0.823282672,0.552155611,0.806543027,0.724401542,0.725673285,0.61537194,0.648291259,0.833195757
0.79627536,0.863705924,0.435834651,0.888040798,0.196498709,0.700309378,0.817159417,0.826072989,0.659663131,0.567680703,0.848431375,0.766020823,0.910020599,0.763302552,0.62313191,0.611205954,0.776780966,0.560152654,0.829670361,0.591328056,0.836346093,0.545735861,0.835886549,0.737567156,0.721557136,0.609594265,0.665333413,0.848552654
0.786359651,0.877276851,0.412254926,0.887573716,0.201094321,0.665786546,0.807697599,0.821501042,0.669872092,0.581269783,0.870665958,0.760862878,0.924687449,0.724625694,0.592376122,0.619923636,0.788303817,0.530250755,0.823888093,0.600017322,0.827939155,0.518411754,0.85611734,0.734754395,0.691236972,0.580409864,0.675331854,0.846435824
0.745474493,0.868799998,0.376079653,0.85772255,0.204043556,0.607787701,0.766278127,0.78545765,0.663280591,0.589049367,0.882568588,0.726237881,0.91693443,0.66095001,0.541108573,0.612716975,0.779632951,0.482954339,0.78611116,0.593148393,0.787030336,0.4736817,0.867277785,0.704337066,0.638751012,0.531176495,0.669310869,0.819651352
0.678300809,0.826634609,0.335045807,0.796364151,0.203569832,0.53848753,0.697334208,0.721331415,0.631079189,0.584810076,0.871658717,0.665394712,0.874018398,0.585633255,0.480159321,0.58197534,0.740818028,0.428190268,0.7198771,0.563255931,0.717873991,0.421056777,0.859617539,0.649273104,0.576122921,0.472404839,0.638264481,0.766294941
0.598703846,0.755414033,0.297187469,0.714507959,0.19654279,0.471287083,0.615063947,0.642997806,0.576926055,0.560621507,0.82744221,0.591303019,0.800672408,0.513235847,0.421359589,0.531577873,0.676470207,0.37655514,0.63925709,0.51388255,0.634881636,0.370795116,0.821990841,0.581792033,0.516108867,0.415572151,0.586241661,0.694328915
0.521928899,0.670178151,0.267332903,0.628497767,0.18445509,0.416858193,0.535202366,0.565865888,0.512303509,0.521020997,0.755806616,0.518416444,0.712617672,0.454912555,0.37382158,0.47221426,0.60016907,0.335442836,0.559942506,0.455393906,0.554032423,0.330351032,0.761130386,0.515371847,0.466980071,0.369465266,0.524671197,0.617418827
0.460144724,0.587469681,0.245350893,0.553360495,0.170533836,0.377635904,0.470713076,0.502469714,0.449779219,0.47566937,0.671990839,0.458707776,0.627092109,0.412791765,0.339441058,0.415437005,0.526717648,0.305583628,0.495008437,0.399103565,0.488460057,0.300949023,0.691440836,0.460517774,0.430353052,0.336021182,0.46578956,0.548233625
0.415815427,0.520373992,0.228634671,0.496178087,0.157915724,0.348621486,0.424557616,0.456514182,0.399106419,0.43421075,0.592338648,0.415627125,0.557471069,0.381533812,0.313895673,0.369734,0.467423208,0.283247636,0.448211373,0.353717141,0.441384962,0.278958196,0.627457161,0.42040188,0.402228467,0.311094291,0.418055009,0.493404156
0.38316485,0.47193268,0.216860902,0.454395431,0.147526581,0.327481576,0.390676539,0.422337764,0.362445165,0.400682541,0.528433702,0.383751642,0.506963689,0.35896921,0.295285414,0.336555367,0.424530059,0.267428328,0.41362877,0.320940562,0.406718602,0.263010985,0.575961097,0.390278815,0.380620855,0.292747961,0.38296284,0.452681246
0.359814779,0.436024628,0.21203645,0.423875014,0.139133585,0.317535468,0.366329583,0.396523624,0.335199595,0.374626288,0.481900536,0.359941156,0.469327808,0.34864017,0.286600144,0.311780795,0.392643637,0.260630572,0.387857093,0.296619236,0.381489047,0.255733589,0.536474244,0.367129267,0.369858011,0.284026014,0.356403078,0.423682439
0.349220739,0.409724671,0.212710323,0.405643953,0.132150446,0.318038162,0.355086053,0.383489465,0.315240192,0.35370304,0.447020304,0.348102651,0.441429111,0.349378344,0.287045629,0.293828836,0.369482675,0.261447812,0.375080022,0.279029915,0.369551505,0.256185655,0.505180163,0.355196708,0.369291758,0.284283382,0.336627514,0.405887852
0.350199941,0.397244087,0.214177558,0.400864833,0.126413682,0.321793286,0.355992158,0.383215949,0.305809614,0.337436926,0.421840797,0.348100168,0.427946423,0.353272562,0.290180124,0.285630807,0.358756256,0.263958454,0.375134137,0.270940155,0.370176626,0.258666687,0.481314587,0.354582688,0.371382508,0.287229753,0.327221797,0.399053287
0.354638105,0.397735282,0.21371235,0.403921449,0.123474295,0.322646386,0.36077185,0.387378209,0.306180808,0.329662641,0.410521852,0.352223843,0.428147289,0.353977059,0.290698226,0.286152842,0.359375953,0.264086379,0.379673452,0.27148329,0.374904196,0.258814793,0.470183163,0.35781813,0.370133142,0.287586708,0.327282707,0.399400538
0.355872297,0.4022743,0.212818787,0.406583236,0.122984322,0.321740961,0.362293542,0.388053142,0.309517364,0.329063877,0.411347197,0.353174663,0.432611032,0.352979774,0.289761052,0.289009613,0.363266158,0.263302885,0.380792622,0.274518495,0.376248764,0.257864309,0.469723258,0.357837259,0.367413518,0.286484477,0.329814368,0.40112967
0.355249618,0.403184799,0.215455137,0.40641587,0.122718966,0.324506542,0.361732468,0.386311465,0.31006367,0.329281627,0.415166777,0.35188448,0.433176185,0.356414433,0.292270174,0.289259051,0.363879037,0.266439665,0.379475187,0.275077251,0.375379048,0.260248811,0.470624256,0.355745687,0.368630068,0.288627084,0.329376639,0.401849497
0.359097954,0.40190542,0.227933927,0.408177973,0.121354965,0.340665055,0.36543703,0.387957804,0.309004658,0.326544817,0.415240956,0.353821675,0.431425384,0.375039229,0.306854237,0.288245173,0.362724764,0.281622557,0.381665829,0.274290054,0.378636257,0.273558331,0.467296458,0.356629793,0.38257761,0.302270568,0.32758591,0.405487922
0.37875725,0.405112844,0.255331077,0.42208508,0.119844598,0.380921578,0.384979957,0.403542073,0.311477616,0.323320341,0.413695871,0.369024914,0.434281797,0.419972698,0.342812348,0.290934554,0.365992847,0.316152958,0.398291181,0.276897534,0.397570068,0.305536786,0.463181476,0.36951934,0.420169551,0.336684622,0.329689242,0.420779336
0.425779539,0.424728646,0.296028769,0.460744785,0.119768451,0.444610348,0.432644369,0.446832479,0.32657005,0.324410569,0.417739135,0.410116029,0.453988247,0.490154484,0.399312098,0.305869661,0.384535543,0.368707916,0.443005052,0.291232101,0.445104979,0.35511375,0.465448153,0.406823144,0.479210791,0.391007286,0.344466675,0.457081291
0.499458598,0.474126633,0.342577823,0.529498571,0.123202411,0.523114235,0.508014791,0.517213125,0.364357975,0.33665782,0.439579952,0.476709475,0.504843783,0.575350525,0.468485006,0.341796004,0.429846406,0.430512968,0.515447193,0.325995594,0.520771853,0.414920908,0.484622783,0.467618167,0.552631572,0.458013209,0.381698076,0.518696083
0.588959288,0.552410937,0.382806329,0.620889509,0.132845218,0.594509615,0.600518681,0.607206661,0.424005544,0.367513197,0.491250992,0.561319191,0.585685968,0.652167304,0.531038986,0.39758708,0.500812591,0.485177237,0.607392417,0.380395544,0.614572238,0.468440295,0.531573091,0.54595702,0.618112006,0.51868985,0.439731814,0.598926354
0.670050583,0.649209475,0.411343357,0.714787769,0.147252786,0.647778609,0.684881672,0.690056943,0.497480326,0.413548333,0.570821009,0.639252082,0.6862985,0.70891221,0.577545937,0.464988064,0.587346797,0.524680858,0.692112137,0.446587399,0.700325233,0.507877845,0.601717071,0.617871329,0.667789648,0.564077387,0.51066212,0.682712626
0.727040917,0.712618177,0.415865086,0.805562467,0.287054581,0.662872299,0.775401491,0.738287283,0.592833289,0.477549692,0.650447409,0.757862123,0.78750535,0.713444093,0.616326375,0.505258381,0.641081753,0.595158281,0.766730175,0.534333456,0.723405459,0.536305187,0.656484888,0.657523191,0.733689957,0.592601449,0.565296374,0.752150564
0.770580773,0.788626814,0.425285526,0.868800757,0.323583501,0.680192286,0.823105364,0.785006159,0.655597902,0.533099649,0.742416575,0.806239329,0.871004792,0.731613578,0.632202167,0.5568004,0.707944339,0.609533037,0.815631416,0.590433262,0.76820327,0.54972792,0.734085089,0.698482835,0.752280361,0.607955081,0.621619711,0.811010671
0.790430094,0.836419607,0.427720154,0.903507258,0.35370142,0.68714941,0.844715642,0.806368541,0.694954063,0.578171795,0.816744994,0.828209361,0.923728399,0.738400708,0.638414812,0.588613883,0.749536932,0.613989411,0.837833444,0.625293158,0.788552746,0.554642405,0.796724335,0.717414384,0.760487376,0.614222544,0.656642135,0.846242368
0.79775713,0.858314659,0.419339642,0.918357339,0.37237364,0.677235831,0.853092262,0.816436652,0.713026031,0.605307204,0.862255894,0.838244799,0.947984251,0.726813842,0.628999545,0.603395569,0.768714339,0.602664292,0.847925987,0.641309801,0.796885751,0.545963857,0.834271267,0.726682352,0.752531738,0.605823768,0.673141337,0.86072369
0.784654882,0.867270953,0.396675902,0.913876705,0.38145822,0.643771836,0.839723939,0.808058454,0.720310289,0.619079628,0.88353582,0.828650164,0.958279239,0.689980127,0.597804403,0.608837163,0.776073423,0.570412164,0.838098236,0.647359815,0.785508153,0.518493884,0.853214064,0.720365224,0.719792935,0.576597028,0.679753785,0.855649798
0.743952183,0.855197033,0.36237526,0.881713651,0.385266691,0.588956397,0.796739644,0.772085094,0.710104547,0.624253095,0.890995631,0.790414901,0.945975439,0.630690091,0.547064407,0.599328967,0.764364516,0.520267116,0.799282299,0.637273924,0.746660236,0.474518029,0.860005437,0.689867428,0.665004929,0.528587844,0.670764954,0.826972507
0.678513069,0.813496339,0.323242273,0.819702376,0.381042658,0.522964079,0.726838733,0.710261178,0.675327494,0.616833242,0.876473296,0.725361588,0.901182479,0.56010247,0.486261479,0.569161774,0.726194951,0.461928609,0.733343526,0.605008752,0.682662254,0.42236711,0.848859199,0.636746744,0.598342919,0.470713027,0.639176225,0.773377342
0.600624461,0.744887853,0.287926146,0.73722815,0.364448734,0.460375633,0.64302277,0.633710141,0.61834064,0.589907522,0.8318088,0.645243117,0.826789932,0.493761322,0.428863877,0.52080519,0.664400385,0.408120489,0.652207164,0.552933298,0.605322068,0.373619927,0.810600002,0.570513634,0.535498956,0.415925734,0.587648637,0.702102927
0.527207513,0.662078373,0.26114472,0.651219698,0.337170382,0.411534917,0.563506958,0.559863589,0.549734387,0.547033224,0.760944423,0.568036092,0.736508084,0.442292684,0.384165644,0.46340572,0.590571011,0.366909276,0.574057532,0.490823781,0.531652926,0.335849736,0.750213119,0.506576947,0.485929286,0.37309931,0.525863377,0.626550993
0.470320994,0.583456534,0.242173945,0.578085873,0.304353946,0.377888526,0.501665185,0.501326481,0.484745142,0.496569897,0.677402322,0.507061401,0.650617005,0.406675663,0.353283202,0.409691953,0.521045638,0.338128555,0.512368634,0.432337697,0.474081695,0.309605365,0.679511191,0.455642844,0.451371377,0.343516659,0.467924085,0.559938092
0.431087022,0.522001233,0.22708139,0.524401822,0.273831802,0.351978418,0.459160524,0.461200537,0.434007925,0.450840844,0.599702675,0.465323709,0.583237863,0.379105551,0.329415478,0.368059162,0.466986833,0.315617488,0.470140129,0.386927811,0.434535865,0.28918157,0.615517635,0.420640731,0.424289651,0.320645811,0.42267213,0.508460814
0.400860706,0.479660206,0.215630985,0.485284208,0.249859429,0.33135218,0.426550878,0.430436516,0.399007098,0.415236618,0.539690178,0.43340521,0.536795616,0.35740305,0.310463914,0.33915261,0.429593809,0.298348414,0.437842789,0.355541962,0.404196545,0.2730899,0.56590082,0.393692292,0.40184716,0.302302262,0.391168123,0.470503011
0.377239884,0.447041169,0.209092764,0.454863142,0.232994116,0.319676984,0.400897741,0.405018799,0.37200401,0.389733264,0.497883696,0.407327762,0.500977203,0.345137337,0.299704207,0.316680031,0.400654465,0.288637916,0.41148935,0.331282386,0.380024165,0.263920431,0.53040523,0.371086757,0.388468081,0.29180387,0.36655709,0.442209598
0.364051759,0.420952758,0.205900816,0.434272853,0.219627755,0.314109343,0.386586079,0.390312714,0.350451181,0.369077734,0.465254625,0.392414772,0.472037789,0.339307827,0.294530422,0.298969784,0.377744898,0.284087983,0.396433404,0.312171072,0.366403887,0.259469192,0.501718106,0.35779439,0.381227491,0.286650568,0.346704596,0.422386686
0.357992914,0.406123789,0.20343133,0.42348491,0.20857952,0.311442256,0.380024093,0.382897639,0.338194707,0.352094178,0.439699228,0.385111043,0.455438132,0.33624209,0.291882273,0.288890333,0.364743412,0.281247468,0.389075617,0.301381655,0.359985543,0.256917919,0.478396249,0.350827042,0.376768445,0.283995545,0.335135472,0.410650138
0.355087816,0.398974461,0.20048946,0.418286324,0.20191162,0.307095563,0.377141493,0.379569614,0.332277544,0.341609755,0.425144181,0.382024395,0.447243166,0.331568769,0.287758367,0.284012701,0.358498481,0.277400302,0.385966171,0.296276275,0.357140558,0.253236287,0.464139938,0.34744145,0.370525031,0.279864086,0.32919822,0.404055918
0.350391892,0.39551789,0.199676521,0.413511721,0.198207539,0.305217676,0.372179672,0.3738252,0.32933577,0.335506918,0.418087616,0.376486966,0.443186804,0.329721807,0.286033238,0.281258779,0.355225157,0.276183825,0.380390581,0.293662146,0.352249699,0.251808418,0.456002718,0.341885058,0.367583903,0.278047107,0.325638392,0.399477405
0.3485795,0.389910205,0.203733984,0.409643829,0.195648252,0.309648123,0.370136221,0.370845233,0.324658284,0.330513072,0.413855937,0.373685929,0.436687744,0.334965394,0.290314647,0.277244849,0.350212432,0.281383498,0.37758497,0.28960367,0.350081358,0.255853017,0.449362517,0.338927624,0.371937467,0.281941441,0.320606145,0.396773414
0.354297739,0.387434049,0.21677811,0.412179648,0.192312249,0.327054386,0.375879052,0.374765268,0.322627978,0.32461832,0.407933114,0.377971739,0.433695763,0.354518719,0.306747648,0.275679833,0.348164169,0.29913429,0.381962854,0.28797893,0.355053325,0.27066979,0.44152951,0.342141063,0.389753616,0.297301498,0.318441134,0.40043327
0.375632108,0.392885236,0.24174953,0.428644231,0.19082217,0.364255012,0.398058962,0.392888839,0.327262845,0.32220405,0.40574339,0.397156241,0.439397455,0.395277337,0.341466659,0.2800914,0.353503382,0.33445117,0.401455923,0.292513778,0.3749976,0.301235804,0.4384362,0.357638524,0.428148563,0.330122845,0.322914552,0.417104706
