,TOTAL,TOTAL_HT,TOTAL_LT,TOTAL_LT_DEC,TOTAL_LT_DHN,IND_COGEN_GAS,IND_COGEN_WOOD,IND_COGEN_WASTE,DHN_COGEN_GAS,DHN_COGEN_WOOD,DHN_COGEN_WASTE,DEC_COGEN_GAS,DEC_COGEN_OIL
BE,48611.368403,48611.368403,0,0,0,48611.368403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
