,PHOT,WTOF,WTON,BEVS,HROR
2/9/2016 3:00,0,0,0.784999,0.800048856,0.137035475
2/9/2016 4:00,0,0,0.714582,0.72731622,0.13693753
2/9/2016 5:00,0,0,0.648923,0.633454312,0.136839584
2/9/2016 6:00,0,0,0.599574,0.550055078,0.136741638
2/9/2016 7:00,0.001,0,0.520842,0.455998229,0.136643692
2/9/2016 8:00,0.008,0,0.575613,0.437551939,0.136545746
2/9/2016 9:00,0.029,0,0.664059,0.427999251,0.136447801
2/9/2016 10:00,0.035,0,0.828146,0.444300687,0.136349855
2/9/2016 11:00,0.049,0,0.920524,0.455217454,0.136251909
2/9/2016 12:00,0.049,0,0.950384,0.429762819,0.136153963
2/9/2016 13:00,0.022,0,0.956683,0.409352945,0.136056017
2/9/2016 14:00,0.02,0,0.931343,0.379379769,0.135958072
2/9/2016 15:00,0.01,0,0.891603,0.38058944,0.135860126
2/9/2016 16:00,0,0,0.886144,0.456030265,0.13576218
2/9/2016 17:00,0,0,0.879692,0.622563816,0.135664234
2/9/2016 18:00,0,0,0.769862,0.70563781,0.135566288
2/9/2016 19:00,0,0,0.562069,0.779874981,0.135468343
2/9/2016 20:00,0,0,0.402675,0.82681681,0.135370397
2/9/2016 21:00,0,0,0.303055,0.873574875,0.135272451
2/9/2016 22:00,0,0,0.421822,0.909505726,0.135174505
2/9/2016 23:00,0,0,0.430309,0.930010041,0.135076559
2/10/2016 0:00,0,0,0.40002,0.924588407,0.134978614
2/10/2016 1:00,0,0,0.387568,0.916383607,0.134878779
2/10/2016 2:00,0,0,0.399006,0.888042556,0.134778944
2/10/2016 3:00,0,0,0.467762,0.832394527,0.134679109
2/10/2016 4:00,0,0,0.602627,0.756444023,0.134579274
2/10/2016 5:00,0,0,0.718859,0.652394774,0.134479439
2/10/2016 6:00,0,0,0.770869,0.517603998,0.134379604
2/10/2016 7:00,0.001,0,0.775336,0.460204506,0.134279769
2/10/2016 8:00,0.015,0,0.762537,0.470991884,0.134179934
2/10/2016 9:00,0.042,0,0.745693,0.489873906,0.134080099
2/10/2016 10:00,0.069,0,0.714064,0.456402595,0.133980264
2/10/2016 11:00,0.068,0,0.693892,0.445870211,0.133880429
2/10/2016 12:00,0.06,0,0.647432,0.439602785,0.133780594
2/10/2016 13:00,0.05,0,0.605317,0.409924702,0.133680759
2/10/2016 14:00,0.029,0,0.542478,0.415082691,0.133580924
2/10/2016 15:00,0.008,0,0.536895,0.425465331,0.133481089
2/10/2016 16:00,0,0,0.572214,0.447616978,0.133381254
2/10/2016 17:00,0,0,0.512173,0.511691509,0.133281419
2/10/2016 18:00,0,0,0.477486,0.62453273,0.133181584
2/10/2016 19:00,0,0,0.430928,0.736020639,0.133081749
2/10/2016 20:00,0,0,0.356296,0.78170104,0.132981914
2/10/2016 21:00,0,0,0.299601,0.813471789,0.132882079
2/10/2016 22:00,0,0,0.257721,0.845461545,0.132782244
2/10/2016 23:00,0,0,0.215518,0.891504042,0.132682409
2/11/2016 0:00,0,0,0.17951,0.920855976,0.132582574
2/11/2016 1:00,0,0,0.18301,0.910176994,0.132488814
2/11/2016 2:00,0,0,0.187322,0.873342651,0.132395053
2/11/2016 3:00,0,0,0.18528,0.809702285,0.132301293
2/11/2016 4:00,0,0,0.198028,0.724645663,0.132207532
2/11/2016 5:00,0,0,0.189808,0.633128065,0.132113772
2/11/2016 6:00,0,0,0.173777,0.506242297,0.132020011
2/11/2016 7:00,0.005,0,0.163792,0.454174028,0.13192625
2/11/2016 8:00,0.031,0,0.19691,0.437220842,0.13183249
2/11/2016 9:00,0.073,0,0.238418,0.42987613,0.131738729
2/11/2016 10:00,0.124,0,0.253723,0.415877358,0.131644969
2/11/2016 11:00,0.19,0,0.252101,0.408973684,0.131551208
2/11/2016 12:00,0.257,0,0.222559,0.391701025,0.131457447
2/11/2016 13:00,0.171,0,0.170551,0.410787394,0.131363687
2/11/2016 14:00,0.076,0,0.115057,0.396195356,0.131269926
2/11/2016 15:00,0.015,0,0.079091,0.415299033,0.131176166
2/11/2016 16:00,0,0,0.082612,0.483932439,0.131082405
2/11/2016 17:00,0,0,0.097881,0.610717469,0.130988645
2/11/2016 18:00,0,0,0.114377,0.738251951,0.130894884
2/11/2016 19:00,0,0,0.129453,0.796046471,0.130801123
2/11/2016 20:00,0,0,0.116464,0.785235862,0.130707363
2/11/2016 21:00,0,0,0.104124,0.837659062,0.130613602
2/11/2016 22:00,0,0,0.105512,0.89912661,0.130519842
2/11/2016 23:00,0,0,0.119239,0.941104166,0.130426081
2/12/2016 0:00,0,0,0.126552,0.946500955,0.130332321
2/12/2016 1:00,0,0,0.120992,0.944460043,0.130238589
2/12/2016 2:00,0,0,0.110763,0.907170548,0.130144857
2/12/2016 3:00,0,0,0.105164,0.847594261,0.130051126
2/12/2016 4:00,0,0,0.104931,0.765469087,0.129957394
2/12/2016 5:00,0,0,0.103125,0.67431712,0.129863663
2/12/2016 6:00,0,0,0.105249,0.565920117,0.129769931
2/12/2016 7:00,0.035,0,0.113755,0.491344083,0.1296762
2/12/2016 8:00,0.129,0,0.168945,0.487760246,0.129582468
2/12/2016 9:00,0.284,0,0.253703,0.490531843,0.129488737
2/12/2016 10:00,0.434,0,0.279507,0.472339493,0.129395005
2/12/2016 11:00,0.542,0,0.268716,0.452710154,0.129301274
2/12/2016 12:00,0.561,0,0.266517,0.44377734,0.129207542
2/12/2016 13:00,0.423,0,0.272169,0.438991176,0.129113811
2/12/2016 14:00,0.225,0,0.277143,0.440934007,0.129020079
2/12/2016 15:00,0.065,0,0.252636,0.440490216,0.128926348
2/12/2016 16:00,0.001,0,0.245881,0.489269549,0.128832616
2/12/2016 17:00,0,0,0.261731,0.566173445,0.128738885
2/12/2016 18:00,0,0,0.261521,0.690705861,0.128645153
2/12/2016 19:00,0,0,0.268166,0.747340322,0.128551422
2/12/2016 20:00,0,0,0.281103,0.821730179,0.12845769
2/12/2016 21:00,0,0,0.279442,0.858483823,0.128363959
2/12/2016 22:00,0,0,0.254423,0.861455547,0.128270227
2/12/2016 23:00,0,0,0.214181,0.89362696,0.128176496
2/13/2016 0:00,0,0,0.167331,0.907614494,0.128082764
2/13/2016 1:00,0,0,0.125085,0.907099205,0.127993102
2/13/2016 2:00,0,0,0.102214,0.878965048,0.127903439
2/13/2016 3:00,0,0,0.101071,0.829498805,0.127813776
2/13/2016 4:00,0,0,0.09509,0.757309324,0.127724114
2/13/2016 5:00,0,0,0.076398,0.673549759,0.127634451
2/13/2016 6:00,0,0,0.065269,0.572361198,0.127544789
2/13/2016 7:00,0.03,0,0.077869,0.469904011,0.127455126
2/13/2016 8:00,0.089,0,0.133125,0.478942038,0.127365464
2/13/2016 9:00,0.126,0,0.249352,0.504883804,0.127275801
2/13/2016 10:00,0.089,0,0.289973,0.533662211,0.127186139
2/13/2016 11:00,0.081,0,0.276825,0.526347264,0.127096476
2/13/2016 12:00,0.076,0,0.291786,0.514142262,0.127006814
2/13/2016 13:00,0.067,0,0.337175,0.495616042,0.126917151
2/13/2016 14:00,0.035,0,0.350944,0.449955163,0.126827488
2/13/2016 15:00,0.011,0,0.342861,0.441215345,0.126737826
2/13/2016 16:00,0,0,0.317352,0.449767385,0.126648163
2/13/2016 17:00,0,0,0.31064,0.527666856,0.126558501
2/13/2016 18:00,0,0,0.380745,0.601460004,0.126468838
2/13/2016 19:00,0,0,0.350305,0.632533648,0.126379176
2/13/2016 20:00,0,0,0.294692,0.697503488,0.126289513
2/13/2016 21:00,0,0,0.26254,0.725738838,0.126199851
2/13/2016 22:00,0,0,0.275388,0.763294943,0.126110188
2/13/2016 23:00,0,0,0.372843,0.790921247,0.126020525
2/14/2016 0:00,0,0,0.442469,0.801010775,0.125930863
2/14/2016 1:00,0,0,0.492922,0.801196519,0.125842145
2/14/2016 2:00,0,0,0.597703,0.798495588,0.125753427
2/14/2016 3:00,0,0,0.530785,0.785554349,0.125664709
2/14/2016 4:00,0,0,0.429294,0.761489981,0.125575991
2/14/2016 5:00,0,0,0.323701,0.722417412,0.125487273
2/14/2016 6:00,0,0,0.27042,0.683468727,0.125398555
2/14/2016 7:00,0.025,0,0.200161,0.64348836,0.125309837
2/14/2016 8:00,0.09,0,0.166459,0.590385674,0.125221119
2/14/2016 9:00,0.145,0,0.182602,0.568300193,0.125132401
2/14/2016 10:00,0.263,0,0.213227,0.540591919,0.125043683
2/14/2016 11:00,0.315,0,0.228904,0.510734546,0.124954965
2/14/2016 12:00,0.339,0,0.234866,0.49289295,0.124866247
2/14/2016 13:00,0.257,0,0.216481,0.517816148,0.124777529
2/14/2016 14:00,0.154,0,0.184199,0.52192149,0.124688811
2/14/2016 15:00,0.049,0,0.138601,0.536184774,0.124600093
2/14/2016 16:00,0.001,0,0.150689,0.556028636,0.124511375
2/14/2016 17:00,0,0,0.176282,0.581594361,0.124422657
2/14/2016 18:00,0,0,0.172192,0.565391227,0.124333939
2/14/2016 19:00,0,0,0.166537,0.573526274,0.124245222
2/14/2016 20:00,0,0,0.158063,0.583106935,0.124156504
2/14/2016 21:00,0,0,0.151724,0.602328245,0.124067786
2/14/2016 22:00,0,0,0.15552,0.630032023,0.123979068
2/14/2016 23:00,0,0,0.138945,0.663873239,0.12389035
2/15/2016 0:00,0,0,0.130477,0.673422572,0.123801632
2/15/2016 1:00,0,0,0.132454,0.671445305,0.123715893
2/15/2016 2:00,0,0,0.139591,0.66104153,0.123630154
2/15/2016 3:00,0,0,0.160388,0.641915264,0.123544415
2/15/2016 4:00,0,0,0.182477,0.619758617,0.123458676
2/15/2016 5:00,0,0,0.243154,0.578457756,0.123372937
2/15/2016 6:00,0,0,0.311813,0.545397348,0.123287198
2/15/2016 7:00,0.03,0,0.466622,0.49870978,0.123201459
2/15/2016 8:00,0.117,0,0.642713,0.467199659,0.12311572
2/15/2016 9:00,0.194,0,0.676514,0.419449152,0.123029982
2/15/2016 10:00,0.276,0,0.683774,0.407651657,0.122944243
2/15/2016 11:00,0.289,0,0.698028,0.414460123,0.122858504
2/15/2016 12:00,0.272,0,0.702707,0.416402725,0.122772765
2/15/2016 13:00,0.264,0,0.691641,0.439683669,0.122687026
2/15/2016 14:00,0.211,0,0.644759,0.441876371,0.122601287
2/15/2016 15:00,0.112,0,0.507864,0.504282924,0.122515548
2/15/2016 16:00,0.008,0,0.461534,0.56172094,0.122429809
2/15/2016 17:00,0,0,0.431224,0.595028342,0.12234407
2/15/2016 18:00,0,0,0.380244,0.64883285,0.122258331
2/15/2016 19:00,0,0,0.351955,0.666355363,0.122172592
2/15/2016 20:00,0,0,0.310786,0.74659465,0.122086854
2/15/2016 21:00,0,0,0.286947,0.764489432,0.122001115
2/15/2016 22:00,0,0,0.271738,0.799671195,0.121915376
2/15/2016 23:00,0,0,0.260026,0.815593743,0.121829637
2/16/2016 0:00,0,0,0.239169,0.828979486,0.121743898
2/16/2016 1:00,0,0,0.219638,0.846727446,0.121664015
2/16/2016 2:00,0,0,0.21813,0.836952618,0.121584133
2/16/2016 3:00,0,0,0.203777,0.799052841,0.12150425
2/16/2016 4:00,0,0,0.179186,0.736589184,0.121424368
2/16/2016 5:00,0,0,0.171511,0.660547617,0.121344485
2/16/2016 6:00,0,0,0.159208,0.556221683,0.121264603
2/16/2016 7:00,0.081,0,0.177153,0.509345712,0.12118472
2/16/2016 8:00,0.287,0,0.175088,0.477746715,0.121104838
2/16/2016 9:00,0.465,0,0.156104,0.443768646,0.121024955
2/16/2016 10:00,0.589,0,0.154762,0.427957962,0.120945073
2/16/2016 11:00,0.655,0,0.149405,0.4080253,0.12086519
2/16/2016 12:00,0.665,0,0.152112,0.407950611,0.120785308
2/16/2016 13:00,0.616,0,0.150007,0.392065003,0.120705425
2/16/2016 14:00,0.5,0,0.15509,0.364200212,0.120625543
2/16/2016 15:00,0.294,0,0.15541,0.372494818,0.12054566
2/16/2016 16:00,0.036,0,0.195946,0.403792371,0.120465778
2/16/2016 17:00,0,0,0.219884,0.536413324,0.120385895
2/16/2016 18:00,0,0,0.200906,0.665800461,0.120306013
2/16/2016 19:00,0,0,0.169918,0.732893747,0.12022613
2/16/2016 20:00,0,0,0.148206,0.806683491,0.120146248
2/16/2016 21:00,0,0,0.153687,0.893347974,0.120066365
2/16/2016 22:00,0,0,0.170804,0.942531042,0.119986483
2/16/2016 23:00,0,0,0.184284,0.978410095,0.1199066
2/17/2016 0:00,0,0,0.188953,0.999840178,0.119826718
2/17/2016 1:00,0,0,0.186321,0.986349209,0.119756586
2/17/2016 2:00,0,0,0.182644,0.957987968,0.119686455
2/17/2016 3:00,0,0,0.168083,0.906109905,0.119616323
2/17/2016 4:00,0,0,0.13622,0.827591828,0.119546192
2/17/2016 5:00,0,0,0.111455,0.730504932,0.11947606
2/17/2016 6:00,0,0,0.092865,0.619397355,0.119405929
2/17/2016 7:00,0.072,0,0.087595,0.568545896,0.119335797
2/17/2016 8:00,0.259,0,0.088274,0.530723656,0.119265666
2/17/2016 9:00,0.426,0,0.073422,0.490832553,0.119195534
2/17/2016 10:00,0.52,0,0.04912,0.45114006,0.119125403
2/17/2016 11:00,0.451,0,0.027116,0.43353981,0.119055271
2/17/2016 12:00,0.48,0,0.011551,0.425126005,0.11898514
2/17/2016 13:00,0.41,0,0.003105,0.427448741,0.118915008
2/17/2016 14:00,0.251,0,0.000587,0.399927485,0.118844877
2/17/2016 15:00,0.095,0,0.00137,0.39824619,0.118774745
2/17/2016 16:00,0.006,0,0.008298,0.481508504,0.118704614
2/17/2016 17:00,0,0,0.024081,0.594247514,0.118634482
2/17/2016 18:00,0,0,0.047869,0.766690065,0.118564351
2/17/2016 19:00,0,0,0.069231,0.851425794,0.118494219
2/17/2016 20:00,0,0,0.087443,0.899491157,0.118424088
2/17/2016 21:00,0,0,0.097694,0.943540154,0.118353956
2/17/2016 22:00,0,0,0.101408,0.975556854,0.118283824
2/17/2016 23:00,0,0,0.099112,0.99120721,0.118213693
2/18/2016 0:00,0,0,0.109884,0.993788483,0.118143561
2/18/2016 1:00,0,0,0.122057,1,0.118084721
2/18/2016 2:00,0,0,0.138277,0.98534942,0.118025881
2/18/2016 3:00,0,0,0.144653,0.938262625,0.117967041
2/18/2016 4:00,0,0,0.123671,0.868320747,0.117908201
2/18/2016 5:00,0,0,0.108347,0.776381747,0.117849361
2/18/2016 6:00,0,0,0.104009,0.642843448,0.117790521
2/18/2016 7:00,0.033,0,0.104704,0.582639554,0.11773168
2/18/2016 8:00,0.105,0,0.129637,0.570627718,0.11767284
2/18/2016 9:00,0.184,0,0.144076,0.554826651,0.117614
2/18/2016 10:00,0.272,0,0.138178,0.515682642,0.11755516
2/18/2016 11:00,0.292,0,0.120159,0.488133774,0.11749632
2/18/2016 12:00,0.256,0,0.098213,0.449986281,0.11743748
2/18/2016 13:00,0.173,0,0.080049,0.422261728,0.11737864
2/18/2016 14:00,0.093,0,0.062637,0.410735577,0.117319799
2/18/2016 15:00,0.033,0,0.053449,0.418685245,0.117260959
2/18/2016 16:00,0.001,0,0.048875,0.472198078,0.117202119
2/18/2016 17:00,0,0,0.038611,0.572130914,0.117143279
2/18/2016 18:00,0,0,0.037835,0.717173784,0.117084439
2/18/2016 19:00,0,0,0.038616,0.768712964,0.117025599
2/18/2016 20:00,0,0,0.033115,0.823444725,0.116966759
2/18/2016 21:00,0,0,0.033399,0.873437547,0.116907919
2/18/2016 22:00,0,0,0.039557,0.894753226,0.116849078
2/18/2016 23:00,0,0,0.043426,0.904243203,0.116790238
2/19/2016 0:00,0,0,0.044303,0.909678781,0.116731398
2/19/2016 1:00,0,0,0.041908,0.895017947,0.116685462
2/19/2016 2:00,0,0,0.037351,0.866132647,0.116639527
2/19/2016 3:00,0,0,0.032208,0.816062064,0.116593591
2/19/2016 4:00,0,0,0.031197,0.742503945,0.116547655
2/19/2016 5:00,0,0,0.037965,0.653672142,0.11650172
2/19/2016 6:00,0,0,0.054473,0.538331924,0.116455784
2/19/2016 7:00,0.022,0,0.066325,0.460227008,0.116409848
2/19/2016 8:00,0.067,0,0.086221,0.449992368,0.116363912
2/19/2016 9:00,0.133,0,0.14382,0.414445602,0.116317977
2/19/2016 10:00,0.256,0,0.217318,0.397636785,0.116272041
2/19/2016 11:00,0.393,0,0.254225,0.352557315,0.116226105
2/19/2016 12:00,0.505,0,0.261014,0.330628136,0.11618017
2/19/2016 13:00,0.495,0,0.241502,0.328575842,0.116134234
2/19/2016 14:00,0.372,0,0.181756,0.321335672,0.116088298
2/19/2016 15:00,0.136,0,0.136666,0.311574844,0.116042362
2/19/2016 16:00,0.008,0,0.219279,0.370127481,0.115996427
2/19/2016 17:00,0,0,0.306298,0.523731258,0.115950491
2/19/2016 18:00,0,0,0.324363,0.616307742,0.115904555
2/19/2016 19:00,0,0,0.297723,0.727797769,0.11585862
2/19/2016 20:00,0,0,0.33207,0.738478566,0.115812684
2/19/2016 21:00,0,0,0.38159,0.772597027,0.115766748
2/19/2016 22:00,0,0,0.388917,0.828669662,0.115720813
2/19/2016 23:00,0,0,0.447278,0.847529582,0.115674877
2/20/2016 0:00,0,0,0.483291,0.857808642,0.115628941
2/20/2016 1:00,0,0,0.549123,0.858576741,0.115589821
2/20/2016 2:00,0,0,0.598766,0.830675602,0.115550701
2/20/2016 3:00,0,0,0.657332,0.781856946,0.115511581
2/20/2016 4:00,0,0,0.73055,0.715835143,0.11547246
2/20/2016 5:00,0,0,0.770416,0.630833603,0.11543334
2/20/2016 6:00,0,0,0.775922,0.507440948,0.11539422
2/20/2016 7:00,0.001,0,0.782991,0.45623701,0.1153551
2/20/2016 8:00,0.008,0,0.714718,0.398021712,0.11531598
2/20/2016 9:00,0.02,0,0.659728,0.371330659,0.115276859
2/20/2016 10:00,0.041,0,0.648926,0.350113318,0.115237739
2/20/2016 11:00,0.05,0,0.657336,0.344214602,0.115198619
2/20/2016 12:00,0.047,0,0.663818,0.363775738,0.115159499
2/20/2016 13:00,0.031,0,0.696089,0.349190254,0.115120379
2/20/2016 14:00,0.02,0,0.727869,0.362236436,0.115081258
2/20/2016 15:00,0.006,0,0.769102,0.379920197,0.115042138
2/20/2016 16:00,0,0,0.798015,0.387284395,0.115003018
2/20/2016 17:00,0,0,0.81919,0.466434368,0.114963898
2/20/2016 18:00,0,0,0.85458,0.535195637,0.114924778
2/20/2016 19:00,0,0,0.898838,0.607171093,0.114885657
2/20/2016 20:00,0,0,0.923308,0.621214162,0.114846537
2/20/2016 21:00,0,0,0.930654,0.644905276,0.114807417
2/20/2016 22:00,0,0,0.924965,0.673194061,0.114768297
2/20/2016 23:00,0,0,0.921145,0.680041092,0.114729177
2/21/2016 0:00,0,0,0.914482,0.683888034,0.114690056
2/21/2016 1:00,0,0,0.908892,0.681013759,0.114651082
2/21/2016 2:00,0,0,0.911948,0.674780975,0.114612107
2/21/2016 3:00,0,0,0.892196,0.667876199,0.114573132
2/21/2016 4:00,0,0,0.863192,0.650416085,0.114534157
2/21/2016 5:00,0,0,0.831658,0.624888081,0.114495182
2/21/2016 6:00,0,0,0.809894,0.594447861,0.114456207
2/21/2016 7:00,0.004,0,0.803271,0.560504626,0.114417232
2/21/2016 8:00,0.022,0,0.811221,0.516177359,0.114378257
2/21/2016 9:00,0.044,0,0.821789,0.490516134,0.114339283
2/21/2016 10:00,0.055,0,0.833208,0.452808819,0.114300308
2/21/2016 11:00,0.061,0,0.845701,0.453185758,0.114261333
2/21/2016 12:00,0.065,0,0.855837,0.460410591,0.114222358
2/21/2016 13:00,0.047,0,0.860421,0.44149748,0.114183383
2/21/2016 14:00,0.028,0,0.862524,0.445861685,0.114144408
2/21/2016 15:00,0.01,0,0.855812,0.467868862,0.114105433
2/21/2016 16:00,0,0,0.839334,0.509598064,0.114066459
2/21/2016 17:00,0,0,0.815843,0.484620385,0.114027484
2/21/2016 18:00,0,0,0.799353,0.470036332,0.113988509
2/21/2016 19:00,0,0,0.797594,0.47255664,0.113949534
2/21/2016 20:00,0,0,0.80351,0.485052543,0.113910559
2/21/2016 21:00,0,0,0.81705,0.499488774,0.113871584
2/21/2016 22:00,0,0,0.841062,0.552258018,0.113832609
2/21/2016 23:00,0,0,0.851604,0.565448425,0.113793634
2/22/2016 0:00,0,0,0.849001,0.565670111,0.11375466
2/22/2016 1:00,0,0,0.851036,0.560251602,0.113715874
2/22/2016 2:00,0,0,0.85105,0.557156864,0.113677088
2/22/2016 3:00,0,0,0.849115,0.555562052,0.113638302
2/22/2016 4:00,0,0,0.836428,0.548258324,0.113599516
2/22/2016 5:00,0,0,0.809176,0.532242718,0.11356073
2/22/2016 6:00,0,0,0.787167,0.515135709,0.113521944
2/22/2016 7:00,0.01,0,0.785503,0.512794462,0.113483158
2/22/2016 8:00,0.027,0,0.787239,0.464220227,0.113444372
2/22/2016 9:00,0.057,0,0.795749,0.462103842,0.113405586
2/22/2016 10:00,0.127,0,0.819184,0.440976489,0.1133668
2/22/2016 11:00,0.117,0,0.811385,0.461291157,0.113328014
2/22/2016 12:00,0.088,0,0.793213,0.450918193,0.113289228
2/22/2016 13:00,0.048,0,0.771373,0.495452554,0.113250442
2/22/2016 14:00,0.035,0,0.754382,0.50154774,0.113211656
2/22/2016 15:00,0.018,0,0.720552,0.508988311,0.11317287
2/22/2016 16:00,0,0,0.680639,0.539620101,0.113134084
2/22/2016 17:00,0,0,0.615772,0.583637979,0.113095298
2/22/2016 18:00,0,0,0.481167,0.628533968,0.113056512
2/22/2016 19:00,0,0,0.316208,0.674631046,0.113017726
2/22/2016 20:00,0,0,0.183474,0.716240725,0.11297894
2/22/2016 21:00,0,0,0.12786,0.782970412,0.112940154
2/22/2016 22:00,0,0,0.084382,0.807994868,0.112901369
2/22/2016 23:00,0,0,0.057029,0.831748533,0.112862583
2/23/2016 0:00,0,0,0.038891,0.833108023,0.112823797
2/23/2016 1:00,0,0,0.027291,0.837237917,0.112792437
2/23/2016 2:00,0,0,0.023514,0.812472171,0.112761076
2/23/2016 3:00,0,0,0.02316,0.769852855,0.112729716
2/23/2016 4:00,0,0,0.02157,0.694447807,0.112698356
2/23/2016 5:00,0,0,0.019823,0.62352388,0.112666996
2/23/2016 6:00,0,0,0.024583,0.523835359,0.112635636
2/23/2016 7:00,0.021,0,0.034288,0.441271111,0.112604276
2/23/2016 8:00,0.127,0,0.062322,0.400523773,0.112572916
2/23/2016 9:00,0.337,0,0.102594,0.406032174,0.112541556
2/23/2016 10:00,0.4,0,0.147915,0.395279305,0.112510196
2/23/2016 11:00,0.384,0,0.191888,0.367010844,0.112478836
2/23/2016 12:00,0.354,0,0.240626,0.365827083,0.112447475
2/23/2016 13:00,0.266,0,0.285612,0.348354138,0.112416115
2/23/2016 14:00,0.167,0,0.281907,0.32789797,0.112384755
2/23/2016 15:00,0.075,0,0.215735,0.350778393,0.112353395
2/23/2016 16:00,0.007,0,0.224635,0.446468273,0.112322035
2/23/2016 17:00,0,0,0.278564,0.550304069,0.112290675
2/23/2016 18:00,0,0,0.252972,0.603240067,0.112259315
2/23/2016 19:00,0,0,0.2126,0.661345183,0.112227955
2/23/2016 20:00,0,0,0.162299,0.705517457,0.112196595
2/23/2016 21:00,0,0,0.117338,0.763967968,0.112165235
2/23/2016 22:00,0,0,0.078789,0.761455187,0.112133875
2/23/2016 23:00,0,0,0.061053,0.765074435,0.112102514
2/24/2016 0:00,0,0,0.046226,0.753934517,0.112071154
2/24/2016 1:00,0,0,0.035048,0.73733441,0.112102529
2/24/2016 2:00,0,0,0.025267,0.710996343,0.112133904
2/24/2016 3:00,0,0,0.018792,0.669148784,0.112165278
2/24/2016 4:00,0,0,0.015271,0.611755418,0.112196653
2/24/2016 5:00,0,0,0.011948,0.545496212,0.112228027
2/24/2016 6:00,0.001,0,0.00801,0.468827008,0.112259402
2/24/2016 7:00,0.062,0,0.002978,0.428381993,0.112290777
2/24/2016 8:00,0.191,0,0.000971,0.413114837,0.112322151
2/24/2016 9:00,0.379,0,0.001894,0.402138199,0.112353526
2/24/2016 10:00,0.499,0,0.00415,0.399358547,0.112384901
2/24/2016 11:00,0.569,0,0.005088,0.390854104,0.112416275
2/24/2016 12:00,0.546,0,0.005418,0.386577938,0.11244765
2/24/2016 13:00,0.378,0,0.00404,0.377828575,0.112479024
2/24/2016 14:00,0.172,0,0.000989,0.351709622,0.112510399
2/24/2016 15:00,0.056,0,1.80E-05,0.38280813,0.112541774
2/24/2016 16:00,0.005,0,1.00E-06,0.43676353,0.112573148
2/24/2016 17:00,0,0,3.50E-05,0.566680468,0.112604523
2/24/2016 18:00,0,0,0.001231,0.673347333,0.112635898
2/24/2016 19:00,0,0,0.004418,0.770476622,0.112667272
2/24/2016 20:00,0,0,0.008544,0.818642836,0.112698647
2/24/2016 21:00,0,0,0.014496,0.866885427,0.112730021
2/24/2016 22:00,0,0,0.022691,0.887595354,0.112761396
2/24/2016 23:00,0,0,0.03401,0.889326389,0.112792771
2/25/2016 0:00,0,0,0.051501,0.8969109,0.112824145
2/25/2016 1:00,0,0,0.073819,0.886742024,0.113011594
2/25/2016 2:00,0,0,0.096422,0.856551464,0.113199042
2/25/2016 3:00,0,0,0.106451,0.808338783,0.113386491
2/25/2016 4:00,0,0,0.098,0.73877397,0.113573939
2/25/2016 5:00,0,0,0.082546,0.64974687,0.113761388
2/25/2016 6:00,0.002,0,0.068493,0.533945662,0.113948836
2/25/2016 7:00,0.111,0,0.036885,0.476659166,0.114136285
2/25/2016 8:00,0.309,0,0.037962,0.483764969,0.114323733
2/25/2016 9:00,0.475,0,0.046865,0.466441912,0.114511182
2/25/2016 10:00,0.565,0,0.053277,0.45884494,0.11469863
2/25/2016 11:00,0.546,0,0.06484,0.427676607,0.114886079
2/25/2016 12:00,0.501,0,0.083041,0.389600264,0.115073527
2/25/2016 13:00,0.431,0,0.102745,0.345196911,0.115260976
2/25/2016 14:00,0.313,0,0.116854,0.330126183,0.115448424
2/25/2016 15:00,0.167,0,0.100985,0.335573848,0.115635873
2/25/2016 16:00,0.03,0,0.106132,0.386281853,0.115823321
2/25/2016 17:00,0,0,0.122634,0.524317819,0.11601077
2/25/2016 18:00,0,0,0.121198,0.649827112,0.116198218
2/25/2016 19:00,0,0,0.112046,0.694883471,0.116385667
2/25/2016 20:00,0,0,0.095178,0.703767484,0.116573115
2/25/2016 21:00,0,0,0.07818,0.767167645,0.116760564
2/25/2016 22:00,0,0,0.067024,0.803519945,0.116948012
2/25/2016 23:00,0,0,0.057298,0.831926673,0.117135461
2/26/2016 0:00,0,0,0.043675,0.834362476,0.117322909
2/26/2016 1:00,0,0,0.028425,0.825010776,0.117573994
2/26/2016 2:00,0,0,0.016543,0.795370909,0.117825078
2/26/2016 3:00,0,0,0.009545,0.748306916,0.118076162
2/26/2016 4:00,0,0,0.006434,0.680398868,0.118327246
2/26/2016 5:00,0,0,0.0072,0.602389927,0.11857833
2/26/2016 6:00,0.004,0,0.010003,0.500349996,0.118829415
2/26/2016 7:00,0.073,0,0.009562,0.433661098,0.119080499
2/26/2016 8:00,0.214,0,0.008084,0.381847254,0.119331583
2/26/2016 9:00,0.344,0,0.005041,0.358230437,0.119582667
2/26/2016 10:00,0.415,0,0.004437,0.337968803,0.119833751
2/26/2016 11:00,0.453,0,0.007112,0.343042393,0.120084836
2/26/2016 12:00,0.439,0,0.009817,0.360013779,0.12033592
2/26/2016 13:00,0.358,0,0.012652,0.398008245,0.120587004
2/26/2016 14:00,0.202,0,0.017964,0.408113694,0.120838088
2/26/2016 15:00,0.077,0,0.025162,0.386640945,0.121089172
2/26/2016 16:00,0.012,0,0.035992,0.425201479,0.121340257
2/26/2016 17:00,0,0,0.058592,0.493063908,0.121591341
2/26/2016 18:00,0,0,0.105943,0.5498214,0.121842425
2/26/2016 19:00,0,0,0.181032,0.596212859,0.122093509
