	BE_LT	BE_HT
1982	14116,58894	7456,76054
1983	13940,41162	7456,76054
1984	13764,2343	7456,76054
1985	14116,58894	7456,76054
1986	14821,29824	7456,76054
1987	15702,18486	7456,76054
1988	16759,24881	7456,76054
1989	17992,49008	7456,76054
1990	19578,086	7456,76054
1991	20106,61798	7456,76054
1992	21163,68192	7456,76054
1993	22925,45517	7456,76054
1994	24863,40574	7456,76054
1995	26801,3563	7456,76054
1996	27858,42025	7456,76054
1997	28915,4842	7456,76054
1998	29620,1935	7456,76054
1999	29444,01617	7456,76054
2000	26272,82433	7456,76054
2001	22220,74587	7456,76054
2002	18521,02206	7456,76054
2003	15173,65289	7456,76054
2004	12178,63838	7456,76054
2005	10064,51048	7456,76054
2006	8655,091887	7456,76054
2007	8126,559913	7456,76054
2008	8126,559913	7456,76054
2009	9007,446536	7456,76054
2010	11297,75175	7456,76054
2011	14116,58894	7456,76054
2012	16054,53951	7456,76054
2013	17992,49008	7456,76054
2014	19930,44065	7456,76054
2015	21868,39122	7456,76054
2016	23806,34179	7456,76054
2017	25039,58306	7456,76054
2018	26449,00166	7456,76054
2019	27858,42025	7456,76054
2020	28739,30687	7456,76054
2021	29444,01617	7456,76054
2022	29972,54814	7456,76054
2023	29796,37082	7456,76054
2024	26625,17898	7456,76054
2025	23277,80982	7456,76054
2026	19754,26333	7456,76054
2027	17111,60346	7456,76054
2028	14821,29824	7456,76054
2029	12883,34767	7456,76054
2030	11650,1064	7456,76054
2031	11297,75175	7456,76054
2032	11473,92908	7456,76054
2033	12530,99302	7456,76054
2034	14468,94359	7456,76054
2035	16935,42614	7456,76054
2036	17992,49008	7456,76054
2037	18873,3767	7456,76054
2038	19930,44065	7456,76054
2039	20811,32727	7456,76054
2040	21692,2139	7456,76054
2041	22044,56854	7456,76054
2042	22573,10052	7456,76054
2043	23101,63249	7456,76054
2044	23277,80982	7456,76054
2045	23630,16446	7456,76054
2046	23806,34179	7456,76054
2047	23630,16446	7456,76054
2048	20811,32727	7456,76054
2049	17463,95811	7456,76054
2050	14468,94359	7456,76054
2051	10593,04246	7456,76054
2052	7950,382589	7456,76054
2053	5660,077371	7456,76054
2054	4426,8361	7456,76054
2055	3898,304127	7456,76054
2056	3898,304127	7456,76054
2057	4779,190749	7456,76054
2058	6717,141318	7456,76054
2059	9359,801185	7456,76054
2060	10769,21978	7456,76054
2061	12354,8157	7456,76054
2062	13764,2343	7456,76054
2063	15173,65289	7456,76054
2064	16583,07149	7456,76054
2065	17463,95811	7456,76054
2066	18344,84473	7456,76054
2067	19225,73135	7456,76054
2068	19754,26333	7456,76054
2069	20282,7953	7456,76054
