	BE
1872	10630.24
1873	10310.81
1874	10049.42
1875	9890.16
1876	9887.01
1877	9944.60
1878	10161.45
1879	10622.14
1880	10892.97
1881	10984.75
1882	11056.73
1883	11064.83
1884	11087.33
1885	10989.25
1886	10952.81
1887	10905.57
1888	10845.73
1889	10794.45
1890	10813.79
1891	10864.63
1892	11126.92
1893	10955.06
1894	10685.57
1895	10675.23
1896	10565.45
1897	10225.33
1898	9983.74
1899	9815.93
1900	9766.89
1901	9829.88
1902	10041.78
1903	10526.76
1904	10847.08
1905	11058.98
1906	11230.84
1907	11285.28
1908	11400.90
1909	11274.03
1910	11182.70
1911	11105.77
1912	10955.06
1913	10810.64
1914	10780.05
1915	10816.04
1916	10983.40
1917	10834.49
1918	10598.29
1919	10627.09
1920	10582.10
1921	10263.57
1922	9995.44
1923	9815.03
1924	9744.85
1925	9710.65
1926	9729.55
1927	9794.78
1928	9864.52
1929	10128.61
1930	10435.88
1931	10622.59
1932	10726.96
1933	10652.28
1934	10533.96
1935	10539.81
1936	10394.04
1937	10338.71
1938	10307.66
1939	10428.23
1940	10676.13
1941	10529.46
1942	10348.15
1943	10337.36
1944	10352.65
1945	10080.47
1946	9836.18
1947	9671.96
1948	9573.89
1949	9544.64
1950	9590.08
1951	9601.33
1952	9622.48
1953	9828.08
1954	10143.00
1955	10259.52
1956	10423.74
1957	10448.93
1958	10237.48
1959	10091.26
1960	10075.07
1961	10055.27
1962	10151.10
1963	10312.61
1964	10657.23
1965	10588.40
1966	10367.05
1967	10345.90
1968	10311.26
1969	10026.93
1970	9827.18
1971	9729.10
1972	9653.52
1973	9741.25
1974	10009.38
1975	10530.81
1976	10821.89
1977	10976.20
1978	11132.32
1979	11149.86
1980	11220.05
1981	11129.62
1982	11054.94
1983	11009.95
1984	10987.45
1985	10853.38
1986	10924.92
1987	10978.00
1988	11218.70
1989	11063.93
1990	10767.45
1991	10798.50
1992	10664.88
1993	10360.75
1994	10129.51
1995	9967.09
1996	9924.80
1997	9976.09
1998	10221.28
1999	10679.27
2000	10873.63
2001	10964.51
2002	11061.23
2003	11079.68
2004	11131.87
2005	11078.33
2006	11016.69
2007	10944.26
2008	10942.01
2009	10874.53
2010	10892.07
2011	10933.91
2012	11116.12
2013	11001.40
2014	10708.52
2015	10732.36
2016	10605.49
2017	10326.56
2018	10086.77
2019	9930.65
2020	9867.22
2021	9922.55
2022	10186.64
2023	10643.73
2024	10868.68
2025	11006.80
2026	11085.08
2027	11115.22
2028	11149.41
2029	11090.93
2030	11101.27
2031	11078.78
2032	11109.37
2033	11022.99
2034	11049.54
2035	11073.83
2036	11264.59
2037	11130.07
2038	10854.28
2039	10869.58
2040	10786.35
2041	10481.32
2042	10219.03
2043	10066.97
2044	10009.83
2045	10083.62
2046	10302.26
2047	10766.10
2048	11067.08
2049	11190.35
2050	11272.23
2051	11231.74
2052	11240.74
2053	11093.18
2054	11076.08
2055	11078.33
2056	11060.78
2057	10998.25
2058	11082.38
2059	11161.56
2060	11287.53
2061	11127.37
2062	10843.04
2063	10850.68
2064	10727.86
2065	10428.68
2066	10188.44
2067	10030.08
2068	9977.44
2069	10026.48
2070	10262.22
2071	10705.82
2072	10969.46
2073	11095.88
2074	11164.26
2075	11152.11
2076	11187.65
2077	11058.08
2078	11018.04
2079	10977.55
2080	10881.28
2081	10811.54
2082	10810.64
2083	10818.29
2084	10967.66
2085	10883.98
2086	10668.48
2087	10678.37
2088	10586.60
2089	10298.22
2090	9975.19
2091	9810.08
2092	9742.60
2093	9729.55
2094	9762.84
2095	9833.03
2096	9954.50
2097	10203.29
2098	10385.49
2099	10434.53
2100	10469.62
2101	10438.13
2102	10318.01
2103	10197.44
2104	10157.40
2105	10131.30
2106	10200.59
2107	10253.68
2108	10454.78
2109	10434.98
2110	10233.43
2111	10211.84
2112	10150.65
2113	9870.82
2114	9666.12
2115	9606.28
2116	9546.44
2117	9457.82
2118	9494.71
2119	9550.94
2120	9559.94
2121	9698.51
2122	9914.01
2123	10040.88
2124	10181.24
2125	10211.84
2126	10143.90
2127	10044.93
2128	10006.23
2129	9916.71
2130	9967.54
2131	10051.22
2132	10173.59
2133	10402.59
2134	10292.82
2135	10255.03
2136	10134.00
2137	9839.32
2138	9658.02
2139	9558.14
2140	9537.90
2141	9596.38
2142	9875.32
2143	10425.98
2144	10781.40
2145	10883.98
2146	11009.50
2147	11027.94
2148	11064.38
2149	11000.95
2150	10999.15
2151	10936.61
2152	10888.02
2153	10818.74
2154	10845.73
2155	10829.54
2156	10747.66
2157	10871.38
2158	10709.42
2159	10660.38
2160	10502.47
2161	10175.84
2162	9942.35
2163	9790.29
2164	9751.15
2165	9798.38
2166	10023.78
2167	10511.01
2168	10848.43
2169	10967.21
2170	11067.08
2171	11071.13
2172	11149.41
2173	11013.10
2174	10980.25
2175	10960.01
2176	10928.07
2177	10888.92
2178	10891.17
2179	10822.34
2180	10732.36
2181	10830.44
2182	10737.31
2183	10673.88
2184	10504.27
2185	10173.14
2186	9926.15
2187	9777.24
2188	9750.25
2189	9766.89
2190	9984.64
2191	10516.86
2192	10831.79
2193	10950.11
2194	11035.14
2195	11023.44
2196	11067.53
2197	11024.34
2198	11011.30
2199	10917.72
2200	10893.42
2201	10896.57
2202	10829.54
2203	10779.15
2204	10679.72
2205	10775.55
2206	10752.16
2207	10696.37
2208	10518.21
2209	10153.80
2210	9905.46
2211	9765.99
2212	9750.70
2213	9744.85
2214	9950.00
2215	10458.83
2216	10766.55
2217	10898.82
2218	10998.70
2219	10993.75
2220	11110.72
2221	11006.35
2222	11010.40
2223	10958.21
2224	10896.12
2225	10883.98
2226	10879.48
2227	10845.28
2228	10780.50
2229	10844.84
2230	10713.02
2231	10635.18
2232	10485.37
2233	10120.06
2234	9905.01
2235	9722.35
2236	9711.55
2237	9743.05
2238	9952.70
2239	10423.74
2240	10829.54
2241	10966.31
2242	11099.47
2243	11170.56
2244	11218.70
2245	11091.38
2246	11027.04
2247	10941.56
2248	10826.39
2249	10752.61
2250	10785.90
2251	10737.76
2252	10649.58
2253	10677.47
2254	10557.80
2255	10565.90
2256	10460.18
2257	10119.61
2258	9860.47
2259	9685.01
2260	9613.93
2261	9590.08
2262	9658.02
2263	9805.13
2264	9879.81
2265	10146.15
2266	10391.34
2267	10523.61
2268	10587.50
2269	10593.34
2270	10414.74
2271	10300.91
2272	10195.64
2273	10161.00
2274	10170.45
2275	10210.94
2276	10141.65
2277	10235.68
2278	10271.22
2279	10192.94
2280	10126.36
2281	9855.97
2282	9615.73
2283	9469.06
2284	9415.08
2285	9381.78
2286	9431.72
2287	9532.50
2288	9516.75
2289	9725.05
2290	9920.31
2291	10095.31
2292	10169.10
2293	10301.81
2294	10201.94
2295	10080.92
2296	9961.25
2297	9901.86
2298	9999.04
2299	10152.45
2300	10172.25
2301	10263.57
2302	10271.22
2303	10224.43
2304	10091.71
2305	9808.28
2306	9623.38
2307	9488.41
2308	9453.77
2309	9520.80
2310	9765.54
2311	10265.37
2312	10553.30
2313	10818.29
2314	10985.20
2315	11054.94
2316	11156.16
2317	11078.78
2318	11055.83
2319	10994.20
2320	10893.87
2321	10848.43
2322	10874.98
2323	10823.69
2324	10739.11
2325	10785.90
2326	10647.33
2327	10617.19
2328	10473.22
2329	10117.81
2330	9937.85
2331	9813.23
2332	9754.74
2333	9780.39
2334	9990.49
2335	10414.29
2336	10636.08
2337	10888.92
2338	11052.69
2339	11175.06
2340	11326.67
2341	11174.16
2342	11172.81
2343	11048.64
2344	11041.89
2345	10978.90
2346	10986.55
2347	10919.52
2348	10786.80
2349	10796.70
2350	10755.76
2351	10762.05
2352	10602.34
2353	10301.81
2354	10068.77
2355	9947.30
2356	9883.86
2357	9924.80
2358	10174.49
2359	10538.46
2360	10764.75
2361	10987.45
2362	11107.12
2363	11121.07
2364	11235.34
2365	11133.22
2366	11141.31
2367	11019.84
2368	10968.11
2369	10887.57
2370	10913.22
2371	10807.04
2372	10676.13
2373	10690.52
2374	10790.40
2375	10758.01
2376	10595.59
2377	10244.23
2378	10028.73
2379	9885.66
2380	9827.63
2381	9853.27
2382	10048.07
2383	10491.67
2384	10702.22
2385	10915.47
2386	11047.29
2387	11088.23
2388	11184.95
2389	11051.79
2390	11018.04
2391	10915.02
2392	10801.65
2393	10731.91
2394	10762.05
2395	10719.76
2396	10598.29
2397	10644.63
2398	10673.43
2399	10661.73
2400	10547.01
2401	10196.54
2402	9979.24
2403	9824.48
2404	9812.78
2405	9835.28
2406	10051.67
2407	10437.23
2408	10659.48
2409	10892.07
2410	11054.94
2411	11127.82
2412	11153.01
2413	11059.88
2414	11041.44
2415	10886.23
2416	10819.19
2417	10686.47
2418	10769.70
2419	10648.23
2420	10540.26
2421	10570.40
2422	10592.89
2423	10597.84
2424	10482.22
2425	10157.85
2426	9945.05
2427	9765.09
2428	9667.92
2429	9702.56
2430	9721.00
2431	9801.98
2432	9871.72
2433	10129.96
2434	10323.86
2435	10415.64
2436	10476.37
2437	10462.88
2438	10274.82
2439	10161.00
2440	10125.91
2441	10103.41
2442	10139.40
2443	10217.68
2444	10211.39
2445	10210.94
2446	10237.93
2447	10203.29
2448	10112.41
2449	9813.68
2450	9648.57
2451	9492.01
2452	9439.82
2453	9408.33
2454	9447.47
2455	9522.60
2456	9546.89
2457	9760.59
2458	9981.04
2459	10124.56
2460	10263.57
2461	10295.07
2462	10219.03
2463	10042.68
2464	10029.18
2465	9947.30
2466	9956.30
2467	10034.58
2468	10047.62
2469	10105.21
2470	10269.42
2471	10254.13
2472	10123.66
2473	9824.48
2474	9667.47
2475	9586.03
2476	9548.24
2477	9602.23
2478	9855.97
2479	10299.56
2480	10541.16
2481	10824.59
2482	11009.05
2483	11083.28
2484	11170.11
2485	11087.33
2486	11021.19
2487	10942.01
2488	10967.66
2489	10880.38
2490	10891.17
2491	10836.74
2492	10705.37
2493	10649.13
2494	10684.67
2495	10669.83
2496	10544.76
2497	10243.78
2498	10052.57
2499	9911.31
2500	9856.42
2501	9928.40
2502	10106.56
2503	10503.37
2504	10706.72
2505	10893.42
2506	11017.14
2507	11086.88
2508	11217.35
2509	11135.02
2510	11128.27
2511	11064.83
2512	11000.05
2513	10938.41
2514	10910.97
2515	10850.68
2516	10724.71
2517	10672.98
2518	10752.16
2519	10776.00
2520	10639.68
2521	10331.96
2522	10119.61
2523	9948.20
2524	9912.21
2525	9962.15
2526	10141.20
2527	10508.32
2528	10698.62
2529	10879.03
2530	11013.99
2531	11056.28
2532	11112.52
2533	11032.44
2534	10973.50
2535	10920.42
2536	10860.13
2537	10820.09
2538	10780.05
2539	10772.40
2540	10635.18
2541	10596.94
2542	10679.27
2543	10709.42
2544	10614.49
2545	10294.62
2546	10035.03
2547	9896.91
2548	9868.57
2549	9905.01
2550	10050.77
2551	10411.59
2552	10572.20
2553	10758.01
2554	10930.31
2555	11015.79
2556	11033.34
2557	11031.54
2558	10961.36
2559	10874.53
2560	10785.00
2561	10697.72
2562	10734.16
2563	10768.80
2564	10696.37
2565	10655.43
2566	10673.43
2567	10723.81
2568	10613.59
2569	10283.37
2570	10026.03
2571	9878.02
2572	9800.63
2573	9825.83
2574	9994.09
2575	10354.90
2576	10541.16
2577	10740.01
2578	10959.56
2579	11029.29
2580	11101.72
2581	11058.08
2582	10945.16
2583	10843.04
2584	10775.55
2585	10662.63
2586	10727.41
2587	10677.92
2588	10555.55
2589	10485.37
2590	10560.95
2591	10642.38
2592	10584.80
2593	10234.33
2594	9941.90
2595	9773.64
2596	9689.96
2597	9719.20
2598	9728.65
2599	9748.90
2600	9843.82
2601	10070.57
2602	10280.22
2603	10368.85
2604	10551.50
2605	10537.11
2606	10394.94
2607	10259.07
2608	10206.89
2609	10169.10
2610	10206.89
2611	10228.48
2612	10178.09
2613	10142.55
2614	10266.27
2615	10251.88
2616	10187.09
2617	9896.01
2618	9653.97
2619	9492.01
2620	9428.57
2621	9371.44
2622	9411.03
2623	9483.01
2624	9514.95
2625	9702.56
2626	9928.85
2627	9995.44
2628	10110.16
2629	10229.38
2630	10082.27
2631	9912.66
2632	9762.84
2633	9726.40
2634	9785.34
2635	9840.22
2636	9934.70
2637	9965.29
2638	10094.86
2639	10115.11
2640	10044.03
2641	9721.45
2642	9543.74
2643	9412.83
2644	9325.10
2645	9328.70
2646	9399.78
2647	9461.86
2648	9481.21
2649	9630.57
2650	9842.02
2651	10018.83
2652	10104.31
2653	10113.31
2654	10023.78
2655	9934.25
2656	9893.76
2657	9881.61
2658	10052.57
2659	10169.10
2660	10152.00
2661	10180.79
2662	10205.09
2663	10279.77
2664	10136.70
2665	9808.73
2666	9598.18
2667	9479.41
2668	9460.96
2669	9522.15
2670	9774.09
2671	10270.32
2672	10623.04
2673	10865.98
2674	11044.14
2675	11073.38
2676	11093.63
2677	10933.01
2678	10961.36
2679	11002.75
2680	10968.11
2681	10861.93
2682	10891.62
2683	10812.44
2684	10678.82
2685	10559.15
2686	10643.28
2687	10663.08
2688	10461.53
2689	10173.59
2690	9939.65
2691	9771.84
2692	9749.80
2693	9781.74
2694	10026.93
2695	10428.23
2696	10743.16
2697	10888.47
2698	11009.05
2699	11072.03
2700	11143.11
2701	11076.98
2702	11088.68
2703	11059.43
2704	10995.55
2705	10963.16
2706	10868.23
2707	10821.89
2708	10690.97
2709	10612.24
2710	10713.02
2711	10685.12
2712	10490.32
2713	10139.85
2714	9917.16
2715	9791.64
2716	9721.45
2717	9768.24
2718	9963.04
2719	10386.39
2720	10731.01
2721	10942.01
2722	11045.94
2723	11062.58
2724	11104.87
2725	10950.56
2726	10927.62
2727	10855.18
2728	10859.68
2729	10864.63
2730	10998.70
2731	10906.02
2732	10743.16
2733	10645.98
2734	10671.63
2735	10658.13
2736	10459.73
2737	10138.50
2738	9889.71
2739	9774.54
2740	9721.90
2741	9758.79
2742	9951.35
2743	10359.40
2744	10706.27
2745	10876.33
2746	11002.75
2747	11058.53
2748	11112.52
2749	11006.80
2750	11014.89
2751	10880.83
2752	10800.30
2753	10812.44
2754	10807.04
2755	10690.52
2756	10501.12
2757	10426.88
2758	10476.37
2759	10506.97
2760	10363.00
2761	10032.78
2762	9784.89
2763	9579.29
2764	9528.90
2765	9512.25
2766	9542.39
2767	9587.83
2768	9721.45
2769	9985.99
2770	10232.98
2771	10350.40
2772	10415.64
2773	10386.84
2774	10303.61
2775	10232.53
2776	10167.75
2777	10157.85
2778	10177.19
2779	10133.10
2780	10130.85
2781	10049.87
2782	10084.52
2783	10067.42
2784	9993.19
2785	9749.35
2786	9555.89
2787	9411.48
2788	9350.29
2789	9329.15
2790	9361.09
2791	9371.44
2792	9440.27
2793	9633.72
2794	9872.17
2795	9996.34
2796	10141.65
2797	10183.49
2798	10059.32
2799	9900.96
2800	9874.42
2801	9837.52
2802	9947.30
2803	10001.29
2804	10039.98
2805	10051.67
2806	10155.15
2807	10122.31
2808	9950.00
2809	9692.66
2810	9532.95
2811	9414.63
2812	9375.48
2813	9443.87
2814	9720.10
2815	10148.85
2816	10513.71
2817	10761.15
2818	10874.98
2819	10929.86
2820	11028.39
2821	11031.09
2822	11043.69
2823	10946.06
2824	10825.94
2825	10820.09
2826	10844.84
2827	10801.65
2828	10680.62
2829	10575.35
2830	10553.75
2831	10539.36
2832	10355.80
2833	10039.08
2834	9835.73
2835	9694.91
2836	9668.36
2837	9687.71
2838	9876.67
2839	10239.28
2840	10623.49
2841	10863.73
2842	10992.40
2843	11032.44
2844	11099.92
2845	10991.95
2846	11037.39
2847	10996.00
2848	10872.28
2849	10835.39
2850	10839.89
2851	10792.65
2852	10643.28
2853	10534.86
2854	10586.60
2855	10609.09
2856	10423.74
2857	10108.36
2858	9891.51
2859	9765.99
2860	9730.90
2861	9770.49
2862	9976.54
2863	10339.61
2864	10699.97
2865	10917.72
2866	11031.09
2867	11067.98
2868	11180.91
2869	11121.07
2870	11096.33
2871	11051.79
2872	10980.25
2873	10847.08
2874	10802.55
2875	10690.52
2876	10546.11
2877	10442.18
2878	10505.62
2879	10555.55
2880	10391.34
2881	10012.98
2882	9774.09
2883	9622.48
2884	9570.74
2885	9515.40
2886	9516.75
2887	9476.71
2888	9501.45
2889	9655.77
2890	9839.32
2891	9953.60
2892	10079.12
2893	10126.36
2894	10055.72
2895	9890.16
2896	9784.89
2897	9849.22
2898	9974.29
2899	10080.92
2900	10057.97
2901	9986.89
2902	10082.72
2903	10174.94
2904	10044.48
2905	9735.40
2906	9524.85
2907	9408.78
2908	9370.99
2909	9390.33
2910	9509.10
2911	9695.36
2912	9939.65
2913	10212.74
2914	10416.09
2915	10490.77
2916	10624.84
2917	10542.51
2918	10469.62
2919	10396.29
2920	10334.21
2921	10355.35
2922	10432.73
2923	10416.54
2924	10290.12
2925	10217.68
2926	10205.09
2927	10296.42
2928	10230.73
2929	9914.46
2930	9666.12
2931	9532.05
2932	9448.82
2933	9450.62
2934	9494.71
2935	9517.65
2936	9662.07
2937	9921.20
2938	10148.85
2939	10260.42
2940	10231.63
2941	10271.67
2942	10154.70
2943	10086.32
2944	10061.57
2945	10039.53
2946	10158.75
2947	10167.75
2948	10084.07
2949	9989.14
2950	10064.27
2951	10125.46
2952	10040.43
2953	9785.34
2954	9572.54
2955	9456.02
2956	9417.77
2957	9408.78
2958	9438.92
2959	9422.27
2960	9480.76
2961	9652.62
2962	9860.02
2963	10008.48
2964	10111.06
2965	10127.71
2966	9971.14
2967	9804.23
2968	9726.85
2969	9740.80
2970	9869.47
2971	10015.23
2972	10054.82
2973	10043.58
2974	10153.35
2975	10161.00
2976	9994.99
2977	9704.81
2978	9531.15
2979	9400.23
2980	9375.48
2981	9452.87
2982	9696.26
2983	10074.17
2984	10477.72
2985	10646.43
2986	10798.50
2987	10853.38
2988	10889.37
2989	10807.49
2990	10785.90
2991	10762.05
2992	10708.97
2993	10683.77
2994	10714.82
2995	10679.72
2996	10555.10
2997	10410.69
2998	10420.14
2999	10499.77
3000	10314.86
3001	9966.64
3002	9743.50
3003	9650.37
3004	9619.33
3005	9644.97
3006	9828.08
3007	10178.09
3008	10583.00
3009	10789.05
3010	10932.11
3011	10996.45
3012	11116.12
3013	10996.90
3014	11059.88
3015	10981.15
3016	10954.61
3017	10805.69
3018	10904.67
3019	10906.92
3020	10778.25
3021	10626.19
3022	10588.85
3023	10620.34
3024	10442.18
3025	10074.17
3026	9878.91
3027	9720.55
3028	9694.01
3029	9735.40
3030	9942.80
3031	10279.32
3032	10652.28
3033	10863.28
3034	11003.20
3035	11090.93
3036	11192.60
3037	11058.98
3038	11059.43
3039	11004.10
3040	10961.81
3041	10928.52
3042	10870.03
3043	10839.44
3044	10708.97
3045	10587.95
3046	10557.80
3047	10654.98
3048	10490.77
3049	10138.95
3050	9891.51
3051	9726.40
3052	9681.86
3053	9754.29
3054	9940.55
3055	10286.97
3056	10676.13
3057	10835.84
3058	10992.40
3059	11029.74
3060	11108.02
3061	11030.19
3062	11017.14
3063	10942.91
3064	11024.79
3065	10980.70
3066	11020.29
3067	11027.49
3068	10881.28
3069	10720.66
3070	10662.18
3071	10681.07
3072	10535.76
3073	10147.50
3074	9944.15
3075	9790.29
3076	9760.14
3077	9776.79
3078	9955.85
3079	10343.65
3080	10751.26
3081	10943.36
3082	11109.37
3083	11144.01
3084	11107.12
3085	11031.09
3086	10980.25
3087	10898.82
3088	10854.73
3089	10754.41
3090	10732.36
3091	10712.12
3092	10522.26
3093	10388.19
3094	10399.44
3095	10565.90
3096	10448.03
3097	10123.21
3098	9840.67
3099	9691.76
3100	9612.58
3101	9572.54
3102	9598.18
3103	9622.48
3104	9781.74
3105	10111.06
3106	10374.25
3107	10557.80
3108	10709.42
3109	10663.98
3110	10499.32
3111	10397.19
3112	10352.65
3113	10324.31
3114	10441.73
3115	10403.04
3116	10283.37
3117	10144.80
3118	10155.15
3119	10240.63
3120	10176.74
3121	9941.45
3122	9682.76
3123	9506.85
3124	9452.87
3125	9432.17
3126	9437.57
3127	9401.13
3128	9499.21
3129	9731.80
3130	9961.70
3131	10114.66
3132	10227.58
3133	10176.29
3134	10009.38
3135	9947.75
3136	9872.62
3137	9903.66
3138	9967.99
3139	10081.37
3140	10164.60
3141	10148.85
3142	10172.69
3143	10237.48
3144	10102.51
3145	9810.98
3146	9629.67
3147	9514.05
3148	9471.31
3149	9579.74
3150	9791.19
3151	10226.23
3152	10676.58
3153	10882.18
3154	11056.28
3155	11170.56
3156	11294.73
3157	11102.17
3158	11134.12
3159	11011.75
3160	10951.01
3161	10935.26
3162	11019.39
3163	10965.41
3164	10841.69
3165	10692.77
3166	10600.09
3167	10677.47
3168	10540.71
3169	10196.54
3170	9957.65
3171	9837.97
3172	9795.68
3173	9845.62
3174	9994.99
3175	10376.05
3176	10787.25
3177	11002.30
3178	11099.47
3179	11175.96
3180	11260.09
3181	11117.92
3182	11149.41
3183	11102.17
3184	11086.88
3185	11086.88
3186	11080.13
3187	10987.45
3188	10758.46
3189	10583.90
3190	10534.41
3191	10671.63
3192	10537.11
3193	10210.04
3194	9968.44
3195	9826.28
3196	9794.34
3197	9852.82
3198	10019.73
3199	10382.35
3200	10755.31
3201	10931.21
3202	11099.02
3203	11176.86
3204	11145.36
3205	11061.68
3206	11113.87
3207	11045.04
3208	11061.23
3209	11048.19
3210	11027.49
3211	10906.02
3212	10693.22
3213	10524.51
3214	10504.27
3215	10674.33
3216	10498.42
3217	10152.45
3218	9950.45
3219	9788.04
3220	9765.54
3221	9801.53
3222	9989.14
3223	10376.05
3224	10667.58
3225	10874.08
3226	11026.14
3227	11063.93
3228	11166.06
3229	11033.34
3230	11018.49
3231	10969.01
3232	10917.27
3233	10893.87
3234	10937.06
3235	10843.94
3236	10676.13
3237	10492.57
3238	10445.33
3239	10627.09
3240	10478.17
3241	10109.71
3242	9879.36
3243	9746.20
3244	9722.80
3245	9770.04
3246	9933.35
3247	10270.32
3248	10634.74
3249	10814.24
3250	10949.21
3251	10983.85
3252	11027.49
3253	10922.67
3254	10866.43
3255	10831.34
3256	10724.26
3257	10704.02
3258	10697.27
3259	10592.45
3260	10455.68
3261	10316.66
3262	10285.17
3263	10470.07
3264	10354.00
3265	10031.88
3266	9783.54
3267	9633.72
3268	9558.59
3269	9482.56
3270	9474.46
3271	9539.70
3272	9719.65
3273	9995.89
3274	10256.82
3275	10345.45
3276	10397.19
3277	10365.25
3278	10220.38
3279	10100.26
3280	10079.57
3281	10107.46
3282	10124.11
3283	10111.96
3284	10028.73
3285	9956.30
3286	9961.25
3287	10105.21
3288	9972.94
3289	9742.60
3290	9536.10
3291	9412.83
3292	9354.34
3293	9311.60
3294	9279.66
3295	9292.25
3296	9438.02
3297	9643.62
3298	9849.67
3299	9977.89
3300	10062.02
3301	10070.12
3302	9960.80
3303	9863.62
3304	9807.83
3305	9791.19
3306	9846.07
3307	9959.00
3308	9973.39
3309	9949.55
3310	10002.19
3311	10129.96
3312	9910.41
3313	9622.03
3314	9481.21
3315	9386.28
3316	9342.64
3317	9432.62
3318	9590.53
3319	9985.54
3320	10430.93
3321	10693.67
3322	10902.87
3323	10983.85
3324	11085.98
3325	10970.36
3326	10967.21
3327	10956.41
3328	10895.67
3329	10846.63
3330	10859.23
3331	10783.65
3332	10606.84
3333	10437.23
3334	10368.85
3335	10547.91
3336	10298.67
3337	9982.39
3338	9787.14
3339	9628.77
3340	9588.73
3341	9663.42
3342	9761.49
3343	10135.80
3344	10562.75
3345	10802.10
3346	10962.71
3347	11089.58
3348	11130.07
3349	11002.30
3350	10987.90
3351	10992.85
3352	10963.16
3353	10902.87
3354	10925.82
3355	10869.58
3356	10674.33
3357	10519.11
3358	10514.61
3359	10561.85
3360	10345.45
3361	10042.23
3362	9849.22
3363	9735.85
3364	9687.71
3365	9699.86
3366	9825.38
3367	10165.05
3368	10604.14
3369	10847.53
3370	11076.08
3371	11176.41
3372	11312.27
3373	11181.35
3374	11058.53
3375	10986.55
3376	10969.46
3377	10894.32
3378	10887.12
3379	10835.84
3380	10728.76
3381	10582.55
3382	10523.61
3383	10561.85
3384	10345.45
3385	10016.13
3386	9830.78
3387	9731.35
3388	9687.26
3389	9721.00
3390	9836.62
3391	10154.25
3392	10573.10
3393	10796.25
3394	11002.30
3395	11000.05
3396	11065.28
3397	11010.40
3398	11039.19
3399	10918.17
3400	10874.08
3401	10892.52
3402	10946.51
3403	10818.29
3404	10643.28
3405	10442.63
3406	10358.05
3407	10468.72
3408	10291.47
3409	9969.79
3410	9780.39
3411	9642.72
3412	9629.67
3413	9688.61
3414	9808.73
3415	10152.00
3416	10588.85
3417	10842.59
3418	11009.50
3419	11056.28
3420	11176.41
3421	11051.34
3422	10975.75
3423	10889.82
3424	10821.44
3425	10776.45
3426	10717.52
3427	10644.63
3428	10490.32
3429	10322.51
3430	10237.93
3431	10396.74
3432	10261.77
3433	9985.99
3434	9766.89
3435	9598.18
3436	9506.85
3437	9471.76
3438	9411.93
3439	9496.96
3440	9692.21
3441	10000.39
3442	10237.03
3443	10328.36
3444	10417.44
3445	10417.89
3446	10337.81
3447	10220.83
3448	10146.15
3449	10165.05
3450	10170.90
3451	10169.55
3452	10102.51
3453	10026.93
3454	9972.94
3455	10098.01
3456	9936.05
3457	9730.90
3458	9532.05
3459	9370.99
3460	9331.85
3461	9317.90
3462	9259.86
3463	9299.45
3464	9418.22
3465	9649.47
3466	9905.91
3467	9991.39
3468	10062.92
3469	10068.77
3470	10014.78
3471	9873.52
3472	9827.63
3473	9807.83
3474	9887.46
3475	9951.80
3476	10020.18
3477	9970.24
3478	9987.34
3479	10130.41
3480	9914.01
3481	9625.63
3482	9465.91
3483	9367.39
3484	9347.14
3485	9406.08
3486	9545.54
3487	9958.55
3488	10429.58
3489	10705.82
3490	10898.82
3491	10995.55
3492	11144.91
3493	11065.28
3494	11033.79
3495	10944.71
3496	10870.48
3497	10832.24
3498	10839.89
3499	10802.10
3500	10648.68
3501	10476.37
3502	10387.74
3503	10478.17
3504	10270.77
3505	9964.39
3506	9799.28
3507	9666.12
3508	9631.47
3509	9671.96
3510	9760.14
3511	10119.61
3512	10541.61
3513	10797.15
3514	10973.05
3515	11041.89
3516	11107.57
3517	10978.00
3518	10971.25
3519	10960.01
3520	10933.91
3521	10895.67
3522	10929.41
3523	10869.58
3524	10697.27
3525	10565.90
3526	10439.93
3527	10512.36
3528	10304.51
3529	9975.19
3530	9787.14
3531	9677.81
3532	9655.77
3533	9665.67
3534	9789.39
3535	10151.55
3536	10570.40
3537	10828.19
3538	10951.46
3539	10999.15
3540	11092.28
3541	11041.89
3542	11032.44
3543	10915.92
3544	10836.29
3545	10734.61
3546	10742.71
3547	10667.58
3548	10507.42
3549	10357.15
3550	10268.07
3551	10445.78
3552	10291.02
3553	9974.74
3554	9756.99
3555	9606.28
3556	9518.10
3557	9452.87
3558	9373.24
3559	9358.39
3560	9457.82
3561	9638.22
3562	9799.28
3563	10002.19
3564	10129.96
3565	10158.30
3566	10049.42
3567	9910.86
3568	9848.32
3569	9825.38
3570	9898.26
3571	9972.04
3572	9959.45
3573	9873.52
3574	9863.17
3575	10068.32
3576	9890.16
3577	9624.73
3578	9441.62
3579	9334.54
3580	9283.26
3581	9296.75
3582	9369.64
3583	9576.14
3584	9833.93
3585	10154.70
3586	10354.45
3587	10466.48
3588	10510.56
3589	10471.87
3590	10373.35
3591	10333.31
3592	10230.73
3593	10200.59
3594	10251.43
3595	10253.68
3596	10131.75
3597	10011.63
3598	9933.80
3599	10149.75
3600	10038.18
3601	9761.94
3602	9543.29
3603	9398.88
3604	9326.00
3605	9316.10
3606	9268.41
3607	9334.09
3608	9517.20
3609	9771.39
3610	10023.78
3611	10121.86
3612	10156.50
3613	10160.55
3614	9993.64
3615	9937.40
3616	9905.91
3617	10001.29
3618	10052.12
3619	10062.92
3620	9957.65
