	BE
5370	10749.46
5371	10627.09
5372	10436.33
5373	10279.77
5374	10308.11
5375	10340.51
5376	10106.56
5377	9858.22
5378	9699.86
5379	9572.99
5380	9524.85
5381	9571.64
5382	9695.81
5383	9957.20
5384	10237.03
5385	10557.35
5386	10708.97
5387	10813.79
5388	10972.15
5389	10888.02
5390	10843.04
5391	10776.90
5392	10765.65
5393	10771.05
5394	10691.42
5395	10606.84
5396	10466.92
5397	10348.15
5398	10367.95
5399	10413.39
5400	10175.39
5401	9916.26
5402	9736.75
5403	9653.07
5404	9600.88
5405	9627.42
5406	9768.24
5407	10005.33
5408	10304.51
5409	10561.40
5410	10798.95
5411	10896.57
5412	10902.42
5413	10793.10
5414	10829.09
5415	10789.95
5416	10753.06
5417	10749.91
5418	10659.48
5419	10556.45
5420	10389.09
5421	10284.27
5422	10282.47
5423	10309.91
5424	10110.16
5425	9833.03
5426	9650.37
5427	9528.90
5428	9478.06
5429	9415.53
5430	9414.18
5431	9376.83
5432	9456.02
5433	9645.42
5434	9857.77
5435	9976.09
5436	10077.77
5437	10083.17
5438	9930.65
5439	9875.77
5440	9832.13
5441	9828.53
5442	9891.96
5443	9906.36
5444	9898.71
5445	9824.93
5446	9921.65
5447	9985.09
5448	9830.33
5449	9589.18
5450	9441.17
5451	9290.45
5452	9236.47
5453	9231.97
5454	9288.66
5455	9320.60
5456	9465.46
5457	9764.64
5458	9948.20
5459	10101.61
5460	10117.81
5461	10147.50
5462	10180.79
5463	10044.93
5464	9989.59
5465	10032.78
5466	10095.76
5467	10092.16
5468	9991.84
5469	9888.81
5470	9967.99
5471	9945.05
5472	9807.83
5473	9586.93
5474	9436.67
5475	9310.70
5476	9242.32
5477	9195.08
5478	9259.41
5479	9249.06
5480	9333.19
5481	9485.26
5482	9751.60
5483	9924.35
5484	10048.97
5485	10136.70
5486	9945.50
5487	9810.08
5488	9770.49
5489	9761.94
5490	9906.36
5491	9927.95
5492	9977.89
5493	9994.09
5494	10069.22
5495	10030.53
5496	9844.27
5497	9610.33
5498	9471.31
5499	9399.78
5500	9371.44
5501	9403.83
5502	9611.68
5503	9964.84
5504	10262.22
5505	10576.70
5506	10774.65
5507	10884.88
5508	10924.02
5509	10797.60
5510	10792.20
5511	10799.85
5512	10776.45
5513	10776.45
5514	10729.66
5515	10686.92
5516	10543.41
5517	10466.48
5518	10488.52
5519	10469.62
5520	10234.78
5521	9939.65
5522	9755.64
5523	9646.32
5524	9619.33
5525	9650.82
5526	9809.18
5527	10133.10
5528	10442.63
5529	10741.81
5530	10911.87
5531	11053.59
5532	11153.91
5533	11077.43
5534	11062.58
5535	10955.96
5536	10854.28
5537	10841.69
5538	10843.49
5539	10763.40
5540	10543.41
5541	10478.62
5542	10526.31
5543	10506.52
5544	10277.97
5545	9999.94
5546	9823.58
5547	9693.11
5548	9659.82
5549	9667.47
5550	9855.97
5551	10164.60
5552	10434.53
5553	10700.42
5554	10836.74
5555	10953.71
5556	11066.18
5557	10999.15
5558	10919.97
5559	10886.68
5560	10912.77
5561	10871.83
5562	10872.73
5563	10789.05
5564	10661.73
5565	10576.25
5566	10581.65
5567	10555.10
5568	10306.31
5569	10001.74
5570	9823.13
5571	9744.40
5572	9694.01
5573	9729.55
5574	9875.77
5575	10217.23
5576	10492.12
5577	10723.81
5578	10898.82
5579	10980.70
5580	11045.94
5581	11048.19
5582	11057.63
5583	10938.86
5584	10824.14
5585	10789.50
5586	10853.38
5587	10803.44
5588	10607.29
5589	10517.31
5590	10538.46
5591	10549.71
5592	10341.85
5593	10012.98
5594	9861.37
5595	9765.54
5596	9686.81
5597	9716.05
5598	9889.71
5599	10178.99
5600	10466.48
5601	10756.66
5602	10927.62
5603	10974.85
5604	11025.24
5605	10929.86
5606	10889.37
5607	10842.14
5608	10801.65
5609	10764.75
5610	10762.05
5611	10680.17
5612	10547.91
5613	10481.77
5614	10505.62
5615	10440.83
5616	10250.53
5617	9939.65
5618	9750.25
5619	9630.12
5620	9534.75
5621	9469.51
5622	9486.16
5623	9568.49
5624	9700.31
5625	9949.55
5626	10158.30
5627	10293.72
5628	10347.25
5629	10406.64
5630	10355.80
5631	10261.77
5632	10229.83
5633	10227.13
5634	10246.48
5635	10174.49
5636	10081.82
5637	10019.28
5638	10088.57
5639	10035.03
5640	9860.47
5641	9654.42
5642	9487.51
5643	9381.78
5644	9314.75
5645	9285.96
5646	9307.10
5647	9353.89
5648	9408.78
5649	9577.49
5650	9808.73
5651	9913.11
5652	10040.88
5653	10082.27
5654	9820.88
5655	9762.84
5656	9756.09
5657	9785.34
5658	9876.22
5659	9957.20
5660	9983.74
5661	10039.98
5662	10163.70
5663	10062.47
5664	9890.61
5665	9630.12
5666	9496.06
5667	9411.48
5668	9399.78
5669	9438.92
5670	9656.22
5671	10029.18
5672	10336.91
5673	10649.13
5674	10802.10
5675	10925.82
5676	11025.24
5677	10990.15
5678	10984.75
5679	10926.27
5680	10917.27
5681	10925.37
5682	10986.10
5683	10976.65
5684	10848.43
5685	10762.50
5686	10633.84
5687	10517.76
5688	10327.91
5689	10056.62
5690	9887.46
5691	9745.75
5692	9726.85
5693	9748.45
5694	9886.11
5695	10264.92
5696	10581.65
5697	10879.03
5698	11069.33
5699	11172.36
5700	11272.23
5701	11199.35
5702	11174.61
5703	11085.08
5704	11049.99
5705	11017.14
5706	10990.60
5707	10984.75
5708	10809.74
5709	10704.47
5710	10638.33
5711	10555.10
5712	10361.20
5713	10055.72
5714	9848.77
5715	9736.75
5716	9704.81
5717	9736.75
5718	9907.26
5719	10252.78
5720	10544.31
5721	10823.24
5722	10990.15
5723	11097.67
5724	11188.10
5725	11106.67
5726	11099.92
5727	10995.55
5728	10910.97
5729	10870.93
5730	10826.39
5731	10781.40
5732	10623.94
5733	10602.79
5734	10637.43
5735	10584.80
5736	10341.40
5737	10028.28
5738	9875.32
5739	9739.90
5740	9671.51
5741	9698.06
5742	9869.47
5743	10233.43
5744	10524.96
5745	10774.65
5746	10922.67
5747	11050.44
5748	11182.70
5749	11077.88
5750	11028.84
5751	11024.34
5752	11005.00
5753	10922.22
5754	10894.77
5755	10860.13
5756	10741.81
5757	10687.37
5758	10618.99
5759	10529.91
5760	10321.16
5761	10046.28
5762	9845.17
5763	9708.86
5764	9684.56
5765	9703.46
5766	9870.37
5767	10236.58
5768	10536.66
5769	10817.39
5770	11021.19
5771	11140.86
5772	11221.40
5773	11142.66
5774	11013.10
5775	10891.62
5776	10807.94
5777	10781.85
5778	10738.66
5779	10642.38
5780	10489.87
5781	10461.08
5782	10452.53
5783	10354.45
5784	10209.14
5785	9902.31
5786	9745.30
5787	9591.88
5788	9521.70
5789	9484.36
5790	9483.91
5791	9585.13
5792	9712.45
5793	9938.30
5794	10201.94
5795	10377.85
5796	10477.27
5797	10479.52
5798	10404.39
5799	10364.35
5800	10300.91
5801	10309.01
5802	10369.30
5803	10341.40
5804	10304.51
5805	10252.33
5806	10220.38
5807	10086.77
5808	9944.15
5809	9730.90
5810	9562.19
5811	9447.92
5812	9377.73
5813	9358.84
5814	9366.04
5815	9409.23
5816	9458.26
5817	9704.81
5818	9945.95
5819	10101.16
5820	10214.54
5821	10377.85
5822	10228.93
5823	10061.12
5824	9960.80
5825	9993.64
5826	10003.54
5827	10179.44
5828	10180.79
5829	10234.33
5830	10282.02
5831	10161.00
5832	9944.60
5833	9702.56
5834	9552.29
5835	9457.82
5836	9451.52
5837	9499.21
5838	9726.40
5839	10219.93
5840	10577.15
5841	10748.56
5842	10917.72
5843	11016.24
5844	11126.02
5845	11070.23
5846	11013.54
5847	10954.16
5848	10901.97
5849	10867.33
5850	10879.93
5851	10825.49
5852	10771.95
5853	10740.46
5854	10622.59
5855	10524.06
5856	10292.82
5857	10038.63
5858	9861.82
5859	9744.40
5860	9703.46
5861	9736.30
5862	9914.91
5863	10366.15
5864	10677.92
5865	10916.82
5866	11041.89
5867	11067.53
5868	11148.96
5869	11094.98
5870	11048.19
5871	11009.05
5872	10950.11
5873	10922.22
5874	10955.51
5875	10897.92
5876	10715.27
5877	10724.26
5878	10728.31
5879	10627.54
5880	10386.84
5881	10092.16
5882	9922.55
5883	9815.03
5884	9746.20
5885	9800.18
5886	9952.70
5887	10386.84
5888	10747.21
5889	10963.16
5890	11052.24
5891	11172.36
5892	11230.84
5893	11106.67
5894	11092.73
5895	11050.89
5896	11015.34
5897	11001.40
5898	11016.24
5899	10909.62
5900	10749.01
5901	10766.10
5902	10748.11
5903	10632.49
5904	10328.36
5905	10063.82
5906	9891.51
5907	9788.49
5908	9760.59
5909	9775.44
5910	9949.10
5911	10394.49
5912	10719.76
5913	10920.42
5914	11077.43
5915	11187.20
5916	11273.58
5917	11207.00
5918	11188.10
5919	11117.92
5920	11054.04
5921	11061.68
5922	11041.44
5923	10964.96
5924	10806.14
5925	10834.49
5926	10732.36
5927	10616.29
5928	10362.55
5929	10057.52
5930	9909.06
5931	9787.59
5932	9765.99
5933	9803.78
5934	9975.64
5935	10432.73
5936	10787.25
5937	10941.11
5938	11068.88
5939	11093.18
5940	11122.42
5941	11035.14
5942	11040.99
5943	11044.59
5944	10887.57
5945	10849.78
5946	10866.88
5947	10764.75
5948	10603.24
5949	10644.18
5950	10575.35
5951	10504.72
5952	10324.31
5953	10046.72
5954	9789.39
5955	9632.37
5956	9572.99
5957	9508.65
5958	9545.99
5959	9678.71
5960	9759.24
5961	10037.28
5962	10315.76
5963	10424.19
5964	10508.32
5965	10489.87
5966	10379.20
5967	10303.16
5968	10240.18
5969	10199.69
5970	10302.71
5971	10295.52
5972	10232.53
5973	10263.12
5974	10185.74
5975	10063.37
5976	9920.31
5977	9679.16
5978	9537.45
5979	9403.83
5980	9373.24
5981	9341.29
5982	9369.19
5983	9482.56
5984	9510.45
5985	9749.35
5986	9947.75
5987	10129.51
5988	10224.43
5989	10185.74
5990	10059.77
5991	9900.51
5992	9883.41
5993	9912.21
5994	9947.30
5995	10053.47
5996	10084.07
5997	10255.03
5998	10255.48
5999	10117.36
6000	9883.41
6001	9649.47
6002	9534.75
6003	9453.77
6004	9423.62
6005	9516.75
6006	9716.50
6007	10205.09
6008	10602.79
6009	10803.89
6010	10955.96
6011	11027.04
6012	11177.76
6013	11131.87
6014	11059.88
6015	11014.44
6016	10951.01
6017	10919.52
6018	10944.26
6019	10854.73
6020	10659.48
6021	10722.01
6022	10629.34
6023	10519.11
6024	10282.47
6025	9982.39
6026	9807.83
6027	9711.10
6028	9681.86
6029	9683.21
6030	9860.47
6031	10289.67
6032	10601.44
6033	10767.00
6034	10878.13
6035	10904.22
6036	10963.16
6037	10872.73
6038	10838.54
6039	10820.09
6040	10793.10
6041	10808.39
6042	10853.83
6043	10780.95
6044	10673.88
6045	10743.16
6046	10610.44
6047	10478.62
6048	10199.24
6049	9923.45
6050	9776.34
6051	9671.06
6052	9637.77
6053	9658.02
6054	9846.52
6055	10272.57
6056	10673.43
6057	10872.28
6058	10965.86
6059	11076.53
6060	11166.06
6061	11098.57
6062	11045.94
6063	10964.51
6064	10987.90
6065	10840.34
6066	10849.78
6067	10766.55
6068	10671.18
6069	10712.57
6070	10618.54
6071	10466.48
6072	10235.23
6073	9937.40
6074	9784.89
6075	9680.06
6076	9645.87
6077	9689.06
6078	9865.87
6079	10333.76
6080	10686.02
6081	10829.99
6082	11002.30
6083	11050.44
6084	11167.41
6085	11043.69
6086	11004.55
6087	10982.05
6088	10932.11
6089	10892.97
6090	10929.41
6091	10864.63
6092	10670.28
6093	10786.35
6094	10657.68
6095	10531.26
6096	10289.22
6097	9971.59
6098	9789.39
6099	9688.16
6100	9647.22
6101	9676.46
6102	9844.72
6103	10290.12
6104	10629.79
6105	10783.20
6106	10899.72
6107	10959.56
6108	11002.30
6109	10897.02
6110	10884.88
6111	10841.69
6112	10732.81
6113	10685.12
6114	10691.87
6115	10605.49
6116	10508.77
6117	10627.54
6118	10500.67
6119	10411.59
6120	10196.99
6121	9927.50
6122	9706.61
6123	9599.08
6124	9492.01
6125	9420.47
6126	9453.32
6127	9583.79
6128	9702.56
6129	9955.85
6130	10226.68
6131	10387.74
6132	10425.53
6133	10439.48
6134	10298.67
6135	10172.25
6136	10156.05
6137	10115.11
6138	10115.56
6139	10138.50
6140	10098.01
6141	10185.74
6142	10076.42
6143	9996.79
6144	9807.38
6145	9603.58
6146	9487.51
6147	9358.39
6148	9248.61
6149	9254.01
6150	9267.51
6151	9383.58
6152	9447.47
6153	9642.72
6154	9855.52
6155	9994.09
6156	10151.55
6157	10263.57
6158	10080.92
6159	9944.60
6160	9812.33
6161	9794.78
6162	9885.66
6163	9984.64
6164	10063.82
6165	10279.32
6166	10150.20
6167	10007.13
6168	9783.54
6169	9571.19
6170	9417.32
6171	9352.99
6172	9323.30
6173	9361.54
6174	9594.58
6175	10136.70
6176	10524.06
6177	10626.19
6178	10795.35
6179	10894.32
6180	11006.80
6181	10935.71
6182	10887.57
6183	10826.39
6184	10803.89
6185	10760.71
6186	10796.70
6187	10745.86
6188	10665.33
6189	10763.40
6190	10551.50
6191	10421.94
6192	10164.15
6193	9864.97
6194	9719.20
6195	9586.03
6196	9579.29
6197	9608.53
6198	9804.23
6199	10295.07
6200	10681.52
6201	10795.80
6202	10951.46
6203	11013.10
6204	11088.23
6205	10990.15
6206	11000.50
6207	10881.73
6208	10876.33
6209	10879.48
6210	10865.53
6211	10780.95
6212	10636.08
6213	10767.45
6214	10601.44
6215	10464.68
6216	10216.33
6217	9880.71
6218	9746.20
6219	9603.58
6220	9608.08
6221	9622.48
6222	9790.74
6223	10284.27
6224	10675.23
6225	10781.85
6226	10919.07
6227	11000.95
6228	11107.12
6229	11024.79
6230	10996.00
6231	10971.70
6232	10968.56
6233	10910.07
6234	10924.92
6235	10847.98
6236	10720.21
6237	10845.73
6238	10659.03
6239	10510.11
6240	10276.62
6241	9983.74
6242	9811.43
6243	9698.06
6244	9662.07
6245	9693.56
6246	9882.96
6247	10330.61
6248	10714.82
6249	10894.77
6250	11023.44
6251	11117.47
6252	11233.99
6253	11161.11
6254	11202.05
6255	11074.73
6256	11048.64
6257	11004.55
6258	11014.44
6259	10930.76
6260	10796.25
6261	10875.43
6262	10652.73
6263	10514.16
6264	10277.97
6265	9995.44
6266	9846.52
6267	9701.21
6268	9680.06
6269	9710.21
6270	9890.61
6271	10360.30
6272	10726.51
6273	10878.13
6274	11013.99
6275	11106.67
6276	11186.30
6277	11104.42
6278	11051.34
6279	11022.99
6280	10941.11
6281	10811.99
6282	10811.09
6283	10740.46
6284	10638.78
6285	10756.21
6286	10513.71
6287	10432.73
6288	10223.08
6289	9924.35
6290	9737.65
6291	9572.54
6292	9501.90
6293	9466.81
6294	9483.91
6295	9579.29
6296	9769.59
6297	10001.74
6298	10247.38
6299	10349.95
6300	10396.29
6301	10334.21
6302	10266.27
6303	10214.09
6304	10196.09
6305	10232.08
6306	10247.38
6307	10252.33
6308	10228.03
6309	10350.85
6310	10129.51
6311	10035.48
6312	9864.52
6313	9681.41
6314	9533.40
6315	9429.02
6316	9352.54
6317	9325.55
6318	9354.34
6319	9415.08
6320	9548.69
6321	9743.05
6322	9990.04
6323	10176.74
6324	10360.75
6325	10384.59
6326	10217.68
6327	10148.85
6328	9989.14
6329	9950.00
6330	9967.09
6331	10091.26
6332	10185.74
6333	10391.34
6334	10196.54
6335	10070.12
6336	9847.42
6337	9615.73
6338	9478.96
6339	9401.13
6340	9357.94
6341	9400.68
6342	9640.47
6343	10200.14
6344	10662.63
6345	10838.09
6346	10957.76
6347	11013.99
6348	11066.18
6349	10965.86
6350	11004.55
6351	10938.41
6352	10888.47
6353	10788.15
6354	10835.84
6355	10806.59
6356	10754.41
6357	10871.83
6358	10565.90
6359	10477.72
6360	10218.58
6361	9948.20
6362	9763.74
6363	9657.57
6364	9607.63
6365	9663.87
6366	9859.12
6367	10379.20
6368	10786.35
6369	10885.33
6370	10962.71
6371	11025.69
6372	11082.38
6373	10956.86
6374	10888.92
6375	10890.27
6376	10799.85
6377	10808.39
6378	10835.39
6379	10814.24
6380	10810.19
6381	10882.18
6382	10618.09
6383	10496.17
6384	10264.02
6385	9989.59
6386	9815.48
6387	9678.26
6388	9647.67
6389	9689.96
6390	9874.87
6391	10365.70
6392	10799.40
6393	10903.77
6394	11021.64
6395	11039.64
6396	11146.71
6397	11081.93
6398	11107.57
6399	11050.44
6400	11041.44
6401	10993.75
6402	11029.29
6403	10948.31
6404	10889.37
6405	10929.41
6406	10664.43
6407	10556.45
6408	10297.77
6409	10021.08
6410	9820.88
6411	9719.65
6412	9689.51
6413	9704.36
6414	9891.06
6415	10381.00
6416	10829.09
6417	10881.73
6418	11005.90
6419	11032.89
6420	11086.43
6421	10982.95
6422	10991.05
6423	10895.22
6424	10840.79
6425	10826.39
6426	10831.79
6427	10770.15
6428	10787.70
6429	10869.13
6430	10616.74
6431	10475.02
6432	10276.17
6433	9975.64
6434	9801.08
6435	9675.56
6436	9626.08
6437	9664.77
6438	9861.37
6439	10351.75
6440	10804.34
6441	10924.47
6442	11052.24
6443	11072.48
6444	11123.32
6445	10987.90
6446	10938.86
6447	10844.39
6448	10768.35
6449	10745.41
6450	10807.49
6451	10751.71
6452	10756.21
6453	10699.52
6454	10449.38
6455	10375.60
6456	10187.54
6457	9931.55
6458	9714.70
6459	9567.59
6460	9487.06
6461	9455.12
6462	9469.96
6463	9601.78
6464	9770.94
6465	10014.78
6466	10262.67
6467	10363.45
6468	10399.89
6469	10358.50
6470	10286.52
6471	10213.64
6472	10130.85
6473	10118.26
6474	10164.15
6475	10183.94
6476	10291.47
6477	10353.10
6478	10147.50
6479	10024.23
6480	9872.62
6481	9640.02
6482	9473.11
6483	9332.29
6484	9260.31
6485	9248.16
6486	9272.91
6487	9404.73
6488	9487.06
6489	9614.83
6490	9843.37
6491	10019.73
6492	10113.31
6493	10126.81
6494	9977.89
6495	9854.62
6496	9790.74
6497	9749.35
6498	9839.77
6499	10031.88
6500	10257.27
6501	10371.55
6502	10184.39
6503	10021.53
6504	9813.23
6505	9579.74
6506	9448.82
6507	9346.69
6508	9344.44
6509	9391.23
6510	9644.07
6511	10152.00
6512	10677.92
6513	10801.65
6514	10934.81
6515	11039.19
6516	11162.46
6517	11059.88
6518	11064.38
6519	11009.95
6520	10964.06
6521	10950.56
6522	11021.64
6523	11005.45
6524	10983.85
6525	10919.52
6526	10666.23
6527	10546.11
6528	10293.27
6529	10043.13
6530	9833.03
6531	9689.06
6532	9711.10
6533	9709.76
6534	9881.16
6535	10394.94
6536	10898.82
6537	11019.39
6538	11116.57
6539	11154.36
6540	11164.71
6541	11054.94
6542	11045.49
6543	11064.38
6544	11013.54
6545	10923.57
6546	10926.27
6547	10941.11
6548	11027.49
6549	11001.40
6550	10734.16
6551	10580.30
6552	10332.86
6553	10014.78
6554	9846.97
6555	9698.51
6556	9649.02
6557	9703.46
6558	9888.36
6559	10379.65
6560	10870.93
6561	10935.71
6562	11031.99
6563	11090.48
6564	11186.30
6565	11078.78
6566	11054.49
6567	11015.79
6568	10946.96
6569	10860.13
6570	10899.72
6571	10883.98
6572	10978.90
6573	10941.56
6574	10676.13
6575	10559.60
6576	10314.41
6577	10010.28
6578	9831.68
6579	9736.75
6580	9662.97
6581	9704.36
6582	9887.91
6583	10389.99
6584	10908.27
6585	10990.15
6586	11112.97
6587	11123.77
6588	11145.36
6589	10975.30
6590	10932.56
6591	10920.42
6592	10896.57
6593	10879.03
6594	10924.47
6595	10922.67
6596	10956.86
6597	10951.46
6598	10695.47
6599	10564.55
6600	10330.16
6601	10008.03
6602	9858.67
6603	9756.99
6604	9690.86
6605	9736.75
6606	9914.46
6607	10394.94
6608	10894.77
6609	10969.46
6610	11031.54
6611	11078.33
6612	11150.76
6613	11013.99
6614	10977.55
6615	10899.27
6616	10824.14
6617	10820.09
6618	10800.75
6619	10759.81
6620	10814.69
6621	10821.44
6622	10551.05
6623	10456.58
6624	10268.52
6625	9965.29
6626	9761.94
6627	9588.28
6628	9506.85
6629	9433.97
6630	9439.37
6631	9612.13
6632	9813.68
6633	9986.44
6634	10207.34
6635	10315.76
6636	10389.09
6637	10354.00
6638	10242.43
6639	10126.36
6640	10097.56
6641	10096.21
6642	10193.84
6643	10260.42
6644	10417.89
6645	10366.60
6646	10144.80
6647	10043.58
6648	9894.21
6649	9642.72
6650	9477.61
6651	9363.79
6652	9302.60
6653	9263.91
6654	9317.90
6655	9413.28
6656	9554.09
6657	9676.46
6658	9935.60
6659	10165.50
6660	10312.61
6661	10367.95
6662	10239.28
6663	10067.87
6664	10009.38
6665	9999.49
6666	10079.57
6667	10217.23
6668	10457.93
6669	10434.53
6670	10206.44
6671	10072.82
6672	9900.51
6673	9659.37
6674	9484.81
6675	9375.48
6676	9373.69
6677	9424.97
6678	9641.82
6679	10232.98
6680	10774.20
6681	10890.72
6682	11007.25
6683	11054.94
6684	11128.27
6685	11017.59
6686	11008.60
6687	10951.91
6688	10915.02
6689	10897.47
6690	10923.57
6691	11001.40
6692	11075.18
6693	10897.02
6694	10611.79
6695	10516.41
6696	10302.26
6697	9993.64
6698	9810.98
6699	9691.31
6700	9615.28
6701	9682.31
6702	9883.41
6703	10403.94
6704	10943.81
6705	10978.00
6706	11079.68
6707	11136.82
6708	11193.95
6709	11112.07
6710	11158.86
6711	11004.55
6712	10990.60
6713	10927.17
6714	10982.05
6715	11044.59
6716	11135.02
6717	11029.74
6718	10760.26
6719	10624.39
6720	10402.59
6721	10118.26
6722	9909.96
6723	9763.74
6724	9753.39
6725	9802.88
6726	9991.39
6727	10484.47
6728	10979.35
6729	11085.98
6730	11207.90
6731	11258.74
6732	11339.27
6733	11332.52
6734	11299.23
6735	11235.79
6736	11173.71
6737	11084.18
6738	11077.88
6739	11065.28
6740	11210.60
6741	11070.23
6742	10789.05
6743	10702.22
6744	10505.17
6745	10189.34
6746	9954.95
6747	9839.32
6748	9776.79
6749	9777.69
6750	9977.89
6751	10501.12
6752	11000.05
6753	11098.57
6754	11184.50
6755	11247.04
6756	11274.48
6757	11180.91
6758	11173.71
6759	11148.06
6760	11076.98
6761	10982.50
6762	11009.05
6763	11000.05
6764	11153.01
6765	11033.34
6766	10751.26
6767	10672.53
6768	10470.52
6769	10158.75
6770	9950.45
6771	9819.98
6772	9790.29
6773	9810.08
6774	10021.53
6775	10538.01
6776	11020.29
6777	11057.63
6778	11127.82
6779	11178.66
6780	11238.94
6781	11117.92
6782	11072.03
6783	10988.35
6784	10879.48
6785	10837.19
6786	10822.79
6787	10846.63
6788	10988.35
6789	10866.43
6790	10620.34
6791	10576.25
6792	10445.33
6793	10114.66
6794	9827.63
6795	9669.71
6796	9573.44
6797	9538.80
6798	9593.68
6799	9747.10
6800	9971.59
6801	10161.00
6802	10406.19
6803	10556.00
6804	10606.84
6805	10596.94
6806	10514.61
6807	10384.59
6808	10339.61
6809	10357.15
6810	10345.45
6811	10394.49
6812	10611.34
6813	10456.58
6814	10222.63
6815	10172.25
6816	10064.27
6817	9837.97
6818	9626.08
6819	9512.25
6820	9463.21
6821	9429.92
6822	9490.66
6823	9553.64
6824	9692.21
6825	9825.38
6826	10043.58
6827	10220.83
6828	10340.95
6829	10430.03
6830	10244.23
6831	10150.65
6832	10073.72
6833	10080.47
6834	10208.24
6835	10453.43
6836	10691.42
6837	10581.65
6838	10362.10
6839	10246.48
6840	10080.92
6841	9831.68
6842	9640.02
6843	9519.90
6844	9514.95
6845	9559.04
6846	9812.33
6847	10352.20
6848	10884.43
6849	10979.35
6850	11087.78
6851	11130.07
6852	11184.05
6853	11052.24
6854	11025.69
6855	10990.15
6856	10949.66
6857	10933.46
6858	11005.45
6859	11064.38
6860	11219.60
6861	10994.65
6862	10761.60
6863	10725.61
6864	10515.96
6865	10172.69
6866	9940.10
6867	9811.88
6868	9806.93
6869	9834.38
6870	10063.82
6871	10557.80
6872	11059.43
6873	11106.67
6874	11107.57
6875	11138.17
6876	11190.80
6877	11066.18
6878	11076.53
6879	11056.73
6880	11023.44
6881	11018.04
6882	11104.87
6883	11196.65
6884	11287.98
6885	11092.73
6886	10787.70
6887	10710.32
6888	10547.01
6889	10226.68
6890	9998.59
6891	9873.52
6892	9846.97
6893	9895.11
6894	10064.27
6895	10560.95
6896	11071.13
6897	11123.77
6898	11119.27
6899	11152.56
6900	11238.49
6901	11199.35
6902	11123.32
6903	11147.61
6904	11162.91
6905	11080.58
6906	11124.67
6907	11186.75
6908	11248.39
6909	11022.99
6910	10749.46
6911	10671.63
6912	10481.32
6913	10164.60
6914	9968.89
6915	9831.23
6916	9830.78
6917	9864.97
6918	10051.22
6919	10577.60
6920	11141.76
6921	11165.16
6922	11240.74
6923	11264.14
6924	11373.91
6925	11222.75
6926	11213.30
6927	11124.22
6928	11108.02
6929	11039.19
6930	11105.77
6931	11157.51
6932	11311.82
6933	11086.43
6934	10801.20
6935	10706.27
6936	10528.56
6937	10172.69
6938	9942.35
6939	9817.73
6940	9774.54
6941	9829.88
6942	10023.78
6943	10502.47
6944	11023.89
6945	11127.37
6946	11184.05
6947	11200.25
6948	11228.59
6949	11168.31
6950	11149.41
6951	11005.90
6952	10893.87
6953	10909.62
6954	10939.31
6955	10998.70
6956	11109.82
6957	10894.32
6958	10610.44
6959	10602.79
6960	10447.13
6961	10123.21
6962	9864.52
6963	9672.86
6964	9611.23
6965	9548.69
6966	9556.79
6967	9750.70
6968	9995.89
6969	10146.60
6970	10311.71
6971	10430.93
6972	10524.96
6973	10465.13
6974	10376.95
6975	10271.22
6976	10239.28
6977	10201.04
6978	10246.93
6979	10386.39
6980	10630.24
6981	10484.02
6982	10209.59
6983	10183.94
6984	10052.12
6985	9802.43
6986	9617.98
6987	9450.17
6988	9358.39
6989	9361.99
6990	9359.29
6991	9466.81
6992	9629.22
6993	9748.00
6994	9926.60
6995	10136.25
6996	10255.93
6997	10276.17
6998	10062.47
6999	9912.66
7000	9885.66
7001	9905.46
7002	10055.72
7003	10277.52
7004	10587.05
7005	10483.12
7006	10232.53
7007	10125.46
7008	9990.49
7009	9720.55
7010	9561.74
7011	9473.56
7012	9445.67
7013	9493.81
7014	9710.21
7015	10283.37
7016	10862.38
7017	10978.45
7018	11025.69
7019	11101.72
7020	11217.80
7021	11136.82
7022	11103.52
7023	11010.40
7024	10960.91
7025	10924.02
7026	10937.06
7027	11063.93
7028	11245.24
7029	10990.15
7030	10684.22
7031	10539.36
7032	10389.54
7033	10071.47
7034	9833.48
7035	9722.80
7036	9676.91
7037	9745.30
7038	9959.90
7039	10485.82
7040	11055.83
7041	11165.16
7042	11244.34
7043	11306.88
7044	11364.91
7045	11225.44
7046	11216.45
7047	11178.66
7048	11166.96
7049	11034.69
7050	11148.96
7051	11260.09
7052	11296.08
7053	11065.28
7054	10759.81
7055	10704.02
7056	10531.26
7057	10211.39
7058	9985.54
7059	9872.17
7060	9818.18
7061	9874.42
7062	10085.42
7063	10612.24
7064	11148.06
7065	11222.30
7066	11283.48
7067	11268.18
7068	11331.17
7069	11219.60
7070	11227.24
7071	11148.96
7072	11132.77
7073	11085.53
7074	11146.71
7075	11293.38
7076	11377.06
7077	11120.17
7078	10835.84
7079	10751.26
7080	10591.10
7081	10227.58
7082	9972.94
7083	9830.33
7084	9801.53
7085	9847.87
7086	10058.42
7087	10585.70
7088	11142.21
7089	11216.90
7090	11258.74
7091	11313.17
7092	11382.91
7093	11211.50
7094	11208.35
7095	11121.97
7096	11047.74
7097	11060.33
7098	11120.17
7099	11243.89
7100	11323.07
7101	11067.53
7102	10777.80
7103	10708.07
7104	10554.65
7105	10248.73
7106	9991.39
7107	9833.93
7108	9766.44
7109	9814.13
7110	10012.08
7111	10515.06
7112	11035.14
7113	11175.51
7114	11228.59
7115	11253.34
7116	11296.53
7117	11169.66
7118	11101.72
