,[10] - BE_BATT_LI,[8] - BE_DEC_HP_ELEC,[7] - BE_DHN_HP_ELEC,[6] - BE_IND_DIRECT_ELEC,[5] - BE_IND_COGEN_GAS,[9] - BE_PHS
2015-01-02 14:00:00,0.0,26233.74746231253,29094.192000000003,283.85471234879475,7172.905827651206,0.0
2015-01-02 15:00:00,0.0,11175.470017983094,29094.192000000003,283.85471234879475,7172.905827651206,0.0
2015-01-02 16:00:00,0.0,0.0,29094.192000000003,283.85471234879475,7172.905827651206,0.0
2015-01-02 17:00:00,0.0,7717.190553089782,18688.222125247004,283.85471234879475,7172.905827651206,0.0
2015-01-02 18:00:00,0.0,23191.00373139023,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-02 19:00:00,0.0,22728.048831660257,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-02 20:00:00,0.0,21810.895822599352,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-02 21:00:00,0.0,21013.859261543246,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-02 22:00:00,0.0,18675.073985755665,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-02 23:00:00,0.0,15924.682504207509,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 00:00:00,0.0,14792.753610598147,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 01:00:00,0.0,11738.020619299019,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 02:00:00,0.0,10477.147764333524,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 03:00:00,0.0,12920.64250180727,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 04:00:00,0.0,16191.234418998989,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 05:00:00,0.0,20449.033988455933,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 06:00:00,0.0,21216.04611650874,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 07:00:00,0.0,16860.90933583067,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 08:00:00,0.0,16320.360349425784,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 09:00:00,0.0,16157.758643436433,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 10:00:00,0.0,13760.161893766466,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 11:00:00,0.0,9683.327510328121,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 12:00:00,0.0,12233.068761903278,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 13:00:00,0.0,13558.733314483536,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 14:00:00,0.0,11622.68698952104,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 15:00:00,0.0,8927.251642611349,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 16:00:00,0.0,11841.398786625752,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 17:00:00,0.0,11015.56508320541,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 18:00:00,0.0,9964.688117348824,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 19:00:00,0.0,11641.654694006489,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 20:00:00,0.0,10248.161374174506,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 21:00:00,0.0,7531.971162653353,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 22:00:00,0.0,6314.6110664637345,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-03 23:00:00,0.0,7030.905820439132,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-04 00:00:00,0.0,8958.243472704358,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-04 01:00:00,0.0,9741.574010670329,0.0,180.60175804473693,7172.905827651206,0.0
2015-01-04 02:00:00,0.0,8953.839278311307,0.0,0.0,7172.905827651206,0.0
2015-01-04 03:00:00,0.0,8940.793126196093,0.0,0.0,7172.905827651206,0.0
2015-01-04 04:00:00,0.0,9105.144702853759,0.0,0.0,7172.905827651206,0.0
2015-01-04 05:00:00,0.0,8651.709204803958,0.0,0.0,7172.905827651206,0.0
2015-01-04 06:00:00,0.0,7534.596667390212,0.0,0.0,7172.905827651206,0.0
2015-01-04 07:00:00,0.0,9979.304972122385,0.0,0.0,7172.905827651206,0.0
2015-01-04 08:00:00,0.0,10041.481726877862,0.0,0.0,7172.905827651206,0.0
2015-01-04 09:00:00,0.0,14037.33621807198,0.0,0.0,7172.905827651206,0.0
2015-01-04 10:00:00,0.0,18084.8714376493,7088.656759655394,283.85471234879475,7172.905827651206,0.0
2015-01-04 11:00:00,0.0,29267.548,13539.230959429453,283.85471234879475,7172.905827651206,0.0
2015-01-04 12:00:00,0.0,29267.548,29094.192000000003,283.85471234879475,7172.905827651206,0.0
2015-01-04 13:00:00,0.0,29267.548,29094.192000000003,283.85471234879475,7172.905827651206,0.0
2015-01-04 14:00:00,0.0,29267.548,18374.23182466946,283.85471234879475,7172.905827651206,0.0
2015-01-04 15:00:00,0.0,24769.667104687556,0.0,283.85471234879475,7172.905827651206,0.0
2015-01-04 16:00:00,0.0,8295.37063596207,0.0,0.0,7172.905827651206,0.0
2015-01-04 17:00:00,0.0,5122.588874410916,0.0,0.0,7172.905827651206,0.0
2015-01-04 18:00:00,0.0,5293.7329309965735,0.0,0.0,7172.905827651206,0.0
2015-01-04 19:00:00,0.0,5059.344360639538,0.0,0.0,7172.905827651206,0.0
2015-01-04 20:00:00,0.0,6442.28969367284,0.0,0.0,7172.905827651206,0.0
2015-01-04 21:00:00,0.0,8068.30955415889,0.0,0.0,7172.905827651206,0.0
2015-01-04 22:00:00,0.0,9004.998645548028,0.0,0.0,7172.905827651206,0.0
2015-01-04 23:00:00,0.0,8776.38560474395,0.0,0.0,7172.905827651206,0.0
2015-01-05 00:00:00,0.0,13812.205729581228,11281.103819541131,0.0,7172.905827651206,0.0
2015-01-05 01:00:00,0.0,15112.794538679445,11352.899831251389,0.0,7172.905827651206,0.0
2015-01-05 02:00:00,0.0,15085.350936394721,11568.28787045738,0.0,7172.905827651206,0.0
2015-01-05 03:00:00,0.0,17236.189594551153,12101.642833403232,0.0,7172.905827651206,0.0
2015-01-05 04:00:00,0.0,16714.283041252882,13299.267368260487,0.0,7172.905827651206,0.0
2015-01-05 05:00:00,0.0,16452.21001238509,9447.551236434403,0.0,7172.905827651206,0.0
2015-01-05 06:00:00,0.0,11220.124526437581,11496.491858747118,0.0,7172.905827651206,0.0
2015-01-05 07:00:00,0.0,12327.203833146534,11496.491858747118,0.0,7172.905827651206,0.0
2015-01-05 08:00:00,0.0,12747.591015858752,11568.28787045738,0.0,7172.905827651206,0.0
2015-01-05 09:00:00,0.0,16296.757796244343,13000.378734676942,0.0,7172.905827651206,0.0
2015-01-05 10:00:00,0.0,19815.226594786895,29094.192000000003,0.0,7172.905827651206,0.0
2015-01-05 11:00:00,0.0,29267.548,29094.192000000003,283.85471234879475,7172.905827651206,0.0
2015-01-05 12:00:00,0.0,29267.548,29094.192000000003,283.85471234879475,7172.905827651206,0.0
2015-01-05 13:00:00,0.0,29267.548,29094.192000000003,283.85471234879475,7172.905827651206,0.0
2015-01-05 14:00:00,0.0,25001.762705122932,29094.192000000003,0.0,7172.905827651206,0.0
2015-01-05 15:00:00,0.0,10293.879842956709,29094.192000000003,0.0,7172.905827651206,0.0
2015-01-05 16:00:00,0.0,0.0,26568.96356202989,0.0,7172.905827651206,0.0
2015-01-05 17:00:00,0.0,0.0,21911.583153629894,0.0,7172.905827651206,0.0
2015-01-05 18:00:00,0.0,0.0,22139.68270562989,0.0,7172.905827651206,0.0
2015-01-05 19:00:00,0.0,12317.165946582503,6890.290250766098,0.0,7172.905827651206,0.0
2015-01-05 20:00:00,0.0,16401.13911045887,1411.8393946861252,0.0,7172.905827651206,0.0
2015-01-05 21:00:00,0.0,16609.90173296314,448.43545236343925,0.0,7172.905827651206,0.0
2015-01-05 22:00:00,0.0,16818.664349542618,2854.063213808611,0.0,7172.905827651206,0.0
2015-01-05 23:00:00,0.0,17027.426972046887,1901.680397245913,0.0,7172.905827651206,0.0
2015-01-06 00:00:00,0.0,17444.952217055426,1432.4709246005368,0.0,7172.905827651206,0.0
2015-01-06 01:00:00,0.0,17862.477462063962,1987.4371359551478,0.0,7172.905827651206,0.0
2015-01-06 02:00:00,0.0,18384.38401536224,3338.8092270978887,0.0,7172.905827651206,0.0
2015-01-06 03:00:00,0.0,18573.796699032322,0.0,0.0,7172.905827651206,0.0
2015-01-06 04:00:00,0.0,18265.453229185336,0.0,0.0,7172.905827651206,0.0
2015-01-06 05:00:00,0.0,18041.674912353654,0.0,0.0,7172.905827651206,0.0
2015-01-06 06:00:00,0.0,17367.43370623304,0.0,0.0,7172.905827651206,0.0
2015-01-06 07:00:00,0.0,18762.542790481468,0.0,0.0,7172.905827651206,0.0
2015-01-06 08:00:00,0.0,18468.434953669108,1634.0162745682355,0.0,7172.905827651206,0.0
2015-01-06 09:00:00,0.0,16189.444194151207,12573.4320629275,0.0,7172.905827651206,0.0
2015-01-06 10:00:00,0.0,16818.664349542618,11568.28787045738,283.85471234879475,7172.905827651206,0.0
2015-01-06 11:00:00,0.0,15461.707312152055,24081.429836972045,283.85471234879475,7172.905827651206,0.0
2015-01-06 12:00:00,0.0,14522.275513845241,29094.192000000003,283.85471234879475,7172.905827651206,0.0
2015-01-06 13:00:00,0.0,14104.750268836704,29094.192000000003,283.85471234879475,7172.905827651206,0.0
2015-01-06 14:00:00,0.0,14209.131577126444,29094.192000000003,283.85471234879475,7172.905827651206,0.0
