,AT,BE,BG,CZ,DK,DE,EE,IE,ES,FR,HR,IT,LV,LT,LU,HU,NL,PL,PT,RO,SI,SK,FI,SE,NO,CH,UK,EL
05/01/2016 03:00,-5.068,4.376,-2.567,-4.632,-2.988,-2.564,-12.354,5.955,5.747,4.789,-3.733,5.047,-12.747,-14.93,3.381,-7.32,3.216,-12.692,7.661,-7.089,-5.665,-10.027,-18.505,-14.614,-14.785,-3.935,5.459,8.676
05/01/2016 04:00,-5.126,4.413,-2.933,-4.671,-2.948,-2.569,-12.664,5.998,5.277,4.738,-3.889,5.086,-12.867,-15.158,3.387,-7.49,3.13,-12.76,7.42,-7.191,-5.644,-10.135,-18.655,-14.673,-14.731,-3.791,5.409,8.454
05/01/2016 05:00,-5.231,4.491,-3.446,-4.681,-2.913,-2.572,-12.955,6.031,4.846,4.651,-4.001,5.036,-12.982,-15.304,3.422,-7.552,3.178,-12.858,7.192,-7.374,-5.6,-10.172,-18.792,-14.738,-14.725,-3.782,5.356,8.272
05/01/2016 06:00,-5.333,4.531,-3.343,-4.7,-2.893,-2.575,-13.26,6.056,4.429,4.527,-3.988,4.952,-13.107,-15.414,3.426,-7.505,3.254,-12.946,6.955,-7.287,-5.603,-10.166,-18.91,-14.814,-14.743,-4.011,5.291,8.723
05/01/2016 07:00,-4.694,4.547,-1.935,-4.5,-2.877,-2.505,-13.492,6.065,4.113,4.465,-3.205,5.465,-13.103,-15.236,3.383,-6.746,3.333,-12.729,6.814,-6.155,-4.924,-9.492,-19.005,-14.915,-14.748,-3.875,5.229,9.937
05/01/2016 08:00,-2.696,4.704,-0.689,-3.738,-2.626,-1.964,-13.398,6.028,4.839,4.923,-1.536,6.574,-12.684,-14.268,3.229,-5.569,3.62,-11.956,7.362,-4.812,-2.959,-8.345,-19.048,-14.925,-14.725,-2.616,5.226,10.785
05/01/2016 09:00,-1.385,5.107,0.244,-3.021,-2.04,-1.364,-13.095,6.044,5.963,5.631,-0.336,7.505,-12.089,-13.163,3.145,-4.486,4.089,-10.984,8.309,-3.509,-1.217,-7.22,-18.957,-14.679,-14.572,-1.034,5.462,11.713
05/01/2016 10:00,-0.467,5.598,1.052,-2.365,-1.525,-0.789,-12.807,6.191,7.085,6.398,0.578,8.296,-11.663,-12.487,3.343,-3.534,4.609,-10.024,9.166,-2.338,0.051,-6.243,-18.822,-14.333,-14.247,0.048,5.782,12.589
05/01/2016 11:00,0.016,5.908,1.71,-1.972,-1.228,-0.34,-12.745,6.364,7.805,7.005,1.211,8.81,-11.461,-12.056,3.742,-2.813,5.09,-9.234,9.709,-1.451,0.488,-5.488,-18.783,-14.211,-13.891,0.74,6.092,13.128
05/01/2016 12:00,-0.011,5.936,2.084,-1.882,-1.164,-0.081,-12.895,6.467,8.074,7.343,1.621,9.023,-11.637,-12.205,4.02,-2.396,5.381,-8.765,9.947,-1.023,0.641,-5.088,-18.839,-14.311,-13.692,1.1,6.292,13.175
05/01/2016 13:00,-0.438,5.786,1.771,-2.094,-1.325,-0.078,-13.179,6.479,8.022,7.37,1.737,8.889,-12.105,-13.188,3.978,-2.42,5.377,-8.797,9.921,-1.454,0.592,-5.227,-18.901,-14.673,-13.764,1.041,6.324,12.643
05/01/2016 14:00,-1.312,5.616,0.236,-2.685,-1.716,-0.55,-13.388,6.363,7.72,7.02,1.49,8.245,-12.399,-14.47,3.633,-3.025,4.992,-9.53,9.656,-3.354,0.177,-6.277,-18.988,-15.147,-14.024,0.246,6.118,11.56
05/01/2016 15:00,-2.374,5.404,-1.163,-3.34,-2.083,-1.234,-13.5,6.157,7.087,6.12,0.981,7.072,-12.44,-15.065,3.277,-3.587,4.369,-9.99,9.302,-4.688,-0.697,-7.141,-19.173,-15.499,-14.211,-1.495,5.554,10.53
05/01/2016 16:00,-2.935,5.384,-1.679,-3.616,-2.361,-1.511,-13.543,5.885,5.95,5.274,0.867,6.356,-12.477,-15.479,3.25,-3.667,4.068,-10.212,8.701,-5.298,-1.09,-7.326,-19.447,-15.821,-14.324,-2.522,5.195,10.15
05/01/2016 17:00,-3.281,5.474,-1.844,-3.814,-2.625,-1.658,-13.527,5.694,4.99,4.959,0.872,6.057,-12.545,-15.794,3.524,-3.734,3.774,-10.383,7.802,-5.571,-1.496,-7.276,-19.819,-16.117,-14.435,-2.976,5.119,9.886
05/01/2016 18:00,-3.574,5.507,-1.625,-3.953,-2.877,-1.769,-13.531,5.5,4.502,4.763,0.821,5.836,-12.608,-16.011,3.799,-3.776,3.515,-10.493,7.182,-5.591,-2.054,-7.186,-20.249,-16.381,-14.563,-3.256,5.066,9.724
05/01/2016 19:00,-3.842,5.439,-1.192,-4.06,-3.079,-1.9,-13.577,5.258,4.077,4.622,0.72,5.636,-12.662,-16.147,4.046,-3.86,3.281,-10.536,6.709,-5.419,-2.578,-7.124,-20.659,-16.63,-14.691,-3.469,5.049,9.662
05/01/2016 20:00,-4.125,5.275,-0.793,-4.119,-3.29,-2.038,-13.644,5.01,3.721,4.506,0.604,5.446,-12.727,-16.165,4.092,-3.988,3.056,-10.53,6.43,-5.204,-2.827,-7.122,-20.967,-16.862,-14.789,-3.509,5.044,9.532
05/01/2016 21:00,-4.402,5.06,-0.534,-4.13,-3.472,-2.136,-13.754,4.69,3.435,4.416,0.581,5.332,-12.847,-16.173,4.103,-4.097,2.796,-10.497,6.289,-5.129,-2.915,-7.105,-21.213,-17.056,-14.923,-3.43,5.013,9.403
05/01/2016 22:00,-4.674,4.926,-0.355,-4.194,-3.615,-2.245,-13.851,4.383,3.221,4.367,0.613,5.266,-12.95,-16.148,3.931,-4.212,2.545,-10.463,6.194,-5.088,-3.024,-7.106,-21.428,-17.23,-15.071,-3.279,4.939,9.332
05/01/2016 23:00,-4.933,4.93,-0.154,-4.276,-3.684,-2.384,-13.915,4.178,3.043,4.286,0.653,5.202,-13.048,-16.185,3.566,-4.32,2.275,-10.41,6.152,-4.925,-3.215,-7.151,-21.585,-17.405,-15.197,-3.181,4.851,9.3
06/01/2016 00:00,-5.103,4.934,0.078,-4.342,-3.711,-2.56,-13.994,4.028,2.924,4.212,0.666,5.157,-13.175,-16.332,3.09,-4.414,2.118,-10.341,6.161,-4.684,-3.407,-7.229,-21.753,-17.608,-15.319,-3.224,4.748,9.295
06/01/2016 01:00,-5.213,4.93,0.286,-4.395,-3.72,-2.755,-14.062,3.987,2.786,4.172,0.623,5.089,-13.341,-16.473,2.825,-4.541,2.011,-10.252,6.198,-4.469,-3.59,-7.344,-21.953,-17.78,-15.438,-3.333,4.662,9.301
06/01/2016 02:00,-5.247,4.897,0.499,-4.524,-3.691,-2.942,-14.126,3.979,2.728,4.143,0.494,5.015,-13.506,-16.566,2.708,-4.647,1.86,-10.159,6.355,-4.337,-3.664,-7.421,-22.179,-17.926,-15.562,-3.413,4.595,9.335
06/01/2016 03:00,-5.171,4.813,0.617,-4.637,-3.621,-3.085,-14.154,3.859,2.67,4.097,0.399,4.954,-13.645,-16.612,2.568,-4.695,1.704,-10.092,6.612,-4.206,-3.561,-7.413,-22.414,-18.079,-15.637,-3.492,4.535,9.344
06/01/2016 04:00,-5.01,4.704,0.695,-4.66,-3.513,-3.209,-14.166,3.71,2.681,4.015,0.398,4.9,-13.801,-16.625,2.408,-4.652,1.538,-10.07,6.941,-4.007,-3.402,-7.271,-22.69,-18.235,-15.674,-3.434,4.487,9.354
06/01/2016 05:00,-4.832,4.599,0.785,-4.603,-3.409,-3.312,-14.279,3.508,2.739,3.938,0.427,4.83,-13.962,-16.602,2.254,-4.554,1.361,-10.071,7.168,-3.764,-3.224,-7.084,-23.022,-18.414,-15.713,-3.505,4.467,9.37
06/01/2016 06:00,-4.654,4.528,0.967,-4.512,-3.355,-3.388,-14.438,3.419,2.816,3.907,0.415,4.777,-14.127,-16.571,2.068,-4.337,1.198,-10.073,7.358,-3.32,-3.201,-6.828,-23.327,-18.611,-15.763,-3.687,4.479,10.225
06/01/2016 07:00,-4.191,4.468,1.338,-4.145,-3.301,-3.338,-14.508,3.389,2.96,3.996,0.694,5.241,-14.114,-16.224,1.994,-3.458,1.039,-9.643,7.557,-2.168,-2.999,-5.723,-23.571,-18.793,-15.838,-3.745,4.464,11.786
06/01/2016 08:00,-2.874,4.825,1.661,-3.392,-3.044,-2.564,-14.161,3.388,3.65,4.57,1.3,6.325,-13.524,-14.922,2.513,-2.325,1.083,-8.694,8.03,-0.936,-2.099,-4.232,-23.658,-18.87,-15.929,-2.649,4.448,12.897
06/01/2016 09:00,-1.311,5.369,1.931,-2.654,-2.501,-1.762,-13.695,3.738,4.676,5.296,1.861,7.174,-12.827,-13.726,3.077,-1.205,1.424,-7.589,8.895,-0.045,-1.351,-2.867,-23.509,-18.616,-16.001,-1.003,4.739,13.812
06/01/2016 10:00,0.091,5.986,2.145,-1.953,-1.988,-1.069,-13.356,4.302,5.829,5.979,2.185,7.728,-12.255,-12.995,3.703,-0.47,1.851,-6.515,9.657,0.595,-0.815,-1.676,-23.371,-18.221,-15.906,0.16,5.123,14.394
06/01/2016 11:00,0.779,6.572,2.277,-1.267,-1.611,-0.46,-13.237,4.669,6.731,6.556,2.257,7.929,-11.872,-12.534,4.162,-0.008,2.323,-5.75,10.471,1.025,-0.544,-0.846,-23.479,-18.005,-15.762,0.541,5.465,14.457
06/01/2016 12:00,0.773,6.953,2.256,-0.869,-1.41,-0.133,-13.451,4.979,7.367,6.951,2.139,7.892,-11.93,-12.566,4.378,0.127,2.622,-5.408,11.232,1.059,-0.418,-0.47,-23.767,-18.086,-15.779,0.577,5.688,13.989
06/01/2016 13:00,0.227,7.002,2.048,-0.944,-1.433,-0.174,-13.962,5.278,7.868,7.101,1.819,7.625,-12.439,-13.391,4.368,-0.124,2.705,-5.658,11.747,0.441,-0.459,-0.767,-24.053,-18.493,-16.03,0.309,5.754,13.085
06/01/2016 14:00,-1.243,6.623,1.835,-1.687,-1.749,-0.797,-14.266,5.445,8.107,6.882,1.401,6.902,-12.838,-14.461,4.109,-0.704,2.456,-6.614,11.86,-0.552,-0.828,-1.849,-24.224,-18.991,-16.41,-0.412,5.598,11.998
06/01/2016 15:00,-2.808,5.903,1.844,-2.443,-2.054,-1.748,-14.438,5.501,7.852,6.086,1.084,5.528,-13.017,-14.891,3.626,-1.117,1.902,-7.169,11.769,-0.887,-1.668,-2.583,-24.406,-19.317,-16.656,-1.703,5.157,11.289
06/01/2016 16:00,-3.429,5.609,1.989,-2.738,-2.232,-2.183,-14.571,5.611,7.134,5.286,0.914,4.597,-13.289,-15.098,3.37,-1.248,1.628,-7.473,11.528,-0.929,-1.984,-2.982,-24.593,-19.557,-16.791,-2.612,4.909,11.068
06/01/2016 17:00,-3.87,5.48,2.107,-3.001,-2.41,-2.462,-14.681,5.827,6.651,5.095,0.618,4.108,-13.504,-15.249,3.271,-1.317,1.522,-7.727,11.258,-0.933,-2.165,-3.289,-24.738,-19.745,-16.908,-3.066,4.936,11.006
06/01/2016 18:00,-4.257,5.286,2.16,-3.223,-2.522,-2.682,-14.785,6.057,6.643,5.004,0.185,3.733,-13.647,-15.307,3.201,-1.343,1.498,-7.939,11.401,-0.923,-2.398,-3.493,-24.84,-19.901,-17.014,-3.384,4.97,11.049
06/01/2016 19:00,-4.53,5.155,2.226,-3.452,-2.558,-2.858,-14.858,6.246,6.739,4.939,-0.243,3.448,-13.751,-15.303,3.137,-1.365,1.524,-8.142,11.622,-0.941,-2.785,-3.573,-24.903,-20.03,-17.104,-3.705,5.002,11.127
06/01/2016 20:00,-4.751,5.101,2.319,-3.662,-2.609,-2.997,-14.913,6.355,6.911,4.886,-0.631,3.189,-13.883,-15.327,3.047,-1.388,1.557,-8.341,11.836,-0.997,-3.1,-3.653,-24.966,-20.163,-17.199,-3.95,5.05,11.035
06/01/2016 21:00,-4.909,5.013,2.485,-3.774,-2.645,-3.082,-14.948,6.33,7.182,4.826,-0.95,3.025,-13.966,-15.375,2.847,-1.414,1.617,-8.51,12.028,-0.979,-3.374,-3.758,-25.037,-20.251,-17.343,-4.132,5.114,10.839
06/01/2016 22:00,-5.091,4.962,2.68,-3.917,-2.699,-3.179,-14.971,6.083,7.436,4.761,-1.178,2.876,-14.046,-15.491,2.9,-1.428,1.656,-8.655,12.18,-0.941,-3.802,-3.809,-25.121,-20.321,-17.515,-4.368,5.182,10.631
06/01/2016 23:00,-5.245,4.903,2.829,-4.07,-2.78,-3.263,-15.002,5.798,7.639,4.796,-1.344,2.75,-14.139,-15.698,3.07,-1.414,1.68,-8.778,12.299,-0.896,-4.196,-3.814,-25.201,-20.413,-17.682,-4.48,5.244,10.4
07/01/2016 00:00,-5.32,4.77,2.889,-4.192,-2.85,-3.327,-15.031,5.538,7.832,4.853,-1.499,2.638,-14.241,-15.921,3.084,-1.394,1.737,-8.917,12.399,-0.816,-4.575,-3.806,-25.259,-20.52,-17.822,-4.555,5.292,10.095
07/01/2016 01:00,-5.356,4.74,2.917,-4.317,-2.894,-3.357,-14.991,5.146,8.039,4.959,-1.685,2.528,-14.316,-16.137,3.17,-1.384,1.843,-9.051,12.543,-0.769,-4.884,-3.801,-25.304,-20.628,-17.944,-4.642,5.329,9.563
07/01/2016 02:00,-5.338,4.756,2.794,-4.463,-2.905,-3.362,-14.941,4.656,8.242,5.103,-1.948,2.398,-14.426,-16.315,3.328,-1.437,1.978,-9.174,12.746,-0.81,-5.183,-3.822,-25.346,-20.736,-18.073,-4.803,5.353,9.04
07/01/2016 03:00,-5.36,4.711,2.662,-4.575,-2.92,-3.361,-14.933,4.333,8.443,5.333,-2.266,2.315,-14.551,-16.518,3.432,-1.514,2.121,-9.281,12.914,-0.87,-5.634,-3.915,-25.345,-20.866,-18.147,-4.787,5.367,8.565
07/01/2016 04:00,-5.322,4.65,2.336,-4.694,-2.951,-3.328,-14.927,4.199,8.635,5.61,-2.588,2.261,-14.674,-16.652,3.499,-1.607,2.247,-9.359,12.987,-0.959,-6.019,-4.07,-25.307,-21.019,-18.178,-4.84,5.35,8.089
07/01/2016 05:00,-5.327,4.711,1.909,-4.781,-2.938,-3.28,-14.934,4.132,8.78,5.876,-2.936,2.288,-14.802,-16.744,3.58,-1.719,2.275,-9.417,13.028,-1.081,-6.135,-4.303,-25.25,-21.127,-18.219,-4.781,5.29,7.802
07/01/2016 06:00,-5.413,4.72,1.813,-4.847,-2.979,-3.221,-14.978,4.102,8.93,6.176,-3.154,2.455,-14.924,-16.819,3.551,-1.86,2.236,-9.446,13.049,-1.102,-5.985,-4.577,-25.22,-21.203,-18.261,-4.603,5.221,8.129
07/01/2016 07:00,-4.621,4.618,2.111,-4.309,-3.004,-2.992,-14.997,4.153,9.105,6.515,-2.433,3.437,-14.877,-16.509,3.398,-1.625,2.237,-9.139,13.076,-0.851,-4.685,-4.077,-25.198,-21.245,-18.315,-4.244,5.15,8.959
07/01/2016 08:00,-2.359,4.48,2.226,-2.714,-2.812,-2.048,-14.667,4.291,9.841,7.11,-0.694,4.939,-14.232,-15.418,3.297,-0.915,2.509,-8.265,13.253,-0.556,-1.651,-2.912,-25.085,-21.157,-18.382,-3.175,5.118,9.747
07/01/2016 09:00,-0.633,4.402,2.286,-1.283,-2.284,-1.12,-14.147,4.409,10.828,7.832,0.788,6.245,-13.526,-14.515,3.213,-0.032,2.948,-7.257,13.732,-0.321,0.596,-1.515,-24.791,-20.723,-18.335,-1.874,5.199,10.494
07/01/2016 10:00,0.63,4.354,2.303,-0.163,-1.745,-0.324,-13.775,4.559,11.871,8.631,1.703,7.22,-13.115,-13.786,3.176,0.748,3.345,-6.345,14.327,-0.179,1.599,-0.321,-24.503,-20.181,-18.079,-1.129,5.363,10.984
07/01/2016 11:00,1.314,4.26,2.225,0.52,-1.425,0.283,-13.607,4.79,12.834,9.34,2.209,7.906,-12.965,-13.301,2.661,1.227,3.637,-5.569,14.844,-0.148,2.105,0.372,-24.387,-19.847,-17.785,-0.6,5.514,11.124
07/01/2016 12:00,1.394,4.737,1.982,0.756,-1.324,0.563,-13.746,4.947,13.547,9.809,2.416,8.245,-13.233,-13.429,1.735,1.385,3.796,-5.217,15.176,-0.252,2.136,0.455,-24.435,-19.799,-17.665,-0.416,5.532,10.925
07/01/2016 13:00,0.726,5.825,1.399,0.443,-1.389,0.428,-14.159,4.948,13.943,9.934,2.378,8.124,-14.001,-14.616,1.896,1.074,3.848,-5.467,15.311,-0.562,1.592,-0.244,-24.499,-19.994,-17.786,-0.407,5.397,10.355
07/01/2016 14:00,-1.058,6.84,0.096,-1.183,-1.594,-0.081,-14.442,4.795,13.928,9.622,1.922,7.37,-14.624,-16.018,2.95,-0.417,3.876,-6.597,15.119,-1.075,0.288,-2.367,-24.407,-20.217,-18.034,-0.222,5.09,9.234
07/01/2016 15:00,-2.34,7.069,-0.96,-2.506,-1.759,-0.508,-14.63,4.396,13.35,8.71,1.016,6.059,-14.883,-16.578,4.674,-2.114,4.046,-7.362,14.649,-1.501,-0.964,-3.903,-24.327,-20.303,-18.193,0.101,4.62,7.917
07/01/2016 16:00,-2.406,6.606,-1.234,-2.699,-1.822,-0.508,-14.759,3.682,12.061,7.487,0.338,5.474,-15.055,-16.872,5.657,-2.922,4.456,-7.687,13.951,-1.831,-1.205,-4.514,-24.218,-20.294,-18.255,0.284,4.182,7.227
07/01/2016 17:00,-2.366,5.979,-1.398,-2.919,-1.829,-0.365,-14.876,3.213,11.097,6.828,0.258,5.356,-15.23,-17.031,5.233,-3.542,4.895,-7.941,13.33,-2.213,-1.03,-5.025,-24.064,-20.279,-18.244,0.142,3.905,6.644
07/01/2016 18:00,-2.38,5.406,-1.555,-3.155,-1.812,-0.157,-15.101,3.025,10.766,6.288,0.359,5.36,-15.411,-17.112,4.427,-3.972,5.171,-8.098,13.143,-2.616,-0.716,-5.452,-23.843,-20.214,-18.194,-0.249,3.643,6.198
07/01/2016 19:00,-2.362,4.848,-1.715,-3.359,-1.792,0.059,-15.323,2.892,10.5,5.884,0.41,5.507,-15.614,-17.186,3.822,-4.193,5.359,-8.185,13.041,-2.941,-0.557,-5.788,-23.553,-20.113,-18.131,-0.705,3.333,5.874
07/01/2016 20:00,-2.409,4.278,-1.828,-3.488,-1.733,0.3,-15.515,2.867,10.297,5.575,0.41,5.538,-15.853,-17.27,3.366,-4.455,5.368,-8.238,12.955,-3.196,-0.651,-6.077,-23.228,-19.955,-18.041,-1.144,2.999,5.618
07/01/2016 21:00,-2.408,3.763,-1.943,-3.472,-1.655,0.523,-15.699,3.005,10.177,5.256,0.388,5.397,-16.103,-17.413,2.781,-4.851,5.341,-8.307,12.925,-3.356,-0.87,-6.404,-22.871,-19.785,-17.987,-1.549,2.732,5.441
07/01/2016 22:00,-2.387,3.24,-2.081,-3.388,-1.547,0.688,-15.786,3.19,10.12,4.954,0.381,5.271,-16.333,-17.517,2.197,-5.244,5.256,-8.358,12.945,-3.438,-1.062,-6.66,-22.461,-19.593,-17.944,-1.864,2.498,5.282
07/01/2016 23:00,-2.318,2.81,-2.201,-3.147,-1.393,0.759,-15.881,3.396,10.076,4.719,0.459,5.29,-16.572,-17.597,2.149,-5.514,5.096,-8.383,12.971,-3.55,-1.103,-6.751,-22.042,-19.375,-17.852,-2.317,2.348,5.297
08/01/2016 00:00,-2.299,2.467,-2.334,-2.725,-1.188,0.806,-16.004,3.484,10.016,4.546,0.58,5.287,-16.856,-17.686,2.081,-5.73,4.923,-8.367,13.008,-3.747,-1.11,-6.68,-21.642,-19.125,-17.72,-2.873,2.242,5.344
08/01/2016 01:00,-2.277,2.249,-2.48,-2.304,-0.965,0.813,-16.143,3.66,9.961,4.451,0.713,5.264,-17.074,-17.745,2.014,-5.897,4.771,-8.326,13.02,-3.98,-1.237,-6.542,-21.252,-18.836,-17.528,-3.41,2.112,5.319
08/01/2016 02:00,-2.268,2.089,-2.625,-2.041,-0.752,0.828,-16.3,3.773,9.912,4.383,0.928,5.241,-17.266,-17.817,1.802,-6.003,4.592,-8.244,13.001,-4.204,-1.235,-6.492,-20.876,-18.546,-17.328,-3.845,1.996,5.201
08/01/2016 03:00,-2.277,1.984,-2.771,-1.683,-0.578,0.887,-16.398,3.783,9.807,4.381,1.279,5.301,-17.33,-17.811,1.606,-6.052,4.423,-8.106,12.914,-4.404,-1.16,-6.509,-20.513,-18.208,-17.13,-4.079,1.908,5.034
08/01/2016 04:00,-2.373,1.781,-2.953,-1.412,-0.39,0.944,-16.539,3.562,9.667,4.427,1.662,5.441,-17.32,-17.73,1.554,-6.093,4.305,-7.94,12.777,-4.634,-1.203,-6.699,-20.167,-17.886,-16.88,-4.236,1.836,4.826
08/01/2016 05:00,-2.365,1.628,-3.184,-1.299,-0.176,0.978,-16.719,3.309,9.54,4.48,1.85,5.655,-17.31,-17.619,1.424,-6.142,4.188,-7.728,12.661,-4.884,-1.138,-6.893,-19.826,-17.608,-16.665,-4.114,1.841,4.595
08/01/2016 06:00,-2.315,1.482,-2.38,-1.4,0.045,0.962,-16.877,3.136,9.416,4.564,1.738,5.889,-17.267,-17.479,1.279,-6.193,4.063,-7.44,12.603,-4.681,-0.971,-6.915,-19.481,-17.35,-16.469,-3.853,1.924,5.79
08/01/2016 07:00,-1.525,1.381,-0.197,-1.052,0.253,0.976,-16.94,2.945,9.363,4.775,1.996,6.684,-16.949,-16.894,1.12,-5.006,3.86,-6.748,12.553,-3.047,-0.063,-5.587,-19.117,-17.098,-16.28,-3.43,2.029,8.097
08/01/2016 08:00,0.324,1.547,1.721,0.17,0.422,1.468,-16.523,2.809,10.081,5.584,2.661,8.095,-16.089,-15.677,1.044,-2.672,3.996,-5.65,12.663,-1.383,1.506,-3.706,-18.643,-16.809,-16.112,-1.887,2.257,9.744
08/01/2016 09:00,1.822,1.914,3.032,1.205,0.616,2.072,-16.044,3.154,11.081,6.582,3.071,9.428,-15.411,-14.641,1.224,-0.977,4.593,-4.425,13.028,-0.183,2.442,-1.941,-17.999,-16.359,-15.838,-0.051,2.897,11.064
08/01/2016 10:00,2.671,2.773,3.818,2.09,0.73,2.745,-15.795,3.973,12.149,7.569,3.305,10.42,-14.881,-13.667,1.638,0.073,5.311,-3.223,13.437,0.56,2.976,-0.392,-17.34,-15.805,-15.362,1.14,3.665,11.935
08/01/2016 11:00,3.184,3.948,4.206,2.647,0.753,3.328,-15.809,4.655,13.022,8.439,3.466,11.048,-14.566,-12.959,2.026,0.756,6.023,-2.265,13.809,0.935,3.275,0.7,-16.883,-15.353,-14.9,1.836,4.407,12.442
08/01/2016 12:00,3.271,4.859,4.17,2.743,0.703,3.663,-16.169,5.118,13.485,9.03,3.571,11.231,-14.723,-12.724,2.301,1.008,6.445,-1.723,14.021,0.932,3.25,1.215,-16.717,-15.113,-14.62,1.904,4.909,12.582
08/01/2016 13:00,2.647,5.166,3.332,2.219,0.536,3.616,-16.884,5.341,13.552,9.26,3.578,10.98,-15.645,-13.332,2.384,0.65,6.426,-1.722,14.091,0.17,2.863,0.634,-16.682,-15.026,-14.575,1.585,5.128,12.237
08/01/2016 14:00,1.017,4.544,1.078,0.49,0.219,2.794,-17.351,5.238,13.234,8.985,3.313,10.054,-16.551,-14.185,2.232,-0.785,5.6,-2.276,14.032,-1.721,1.979,-1.531,-16.564,-14.981,-14.644,0.936,4.913,10.682
08/01/2016 15:00,-0.927,2.678,-0.294,-1.408,-0.182,1.408,-17.477,4.536,12.524,7.881,2.982,8.394,-16.845,-14.22,1.813,-1.921,3.888,-2.443,13.823,-2.947,1.126,-2.933,-16.461,-14.892,-14.705,0.103,4.144,9.059
08/01/2016 16:00,-1.72,2.165,-0.569,-1.868,-0.605,0.83,-17.45,3.654,11.412,6.812,2.882,7.533,-16.868,-13.956,1.605,-1.784,3.227,-2.341,13.348,-3.341,0.819,-3.073,-16.342,-14.805,-14.733,-0.182,3.562,8.646
08/01/2016 17:00,-1.906,2.201,-0.829,-2.19,-1.074,0.506,-17.369,3.445,10.58,6.555,2.893,7.331,-16.714,-13.648,1.642,-1.588,2.922,-2.253,12.72,-3.582,0.744,-3.049,-16.164,-14.73,-14.729,-0.197,3.496,8.279
08/01/2016 18:00,-1.745,2.069,-1.029,-2.467,-1.476,0.249,-17.315,3.341,10.255,6.328,2.986,7.19,-16.555,-13.312,1.597,-1.494,2.534,-2.186,12.246,-3.782,0.757,-3.253,-15.962,-14.642,-14.724,-0.242,3.484,7.925
08/01/2016 19:00,-1.562,2.037,-1.206,-2.751,-1.737,0.04,-17.305,3.253,10.007,6.104,3.089,7.069,-16.485,-13.029,1.027,-1.506,2.13,-2.167,11.84,-3.939,0.742,-3.29,-15.799,-14.552,-14.736,-0.24,3.485,7.532
08/01/2016 20:00,-1.445,2.045,-1.374,-2.955,-1.937,-0.159,-17.333,3.177,9.789,5.96,3.236,7.061,-16.492,-12.803,0.557,-1.562,1.913,-2.189,11.405,-4.074,0.727,-3.446,-15.587,-14.386,-14.752,-0.141,3.488,7.158
08/01/2016 21:00,-1.437,2.024,-1.527,-3.032,-2.072,-0.409,-17.479,3.107,9.598,5.896,3.414,7.077,-16.55,-12.592,0.209,-1.548,1.85,-2.24,10.981,-4.246,0.809,-3.472,-15.336,-14.276,-14.801,-0.064,3.501,6.916
08/01/2016 22:00,-1.584,1.991,-1.683,-3.157,-2.125,-0.653,-17.669,3.036,9.444,5.849,3.529,7.099,-16.449,-12.531,-0.14,-1.512,2.001,-2.312,10.581,-4.357,0.956,-3.346,-15.118,-14.169,-14.832,0.058,3.537,6.769
08/01/2016 23:00,-1.775,2.041,-1.809,-3.162,-1.997,-0.831,-17.831,3.027,9.295,5.807,3.624,7.135,-16.202,-12.515,-0.338,-1.486,2.071,-2.375,10.16,-4.412,1.101,-3.123,-14.978,-14.047,-14.808,0.188,3.582,6.643
09/01/2016 00:00,-1.833,2.068,-1.813,-3.137,-1.809,-0.87,-17.924,2.903,9.162,5.779,3.776,7.133,-15.988,-12.438,-0.107,-1.362,2.147,-2.484,9.679,-4.424,1.185,-2.827,-14.903,-13.96,-14.775,0.328,3.629,6.603
09/01/2016 01:00,-1.833,2.141,-1.724,-3.141,-1.556,-0.859,-18.015,2.699,9.013,5.727,3.92,7.119,-15.873,-12.237,0.396,-1.288,2.194,-2.649,9.135,-4.406,1.409,-2.64,-14.854,-13.875,-14.759,0.401,3.69,6.644
09/01/2016 02:00,-1.96,2.109,-1.448,-3.186,-1.277,-0.907,-18.084,2.578,8.841,5.709,4.011,7.11,-15.769,-11.965,0.431,-1.161,2.196,-2.854,8.552,-4.347,1.551,-2.502,-14.79,-13.788,-14.74,0.306,3.737,6.742
09/01/2016 03:00,-2.008,2.029,-1.218,-3.436,-0.987,-0.944,-17.989,2.436,8.63,5.763,4.057,7.113,-15.578,-11.785,0.242,-1.023,2.29,-3.094,8.055,-4.32,1.561,-2.472,-14.724,-13.693,-14.643,0.193,3.76,6.772
09/01/2016 04:00,-1.89,1.889,-1.109,-3.772,-0.676,-0.985,-17.792,2.357,8.384,5.766,4.116,7.07,-15.343,-11.771,-0.134,-0.855,2.334,-3.292,7.782,-4.29,1.425,-2.363,-14.625,-13.634,-14.544,0.095,3.77,6.722
09/01/2016 05:00,-1.777,1.731,-1.14,-4.01,-0.364,-1.029,-17.589,2.391,8.111,5.775,4.204,7.031,-15.129,-11.843,-0.563,-0.711,2.333,-3.514,7.698,-4.126,1.353,-2.323,-14.57,-13.609,-14.506,0.109,3.796,6.665
09/01/2016 06:00,-1.711,1.617,-0.114,-4.055,-0.088,-1.029,-17.401,2.495,7.814,5.813,4.277,7.096,-14.948,-11.907,-0.924,-0.573,2.283,-3.801,7.738,-3.326,1.327,-2.35,-14.545,-13.549,-14.469,0.135,3.905,7.435
