,[7] - BE_DHN_HP_ELEC,[6] - BE_IND_DIRECT_ELEC,[5] - BE_IND_COGEN_GAS,[8] - BE_DEC_HP_ELEC
2015-06-03 02:00:00,4675.870575113548,283.85471234879475,7172.905827651206,6798.058504886451
2015-06-03 03:00:00,4819.462602609278,283.85471234879475,7172.905827651206,7006.82112739072
2015-06-03 04:00:00,4675.870575113548,283.85471234879475,7172.905827651206,6798.058504886451
2015-06-03 05:00:00,4316.890508411825,283.85471234879475,7172.905827651206,6276.151951588173
2015-06-03 06:00:00,3670.726385088555,283.85471234879475,7172.905827651206,5336.720150911444
2015-06-03 07:00:00,2952.766249647504,283.85471234879475,7172.905827651206,4292.907041352495
2015-06-03 08:00:00,2234.806114613975,283.85471234879475,7172.905827651206,3249.093932386025
2015-06-03 09:00:00,1660.4380062611344,283.85471234879475,7172.905827651206,2414.043444738865
2015-06-03 10:00:00,1301.4579387443696,283.85471234879475,7172.905827651206,1892.1368902556305
2015-06-03 11:00:00,1229.6619254040252,283.85471234879475,7172.905827651206,1787.7555795959745
2015-06-03 12:00:00,1229.6619254040252,283.85471234879475,7172.905827651206,1787.7555795959745
2015-06-03 13:00:00,1229.6619254040252,283.85471234879475,7172.905827651206,1787.7555795959745
2015-06-03 14:00:00,1229.6619254040252,283.85471234879475,7172.905827651206,1787.7555795959745
2015-06-03 15:00:00,1229.6619254040252,0.0,7172.905827651206,1787.7555795959745
2015-06-03 16:00:00,1445.0499658325796,283.85471234879475,7172.905827651206,2100.89951216742
2015-06-03 17:00:00,1875.8260470972104,283.85471234879475,7172.905827651206,2727.1873779027896
2015-06-03 18:00:00,2234.806114613975,283.85471234879475,7172.905827651206,3249.093932386025
2015-06-03 19:00:00,2593.78618213074,283.85471234879475,7172.905827651206,3771.0004868692604
2015-06-03 20:00:00,2880.97023630716,283.85471234879475,7172.905827651206,4188.52573069284
2015-06-03 21:00:00,3742.5223984289,283.85471234879475,7172.905827651206,5441.1014615711
2015-06-03 22:00:00,4604.074559328075,283.85471234879475,7172.905827651206,6693.677190671924
2015-06-03 23:00:00,5465.626724302464,283.85471234879475,7172.905827651206,7946.252925697536
2015-06-04 00:00:00,6327.17888520164,283.85471234879475,7172.905827651206,9198.82865479836
2015-06-04 01:00:00,7332.323073596546,283.85471234879475,7172.905827651206,10660.167006403452
2015-06-04 02:00:00,7834.895167793998,283.85471234879475,7172.905827651206,11390.836182205998
2015-06-04 03:00:00,8193.875238570936,283.85471234879475,7172.905827651206,11912.742741429065
2015-06-04 04:00:00,8122.079222785464,283.85471234879475,7172.905827651206,11808.361427214537
2015-06-04 05:00:00,7332.323073596546,283.85471234879475,7172.905827651206,10660.167006403452
