,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LU,LV,ME,MK,MT,NI,NL,NO,PL,PT,RO,RS,SE,SI,SK
2030-01-01 00:00:00+00:00,770,7025.4,1435.4,8023.7,4376.2,6183.5,765,5813.5,41618.7,3802.9,730.9,24951.6,10956.1,61168,27810.8,5617.4,2076.7,3938.3,3696.1,26072,891,1037.2,503.9,648.2,1634.3,213.5,1040.2,10033.1,14638.8,16031.4,5725.4,5738.5,6198.1,12444.3,1328.6,2981.9
2030-01-01 01:00:00+00:00,659.1,6651.6,1303.5,7548.6,4009.1,6023.6,689,5820.1,39313.3,3624.4,702.2,22754.1,10811.9,59644,26306.8,5522.9,1986.5,3724.7,3547.5,23761.1,858.5,1012.6,482.2,572.9,1432.9,203.2,924,9523.6,14185.5,15014.8,5471,5532,5710.9,12124.1,1236.6,2843.9
2030-01-01 02:00:00+00:00,606.4,6388.9,1227.8,7152.4,3806.3,5833.7,640.9,5707.2,38067.2,3538.4,686.9,21361.6,10741.8,57925,25243.7,5264.4,1929.5,3486.1,3440.4,22263.6,843.8,976.6,470.2,516.9,1263.8,196.2,891.6,9174.9,13920,14330.4,5069.3,5438.3,5267.2,11929.8,1186.7,2757.9
2030-01-01 03:00:00+00:00,583.7,6223.7,1197.7,6897.3,3714.4,5704.5,614.8,5578.5,37916.6,3520.1,686,20672,10779.7,54581,23923.2,5089.1,1891.1,3368,3377.3,21438.9,848.8,967.9,478.9,487.1,1164.6,194.2,850.8,9004,13789.5,14043.4,4698.3,5402.1,4950.5,11896.7,1167.1,2735.5
2030-01-01 04:00:00+00:00,592.8,6484.8,1210.2,6849.2,3714.5,5503.4,608.1,5638.5,38703.9,3564.3,718.1,20419.8,10999.3,52527,22823.4,5145.5,1915.6,3452.3,3343.7,21224.6,905.2,945.9,513.7,471.6,1127.2,199.6,820,8968.1,13823.2,14076.6,4460.9,5446.5,4810.4,12031.5,1173.5,2790.9
2030-01-01 05:00:00+00:00,677.3,7361,1304.7,7181.6,3874,5673.2,630,6014.7,41333,3803.1,841.6,20852.3,11572,52185,22047.6,5664,2029.7,3797.8,3348.5,22358.7,1123,956.3,618.2,479.4,1140.9,222.4,811.6,9261.7,14246.4,14683.4,4328.1,5614.9,4957,12639.7,1276.4,2936.4
2030-01-01 06:00:00+00:00,919.6,8595.9,1524.5,8111,4393.5,6154.5,696.8,6946.7,47713.5,4452.1,996.8,22898,11902.4,52450,22747,6623.2,2314.2,4570.8,3467.5,26366.8,1335.6,981.5,753.4,528.5,1233.8,271.8,826.1,10232.5,15473.6,16992.4,4274.8,6061.9,5486.8,14085.2,1561.6,3307.9
2030-01-01 07:00:00+00:00,1250.6,9443,1756.6,8935.3,4992.5,6916.8,787.8,7419.1,53855,5170.1,1099.7,26701.5,12080,52769,27143.9,7180.4,2617.8,4876.4,3763.1,31452.5,1458.5,1068,843.4,594.6,1261.5,310.6,957,11907.9,17053.9,18897,4113.1,6751.9,6054.3,15502.2,1749.1,3476.2
2030-01-01 08:00:00+00:00,1365.2,9753.1,1937,9290.7,5426.7,7340.7,849.8,7541.2,56328,5385.6,1122.8,29478.1,12018.5,54738,32707.8,7869.7,2805.6,4944.9,3947.9,35187.6,1499.6,1138.1,876.9,667,1373.5,326.3,1209.8,13009.7,17559.4,19810.2,4079.1,7083.1,6399.2,15814.5,1814.8,3591
2030-01-01 09:00:00+00:00,1373.1,9867.8,2011.8,9367.6,5613.1,7401.3,861.2,7682.2,56731.6,5385.5,1126.2,30674.9,11904.8,57264,34253.7,8137.4,2882.6,5022.2,3993.6,37221.5,1502,1149.5,882.2,706,1455.1,329.9,1342.6,13348.5,17398.6,20431,4468.2,7197,6575.4,15759.8,1818.9,3650.7
2030-01-01 10:00:00+00:00,1341.9,9954.4,2019.4,9364.2,5530.1,7411,859.8,7681.4,57556.1,5409.4,1120,31363.1,11834.4,59237,34741.8,8285.5,2867.7,5070.9,4029.9,37581.2,1490.2,1147.6,868.7,714.2,1487.1,329,1379.2,13397.2,17291.7,20516.5,4904.7,7158.5,6582.7,15835.7,1798.6,3635.5
2030-01-01 11:00:00+00:00,1306.8,9838.5,2009.1,9434.1,5405.8,7310,872.3,7661.2,58221.3,5351,1097,31221.5,11787.6,60227,34521.4,8363.6,2897.3,5117.9,4039.9,37300.6,1456.5,1169.1,833.3,709.4,1497.1,332.2,1387.1,13379.1,17122.5,20699.7,5290.1,7046.1,6530.1,15768.5,1797.5,3639.3
2030-01-01 12:00:00+00:00,1297.2,9512,1981.3,9243.8,5218.5,7042.3,877.2,7713.4,57711.3,5260.9,1115.7,30759.5,11770.6,62035,34307.1,8282.2,2857.2,5130.6,4054.5,35253.8,1463.5,1174.3,847.7,699.1,1480.7,327.7,1397.8,13221.4,17009.7,20690.3,5479.5,6987.3,6403.6,15626.1,1771.2,3603.8
2030-01-01 13:00:00+00:00,1316.5,9432.3,2030.4,9249.2,5131.6,7058.3,872.5,7730.5,57056,5254.7,1107.7,30615.4,11770.6,59648,34485.2,7902.6,2768.8,5066.2,4039.3,34767.6,1453.1,1148.3,844.7,684.8,1464.8,326.5,1410.7,13257.1,16936.3,20929.6,5229.4,6997,6279.4,15566.8,1800,3615.5
2030-01-01 14:00:00+00:00,1333.3,9396,2018.4,9151.3,5065.5,7017.1,877,7670.3,56188.1,5211.5,1117.6,29686.3,11843.7,57034,34616.2,8034.4,2692.3,5058.6,4031.2,35585.6,1448,1157,849.9,677.3,1457.4,327.6,1387.1,13242.4,17057.7,20758,4962.2,6928,6154.2,15604.6,1751,3599.4
2030-01-01 15:00:00+00:00,1353.9,9419.8,1986,9070.9,5085.1,6931.4,884.9,7739.2,55504.5,5135,1144.1,29098.8,11989.6,55631,34579.9,8016,2646.2,5104.5,4051,35701.5,1472.5,1121,880.2,680.8,1457.6,327.3,1367.7,13179.9,17110.9,20639.8,4906.6,6866.1,6179.6,15854.8,1726.7,3588.6
2030-01-01 16:00:00+00:00,1432.2,9884.2,2061,9094.9,5231.5,7002.3,905.8,7722.4,55862.2,5335.8,1156.3,28949.1,12087.3,56042,35179,8290.5,2807.1,5260.3,4158.4,36321.6,1533.5,1125.9,906.8,724,1555.2,335,1389.3,13359.5,17373.7,21667.8,4963.6,6986.5,6639.2,16175.2,1777.4,3666.5
2030-01-01 17:00:00+00:00,1566.3,10267.7,2220.4,9691.9,5676.1,7368.7,1011.8,7880.5,59082.8,5804,1136,29435.2,12107.4,60491,38218.4,9159.2,3164.2,5396.9,4386.4,38829.5,1520.8,1151.4,897.7,787.3,1676.2,364.3,1519.5,14038,17461.6,22415.8,5641.3,7460.1,7118.8,16407.1,1883.1,3780
2030-01-01 18:00:00+00:00,1591,10040,2184.6,9932.5,6090.9,7600.9,1068.6,7749.8,59506.2,5680.1,1103.8,31377.1,12182,64072,40623.2,9285.7,3180.2,5332,4427.2,39472.1,1473.5,1167.8,864.6,797.7,1659.8,380.7,1689.3,13796.5,17405.8,22361.8,6453.3,7672.6,7179.7,16149.9,1910.7,3741.6
2030-01-01 19:00:00+00:00,1582.1,9395.8,2146.1,9530,6057.9,7362.1,1061.9,7671.3,57865.8,5347.5,1064.4,32726.6,12108.1,64893,40506.5,9179.7,3165.5,5248,4334.9,38934.3,1412.1,1180.8,834.2,790,1645.6,376.5,1630.1,13468.3,17252.9,22360.7,6691.3,7614.3,7144.9,15746.6,1909.7,3712
2030-01-01 20:00:00+00:00,1520.4,8736,2063.7,9013.2,5766.7,6973.5,1027,7351.2,54172.3,5019.1,1006.5,32879.3,11800.6,62758,39108.6,8580.1,3043.2,5039.1,4218.3,37087.1,1313.7,1144.8,778.9,773,1593.1,355.8,1545.8,12891.6,16910.9,21710.8,6772.7,7462.8,6989.5,15133.1,1824.3,3615.1
2030-01-01 21:00:00+00:00,1383,8119.5,1968,8527.6,5480.5,6772.5,992.7,6853.1,51413,4743.5,922.4,32381.4,11823.5,59911,37107.5,7782.3,3049.5,4820.4,4088.3,34920.8,1166.2,1120.3,699.5,748.8,1572.3,320.9,1458.7,12215.7,16548.6,20353,6657.7,7113.5,6817.2,14486.3,1674.8,3424.9
2030-01-01 22:00:00+00:00,1167.7,8045.7,1849.6,8747.8,5313,6687.8,934.8,6398.3,49307.2,4406.5,842.7,30442.3,11605,60879,34464.9,7156.8,2805,4592.7,3926.8,32150.4,1035.1,1079.2,616.9,715,1777.2,283.5,1363,11479.5,15991.7,18967.6,6447.3,6583.7,6691.3,13729.5,1568.5,3275.1
2030-01-01 23:00:00+00:00,923.3,7514.2,1648.4,8737.5,4917.2,6409.3,863.7,6031.3,45568.7,4094.5,774,27879.8,11262.3,61123,31504.1,6383.1,2408.7,4357.8,3866.9,29509.5,947.5,1073.1,546.5,716,1814,243.7,1226.1,10824,15297.2,17686.4,5931.8,6107.5,6492.3,12971.4,1460.5,3130.7
2030-01-02 00:00:00+00:00,779.9,8363.9,1348.4,10213.7,4437.2,7235.8,836.3,7753.1,59058.5,4788.4,1001.3,33387.2,11670,59313,31825.2,6432.8,2159.6,5120.7,4111,28731.9,1163.1,1273.9,735.3,628.8,1714.9,232.9,1122.8,12189.8,17975.5,22172.9,5776.8,5770.1,6166.6,16080.7,1751.5,3291.2
2030-01-02 01:00:00+00:00,671.1,7993.2,1223.1,9710.6,4079.8,7075.4,749.2,7764.6,56448.3,4583.1,969.9,30524.5,11449.3,57357,30287.5,6341,2071.2,4899.4,3876.3,25864.8,1127.5,1253.6,708.9,563.4,1533.7,223,1007.8,11627.7,17474.1,21103.9,5305.1,5570.1,5703.1,15708.2,1652.5,3131.2
2030-01-02 02:00:00+00:00,619.5,7732.4,1151,9292,3882.1,6883.8,694.6,7638.2,55068,4487.2,953.5,28728.1,11353.9,55890,29210.4,6090.5,2015.3,4651.9,3712.8,24081.6,1111.6,1207.4,694.8,514.8,1381.3,216.2,975.5,11247.6,17187.8,20390.3,4967.5,5479.2,5281,15488.3,1600,3033
2030-01-02 03:00:00+00:00,597.2,7568.4,1122.4,9023,3792.1,6753.9,665.3,7492.7,54946.6,4469.6,953.1,27855.3,11417.5,53217,27854.4,5924.3,1977.7,4529.8,3619.9,23174.8,1117.8,1200.2,706.4,488.9,1291.8,214.3,935,11066.1,17053,20100.9,4803.6,5443.9,4979.6,15461.7,1580.4,3010.2
2030-01-02 04:00:00+00:00,606.2,7825.6,1134.2,8974.5,3791.7,6549.2,658.4,7564.4,55906.7,4525.5,989.9,27554.3,11768.1,52732,26723.9,5982.6,2001.6,4618.4,3575.7,23051.7,1181.1,1164.5,750.9,475.3,1258,219.5,904.4,11035.8,17106.9,20151.6,4719.2,5486.5,4846,15638,1589.2,3080.2
2030-01-02 05:00:00+00:00,689,8690.9,1224.2,9329.9,3946.1,6725.3,684.3,8000,58981.8,4807.1,1129.9,28146.6,12641,54900,25920.3,6491.1,2113.4,4978.9,3588.1,24746.5,1424.9,1175.8,882.5,482.1,1270.3,241.7,896,11373.7,17599.9,20815.1,4770.4,5649.3,4984.8,16381.2,1703.8,3257.3
2030-01-02 06:00:00+00:00,926.3,9910.7,1433.2,10321.5,4449.7,7222.1,762.9,9076.6,66411.4,5567,1305.7,30882.1,13132.6,59635,26663.8,7436.7,2391.9,5785,3791.8,30491.5,1662.8,1198,1052.7,524.5,1353.9,289.7,910.3,12479.4,19020.3,23315.9,5052.5,6081.1,5487.4,18134.2,2019.7,3706.6
2030-01-02 07:00:00+00:00,1250.5,10748.1,1654.1,11199.2,5031.2,8005.7,868.6,9620.6,73525.5,6406,1421.7,35920.3,13402,63789,31268.3,8015.5,2689.3,6103,4287,37579.8,1800,1296.1,1165.4,581.7,1379,327.4,1039.9,14376.7,20831.8,25362.3,5492.3,6748.1,6026.4,19842.8,2226.1,3907.5
2030-01-02 08:00:00+00:00,1362.8,11055,1825.6,11576.2,5452.8,8440.5,940.3,9759.6,76366.9,6655.3,1447.5,39588.2,13296.4,66778,37095.4,8703.9,2873.2,6173.9,4591.4,42696.5,1845.6,1378.6,1207.1,644.3,1479.8,342.7,1290,15620.5,21401,26336.9,6186.7,7068.4,6354.3,20211.7,2297.6,4043.4
2030-01-02 09:00:00+00:00,1370.7,11168.5,1896.9,11659.1,5633.8,8502.4,953.3,9922.6,76838,6659.5,1451.1,41172.3,13155.9,68247,38715.8,8968.1,2948.7,6254.3,4672.2,45470.7,1848.4,1391.5,1213.8,678.2,1552.9,346.1,1421.5,16005.4,21220.2,27000.6,6847.4,7178.5,6521.7,20144.7,2301.8,4113.7
2030-01-02 10:00:00+00:00,1340.1,11253.9,1904,11658.1,5553.2,8513.2,951.7,9923.7,77826,6691.2,1444.1,42100.4,13080.5,69150,39240.1,9100.9,2934.1,6305.2,4745.1,46013.7,1835.4,1383.4,1197.4,685.1,1581.2,345.3,1457.5,16067,21107.2,27095.3,7054.5,7141.3,6528.5,20239.9,2279.9,4095.7
2030-01-02 11:00:00+00:00,1305.6,11139,1894.2,11735.3,5432.4,8410.7,966.7,9902.4,78635.4,6627.1,1418.4,41935,13022.8,69598,39026.2,9163.3,2963,6354.6,4773.5,45740.8,1798.1,1417.3,1153.4,681.1,1589.9,348.5,1465.3,16054.7,20921.6,27301.7,7164.9,7032.6,6478.3,20165.7,2279.9,4102.1
2030-01-02 12:00:00+00:00,1296.2,10816.1,1867.7,11533.7,5250.3,8136.1,972.8,9963.9,78062.9,6525.1,1439.8,41336,12985.8,70581,38812.3,9086.4,2923.7,6368.3,4804.2,42876.2,1806.2,1422.6,1171.7,672,1574.9,344,1475.8,15880.2,20793.6,27298.3,7116,6975.7,6358,20000.5,2251.4,4060.7
2030-01-02 13:00:00+00:00,1315.2,10737.5,1914.5,11538.5,5166.3,8151.7,967.2,9982.8,77286.9,6516.9,1430.4,41133.2,12974.3,69238,38991.4,8723.8,2837.1,6300.8,4774.4,42147.6,1794.4,1387.9,1167.8,659.8,1560.7,342.8,1488.6,15917.5,20702.3,27551.6,6926.1,6985.1,6240.2,19924.5,2282.7,4073.7
2030-01-02 14:00:00+00:00,1331.6,10702.2,1903,11432.4,5102.6,8107.7,971.7,9911.6,76248.7,6464.7,1441.3,39873.3,13071.8,67946,39112.2,8866.3,2762.3,6292.4,4752.9,43212.3,1788.5,1405.8,1174,653.4,1554.1,344,1465.5,15893.9,20829.6,27355.7,6915.4,6918.6,6121.9,19967,2227.5,4052
2030-01-02 15:00:00+00:00,1351.8,10725.7,1872.3,11347.4,5121.7,8019.5,980.9,9991.7,75462.6,6377.9,1471.3,39095,13304.1,66351,39077.3,8849.7,2717.1,6340.3,4789.8,43372.5,1815.9,1349.6,1212.2,656.4,1554.2,343.7,1446.2,15824.8,20894.6,27228.4,6791.3,6858.8,6145.9,20275.4,2200.8,4039
2030-01-02 16:00:00+00:00,1428.5,11184.7,1943.6,11371.7,5263.7,8092,1005.2,9971.4,75862.2,6614.2,1485.1,38886.8,13441.7,66717,39699.5,9103.2,2874.6,6502.5,4966.5,44194.4,1884,1362.8,1245.3,693.8,1642.2,351.1,1467.6,16025.3,21196.6,28335.9,6825.6,6975.2,6582.2,20660.7,2256.5,4132.5
2030-01-02 17:00:00+00:00,1559.8,11564.4,2095.3,12004.3,5695.7,8466.5,1128.1,10150.3,79546.1,7156.8,1461.5,39492,13442.5,71244,42861.9,9933.6,3224.4,6644,5335.2,47462.4,1869.1,1392.7,1233.1,748.5,1751.4,379.6,1596.4,16782.2,21281.5,29127,7353.7,7433.1,7038.2,20925.4,2371.3,4265.9
2030-01-02 18:00:00+00:00,1584.2,11340.4,2061.2,12255.5,6098.8,8702.2,1193.4,9994.8,79959.6,7004.1,1424.4,42023.6,13507.5,74096,45348.9,10057.2,3240.3,6575.4,5380.1,48105.1,1815.5,1398.7,1190.2,757.7,1737.5,395.6,1764.6,16490,21189.9,29048.5,7908,7638.8,7096.7,20596,2399.4,4215.4
2030-01-02 19:00:00+00:00,1575.5,10704.6,2024.6,11823.7,6067.2,8454,1184.9,9901.7,78012.9,6610.1,1379.4,43789.2,13373.1,72417,45204.7,9950.5,3225.8,6487.2,5211.9,47139.1,1746.5,1423.9,1151.4,751.1,1724.9,391.6,1706.1,16108,20999.9,29034.7,8033.6,7582.5,7064.2,20098.2,2396.8,4177.3
2030-01-02 20:00:00+00:00,1515,10052.9,1946.1,11271.5,5785,8053.1,1143.6,9531.4,73706,6223.2,1313.9,43983.5,12897.1,68030,43729.3,9367.5,3106.1,6269.3,5010.1,44412.5,1636.4,1382.9,1081.7,736.5,1677.8,371.4,1622.6,15449.9,20600.2,28329.2,7840,7436.2,6916.9,19350.9,2301.9,4059.7
2030-01-02 21:00:00+00:00,1380.3,9444.3,1855.1,10751.9,5507.8,7844.4,1103.1,8954.7,70469.6,5897.1,1218.5,43298.4,12930.2,64825,41610.5,8582.2,3112.2,6040.8,4781.6,41245.6,1471.1,1366.2,981.5,715.6,1659.2,337.4,1536.7,14675.4,20173.5,26853.1,7438.1,7098.7,6753.6,18560.6,2135.5,3828.2
2030-01-02 22:00:00+00:00,1169.4,9372,1742.5,10985.7,5345.9,7755.1,1034.5,8428,67993,5498,1127.7,40689.1,12617.2,65186,38814.2,7966.8,2873,5802.8,4501.5,37171.1,1324.3,1305.4,877.2,686.6,1843.3,301,1442.1,13832.1,19526.2,25341.9,7068.4,6586.8,6634.8,17634.9,2016.7,3644.5
2030-01-02 23:00:00+00:00,929.9,8847.3,1551.1,10973.8,4962.4,7466.7,950.8,8003.1,63626.4,5129.7,1049.7,37259.8,12104.8,65067,35689.9,7206,2484.8,5557.4,4395.3,33385.7,1226.1,1309.1,788.5,687.4,1876.5,262.4,1306.7,13082.5,18719.9,23948.4,6423.4,6126.9,6446.3,16711.7,1896.3,3468.3
2030-01-03 00:00:00+00:00,790,8255.4,1320.1,10501.6,4431.1,7042.5,817.1,7428.4,58930.5,4769.7,1004.4,33197.5,11615.3,62548,40034,6336.3,2080,5032.9,4283.3,31549.9,1282.7,1276.6,817.3,665.9,1653.7,233.2,1196.8,12329.1,18211,21222,5462.3,6551.6,5874.5,16179.6,1679.9,3478.9
2030-01-03 01:00:00+00:00,680.1,7886.7,1191.1,10001.3,4073.4,6881.9,733.2,7439.8,56315.9,4564.5,973.1,30359.9,11396.6,60534,38330.6,6246.1,1994.1,4817.8,4040.7,28438.1,1251.9,1256.1,794.4,597,1472,223.2,1071.1,11756.2,17706,20100.1,5065,6289.1,5425.5,15806,1581.1,3329.4
2030-01-03 02:00:00+00:00,627.8,7627.1,1117.1,9584.9,3875.6,6689.2,680.5,7313.4,54933.4,4468.8,956.5,28579.3,11302.2,58791,37184.2,6000.9,1939.8,4577.4,3872,26529.6,1237.8,1209.8,781.8,545.8,1319.1,216.4,1036.9,11369.7,17418,19357.1,4811.3,6171.3,5016.8,15585.4,1528.6,3237.1
2030-01-03 03:00:00+00:00,605.4,7463.7,1087.7,9317.2,3785.5,6558.9,652.1,7167.7,54812,4451.2,956.2,27713.2,11366.6,55898,35654.4,5838.3,1903.2,4458.5,3776.3,25584.4,1242.3,1202.5,791.3,518.5,1229.3,214.5,993.3,11186,17282.8,19065.1,4667.1,6126.9,4724.9,15558.9,1509,3214.4
2030-01-03 04:00:00+00:00,614.4,7718.5,1099.8,9268.7,3785.1,6352.1,645.3,7239.6,55774.1,4506.9,993.1,27414.8,11716.9,55070,34372.8,5895.1,1926.3,4543.6,3731.1,25498.3,1294.7,1166.9,828.5,504.2,1195.4,219.7,960.6,11156.7,17338.3,19133.7,4594,6185.5,4595.3,15736.1,1517.7,3277.4
2030-01-03 05:00:00+00:00,698.1,8576.9,1192.3,9621.7,3939.7,6531.8,670,7675.4,58854.8,4788.1,1133.1,28000,12589.4,57406,33432.7,6392.1,2034.8,4891.9,3744.2,27421.5,1498.5,1178.1,939.7,511.3,1207.7,242,951.7,11503.6,17836.4,19854.4,4654.3,6403.3,4729.4,16482.8,1632.1,3439.3
2030-01-03 06:00:00+00:00,938.1,9787.2,1407.2,10607.2,4443.7,7037.4,745.1,8753.1,66297.8,5547,1308.9,30706.7,13081.7,63550,34392.7,7316.4,2305,5671.1,3955.7,33868.6,1697.5,1200.5,1083.5,556.2,1291.7,290.2,967.6,12636.4,19271.6,22549.2,4900.5,6979.2,5215,18243.7,1947.7,3851.1
2030-01-03 07:00:00+00:00,1266,10618.5,1634.3,11479.7,5025.6,7833.1,846.5,9297.5,73424.7,6384.9,1425,35696.2,13350.5,68867,40012.7,7882.9,2593.6,5979,4469.3,41756.6,1812.6,1298.8,1179.1,616.4,1316.8,327.9,1110.2,14578.3,21100,24738.9,5268.6,7866,5736.6,19959.6,2153.8,4036.3
2030-01-03 08:00:00+00:00,1379.5,10923.4,1810.7,11854.6,5447.6,8274.1,915.4,9436.7,76271.1,6633.9,1450.7,39328.4,13245.1,71258,47128.9,8556.3,2772.1,6048,4784.8,47438.9,1851.2,1381.7,1214.6,682.5,1417.9,343.4,1386.1,15850.9,21673.6,25775.5,5829.2,8291,6054,20329.8,2225.2,4162.1
2030-01-03 09:00:00+00:00,1387.4,11036.3,1883.9,11937,5628.8,8336.6,927.9,9599.9,76743.3,6637.9,1454.3,40900.1,13102.2,71998,49114.8,8814.9,2845.3,6126,4868.9,50512.3,1853.3,1394.4,1220.1,718.2,1491.2,346.8,1531.6,16245,21491.6,26482.6,6422.6,8436.7,6215.9,20262.6,2229.4,4227.2
2030-01-03 10:00:00+00:00,1356.5,11120.9,1891.2,11935.7,5548.2,8347.9,926.4,9600.8,77733.3,6669.6,1447.4,41822.4,13025.6,72178,49815.6,8945.1,2831.2,6175,4945.2,51117.1,1841.9,1386.6,1206,725.5,1519.7,345.9,1572.6,16309.2,21378.2,26586.4,6678.8,8387.3,6222.5,20358.1,2207.6,4210.6
2030-01-03 11:00:00+00:00,1321.6,11006.5,1881.2,12012.2,5427.2,8244.6,940.6,9579.7,78544.4,6605.6,1421.6,41659.9,12968.4,72826,49633.8,9006.2,2859.2,6222.5,4975.4,50834.3,1810.3,1420.4,1168.5,721.3,1528.4,349.1,1582.1,16298,21191.2,26816.4,6873.6,8243.7,6173.6,20283.9,2207.5,4215.7
2030-01-03 12:00:00+00:00,1312.1,10686,1854,11811.7,5245.1,7966.1,946.3,9641.1,77971,6503.6,1443,41066.5,12933.7,72895,49421.7,8931.1,2821.1,6235.4,5007.5,47659.4,1816.9,1425.7,1183.9,711.8,1513.4,344.6,1594.3,16120.3,21061.8,26819,6884.2,8168.7,6057.1,20118.1,2179.1,4177.2
2030-01-03 13:00:00+00:00,1331.3,10608.1,1902.1,11816.5,5160.9,7981.6,941,9660,77193.5,6495.4,1433.7,40866,12923.1,72103,49605.9,8576.9,2737.1,6170.3,4976.4,46829.8,1807.2,1390.9,1180.6,698.8,1499.1,343.5,1608.1,16157.8,20969.1,27086.7,6745.3,8180.6,5943.4,20041.5,2210.3,4189.6
2030-01-03 14:00:00+00:00,1348,10573.4,1890.2,11711.2,5097.1,7935.9,945.5,9588.8,76153.3,6443.4,1444.5,39619.2,13021.3,71432,49677.2,8715.9,2664.5,6162.7,4953.7,47981.9,1802.7,1408.9,1186.1,692,1492.5,344.6,1581.8,16132.4,21096.4,26866.2,6835.1,8090.7,5829.2,20084.2,2155.2,4170.5
2030-01-03 15:00:00+00:00,1368.3,10596.6,1858.6,11626.8,5116.2,7846.5,954.3,9669,75365.8,6356.6,1474.5,38849.7,13253,70552,49648.8,8699.5,2620.6,6209,4992.1,48165,1825.5,1352.7,1218.3,695.2,1492.6,344.3,1560.8,16062.1,21162.3,26729.7,6865.2,8011.1,5852.5,20394.3,2128.5,4158.6
2030-01-03 16:00:00+00:00,1445.9,11052.2,1932,11651,5258.3,7919.8,977.7,9648.6,75766.1,6592.4,1488.3,38642.5,13390.6,71263,50384.4,8947.3,2773.5,6365.9,5175.3,49079.5,1882.6,1365.8,1246.5,734.7,1580.9,351.8,1583.9,16266.6,21467.5,27917.4,6898.8,8165.9,6274.5,20781.1,2184.2,4244.6
2030-01-03 17:00:00+00:00,1578.7,11429.6,2087.9,12280.1,5690.7,8298.9,1095.6,9827.7,79456.3,7134.3,1464.8,39240.7,13392,75033,54149.2,9759.2,3113,6503.5,5556.9,52689.7,1871.1,1395.8,1236.6,792.4,1690.4,380.4,1724.8,17039.5,21552.6,28752.2,7203.4,8773.4,6715.7,21046.8,2298.9,4368.4
2030-01-03 18:00:00+00:00,1603.3,11208.1,2052.8,12530.3,6094.2,8536.4,1158.4,9672,79870,6981.9,1427.7,41745.2,13458.6,78093,57039.3,9880.9,3128.4,6437.9,5602.1,53352,1827.3,1402,1201.2,802,1676.4,396.4,1908.5,16737.1,21458,28649,7539.9,9044.8,6772.8,20715.5,2326.9,4323.8
2030-01-03 19:00:00+00:00,1594.5,10577.4,2015.2,12101.4,6062.5,8283.1,1150.5,9578.9,77919.5,6588.5,1382.7,43493.6,13325.3,76060,56760.6,9776.6,3114.4,6353.2,5426.9,52240.4,1770.2,1427.1,1168.7,794.9,1663.8,392.4,1842.9,16344.4,21265.1,28622.2,7612.9,8968.4,6741.7,20215.2,2324.4,4289.8
2030-01-03 20:00:00+00:00,1533.3,9930.9,1934.6,11552.8,5780,7875.2,1111,9208.3,73604.8,6202.2,1317.1,43685.8,12849.9,71713,54905.7,9206.9,2998.3,6142.7,5217.2,49191.2,1678.2,1385.9,1109.8,779.6,1616.5,372.1,1750.4,15669.8,20861,27860.6,7414.1,8773.1,6599.4,19464.5,2229.7,4182.2
2030-01-03 21:00:00+00:00,1397.1,9327.2,1841,11036.6,5502.6,7662.3,1072.4,8631.1,70362.4,5876.6,1221.7,43008.2,12882.1,68083,52210.6,8439,3004.3,5922.1,4979.6,45613.8,1540.2,1369.1,1025.3,757.5,1597.9,338,1654.7,14875.5,20429.5,26264.6,7050.8,8322.4,6441.7,18670.6,2063.5,3970.6
2030-01-03 22:00:00+00:00,1183.9,9255.9,1725.3,11269.1,5340.6,7570.3,1007,8103.9,67881.2,5478.1,1130.9,40427.5,12567,68290,48662.7,7836.9,2772.2,5692.5,4688.6,40999.3,1417.6,1308.2,937.4,726.8,1782.6,301.5,1549.8,14010.7,19775.8,24626.3,6678.3,7638.9,6327.2,17740.7,1944.8,3803.3
2030-01-03 23:00:00+00:00,941.8,8735.5,1528.4,11257.3,4956.8,7276.3,926.9,7678.7,63506.6,5110.4,1052.8,37033.7,12053.6,67764,44738.3,7092.8,2395.6,5455.6,4578.1,36721,1335.7,1311.7,862.5,727.7,1815.9,262.8,1399.7,13242.3,18961.2,23119.5,6144.3,7025.1,6145.2,16813.3,1824.6,3642.4
2030-01-04 00:00:00+00:00,765.6,8444.8,1376.3,10977,4414.5,7461.7,840,7861.6,61080.9,4880.6,1002.9,33251.8,11781.1,63857,40441.4,6170,2184.5,5104.8,4204.2,35579,1290.8,1292.2,820.5,645.6,1620.1,232.3,1173.8,12532.9,18709.8,22396.9,5792.6,6408,5776.6,17571.1,1754.9,3565.4
2030-01-04 01:00:00+00:00,660.1,8072.3,1247,10480.6,4056.9,7301.1,752.3,7873,58531.9,4674,971.5,30399.7,11564.2,62042,38737.1,6080.5,2095.3,4884.7,3965.2,32603.1,1259.2,1271.2,796.8,578.3,1438,222.5,1052.2,11949,18197.9,21312.8,5297,6145.6,5326.1,17178.9,1656,3416.2
2030-01-04 02:00:00+00:00,610,7810.3,1172.9,10067.2,3859.2,7109.7,697.2,7746.6,57178.1,4577.7,955.1,28610.8,11470.6,60541,37590.4,5844,2039.2,4638.3,3798.8,30764.1,1244.8,1224.7,784,528.3,1284.9,215.8,1018.7,11555.9,17906.5,20590.6,4955.6,6027.8,4916,16949.5,1603.4,3323.9
