,AL,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LU,LV,ME,MK,MT,NI,NL,NO,PL,PT,RO,RS,SE,SI,SK
2030-08-04 04:00:00+00:00,747.1,5398.3,1279.7,6852.5,3401.2,4673.6,711.9,5114.5,42605.3,3528.3,696.5,25990,7353.3,30576,21112.9,5772.7,2013.8,4310,3011.7,32836.3,1026.7,1037.8,596.4,423.1,818.3,318.2,670.4,9660.7,11519,17772.9,4639.2,5712.7,2911.7,10108,1319.7,2677.7
2030-08-04 05:00:00+00:00,875.6,5638.7,1304.8,6888.1,3438.5,4650,669.2,4992.2,43204.6,3638.1,713.9,25651.9,7471.9,30872,20716.8,5642.7,2017.3,4331.8,2984.3,32648.5,1061.8,1030.1,616.4,417.4,825.8,314.2,655.9,9632.2,11467.9,17006.8,4467.1,5709.5,2937.6,10265.7,1339,2650
2030-08-04 06:00:00+00:00,1039.2,6081,1391.4,6921.2,3505.9,4670.1,665.5,5129.7,44917.6,4005.1,770.4,25852.2,7684.4,31491,20764.6,5774.1,2049.4,4584.2,2986,35115,1165.7,1014.9,691.2,444.5,835,313,658.7,9698.7,11579.4,17762.7,4664.1,5610.8,3146.6,10847,1394.1,2729
2030-08-04 07:00:00+00:00,1158.1,6684,1615.4,7250.3,3742,4692.5,724.4,5506.6,48434.7,4467.4,858.1,25920.3,7979.9,32696,22475.3,6373.4,2210.6,4953.9,3023.1,39834.8,1302.1,1075.8,787.8,497.2,889.6,336.2,688.4,10184.9,11994.5,19489.4,5117.3,5871.8,3583.5,11755.6,1537.5,2899
2030-08-04 08:00:00+00:00,1206.3,7168,1795.9,7837,4079,4952.8,800.7,5935.4,52728.5,4794.7,935.9,27182.8,8234.4,35602,25798,7073.9,2439.7,5238.7,3250.6,43783.3,1409.8,1124.7,869.3,555.2,985.3,366.7,802.3,10967.5,12672.7,21250.9,5511.6,6243.1,3994.3,12570.1,1663.1,3060.8
2030-08-04 09:00:00+00:00,1234.9,7444.9,1911.5,8393.2,4338.8,5196.4,869.6,6283.4,56192.3,4955.9,974.8,29565,8398.4,38557,29094.7,7584.3,2625.6,5481.5,3602.3,45725.7,1457.2,1153.4,907.4,595.6,1070.1,399.1,947.8,11746.5,13337.5,22501.6,5807.5,6526.9,4288.2,12970.4,1698.8,3203.2
2030-08-04 10:00:00+00:00,1249.4,7643.2,1948.5,8706.6,4408.8,5327.6,901.7,6545.3,58214,4952.7,977.8,31642.6,8459.1,39976,30528.3,7913,2723.7,5646.1,3928.2,46192.5,1464.5,1170.5,912,615,1124.4,410.8,1049.8,12045.1,13685.2,23027.6,5990.7,6682.9,4424.2,12982.7,1704,3278.2
2030-08-04 11:00:00+00:00,1252.3,7677.5,1977.7,8908.1,4488.4,5421.2,911.9,6683,59160.5,4857.4,971.1,32635,8457.4,41060,30185,8185.3,2818.8,5737.7,4070.9,45713,1458.2,1211.4,902.5,627.6,1160.9,415.3,1085.2,12068,13563,23251.5,6062.9,6741.9,4530.9,12841.5,1740,3331
2030-08-04 12:00:00+00:00,1248.4,7339.1,1985.2,8882.3,4510.7,5420.5,931.4,6531.6,57895,4792.6,970.1,33169.4,8396.6,42686,29544.5,8315.2,2865.5,5756.2,4103.7,44491.5,1445,1244.8,896,641.5,1175.9,410.6,1094.7,11921.7,13394.7,23036.1,5903,6782.5,4570.3,12628.4,1737.8,3312.2
2030-08-04 13:00:00+00:00,1211.3,7151.2,1980.5,8722,4486.7,5519.3,943.1,6472.9,55952.7,4708,959.6,33750.3,8385.4,41197,29197.7,8142.5,2828.7,5658.1,4114.4,43676.9,1418.3,1203,888.5,650.4,1185.5,413.8,1082.8,11763.5,13304.5,22853.1,5799.7,6745.7,4563,12415.6,1700.1,3251.8
2030-08-04 14:00:00+00:00,1178.9,7078.4,2003.5,8499.8,4409.3,5492,965.4,6362.5,54567.1,4652,945.5,33497.3,8433.3,40298,28546.6,7833.9,2736.1,5600.9,4066.9,43452.9,1393,1191.9,876,649.8,1169.3,412.6,1049.8,11653,13145.3,22231.6,5736.6,6650,4457.1,12328.5,1636.8,3194.5
2030-08-04 15:00:00+00:00,1166.4,7058.8,1960.3,8397.3,4392.2,5427,982.5,6338.8,53564.6,4666.5,932.7,32505,8458.3,38881,27898.1,7663.6,2672.6,5576.5,3977.3,43530.9,1371.2,1181.6,862.1,642,1147.6,415.3,1017.5,11546.2,13086.6,21823.5,5654.7,6608.3,4359.7,12340.8,1613.5,3150
2030-08-04 16:00:00+00:00,1183.3,7082.6,1910.5,8393.4,4433.8,5338.4,989.9,6201.7,52896.6,4890,927.5,31825,8526.9,38003,28028.7,7574.6,2648.5,5556.1,3926.8,44201,1353.7,1217.4,853.9,635.1,1131,410.9,1007.9,11610.5,13181.6,21487.5,5648.6,6639.5,4327.3,12452.7,1610.2,3150.1
2030-08-04 17:00:00+00:00,1211.1,7159.3,1845.6,8455.4,4503.7,5339.8,985.8,5967.7,53328.3,4934.2,918,31536,8525.6,37940,29587.4,7501.2,2651.8,5478.7,3954.7,45025.1,1344.8,1258.6,850.4,627.8,1114.1,416.4,1050.7,11864.2,13268.9,21347.2,5764.5,6702.1,4285.4,12393.2,1630.7,3116
2030-08-04 18:00:00+00:00,1254.8,7085.1,1822.7,8433.7,4563.2,5324.4,964.2,5900,53581.9,4740.7,909.8,31440.6,8559.4,38903,31898.4,7504,2697.3,5436.8,4092.7,46011.3,1337.7,1229.4,840.4,638.4,1101.8,417,1117.4,11985.5,13371.2,21364.1,5865.8,6719.7,4275.4,12260,1648.7,3105.6
2030-08-04 19:00:00+00:00,1356.8,6954.2,1858.7,8280.4,4590.4,5293.4,959.4,5882.1,53031.1,4610.5,902.3,31403,8516.3,38798,33094.5,7698.8,2778.6,5477.6,4110.5,47889.5,1336.4,1248.9,840.9,657.6,1147.7,412.3,1093.1,11889,13408.5,21527.6,5946.6,6765.7,4397.7,12258.4,1697.2,3141.6
2030-08-04 20:00:00+00:00,1282.8,7022.8,2006.7,8095.8,4674.9,5275.7,1004.8,6005.9,51650,4596.3,914.3,31731.5,8451.7,37435,33153.8,7971.7,3028.9,5661.5,4014.1,46558.5,1371.7,1181.7,858.5,690.1,1231.9,411.1,1057,11793.9,13318.1,22594.3,6239.3,6983.9,4822.3,12379,1760,3236.7
2030-08-04 21:00:00+00:00,1120.6,6696.3,1966.6,8200.9,4708.1,5376.7,976.7,5954.1,51213.6,4377.9,900.3,33491.8,8660.8,37446,33448.9,7546.7,2974.4,5525.7,3937.1,43142,1323.8,1205.7,830,668.9,1199.9,395.7,1037.9,11957.4,13310,22463.5,5985,7348,4804.3,12041,1703.2,3185.3
2030-08-04 22:00:00+00:00,947.8,6480.9,1785,8252.3,4523.2,5349.3,955.1,5715.2,49166.1,4079.4,833.6,32658.6,8502.8,39824,33684,7115.3,2825.2,5189,3967.8,39875.6,1207.7,1180.5,760.5,632.8,1203.7,382.4,1055.1,11811,13194.7,21148.3,5577.8,6976.2,4464.8,11496.9,1583.8,3051
2030-08-04 23:00:00+00:00,829.4,6054.5,1614.6,7925.8,4266.4,5238.5,932.8,5407.2,45959.1,3823.3,770.1,30634.1,8071.6,40033,31506.3,6623.1,2508.1,4891.1,3813.5,37167.9,1114.7,1145.9,686.1,588.5,1140.2,371.7,1003.9,11292.1,12863.5,19576.9,5194.5,6415.2,4145.8,10986.2,1465.5,2913.4
2030-08-05 00:00:00+00:00,753.6,5670.8,1540.7,7533.2,4038.2,5388.2,901.2,5094.6,42747.4,3644.8,731.3,29030.8,7625.6,36579,28691.4,6398.8,2205.4,4554.2,3603,33539.8,1062,1056.1,665.3,551.5,1035.9,368.5,919.3,10608.3,12272.6,18180.2,4838,5873,3841.8,10650.6,1394.4,2746.2
2030-08-05 01:00:00+00:00,713.6,5280.5,1425,7143.6,3709.3,5245.3,845.4,4945.5,40252,3526.9,709.1,27219.1,7390.7,34164,25181.8,6101.3,2082.9,4318.4,3393.1,31415.1,1024.9,1047.3,639.1,493.9,933,352.1,804.2,10016.7,11895.3,17141.8,4612.3,5589.5,3380.8,10421.5,1305.1,2594.4
2030-08-05 02:00:00+00:00,688.7,5084,1360.6,6821.5,3544.6,5061,795,4864.2,38581.3,3463.8,687,25706.9,7305.2,32214,23177.9,5896.4,2018.5,4122.9,3202.8,29983.7,1002,1035,622.9,458.8,856.4,335.1,732.2,9633.9,11603.1,16463.8,4441.2,5427.8,3127.2,10278.6,1272.6,2503.5
2030-08-05 03:00:00+00:00,685.3,4875.1,1325.8,6633.5,3443.9,4908.8,751.7,4828.6,37664.4,3433.8,678.2,24698.1,7235.7,29964,21657,5751,1960.1,4005.9,3065.3,29134.7,991.9,1034.1,615.8,440,812.4,322.5,689.6,9418.7,11461.3,16039.9,4349.5,5333.6,2970,10173,1238.4,2457.2
2030-08-05 04:00:00+00:00,724.4,4840.5,1315.6,6566.6,3395.1,4672.4,719.7,4771,37385.5,3401.4,650.5,24099.8,7085.4,28896,20628.9,5683.3,1951.2,3984.7,2981.2,28900.1,982.8,1045.5,609.8,427.2,802.9,315.2,656.5,9256.1,11383.1,15738.2,4314.5,5295.8,2915.4,9952.1,1213.8,2439.5
2030-08-05 05:00:00+00:00,848.8,4959.1,1316.7,6588.9,3411,4633.1,676.2,4630.1,37600.6,3478.2,654.2,23773,7117,28699,20155.9,5533.1,1936.8,3923.1,2952.8,27793.3,1007.2,1025.8,612.4,418.8,797.5,311.7,642.7,9186.5,11267.2,15101.1,4113.9,5269.2,2866.7,9997.4,1214.3,2397.2
2030-08-05 06:00:00+00:00,996,5185.1,1349,6591.3,3428,4602,665.4,4657.6,38027.7,3759.3,697.8,23811,7216.3,28745,19830.5,5505,1914.8,4037.3,2954.9,28605.3,1090.3,1002.4,667.4,445.6,805.9,306.2,637.1,9062.7,11199.7,15365.6,4188.3,5176.3,2995.7,10428.2,1242.4,2445.6
2030-08-05 07:00:00+00:00,1101,5702.7,1526.2,6796,3619.3,4698,702.3,5030.1,40374.6,4197,787.9,23375.6,7442.8,29175,20582.5,5873.9,2007.3,4376,2938.8,31428.5,1219.8,1060.1,753.2,503.7,890,315,642.1,9251.9,11439.6,16509.4,4494.3,5301.5,3355.2,11141.3,1356,2633.1
2030-08-05 08:00:00+00:00,1150.2,6075.6,1722.5,7313.8,3956.4,4909.1,746.5,5535.2,44226,4519,872.9,23936.6,7711.8,31605,22762.2,6362.4,2216.8,4713.2,3046.4,33993.1,1335.6,1055.4,836,596.3,1013.2,333.9,706.8,9759.5,11942.4,17895.9,4846.8,5563.9,3746.3,11875.8,1449.2,2873.9
2030-08-05 09:00:00+00:00,1162.7,6427.3,1855.2,7794.9,4235.5,5113.9,777.2,5996.1,47617.1,4687.9,916,25696.4,7900.5,34330,25792.5,6824.7,2445,5003,3302.5,35766.5,1396.5,1105.7,878.9,630.4,1119.2,352.6,813.9,10271.7,12447.3,19225.2,5182.6,5781.7,4087.7,12363.5,1534.3,3097.7
2030-08-05 10:00:00+00:00,1190.6,6719.9,1925.7,8188.1,4352.2,5212.7,812.7,6350.4,50202.4,4741.1,924.8,27418.3,8076.3,36096,28243.8,7208.6,2618.4,5216.9,3585.4,36969.1,1408.6,1162.4,884.7,650.9,1187.5,364.6,936.2,10583.2,12797.9,19980.1,5395.9,5918.4,4289.8,12590.6,1583.9,3223
2030-08-05 11:00:00+00:00,1204.4,6811.7,1946.2,8464.6,4418.9,5318.3,841.6,6532.7,52530,4713.6,918.8,28458.4,8147.7,37433,29263.2,7464.2,2731.3,5317.6,3811.2,37427.9,1400.9,1168.7,878.9,665.2,1233.2,363.9,1031.3,10741.8,12864.4,20240.5,5524.9,5978,4402.6,12563,1643.6,3247.8
2030-08-05 12:00:00+00:00,1170.1,6520.1,1941.1,8510.2,4453.3,5292.6,864.9,6365.7,52050.7,4661.8,917.2,29216.9,8102.5,39174,29536.4,7533.4,2736.9,5295.9,3934.8,36626.1,1389.4,1166.7,873.6,674.1,1259.5,366.1,1080.8,10826.8,12764.7,20240.4,5408,6072.5,4414.6,12414,1609.5,3141.9
2030-08-05 13:00:00+00:00,1137.6,6374.4,1921.2,8269.9,4436.8,5277.2,884.7,6309.7,50314.5,4617.3,912,30078.6,8097.9,37419,30033.8,7356.5,2652,5201.3,4033.9,36637.4,1374.9,1154.2,870.7,676.2,1263.2,364.8,1148,10793.4,12690.9,20364.6,5315.4,6113.1,4401.9,12327.8,1536.3,3053
2030-08-05 14:00:00+00:00,1110.4,6249.4,1871.3,8054.5,4402.6,5282.6,911.6,6236,49182.1,4585.3,906.9,30599.9,8072.3,35769,29762.3,7208.4,2534.7,5189.8,4038.1,36735.3,1360.5,1127.2,864.8,670.6,1221.2,365.3,1140.8,10758.7,12711,20107.1,5236.1,6086.8,4310.5,12287.8,1503.5,2996.2
2030-08-05 15:00:00+00:00,1124,6242.5,1839.8,7915.5,4365.5,5255.8,933.2,6270.8,48433.4,4641.8,906.4,29966.6,8093.6,34271,29161.1,7128.8,2455.7,5183.4,3932.9,36666.4,1351.1,1148.5,860.2,669.7,1183.5,365.4,1076.4,10728.2,12772.7,19752.1,5172.2,6082.6,4195.1,12359.9,1468.3,2959.7
2030-08-05 16:00:00+00:00,1139.3,6311.6,1817.5,7890.9,4431.1,5345.2,948.3,6169.8,48088,4948.2,909.1,29487.3,8141.1,33528,29358,7116.5,2429.2,5183.3,3860.9,36760.2,1345.1,1158.9,863,649.6,1177.1,366.6,1047.6,10896.1,12800.7,19565.3,5167.8,6163.9,4114.9,12571.9,1440.6,2980.8
2030-08-05 17:00:00+00:00,1167.3,6513.9,1791.9,8053.4,4545.3,5474.8,955.3,5991.6,49268.9,5031.8,913,29271.4,8186.9,33575,30789.5,7122.6,2444.3,5129.6,3860,37645.8,1350.5,1189.7,865.7,638,1157.9,372.6,1076.7,11392.9,12927.2,19713.2,5227.7,6225.7,4081.5,12692.8,1495.6,2972
2030-08-05 18:00:00+00:00,1245.9,6718,1782.5,8237.7,4640.1,5533.1,947.6,6030.2,50876.2,4887.5,919.3,29399.6,8290.1,35017,32764.2,7153.8,2500.8,5153.7,3948.2,39569.6,1362.8,1198.8,868.2,645.2,1155.5,379,1130.7,11641.7,13068.8,19954.4,5391.8,6281.4,4102.6,12788.5,1556.3,2991
2030-08-05 19:00:00+00:00,1364.3,6749.2,1837.9,8297.8,4696,5511.3,931,6089.6,51402,4774.4,925.5,29658.8,8388.4,36399,33729.2,7462.1,2616.2,5294.7,4007.9,42341.7,1388.8,1223.2,887,673.2,1206.2,382.8,1112.7,11666.5,13231.7,20476.8,5598.6,6309.2,4307.3,12893.8,1627.4,3056.6
2030-08-05 20:00:00+00:00,1290.8,6879.1,2001.1,8266.4,4862.5,5520,993.8,6314.9,51833.8,4722.6,939.8,30240.4,8385.9,36360,33974,7840.2,2881.3,5611.1,3940.4,42312.6,1435,1247.3,910.6,705.4,1315.3,398.3,1063.9,11736.4,13368.3,21526.1,5971.8,6599.7,4738.5,12941.7,1717.6,3197.1
2030-08-05 21:00:00+00:00,1115.8,6662.8,1976.1,8481.5,4940.4,5630.8,997.9,6291.5,52157.8,4462.7,917.9,32629.1,8609.8,37026,34517.5,7584.9,2863,5491.5,3902.4,40084,1356.7,1261,872.8,683.7,1287.6,402.4,1069,11919.6,13526.3,21684.8,5804.6,6979.7,4703.4,12434.9,1721.7,3128.1
2030-08-05 22:00:00+00:00,934.1,6502.3,1807,8503.6,4717.8,5576.1,997,6150.5,50913,4116,840,32918,8459.7,39210,34833.2,7256.2,2757,5134.8,3968.6,37341.7,1207.9,1188.6,781.1,648.8,1218.2,399.9,1113.4,11747.1,13390.7,20726.5,5428.5,6631,4450.6,11662.7,1636.3,3015.6
2030-08-05 23:00:00+00:00,804.3,6077.5,1630.1,8086.8,4410,5393.1,973.9,5799.6,47581.5,3864.6,765.6,31195.2,8045.6,39151,32279.3,6827.6,2429.4,4793.9,3813.1,34254.9,1101.1,1190.9,699.9,594.6,1133.2,388,1046.8,11186,12865.3,19328.5,5081.3,6128.8,4131.5,11099.9,1495.8,2857.1
2030-08-06 00:00:00+00:00,732.6,6205.9,1484.4,7724.6,4084.2,5707.2,915.3,5880,46368.5,3749.4,755.9,30061.6,7918.5,35584,29691.1,6301.7,2160.6,4660.7,3488,33663.3,1066.3,1161.5,676.6,544,1056.7,380.9,940.3,10926.9,13004.7,18658.2,4965.6,5831.4,3739,11065.3,1405.9,2832.6
2030-08-06 01:00:00+00:00,697,5817.1,1369.9,7297,3729.2,5516.4,849.7,5782,43873.2,3633.3,723.3,27815.8,7709.1,33425,25711.1,5906.1,2039.2,4364.4,3228.7,30963.5,1027,1095.5,650,486.7,941.4,355.1,806.7,10255.2,12477.6,17393.3,4737.1,5498.6,3313.7,10856.1,1315.2,2664.9
2030-08-06 02:00:00+00:00,675.8,5585.4,1315.1,6958.7,3534,5320.8,796.7,5638.6,42317.3,3586.1,705,26281.7,7622.7,31662,23707.1,5651.4,1957.4,4124.2,3041.7,29403.1,1008.9,1054.2,635.7,452.4,863.2,336.4,720.7,9867,12163.6,16536.6,4623.6,5299.6,3040.2,10761.6,1265.1,2555.2
2030-08-06 03:00:00+00:00,674.3,5435.3,1285.2,6830.3,3438.3,5143.7,754.5,5518.8,42046.3,3622.9,701.5,25420.5,7613.3,29691,22302.9,5508.5,1904.5,4039.6,2923,28910.6,1010.1,1061.7,636.3,431.7,825.1,325.4,685,9666.8,12012.3,16207.3,4581.3,5199,2915.3,10765.8,1232.1,2533.5
2030-08-06 04:00:00+00:00,725.5,5654.5,1293.2,6869.4,3417.7,4892.7,724.8,5530.9,43020.9,3826.8,698,25023.2,7704.7,29431,21489.2,5491.4,1913.7,4121.2,2861.7,30304.3,1041.7,1094.5,641.1,423.2,817.8,319.9,652.3,9602.1,12012.4,16205.5,4609.5,5224.2,2906.2,11051.6,1245.5,2573.6
2030-08-06 05:00:00+00:00,821,6486.4,1336,7203.2,3522.5,5039.4,693.8,5772.9,47056.9,4436.1,795.5,25257.4,8407.7,30930,21369.7,5530.7,1951.6,4321.7,2852.7,33289.6,1190.8,1159.4,720.3,418.9,833,327.1,644.6,9850.7,12163.1,16067.4,4673.4,5330,2955.4,12515.9,1323.2,2661.9
2030-08-06 06:00:00+00:00,982.4,7581.5,1452.4,7839.9,3760.1,5382,714.4,6520.6,55081.8,5196.5,945.6,26991.3,9025.9,33613,22286.5,5892,2069.9,4941.7,2894.3,39045.7,1384.3,1253.4,860.5,451.7,862.9,353.6,665.5,10603.4,13136.9,18774.8,5111.1,5599.5,3312.4,14109.3,1559.6,2973.5
2030-08-06 07:00:00+00:00,1114.9,8496.2,1702.7,8566.7,4120.8,5953.2,831.5,7057.1,61912.4,5602.9,1100.2,28912.1,9375,36452,26490.5,6735.1,2371.1,5497.1,3038.7,46971.2,1574.9,1295.7,1006.5,509.3,946.3,406.9,762.2,11959.5,14660.1,22018.6,6001.1,6307.2,3838.9,14808.1,1753.4,3238
2030-08-06 08:00:00+00:00,1157.8,8951.5,1859.2,9339,4556.4,6378,967.3,7412.5,66092.4,5780.5,1177.2,31366.7,9549,39889,32261.5,7562.5,2634.2,5789.4,3400.8,51988.5,1677.7,1317.2,1083.1,570,1055.7,454.7,974.5,13252.4,15189.4,24130.9,6413.7,6983,4247.2,15108.9,1803.3,3427.4
2030-08-06 09:00:00+00:00,1168.3,9172.2,1949.3,9826.9,4793.7,6532.8,1044.5,7662.9,67995,5929.8,1199.1,34034.1,9625.2,42304,36049.3,8092.1,2800.9,6033.1,3786.2,54278.2,1713.3,1317,1107.5,605.6,1138.6,484.6,1151.8,13944.2,15333.8,25214,6642.8,7334.7,4484,15367.7,1817.4,3539.9
2030-08-06 10:00:00+00:00,1185.8,9386.2,1979.9,10107.2,4845.5,6682.5,1071.7,7712.7,70015.7,5926.7,1203.6,35820.4,9671.7,43486,37181.4,8528.1,2857.1,6209.5,4019.2,55360.8,1724.1,1325.4,1104,620.3,1183.8,496.2,1240.8,14164,15375.2,25361.2,6850.2,7493.3,4594.7,15379.9,1823.1,3547.6
2030-08-06 11:00:00+00:00,1196.7,9452.4,2019.5,10340.3,4916.4,6814.3,1069.8,7869,71470.4,5829.1,1189,36883.7,9668.7,44526,36937,8874.1,2968.3,6335.7,4075.9,54435.5,1709.9,1367.6,1075.7,634,1218.3,501.2,1250.9,14239.7,15221.6,25884,6807.8,7599.2,4694.8,15303.7,1872.8,3594.7
2030-08-06 12:00:00+00:00,1192.4,9136.4,2038.2,10208.7,4905.1,6480.7,1083.3,7901.2,70515.6,5810.9,1219,37787.8,9575.3,45593,36825.6,9036.4,3033.3,6411.1,4111.2,53767.5,1730.3,1329.2,1104.1,650.8,1245.7,501.7,1263.9,14095.5,15081.6,26044.5,6868.6,7698.1,4759.5,15171.2,1959.5,3634.5
2030-08-06 13:00:00+00:00,1161.8,9040,2048.6,10167.1,5008,6544.3,1100.7,7799.1,69606,5698.8,1205.2,38524,9483.1,44600,36988.5,8889.6,3028.2,6354.3,4149.3,54449.3,1710.5,1336,1100.1,659.9,1266,503.5,1270,14141.6,15059.8,26151.3,7088.9,7834.4,4775.7,15027.9,1915.7,3607.7
2030-08-06 14:00:00+00:00,1129.6,8963,2092.4,10083.5,4998.2,6571.4,1125.6,7656.5,68299.2,5522.9,1191.1,37930.5,9415,43932,36633.8,8554.5,2947.9,6329.2,4119.8,54666.4,1683.4,1334.6,1082.5,658.4,1252,499.9,1235,14122.3,15043.1,25704.5,7079.7,7784.2,4699.7,14904.4,1872,3555.1
2030-08-06 15:00:00+00:00,1113.8,8829.5,2063.4,9975,4977.7,6488.3,1117.8,7671.4,66859.1,5452.6,1149.6,36911.3,9318.2,42326,36125,8256.6,2866.1,6318.4,4067.6,54853.7,1633.5,1271.4,1062.7,650.3,1227.2,490,1213.6,14045.8,14954.3,25318.7,7032.6,7695.3,4609.2,14594.5,1826.5,3496.9
2030-08-06 16:00:00+00:00,1121.9,8721.3,2004.9,9832.4,4964.7,6373.7,1115.5,7519.5,65183.9,5647.8,1112.9,36674.4,9233.2,41466,36179.1,8145.3,2812,6218.6,4051.6,54064.9,1572.7,1316.2,1024.5,637.7,1197.5,474.4,1214.1,14040.9,14853.1,24757.7,6847.7,7609.2,4559.3,14538,1816.7,3447.1
2030-08-06 17:00:00+00:00,1142.9,8764.7,1926.5,9831.3,4925.4,6294.5,1088.9,7341.7,64790.5,5546.9,1083.7,36715.8,9135.4,41238,37639.6,8109.7,2807.9,6110.4,4096.7,53012.8,1540.4,1357.1,1004.6,629.4,1178,458.6,1262.7,14149.6,14774.7,24440.5,6704.1,7509.7,4491.7,14239.8,1805.5,3413.3
2030-08-06 18:00:00+00:00,1211.9,8637.7,1885.9,9679.2,4974.4,6358.6,1048.2,7135.3,64381.1,5296.2,1054.9,36390,9200.1,42375,39308.7,8026.7,2842.7,5994.1,4191.5,53314.7,1519,1343.6,976.4,640,1161,460.6,1329.4,13712,14723.1,24281,6693.2,7390,4488.2,14027.1,1844.8,3367.4
2030-08-06 19:00:00+00:00,1330.2,8350.7,1928.1,9312.7,5017.9,6247.2,1014.2,7130.4,63351.1,5100.3,1043.2,35832.2,9237.9,42397,39652.4,8274.4,2934.9,6020.8,4156.7,54856.5,1510.1,1333.5,972.2,662.9,1213.5,452.7,1270.2,13369.1,14737.7,24682.3,6702.6,7359.4,4677.5,13881,1891.2,3421.6
2030-08-06 20:00:00+00:00,1246.5,8205.2,2085.9,9031,5121.8,6160.4,1043.1,7199.4,61508.4,5018.9,1056.4,35473.8,9070.7,40129,39045.7,8419,3164.8,6159.7,4007.6,52796.6,1537.5,1289.8,983.9,698.1,1309.3,459.7,1191.4,13128.9,14665.3,26028.1,6869.2,7689.5,5104.8,13803.2,1932.3,3527
2030-08-06 21:00:00+00:00,1125.1,7667.2,2046.5,9037,5164.4,6247.4,1016,7007.4,60094.5,4694.9,1017,36852.7,9130,39474,39107.1,7864.2,3075.3,5934.8,3921.1,47636.2,1439.9,1240.1,940,676.3,1272.1,452.3,1177.9,13138.8,14697.3,25462.5,6556.3,8054.3,5027.4,13065.2,1848.2,3391.4
2030-08-06 22:00:00+00:00,948,7325.6,1853.1,9064.1,4898.2,6149.7,997,6619.3,55927.5,4268.1,909.1,35451.9,8848.1,41240,38584.8,7367.2,2886.5,5536.4,3997.9,43167.4,1266.7,1211.8,833,636.7,1296.1,436.2,1215.7,12643.7,14442.3,23312.5,6065.5,7404.9,4687.5,12123.6,1723.3,3210.9
2030-08-06 23:00:00+00:00,816.3,6762.9,1676.5,8583.6,4560.1,5905.4,967,6223.1,51119.4,3968.1,824.6,32945.3,8327.2,40966,34995.5,6842.1,2562.4,5229.4,3827.6,38859.5,1152.4,1129.2,740,596.8,1216.4,413.4,1126.1,11993.3,13713.3,21262,5588,6567.3,4301,11442.4,1582.2,3046.2
2030-08-07 00:00:00+00:00,710.4,6633.1,1405,8221.9,4169.7,5800.1,928.8,6112.5,49892.1,3904.7,776.3,31646,7863.6,37276,31064.9,6243.1,2157.7,4902.6,3759.9,37381.3,1121.3,1200.4,658.3,528.8,1055.9,358.3,977.3,11237.7,13173,20374.2,5267.6,6273.8,3771.1,11252.3,1492.9,3040.4
2030-08-07 01:00:00+00:00,674.8,6275.7,1292.6,7852.1,3839.7,5611,865.4,6020.1,47670.4,3793.7,746.5,29686.7,7664.3,35019,27303.8,5913.9,2049.7,4656,3463.3,35069.2,1085.4,1126.6,632.3,476.3,947,335.5,850.1,10618.8,12667.1,19298,5055.3,6005.6,3368.2,11047.2,1411.9,2887.9
2030-08-07 02:00:00+00:00,653.4,6059.6,1239,7558.7,3657.4,5417.7,814.1,5886,46269.3,3747.3,729.4,28343.5,7580.9,33334,25388.4,5703.1,1976.9,4455.7,3250.1,33680,1068.5,1078.6,618.3,444.9,873.1,319.1,768.2,10257.4,12363.5,18555.6,4920.6,5844.8,3108.8,10953.1,1366,2787.5
2030-08-07 03:00:00+00:00,651.9,5918.5,1209.7,7443.3,3567.3,5243.2,773.2,5774.1,45990.7,3779.5,725.8,27584.3,7570.3,31234,24041.1,5587.6,1929.8,4382.8,3115.4,33163.7,1069.2,1086.4,618.8,425.9,837,309.3,733.8,10067.8,12215.5,18245.5,4853.5,5762.9,2990,10953.7,1335.2,2766.1
2030-08-07 04:00:00+00:00,703.3,6109.3,1217.6,7470.2,3547,4998.1,744.5,5784.2,46802,3967.9,722.3,27229.3,7655,30797,23254.5,5576.4,1937.7,4446.2,3046.6,34163.9,1097.5,1117.9,623.4,418.1,830.1,304.5,702.4,10002.9,12211.2,18209.5,4890.8,5781.9,2980.7,11229.3,1344.4,2800.5
2030-08-07 05:00:00+00:00,799,6850.1,1259.4,7746.8,3642.9,5138.6,714.5,6006.4,50276.6,4533.6,809.4,27424,8315.4,32060,23126.8,5615.1,1971.1,4607.6,3037.5,36431.9,1232,1176.4,700.6,414.2,844.4,310.8,694.8,10223.5,12351.8,18080.1,4892.7,5866,3027,12645.6,1409.3,2878.5
2030-08-07 06:00:00+00:00,960.7,7826.3,1373.6,8277.7,3861.2,5468.7,734.2,6694.5,57203.6,5241,943.6,28911,8896,34592,23964.3,5938.4,2075.9,5110.1,3087.2,40934.1,1406.5,1268.5,837.3,444,872.5,334.2,714.4,10899.4,13269.4,20221,5277.4,6080.9,3364.2,14183.3,1609.1,3155.6
2030-08-07 07:00:00+00:00,1093.3,8647.6,1619,8891,4194.7,6022.8,847,7189.6,63136.5,5620.9,1082.3,30574.3,9225.2,37363,27896.7,6678.9,2343,5563.7,3253.5,47275.9,1578.7,1294.4,979.7,496.6,951.2,381.2,806.1,12127.5,14710.9,22831.9,6144.4,6647.6,3862,14859.1,1775.1,3392.5
