	BE_PV	BE_WIND_ONSHORE	BE_WIND_OFFSHORE	BE_HYDRO_RIVER
219	0	0.867431025	0.890989188	0.355031828
220	0	0.855435586	0.7293492	0.35488867
221	0	0.833698586	0.676505897	0.35471688
222	0	0.842023679	0.637064729	0.354564178
223	0	0.846413395	0.565915473	0.354411476
224	0	0.835703023	0.51882547	0.354239687
225	4.28687E-06	0.836640654	0.435478096	0.354096529
226	0.003255449	0.829008205	0.424003089	0.353924739
227	0.017511009	0.829798844	0.425442291	0.353772037
228	0.032476474	0.80851841	0.425442291	0.353600248
229	0.034674781	0.840738613	0.425442291	0.353447546
230	0.036726477	0.84655816	0.633642235	0.353304388
231	0.030386196	0.846578204	0.866442011	0.353132598
232	0.022343169	0.845662845	0.887127914	0.352979896
233	0.009332517	0.79550739	0.889774642	0.352808107
234	0	0.666960651	0.891596462	0.352655405
235	0	0.568769989	0.892754844	0.352483615
236	0	0.491853079	0.891315642	0.352330913
237	0	0.430234475	0.892853131	0.352187755
238	0	0.377393074	0.8932533	0.352015966
239	0	0.319288915	0.892547739	0.351863264
240	0	0.335533759	0.892754844	0.351691474
241	0	0.356043599	0.892754844	0.351538773
242	0	0.46465733	0.892754844	0.351395615
243	0	0.470750817	0.892754844	0.351223825
244	0	0.534801472	0.892547739	0.351071123
245	0	0.583950254	0.888647852	0.350899334
246	0	0.659230207	0.886183656	0.350746632
247	0	0.673105362	0.886183656	0.350574842
248	0	0.711488094	0.886183656	0.350431684
249	9.43112E-06	0.738935511	0.891522746	0.350278982
250	0.014186969	0.735797454	0.892754844	0.350107193
251	0.078154794	0.718356629	0.892291491	0.349954491
252	0.135687168	0.73957693	0.893769306	0.349782701
253	0.174208987	0.761358473	0.889999298	0.349639543
254	0.170490555	0.784220185	0.886998034	0.349467754
255	0.147428907	0.764601206	0.894748666	0.349315052
256	0.077451747	0.703122912	0.898497613	0.34916235
257	0.015346139	0.636711477	0.895057568	0.34899056
258	0	0.637352897	0.899311991	0.348847402
259	0	0.712668484	0.896851306	0.348666069
260	0	0.752770577	0.899311991	0.348522911
261	0	0.760429751	0.899311991	0.348370209
262	0	0.727830932	0.898079893	0.348198419
263	0	0.750868589	0.899311991	0.348055261
264	0	0.781794817	0.899311991	0.347873928
265	0	0.759639112	0.897876299	0.34773077
266	0	0.72318064	0.899311991	0.34755898
267	0	0.752897524	0.893467425	0.347406278
268	0	0.787347106	0.889065571	0.34726312
269	0	0.810373627	0.893976411	0.347081787
270	0	0.806752278	0.893772817	0.346938629
271	0	0.834593901	0.885544791	0.346766839
272	0	0.850972374	0.837089301	0.346614138
273	2.57212E-06	0.851275267	0.875294861	0.34647098
274	0.003076258	0.8351106	0.882592671	0.346289646
275	0.019546415	0.854740715	0.878548863	0.346146488
276	0.03443986	0.845395587	0.875540578	0.345974698
277	0.040809293	0.839337734	0.875540578	0.345821997
278	0.042646645	0.858241797	0.883340354	0.345650207
279	0.037913083	0.836128409	0.872570907	0.345497505
280	0.025316543	0.830253183	0.843779837	0.345354347
281	0.005482907	0.821075091	0.872792053	0.345182558
282	0	0.813821258	0.889416596	0.345029856
283	0	0.839393413	0.888188009	0.344858066
284	0	0.831783236	0.89003089	0.344705364
285	0	0.81514864	0.855107414	0.344533575
286	0	0.833417965	0.888191519	0.344390417
287	0	0.830464762	0.891673687	0.344237715
288	0	0.822491559	0.8904451	0.344065925
289	0	0.847462383	0.891673687	0.343913223
290	0	0.84288336	0.88553426	0.343741434
291	0	0.851892188	0.878815642	0.343598276
292	0	0.802609776	0.881097304	0.343445574
293	0	0.810411489	0.865469671	0.343273784
294	0	0.85883422	0.865262567	0.343121082
295	0	0.867105861	0.87528433	0.342949293
296	0	0.842048178	0.846050969	0.342806135
297	0.000145754	0.848455693	0.855567256	0.342624801
298	0.023821282	0.828914664	0.810857203	0.342481643
299	0.049761136	0.792404967	0.766740382	0.342328942
300	0.045969827	0.760955359	0.673824066	0.342157152
301	0.038386353	0.754859645	0.758909014	0.34200445
302	0.034559893	0.716728581	0.810976552	0.34183266
303	0.044696627	0.636682524	0.688152906	0.341689502
304	0.035113756	0.578974798	0.695443696	0.341536801
305	0.013079242	0.609673856	0.875610783	0.341365011
306	1.28606E-05	0.579500405	0.892319573	0.341212309
307	0	0.629217112	0.895608677	0.34104052
308	0	0.523149014	0.894053637	0.340897362
309	0	0.467537038	0.895190958	0.340725572
310	0	0.517322786	0.888830385	0.34057287
311	0	0.559672074	0.846616119	0.340420168
312	0	0.554625349	0.876000421	0.340248379
313	0	0.660838211	0.883522887	0.340105221
314	0	0.704334483	0.870843864	0.339933431
315	0	0.59884099	0.889037489	0.339780729
316	0	0.459904589	0.889037489	0.33960894
317	0	0.47855253	0.87668843	0.339456238
318	0	0.617546837	0.879226341	0.33931308
319	0	0.573068391	0.883417579	0.33914129
320	0	0.548803574	0.848409857	0.338988588
321	5.14424E-06	0.663054227	0.880647992	0.338816799
322	0.003525522	0.717499176	0.888219601	0.338664097
323	0.014301857	0.715234163	0.889848357	0.338520939
324	0.040569228	0.65409885	0.878605027	0.338339605
325	0.081333937	0.574297779	0.886457456	0.338196447
326	0.1590026	0.621433217	0.881792334	0.338024658
327	0.191038383	0.625272826	0.82725358	0.337871956
328	0.11960626	0.598952348	0.744790789	0.337700166
329	0.040094243	0.455015991	0.574978939	0.337547465
330	4.71556E-05	0.37233744	0.691101516	0.337404307
331	0	0.502837391	0.853334737	0.337232517
332	0	0.579600627	0.817509127	0.337079815
333	0	0.617186038	0.892758354	0.336908025
334	0	0.676826932	0.890708368	0.336755324
335	0	0.737443319	0.891270008	0.336583534
336	0	0.800353672	0.891333193	0.336440376
337	0	0.820222092	0.842730272	0.336287674
338	0	0.819075108	0.809846251	0.336115885
339	0	0.809320184	0.799245296	0.335963183
340	0	0.796021862	0.845303286	0.335791393
341	0	0.820894691	0.804436956	0.335648235
342	0	0.812705455	0.553612047	0.335495533
343	0	0.807943805	0.631234204	0.335323744
344	0	0.80754069	0.781729149	0.335171042
345	1.45754E-05	0.808456049	0.785130581	0.334999252
346	0.007530317	0.813108569	0.863173968	0.334856094
347	0.018052012	0.821190903	0.824687588	0.334674761
348	0.026794655	0.801810229	0.84325681	0.334531603
349	0.034899413	0.795188907	0.876800758	0.334378901
350	0.04077414	0.798968383	0.882143359	0.334207111
351	0.036496701	0.765701419	0.860228868	0.334063953
352	0.025414283	0.765155767	0.885600955	0.33388262
353	0.010784909	0.794903832	0.891968548	0.333739462
354	7.63063E-05	0.771650141	0.891350744	0.33358676
355	0	0.786451791	0.880925302	0.33341497
356	0	0.793006298	0.869731115	0.333271812
357	0	0.714897863	0.873743331	0.333090479
358	0	0.692040605	0.884769026	0.332947321
359	0	0.697452584	0.814170879	0.332775531
360	0	0.734766283	0.756760741	0.332622829
361	0	0.73289993	0.692828559	0.332479671
362	0	0.681065202	0.855693625	0.332298338
363	0	0.571326759	0.876579612	0.33215518
364	0	0.505821774	0.854693204	0.33198339
365	0	0.428417119	0.84326032	0.331830689
366	0	0.393016543	0.783526397	0.331658899
367	0	0.400677945	0.773476552	0.331506197
368	0	0.34583879	0.830117944	0.331363039
369	3.25802E-05	0.254579024	0.843548161	0.33119125
370	0.01701116	0.21790229	0.757280258	0.331038548
371	0.07559296	0.172566391	0.602334316	0.330866758
372	0.154413076	0.132544476	0.452211457	0.330714056
373	0.222413131	0.139194751	0.429278995	0.330570898
374	0.307319746	0.164938397	0.42528784	0.330399109
375	0.255230839	0.15588948	0.325358045	0.330246407
376	0.121094661	0.138989853	0.200635355	0.330074617
377	0.024957303	0.135092338	0.322802584	0.329921915
378	0.000135465	0.130223784	0.175716091	0.329750126
379	0	0.140152426	0.29424319	0.329606968
380	0	0.144816082	0.342923336	0.329454266
381	0	0.149940758	0.376863943	0.329282476
382	0	0.154749178	0.341936956	0.329129774
383	0	0.142642382	0.352155293	0.328957985
384	0	0.143497608	0.424396237	0.328814827
385	0	0.106618204	0.299283909	0.328633493
386	0	0.110081425	0.249736731	0.328461704
387	0	0.110916607	0.1835615	0.328261283
388	0	0.096729651	0.141385847	0.328089493
389	0	0.081331124	0.225112328	0.327917703
390	0	0.056124222	0.17162314	0.327717282
391	0	0.038073157	0.159021342	0.327545493
392	0	0.035941773	0.18974656	0.327345071
393	0.000132893	0.037676724	0.232743611	0.327173282
394	0.037396944	0.048643219	0.248824066	0.326982404
395	0.146055393	0.055346946	0.363170458	0.326801071
396	0.271045962	0.057404834	0.483782645	0.326629281
397	0.351131562	0.058113068	0.579928391	0.32642886
398	0.35734238	0.094883342	0.608013901	0.326257071
399	0.293149066	0.124199339	0.715574979	0.326066193
400	0.176824835	0.155049844	0.754429935	0.32588486
401	0.04547255	0.225826496	0.879096462	0.32571307
402	0.000300938	0.3314358	0.813935692	0.325512649
403	0	0.40957987	0.772806094	0.325340859
404	0	0.481654952	0.902011373	0.325149982
405	0	0.53831369	0.880749789	0.324968649
406	0	0.553683263	0.866266498	0.324796859
407	0	0.55274786	0.755325049	0.324596438
408	0	0.498015608	0.611991014	0.324424648
409	0	0.477236283	0.640768043	0.324224227
410	0	0.455661865	0.531160489	0.324052438
411	0	0.435864714	0.572374333	0.323880648
412	0	0.410399462	0.723469531	0.323680227
413	0	0.42788483	0.715666245	0.323508437
414	0	0.432737793	0.554254423	0.323308016
415	0	0.463768697	0.428984134	0.323136226
416	0	0.410898344	0.308947627	0.322964437
417	3.00081E-05	0.39183838	0.305819994	0.322764016
418	0.009325658	0.427129825	0.28468829	0.322592226
419	0.045935532	0.437129736	0.244060657	0.322391805
420	0.121146103	0.450479283	0.181588739	0.322220015
421	0.197401814	0.396437448	0.107132828	0.322029138
422	0.197971967	0.36901453	0.076028503	0.321847804
423	0.143220914	0.328896847	0.051856922	0.321676015
424	0.069065771	0.268837249	0.017168632	0.321475594
425	0.022127968	0.206472548	0.028636619	0.321303804
426	0.000317228	0.192078467	0.086145044	0.321112927
427	0	0.199180854	0.069829402	0.320931593
428	0	0.195953711	0.043976411	0.320759804
429	0	0.161742434	0.017302022	0.320559382
430	0	0.125228283	0.029521202	0.320387593
431	0	0.120428771	0.024396237	0.320196716
432	0	0.088266474	0.018857063	0.320015382
433	0	0.043511862	0.076741084	0.319843592
434	0	0.036946219	0.099196153	0.319643171
435	0	0.023561037	0.067073856	0.319471382
436	0	0.017362874	0.042733783	0.319280504
437	0	0.009104596	0.017442432	0.319099171
438	0	0.006917533	0.013237152	0.318927381
439	0	0.006550053	0.0389041	0.31872696
440	0	0.007122431	0.046781101	0.318555171
441	0.000490418	0.009380763	0.095594636	0.318364293
442	0.014164678	0.009788332	0.083133249	0.31818296
443	0.036455547	0.009158048	0.032908593	0.31801117
444	0.071296658	0.006603505	0.028710334	0.317810749
445	0.096229097	0.004628021	0.03764392	0.317638959
446	0.100414798	0.004481029	0.045731536	0.317448082
447	0.096403144	0.005338483	0.039992277	0.317266749
448	0.061430854	0.00939858	0.03131494	0.317075871
449	0.021800451	0.010866273	0.036148554	0.316894538
450	0.000642173	0.009832875	0.022030329	0.316722748
451	0	0.007503274	0.021426566	0.316531871
452	0	0.011124622	0.014451699	0.316350537
453	0	0.01478606	0.012650941	0.31615966
454	0	0.009543345	0.045836844	0.315978327
455	0	0.009467622	0.064616681	0.315806537
456	0	0.009378536	0.038360011	0.31561566
457	0	0.005915315	0.024076804	0.315434326
458	0	0.006158074	0.080353131	0.315243449
459	0	0.002734942	0.072388374	0.315062115
460	0	0.003271686	0.034116119	0.314890326
461	0	0.002169246	0.021366891	0.314699449
462	0	0.002605767	0.011699663	0.314518115
463	0	0.003857427	0.008930076	0.314327238
464	0	0.005142493	0.008930076	0.314145904
465	4.54408E-05	0.005959858	0.008930076	0.313974115
466	0.012539096	0.007142475	0.008930076	0.313783237
467	0.066166989	0.007037799	0.008930076	0.313601904
468	0.160214069	0.007195927	0.008930076	0.313411027
469	0.223468558	0.006311748	0.011804971	0.313229693
470	0.221310548	0.005995492	0.057799775	0.313057903
471	0.184975891	0.006518873	0.102997753	0.312867026
472	0.116401395	0.006097941	0.120306796	0.312685693
473	0.036602158	0.007080115	0.119492418	0.312494815
474	0.001194322	0.015823912	0.215943555	0.312313482
475	0	0.025046547	0.344208088	0.312122605
476	0	0.032471871	0.367484555	0.311950815
477	0	0.032932891	0.34593162	0.311769482
478	0	0.040266902	0.452313255	0.311578604
479	0	0.068676448	0.452028924	0.311397271
480	0	0.088627273	0.316119068	0.311206393
481	0	0.114958887	0.320197978	0.311034604
482	0	0.126655887	0.414974726	0.31085327
483	0	0.131488806	0.590578489	0.310662393
484	0	0.117892046	0.534730413	0.31048106
485	0	0.104070342	0.512331508	0.310290182
486	0	0.135201468	0.579833614	0.310118393
487	0	0.153597741	0.566234906	0.309937059
488	0	0.14136177	0.535316625	0.309746182
489	0.000896813	0.135537768	0.51460966	0.309564848
490	0.028160452	0.117633696	0.437461387	0.309373971
491	0.093264298	0.082197486	0.345629739	0.309202181
492	0.175677668	0.051538516	0.349220725	0.309020848
493	0.257108489	0.030650061	0.262984414	0.308829971
494	0.277727478	0.024376175	0.158087616	0.308648637
495	0.215736759	0.018950833	0.115943555	0.30845776
496	0.122779401	0.020331667	0.093383179	0.30828597
497	0.04017998	0.037318153	0.087882617	0.308104637
498	0.001828779	0.09126422	0.16278433	0.30791376
499	0	0.1474998	0.181490452	0.307732426
500	0	0.153951858	0.174311991	0.307541549
501	0	0.131831788	0.118804409	0.307369759
502	0	0.114549091	0.085204297	0.307169338
503	0	0.108640458	0.123434429	0.306997548
504	0	0.101074823	0.109905925	0.306816215
505	0	0.095562623	0.082322381	0.306625338
506	0	0.104453412	0.097314659	0.306444004
507	0	0.113497875	0.096679304	0.306253127
508	0	0.12195437	0.085032294	0.306081337
509	0	0.117417662	0.079254423	0.305900004
510	0	0.112039091	0.10225007	0.305709126
511	0	0.112698328	0.200196574	0.305527793
512	0	0.08474312	0.200775765	0.305336916
513	0.000195481	0.096333218	0.158894973	0.305165126
514	0.0141964	0.078475916	0.165711879	0.304983793
515	0.033378431	0.070161958	0.146019377	0.304792915
516	0.044743782	0.074473724	0.161039736	0.304611582
517	0.052396704	0.08582997	0.173532716	0.304420704
518	0.046507401	0.088157344	0.141270008	0.304248915
519	0.032987469	0.079342278	0.093295423	0.304067581
520	0.017886539	0.073230973	0.114542965	0.303876704
521	0.00454494	0.070438125	0.151039034	0.303695371
522	7.63063E-05	0.097290893	0.153576945	0.303504493
523	0	0.10956918	0.180984976	0.303332704
524	0	0.091052641	0.229661612	0.30315137
525	0	0.083605046	0.309389919	0.302960493
526	0	0.098671727	0.33497613	0.302779159
527	0	0.111976731	0.266477113	0.302588282
528	0	0.08509501	0.185850183	0.302416493
529	0	0.0583536	0.136338107	0.302216071
530	0	0.039754657	0.093986942	0.302044282
531	0	0.031066538	0.057891042	0.301862948
532	0	0.020258171	0.023420388	0.301672071
533	0	0.018961969	0.008256108	0.301500281
534	0	0.019723655	0.008256108	0.30129986
535	0	0.019643478	0.007947206	0.301128071
536	0	0.012906344	0.002000842	0.300946737
537	0.000179191	0.007585679	0.00042123	0.30075586
538	0.019518979	0.008935332	0.00042123	0.30058407
539	0.073951946	0.008774978	0.005827015	0.300383649
540	0.131137084	0.007026663	0.008975709	0.300211859
541	0.159977434	0.003447631	0.018604325	0.300030526
542	0.164069681	0.003020018	0.029963493	0.299839649
543	0.135817489	0.00289307	0.039683375	0.299667859
544	0.078883562	0.003082378	0.069443274	0.299467438
545	0.027295362	0.004436486	0.116961528	0.299295648
546	0.001101726	0.008207054	0.204092951	0.299114315
547	0	0.013719254	0.342010671	0.298923437
548	0	0.041939493	0.391087475	0.298751648
549	0	0.08039572	0.404865206	0.298551227
550	0	0.094718533	0.496826734	0.298379437
551	0	0.115366456	0.593881634	0.298198104
552	0	0.156406179	0.704886268	0.298007226
553	0	0.235982308	0.809354816	0.298074033
554	0	0.354720671	0.832097725	0.298522595
555	0	0.395018753	0.862436816	0.298990245
556	0	0.432181005	0.876579612	0.299467438
557	0	0.465741953	0.875888093	0.299935087
558	0	0.474178404	0.632318871	0.300383649
559	0	0.427421582	0.688001966	0.300851298
560	0	0.338061576	0.858529907	0.301318948
561	3.4295E-06	0.325320042	0.871946083	0.301796141
562	0.005399742	0.309827975	0.881999438	0.302235159
563	0.027837222	0.264135732	0.882231115	0.302712352
564	0.087681077	0.223494668	0.883333333	0.303180002
565	0.171661728	0.245971083	0.880563746	0.303647651
566	0.186723219	0.339431275	0.858642235	0.304096213
567	0.157387307	0.400749214	0.826853412	0.304563862
568	0.098784929	0.37561358	0.71024993	0.305041056
569	0.035245792	0.354132703	0.762808902	0.305508705
570	0.001774764	0.332674096	0.722774502	0.305976355
571	0	0.323618498	0.697262005	0.306424916
572	0	0.272489777	0.645966723	0.306892566
573	0	0.241848625	0.701818309	0.307369759
574	0	0.207922424	0.7154451	0.307837409
575	0	0.187109692	0.714177899	0.30828597
576	0	0.165544182	0.602615136	0.30875362
577	0	0.144397377	0.44396237	0.309221269
578	0	0.137009915	0.491863241	0.309688919
579	0	0.137214813	0.349985959	0.31013748
580	0	0.122471069	0.206992418	0.31060513
581	0	0.113422152	0.157199523	0.311082323
582	0	0.107785231	0.161022185	0.311549973
583	0	0.111016828	0.162914209	0.311998534
584	0	0.119150386	0.154335159	0.312466184
