,[10] - BE_BATT_LI,[7] - BE_DHN_HP_ELEC,[6] - BE_IND_DIRECT_ELEC,[9] - BE_PHS,[5] - BE_IND_COGEN_GAS,[8] - BE_DEC_HP_ELEC
2015-01-02 09:00:00,0.005200422569032526,4435.690854733856,0.0,0.0,7456.7609999999995,15745.99
2015-01-02 10:00:00,0.0026002112863352522,2060.405319498468,0.0,0.0,7456.7609999999995,16181.402008401219
2015-01-02 11:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,24677.11075879397
2015-01-02 12:00:00,0.0013001056431676261,5929.544902201549,0.0,0.0,7456.7609999999995,29267.548
2015-01-02 13:00:00,0.0006500528215838131,26267.50317423284,0.0,0.0,7456.7609999999995,29267.548
2015-01-02 14:00:00,0.00032502641261089593,27070.649727838474,0.0,0.0,7456.7609999999995,29267.548
2015-01-02 15:00:00,0.00016251320630544797,6994.954889111297,0.0,0.0,7456.7609999999995,29267.548
2015-01-02 16:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,16845.22226970006
2015-01-02 17:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,13355.70077324042
2015-01-02 18:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,13603.504177680858
2015-01-02 19:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,13140.549277950884
2015-01-02 20:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,12223.396268889981
2015-01-02 21:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,11426.359707833873
2015-01-02 22:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,9087.574432046295
2015-01-02 23:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,6337.18295049814
2015-01-03 00:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,9705.020027416953
2015-01-03 01:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,15734.45846850033
2015-01-03 02:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,11239.710488095123
2015-01-03 03:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,15321.533358216846
2015-01-03 04:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,20446.172919739987
2015-01-03 05:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,24703.97248919693
2015-01-03 06:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,21978.60884027034
2015-01-03 07:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,17623.47205959227
2015-01-03 08:00:00,0.0,0.0,0.0,0.0,7456.7609999999995,17082.92307318738
