,[10] - BE_BATT_LI,[2] - BE_WIND_ONSHORE,[0] - BE_CCGT,[9] - BE_PHS,[1] - BE_PV,[4] - BE_HYDRO_RIVER,[5] - BE_IND_COGEN_GAS,[3] - BE_WIND_OFFSHORE
2015-01-06 00:00:00,2041.0743785719878,855.2707800000003,4430.508789473684,358.8646159143291,0.0,42.720636240000005,7132.391896499999,322.565642
2015-01-06 01:00:00,2112.8066945719875,1028.3872700000004,4430.508789473684,358.8646159143291,0.0,42.720636240000005,7132.391896499999,427.351869
2015-01-06 02:00:00,4671.746202918088,1456.4903700000002,4430.508789473684,1164.0088464672333,0.0,42.720636240000005,7132.391896499999,511.04324600000007
2015-01-06 03:00:00,6003.789812802253,1840.1840500000005,4430.508789473684,6.7712102240611785,0.0,42.717200399999996,7132.391896499999,519.790789
2015-01-06 04:00:00,0.0,1746.7995800000003,4430.508789473684,1062.4353490221183,0.0,42.717200399999996,7132.391896499999,510.4043805
2015-01-06 05:00:00,0.0,1685.3970100000001,4430.508789473684,1062.4353490221183,0.0,42.717200399999996,7132.391896499999,497.2216375
2015-01-06 06:00:00,0.0,1605.3754500000005,4430.508789473684,1062.4353490221183,0.0,42.717200399999996,7132.391896499999,352.51860350000004
2015-01-06 07:00:00,0.0,2045.7724200000005,4430.508789473684,1062.4353490221183,0.0,42.71376468,7132.391896499999,377.114927
2015-01-06 08:00:00,1251.950400104095,2283.9662900000003,4430.508789473684,710.6211210097207,5.6823326325,42.71376468,7132.391896499999,443.716651
2015-01-06 09:00:00,0.0,2794.0062900000007,4430.508789473684,0.0,1393.642792575,42.71376468,7132.391896499999,520.982518
2015-01-06 10:00:00,0.0,2549.3759500000006,4430.508789473684,0.0,5610.288726899999,42.71376468,7132.391896499999,513.2424185
2015-01-06 11:00:00,0.0,2384.321740000001,1899.9662850341501,327.0928785210683,10467.364028175,42.71147412,7132.391896499999,778.1627349999999
2015-01-06 12:00:00,0.0,2224.7686000000003,4430.508789473684,0.0,11424.380414399999,42.71147412,7132.391896499999,1075.272044
2015-01-06 13:00:00,0.0,1594.5292200000004,4430.508789473684,0.0,9903.747657599999,42.71147412,7132.391896499999,1238.1458845
2015-01-06 14:00:00,0.0,1231.6148600000001,4430.508789473684,0.0,6750.8648388,42.71147412,7132.391896499999,1496.0263955
2015-01-06 15:00:00,0.0,1365.08806,4430.508789473684,0.0,2707.022686275,42.708038280000004,7132.391896499999,2071.386198
2015-01-06 16:00:00,0.0,1954.8155500000005,4430.508789473684,0.0,438.70652595,42.708038280000004,7132.391896499999,2563.570625
2015-01-06 17:00:00,0.0,2669.419430000001,4430.508789473684,0.0,0.0,42.708038280000004,7132.391896499999,2906.7396785
2015-01-06 18:00:00,0.0,2928.3480800000007,4430.508789473684,0.0,0.0,42.708038280000004,7132.391896499999,2464.8904804999997
2015-01-06 19:00:00,0.0,3606.1816800000006,4430.508789473684,0.0,0.0,42.70574784000001,7132.391896499999,2471.942571
2015-01-06 20:00:00,0.0,3777.0487600000015,4430.508789473684,358.73954942614364,0.0,42.70574784000001,7132.391896499999,2428.389145
2015-01-06 21:00:00,0.0,3306.830230000001,4430.508789473684,358.73954942614364,0.0,42.70574784000001,7132.391896499999,2370.1418125
2015-01-06 22:00:00,0.0,2575.1886400000008,4430.508789473684,358.73954942614364,0.0,42.70574784000001,7132.391896499999,2132.8770014999996
2015-01-06 23:00:00,0.0,1941.5639900000006,4430.508789473684,358.6818255011058,0.0,42.702312,7132.391896499999,1371.2141940000004
2015-01-07 00:00:00,0.0,1308.6297700000002,4430.508789473684,358.7106874636247,0.0,42.702312,7132.391896499999,1038.0212710000003
2015-01-07 01:00:00,0.0,1104.6226800000004,4430.508789473684,358.7106874636247,0.0,42.702312,7132.391896499999,980.412804
2015-01-07 02:00:00,0.0,1156.87165,4430.508789473684,358.7106874636247,0.0,42.702312,7132.391896499999,859.1020795
2015-01-07 03:00:00,3962.4499197680434,1291.3916100000001,4430.508789473684,1164.0088464672333,0.0,42.69887628,7132.391896499999,443.4463635
2015-01-07 04:00:00,6190.7510657275125,1163.2858500000002,4430.508789473684,709.5915464188029,0.0,42.69887628,7132.391896499999,306.925724
2015-01-07 05:00:00,0.0,1032.3961500000003,4430.508789473684,1062.4353490221183,0.0,42.69887628,7132.391896499999,460.032293
2015-01-07 06:00:00,0.0,936.3613700000001,4430.508789473684,1062.4353490221183,0.0,42.69887628,7132.391896499999,756.7853124999999
2015-01-07 07:00:00,0.0,1036.71682,4430.508789473684,1062.4353490221183,0.0,42.69658572,7132.391896499999,1130.7550554999998
2015-01-07 08:00:00,0.0,1518.8728800000004,4430.508789473684,710.548967111455,1.5220520100000001,42.69658572,7132.391896499999,1462.8791064999998
2015-01-07 09:00:00,0.0,2320.8479200000006,2463.109902473878,534.6057761561233,1755.94226265,42.69658572,7132.391896499999,1825.0052660000001
2015-01-07 10:00:00,0.0,2234.5235199999997,100.16341700630336,0.0,7671.250479825001,42.69658572,7132.391896499999,1996.098356
2015-01-07 11:00:00,0.0,2048.8904300000004,100.16341700630336,0.0,14263.872492375001,42.69314988,7132.391896499999,2027.4150504999998
2015-01-07 12:00:00,0.0,1975.3944300000005,100.16341700630336,0.0,18285.49265715,42.69314988,7132.391896499999,2333.6527655
2015-01-07 13:00:00,0.0,1716.7107600000004,100.16341700630336,0.0,15936.05106315,42.69314988,7132.391896499999,2710.8782645
2015-01-07 14:00:00,0.0,1972.3432300000004,100.16341700630336,0.0,10543.46668785,42.69314988,7132.391896499999,2847.472621
2015-01-07 15:00:00,0.0,2485.8130400000005,100.16341700630336,0.0,4799.795321475,42.69085932,7132.391896499999,3084.0494230000004
2015-01-07 16:00:00,0.0,2853.2262500000006,100.16341700630336,0.0,830.9396697749999,42.69085932,7132.391896499999,3153.243471
2015-01-07 17:00:00,0.0,3569.121880000001,100.16341700630336,0.0,0.0,42.69085932,7132.391896499999,3173.6503085000004
2015-01-07 18:00:00,0.0,4189.3168000000005,852.0908450800007,0.0,0.0,42.69085932,7132.391896499999,3215.102849
2015-01-07 19:00:00,0.0,4794.678890000002,100.16341700630336,291.84956169369445,0.0,42.687423599999995,7132.391896499999,3221.1229295
2015-01-07 20:00:00,0.0,4517.821670000001,121.92466324704583,642.5575262529514,0.0,42.687423599999995,7132.391896499999,3238.98659
2015-01-07 21:00:00,0.0,5052.404880000001,100.16341700630336,560.8272197936932,0.0,42.687423599999995,7132.391896499999,3234.6742505
2015-01-07 22:00:00,0.0,5538.814800000001,437.51818793276743,1164.0088464672333,0.0,42.687423599999995,7132.391896499999,3240.350323
2015-01-07 23:00:00,0.0,6362.660470000002,773.9744677399985,0.0,0.0,42.68398776,7132.391896499999,3244.0606555
2015-01-08 00:00:00,0.0,6733.481220000002,100.16341700630336,0.0,0.0,42.68398776,7132.391896499999,3257.3048304999998
2015-01-08 01:00:00,0.0,6679.650960000002,100.16341700630336,0.0,0.0,42.68398776,7132.391896499999,3240.055462
2015-01-08 02:00:00,0.0,7075.683070000002,100.16341700630336,0.0,0.0,42.68398776,7132.391896499999,3235.018255
2015-01-08 03:00:00,0.0,7052.142070000003,100.16341700630336,0.0,0.0,42.681697320000005,7132.391896499999,3237.205139
2015-01-08 04:00:00,0.0,6712.412360000001,295.86982790839375,358.53751871260647,0.0,42.681697320000005,7132.391896499999,3201.3549575
2015-01-08 05:00:00,0.0,6431.100840000002,1611.0941052631579,358.53751871260647,0.0,42.681697320000005,7132.391896499999,3230.0916165
2015-01-08 06:00:00,0.0,6637.780510000001,1611.0941052631579,358.53751871260647,0.0,42.681697320000005,7132.391896499999,3234.944538
2015-01-08 07:00:00,0.0,6713.748650000001,1611.0941052631579,358.4797947875686,0.0,42.67826148,7132.391896499999,3188.3565
2015-01-08 08:00:00,0.0,6818.89248,1611.0941052631579,358.50865675008754,0.0,42.67826148,7132.391896499999,3095.6227190000004
2015-01-08 09:00:00,0.0,7012.031070000002,1611.0941052631579,358.50865675008754,78.081353325,42.67826148,7132.391896499999,3094.566132
2015-01-08 10:00:00,0.0,7486.236200000003,1611.0941052631579,358.50865675008754,498.37102154999997,42.67826148,7132.391896499999,3078.7910685
2015-01-08 11:00:00,0.0,7795.8771000000015,1611.0941052631579,358.47017413339563,620.997776325,42.675970920000005,7132.391896499999,1556.6940479999998
2015-01-08 12:00:00,0.0,7789.26246,1611.0941052631579,358.4894154417416,707.247469125,42.675970920000005,7132.391896499999,423.1132395
2015-01-08 13:00:00,0.0,7916.254640000002,1611.0941052631579,403.8608984997072,780.1030781999999,42.675970920000005,7132.391896499999,1721.0053349999998
2015-01-08 14:00:00,0.0,7973.715160000001,1611.0941052631579,1062.4353490221183,382.644190125,42.675970920000005,7132.391896499999,1624.241787
2015-01-08 15:00:00,0.0,7562.427060000002,1611.0941052631579,1164.0088464672333,401.365503225,42.6725352,7132.391896499999,903.8595195
2015-01-08 16:00:00,0.0,6343.907850000001,1611.0941052631579,1164.0088464672333,537.031173375,42.6725352,7132.391896499999,1793.9588589999998
2015-01-08 17:00:00,0.0,4582.008180000001,1611.0941052631579,1164.0088464672333,0.0,42.6725352,7132.391896499999,1696.4950170000002
2015-01-08 18:00:00,0.0,4555.171000000001,1611.0941052631579,761.2347004772438,0.0,42.6725352,7132.391896499999,2636.020429
2015-01-08 19:00:00,0.0,4586.106140000001,1611.0941052631579,559.81876551973,0.0,42.66909936,7132.391896499999,3095.7332909999996
2015-01-08 20:00:00,0.0,4993.853060000001,1611.0941052631579,459.12522902223265,0.0,42.66909936,7132.391896499999,3086.6417435
2015-01-08 21:00:00,0.0,5470.953490000002,1611.0941052631579,408.7784607734839,0.0,42.66909936,7132.391896499999,3053.5804565
2015-01-08 22:00:00,0.0,6106.0035100000005,1611.0941052631579,383.60507664910955,0.0,42.66909936,7132.391896499999,2839.7816615
2015-01-08 23:00:00,0.0,5790.104320000001,1611.0941052631579,371.01838458692237,0.0,42.66909936,7132.391896499999,2278.747191
2015-01-09 00:00:00,0.0,6503.371910000002,0.0,0.0,0.0,42.6668088,7132.391896499999,2714.686884
2015-01-09 01:00:00,0.0,7130.6937100000005,0.0,0.0,0.0,42.6668088,7132.391896499999,2608.3403534999998
2015-01-09 02:00:00,1795.4940395999984,8008.904150000002,0.0,0.0,0.0,42.6668088,7132.391896499999,2996.6968535
2015-01-09 03:00:00,0.0,5864.273622790717,0.0,0.0,0.0,42.6668088,7132.391896499999,3188.3687885
2015-01-09 04:00:00,0.0,8225.182850000001,0.0,1062.4353490221183,0.0,42.66337308,7132.391896499999,3191.968549
2015-01-09 05:00:00,0.0,8325.229405791371,0.0,0.0,0.0,0.0,7132.391896499999,0.0
2015-01-09 06:00:00,961.1890478199984,8948.183090000002,0.0,0.0,0.0,42.66337308,7132.391896499999,2891.7263409999996
2015-01-09 07:00:00,0.0,8941.969340000003,0.0,0.0,0.0,42.66337308,7132.391896499999,3021.3300320000003
2015-01-09 08:00:00,0.0,9123.081310000001,0.0,0.0,0.0050735165625,42.66108252000001,7132.391896499999,3171.844284
2015-01-09 09:00:00,0.0,8956.623990000002,0.0,190.25914789118406,2.252638395,42.66108252000001,7132.391896499999,3165.4679175
2015-01-09 10:00:00,0.0,8751.258340000002,0.0,0.0,552.2009805,42.66108252000001,7132.391896499999,3179.4738150000003
2015-01-09 11:00:00,0.0,8532.351600000002,0.0,0.0,1331.6444941500004,42.66108252000001,7132.391896499999,3208.087617
