,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,GB,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK
2011-01-01 00:00:00,11610.0,19266.0,4344.0,10404.0,13540.0,111154.0,7694.0,1779.0,9350.0,17013.0,10436.0,73646.0,45388.0,5181.0,15536.0,3085.0,62848.0,2448.0,1394.0,2266.0,23684.0,10315.0,30659.0,1371.0,11486.0,12712.0,2419.0,5931.0
2011-01-01 01:00:00,11826.0,20185.0,4556.0,10655.0,13748.0,114153.0,7943.0,1850.0,10238.0,17538.0,10864.0,76481.0,46925.0,5300.0,15695.0,3260.0,64902.0,2592.0,1432.0,2397.0,24955.0,10584.0,31158.0,1354.0,11913.0,12974.0,2456.0,6003.0
2011-01-01 02:00:00,12414.0,21463.0,5061.0,11250.0,14339.0,120682.0,8456.0,2004.0,12337.0,19714.0,11767.0,82196.0,48217.0,5609.0,16269.0,3340.0,70035.0,2964.0,1500.0,2747.0,26542.0,11166.0,33012.0,1485.0,12884.0,13611.0,2573.0,6242.0
2011-01-01 03:00:00,13854.0,24493.0,6649.0,12796.0,15644.0,137484.0,9757.0,2704.0,16859.0,25451.0,15638.0,95861.0,52741.0,6390.0,17294.0,3762.0,82417.0,3924.0,1664.0,3700.0,30309.0,12608.0,38072.0,1610.0,17196.0,15144.0,2868.0,6672.0
2011-01-01 04:00:00,18359.0,33089.0,8239.0,17038.0,20673.0,183851.0,13321.0,3535.0,19841.0,36601.0,19854.0,130618.0,63880.0,8467.0,22873.0,4747.0,111088.0,4648.0,2153.0,4417.0,41101.0,16802.0,52070.0,2195.0,22916.0,19902.0,3860.0,8848.0
2011-01-01 05:00:00,22278.0,39045.0,7644.0,20117.0,25902.0,217693.0,15819.0,3209.0,18893.0,43865.0,18263.0,154257.0,90123.0,10204.0,29695.0,6613.0,130993.0,4414.0,2502.0,4197.0,48537.0,19993.0,62827.0,3321.0,20623.0,23861.0,4871.0,11161.0
2011-01-01 06:00:00,20982.0,37262.0,7456.0,19230.0,23953.0,207366.0,15050.0,3068.0,18396.0,42363.0,17641.0,146974.0,108054.0,9547.0,26943.0,7860.0,125008.0,4317.0,2418.0,4066.0,46319.0,19037.0,59630.0,4031.0,19714.0,22610.0,4491.0,10290.0
2011-01-01 07:00:00,20426.0,36654.0,7200.0,18773.0,23281.0,202670.0,14649.0,2946.0,17328.0,39865.0,17004.0,143856.0,102968.0,9376.0,26077.0,7551.0,122269.0,4193.0,2391.0,3950.0,45555.0,18589.0,57172.0,4002.0,18889.0,22121.0,4328.0,9987.0
2011-01-01 08:00:00,19792.0,35143.0,6940.0,18233.0,22468.0,196455.0,14122.0,2808.0,16393.0,36937.0,16219.0,137308.0,98366.0,9058.0,25044.0,7216.0,116272.0,4050.0,2329.0,3795.0,43602.0,17997.0,55464.0,3733.0,18129.0,21472.0,4174.0,9622.0
2011-01-01 09:00:00,18967.0,33402.0,6692.0,17489.0,21464.0,188289.0,13507.0,2735.0,15754.0,34167.0,15839.0,130438.0,93155.0,8739.0,23806.0,6708.0,110156.0,3903.0,2224.0,3679.0,41307.0,17220.0,53225.0,3447.0,17501.0,20572.0,4003.0,9109.0
2011-01-01 10:00:00,18439.0,32674.0,6524.0,16998.0,20914.0,183022.0,13122.0,2648.0,15350.0,32746.0,15343.0,126693.0,88135.0,8408.0,23285.0,6203.0,106509.0,3824.0,2179.0,3595.0,40554.0,16770.0,51609.0,3102.0,16954.0,20034.0,3877.0,8967.0
2011-01-01 11:00:00,17957.0,31339.0,6438.0,16573.0,20302.0,178194.0,12724.0,2588.0,15287.0,31701.0,15045.0,122491.0,85217.0,8229.0,22509.0,6013.0,103454.0,3751.0,2119.0,3506.0,38721.0,16288.0,50378.0,2989.0,16670.0,19505.0,3771.0,8666.0
2011-01-01 12:00:00,17603.0,30916.0,6460.0,16231.0,19955.0,174898.0,12511.0,2557.0,15388.0,30413.0,14874.0,121116.0,82599.0,8155.0,22139.0,5838.0,102050.0,3797.0,2086.0,3524.0,38079.0,15974.0,48853.0,2845.0,16511.0,19154.0,3698.0,8490.0
2011-01-01 13:00:00,17570.0,30618.0,6592.0,16255.0,19785.0,175094.0,12531.0,2623.0,16010.0,30108.0,15195.0,120947.0,80605.0,8243.0,21783.0,5605.0,101972.0,3818.0,2066.0,3527.0,37511.0,15932.0,49070.0,2607.0,17068.0,19093.0,3687.0,8342.0
2011-01-01 14:00:00,17728.0,31317.0,6904.0,16296.0,20175.0,176337.0,12702.0,2752.0,16788.0,31178.0,15868.0,124289.0,80864.0,8413.0,22447.0,5559.0,104939.0,3987.0,2067.0,3692.0,38415.0,16054.0,48986.0,2449.0,17994.0,19231.0,3759.0,8511.0
2011-01-01 15:00:00,18527.0,32861.0,7058.0,17033.0,21101.0,184508.0,13306.0,2846.0,17502.0,32856.0,16348.0,130354.0,82913.0,8816.0,23452.0,5789.0,110026.0,4061.0,2155.0,3783.0,40395.0,16783.0,51298.0,2461.0,18557.0,20069.0,3950.0,8852.0
2011-01-01 16:00:00,18990.0,34160.0,7021.0,17452.0,21693.0,189455.0,13748.0,2797.0,17930.0,34952.0,16131.0,135545.0,87140.0,9015.0,24207.0,6127.0,114238.0,4073.0,2203.0,3784.0,42166.0,17245.0,52726.0,2582.0,18222.0,20540.0,4067.0,9139.0
2011-01-01 17:00:00,18903.0,34342.0,6971.0,17469.0,21459.0,189784.0,13820.0,2807.0,17878.0,36409.0,16114.0,137191.0,91295.0,9044.0,23774.0,6517.0,116183.0,4023.0,2198.0,3747.0,42367.0,17240.0,52699.0,2823.0,18284.0,20463.0,4033.0,9000.0
2011-01-01 18:00:00,18744.0,33821.0,6770.0,17255.0,21371.0,187495.0,13666.0,2764.0,17214.0,36944.0,15815.0,135748.0,92871.0,8956.0,23815.0,6726.0,115434.0,3889.0,2164.0,3639.0,41681.0,17042.0,52306.0,3005.0,17969.0,20251.0,4021.0,8992.0
2011-01-01 19:00:00,18237.0,32640.0,6209.0,16723.0,20882.0,181571.0,13217.0,2575.0,15497.0,36123.0,14702.0,131007.0,92500.0,8646.0,23407.0,6717.0,111573.0,3530.0,2095.0,3309.0,40269.0,16529.0,50976.0,3159.0,16711.0,19677.0,3927.0,8832.0
2011-01-01 20:00:00,16718.0,30068.0,5238.0,15229.0,19311.0,165420.0,12057.0,2234.0,12050.0,32685.0,12794.0,119350.0,89795.0,7843.0,21899.0,6572.0,101223.0,2917.0,1915.0,2741.0,37245.0,15131.0,46428.0,3117.0,14419.0,18032.0,3611.0,8257.0
2011-01-01 21:00:00,14157.0,24234.0,4384.0,12652.0,16650.0,136448.0,9717.0,1855.0,9538.0,25072.0,10775.0,94751.0,81419.0,6420.0,19310.0,5896.0,80998.0,2442.0,1633.0,2286.0,29998.0,12612.0,38333.0,2920.0,11898.0,15319.0,3043.0,7296.0
2011-01-01 22:00:00,11962.0,20264.0,4035.0,10683.0,14064.0,114618.0,8019.0,1863.0,8201.0,18649.0,11500.0,77366.0,63377.0,5315.0,16305.0,4582.0,65792.0,2431.0,1423.0,2314.0,25095.0,10649.0,31693.0,2241.0,10694.0,13057.0,2517.0,6225.0
