,Unit,PowerCapacity,Nunits,Zone,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost_pu,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,CHPMaxHeat,STOMaxDischargingPower,STODischargingEfficiency
MT_COMC_GAS,MT_COMC_GAS,231.5,2.0,MT,COMC,GAS,0.51,3,3,0.07,0.07,55,2.9,0.25,0.062171053,0.57,1.0,0.3569,,,,,,,,,,,,,,
MT_WTOF_WIN,MT_WTOF_WIN,11.000000000000002,1,MT,WTOF,WIN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
MT_WTON_WIN,MT_WTON_WIN,238.00000000000003,1,MT,WTON,WIN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
MT_PHOT_SUN,MT_PHOT_SUN,1350.0,1,MT,PHOT,SUN,1.0,0,0,0.02,0.02,0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
MT_ALK_H2_HYD,MT_ALK_H2_HYD,1154.0,1,MT,ALK_H2,HYD,0.6,0,0,1.0,1.0,0,0.0,0.0,0.15,0.6,0.0,0.0,,,,,,,,490555.55555555556,0.0,1154.0,0.6,,0.0,0.46
MT_BEVS_OTH,MT_BEVS_OTH,695.0,1,MT,BEVS,OTH,0.95,0,0,1.0,1.0,0,0.0,0.0,0.0,0.95,0.0,0.0,,,,,,,,2849.4999999999995,0.0,695.0,0.95,,,
MT_P2HT_OTH,MT_P2HT_OTH,0.002999977612107372,44667.0,MT,P2HT,OTH,1.0,0,0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.177602302004216,5.0,0.025033555005048724,0.00087973502859859,0.014999888060536861,0.03,,,,,
