Scenario,region,id,r,fuel_class,fraction
Baseline,CAPP,1980,20,HRD,0
Baseline,CAPP,1980,20,NUC,0
Baseline,CAPP,1980,20,OIL,0.309481363
Baseline,CAPP,1980,20,PEA,0
Baseline,CAPP,1980,20,SUN,0.002147033
Baseline,CAPP,1980,20,WAT,0.652893055
Baseline,CAPP,1980,20,WIN,0.000133918
Baseline,CAPP,1998,21,BIO,0.001474603
Baseline,CAPP,1998,21,GAS,0.039454005
Baseline,CAPP,1998,21,GEO,0
Baseline,CAPP,1998,21,HRD,0
Baseline,CAPP,1998,21,NUC,0
Baseline,CAPP,1998,21,OIL,0.303021192
Baseline,CAPP,1998,21,PEA,0
Baseline,CAPP,1998,21,SUN,0.002021562
Baseline,CAPP,1998,21,WAT,0.653902552
Baseline,CAPP,1998,21,WIN,0.000126086
Baseline,CAPP,2004,22,BIO,0.001504602
Baseline,CAPP,2004,22,GAS,0.024638705
Baseline,CAPP,2004,22,GEO,0
Baseline,CAPP,2004,22,HRD,0
Baseline,CAPP,2004,22,NUC,0
Baseline,CAPP,2004,22,OIL,0.314447956
Baseline,CAPP,2004,22,PEA,0
Baseline,CAPP,2004,22,SUN,0.002058874
Baseline,CAPP,2004,22,WAT,0.657224376
Baseline,CAPP,2004,22,WIN,0.000125488
Baseline,CAPP,2002,23,BIO,0.001473045
Baseline,CAPP,2002,23,GAS,0.011163025
Baseline,CAPP,2002,23,GEO,0
Baseline,CAPP,2002,23,HRD,0
Baseline,CAPP,2002,23,NUC,0
Baseline,CAPP,2002,23,OIL,0.32761393
Baseline,CAPP,2002,23,PEA,0
Baseline,CAPP,2002,23,SUN,0.002108488
Baseline,CAPP,2002,23,WAT,0.657511453
Baseline,CAPP,2002,23,WIN,0.000130059
Baseline,CAPP,2015,24,BIO,0.001625208
Baseline,CAPP,2015,24,GAS,0.029569809
Baseline,CAPP,2015,24,GEO,0
Baseline,CAPP,2015,24,HRD,0
Baseline,CAPP,2015,24,NUC,0
Baseline,CAPP,2015,24,OIL,0.290958038
Baseline,CAPP,2015,24,PEA,0
Baseline,CAPP,2015,24,SUN,0.002220314
Baseline,CAPP,2015,24,WAT,0.675486577
Baseline,CAPP,2015,24,WIN,0.000140054
Baseline,CAPP,1987,25,BIO,0.001574911
Baseline,CAPP,1987,25,GAS,0.006337429
Baseline,CAPP,1987,25,GEO,0
Baseline,CAPP,1987,25,HRD,0
Baseline,CAPP,1987,25,NUC,0
Baseline,CAPP,1987,25,OIL,0.313554206
Baseline,CAPP,1987,25,PEA,0
Baseline,CAPP,1987,25,SUN,0.002264219
Baseline,CAPP,1987,25,WAT,0.676127399
Baseline,CAPP,1987,25,WIN,0.000141837
Baseline,CAPP,1994,26,BIO,0.001578898
Baseline,CAPP,1994,26,GAS,0.029516159
Baseline,CAPP,1994,26,GEO,0
Baseline,CAPP,1994,26,HRD,0.00E+00
Baseline,CAPP,1994,26,NUC,0
Baseline,CAPP,1994,26,OIL,0.288810587
Baseline,CAPP,1994,26,PEA,0
Baseline,CAPP,1994,26,SUN,2.16E-03
Baseline,CAPP,1994,26,WAT,0.677801522
Baseline,CAPP,1994,26,WIN,0.000133373
Baseline,CAPP,2003,27,BIO,0.001436662
Baseline,CAPP,2003,27,GAS,0.006273138
Baseline,CAPP,2003,27,GEO,0
Baseline,CAPP,2003,27,HRD,0
Baseline,CAPP,2003,27,NUC,0
Baseline,CAPP,2003,27,OIL,0.302056785
Baseline,CAPP,2003,27,PEA,0
Baseline,CAPP,2003,27,SUN,0.001987799
Baseline,CAPP,2003,27,WAT,0.688121314
Baseline,CAPP,2003,27,WIN,0.000124302
Baseline,CAPP,1991,28,BIO,0.001524412
Baseline,CAPP,1991,28,GAS,0.006311457
Baseline,CAPP,1991,28,GEO,0
Baseline,CAPP,1991,28,HRD,0
Baseline,CAPP,1991,28,NUC,0
Baseline,CAPP,1991,28,OIL,0.290989153
Baseline,CAPP,1991,28,PEA,0
Baseline,CAPP,1991,28,SUN,0.00213153
Baseline,CAPP,1991,28,WAT,0.698912051
Baseline,CAPP,1991,28,WIN,0.000131397
Baseline,CAPP,1990,29,BIO,0.001520023
Baseline,CAPP,1990,29,GAS,0.003751525
Baseline,CAPP,1990,29,GEO,0
Baseline,CAPP,1990,29,HRD,0.00E+00
Baseline,CAPP,1990,29,NUC,0
Baseline,CAPP,1990,29,OIL,0.282781276
Baseline,CAPP,1990,29,PEA,0
Baseline,CAPP,1990,29,SUN,0.00218409
Baseline,CAPP,1990,29,WAT,0.709627797
Baseline,CAPP,1990,29,WIN,0.000135288
Baseline,CAPP,2009,30,BIO,0.0016066
Baseline,CAPP,2009,30,GAS,0.017609966
Baseline,CAPP,2009,30,GEO,0
Baseline,CAPP,2009,30,HRD,0
Baseline,CAPP,2009,30,NUC,0
Baseline,CAPP,2009,30,OIL,0.2677992
Baseline,CAPP,2009,30,PEA,0
Baseline,CAPP,2009,30,SUN,0.002170573
Baseline,CAPP,2009,30,WAT,0.710678035
Baseline,CAPP,2009,30,WIN,0.000135627
Baseline,CAPP,2006,31,BIO,0.001556042
Baseline,CAPP,2006,31,GAS,0.003441557
Baseline,CAPP,2006,31,GEO,0
Baseline,CAPP,2006,31,HRD,0
Baseline,CAPP,2006,31,NUC,0
Baseline,CAPP,2006,31,OIL,0.273066736
Baseline,CAPP,2006,31,PEA,0
Baseline,CAPP,2006,31,SUN,0.002240477
Baseline,CAPP,2006,31,WAT,0.719555343
Baseline,CAPP,2006,31,WIN,0.000139845
Baseline,CAPP,2010,32,BIO,0.001416799
Baseline,CAPP,2010,32,GAS,0.013429702
Baseline,CAPP,2010,32,GEO,0
Baseline,CAPP,2010,32,HRD,0
Baseline,CAPP,2010,32,NUC,0
Baseline,CAPP,2010,32,OIL,0.261038552
Baseline,CAPP,2010,32,PEA,0
Baseline,CAPP,2010,32,SUN,0.001948705
Baseline,CAPP,2010,32,WAT,0.72204439
Baseline,CAPP,2010,32,WIN,0.000121853
Baseline,CAPP,1986,33,BIO,0.001494931
Baseline,CAPP,1986,33,GAS,0.007297527
Baseline,CAPP,1986,33,GEO,0
Baseline,CAPP,1986,33,HRD,0
Baseline,CAPP,1986,33,NUC,0
Baseline,CAPP,1986,33,OIL,0.260486851
Baseline,CAPP,1986,33,PEA,0
Baseline,CAPP,1986,33,SUN,0.002137618
Baseline,CAPP,1986,33,WAT,0.728449793
Baseline,CAPP,1986,33,WIN,0.00013328
Baseline,CAPP,1997,34,BIO,0.001586333
Baseline,CAPP,1997,34,GAS,0.004296238
Baseline,CAPP,1997,34,GEO,0
Baseline,CAPP,1997,34,HRD,0
Baseline,CAPP,1997,34,NUC,0
Baseline,CAPP,1997,34,OIL,0.255481836
Baseline,CAPP,1997,34,PEA,0.00E+00
Baseline,CAPP,1997,34,SUN,0.002282366
Baseline,CAPP,1997,34,WAT,0.736211655
Baseline,CAPP,1997,34,WIN,0.000141572
Baseline,CAPP,1988,35,BIO,0.001477472
Baseline,CAPP,1988,35,GAS,0.003120088
Baseline,CAPP,1988,35,GEO,0
Baseline,CAPP,1988,35,HRD,0
Baseline,CAPP,1988,35,NUC,0
Baseline,CAPP,1988,35,OIL,0.254395581
Baseline,CAPP,1988,35,PEA,0
Baseline,CAPP,1988,35,SUN,0.002126157
Baseline,CAPP,1988,35,WAT,0.738748984
Baseline,CAPP,1988,35,WIN,0.000131717
Baseline,CAPP,2018,36,BIO,0.001369191
Baseline,CAPP,2018,36,GAS,0.000978326
Baseline,CAPP,2018,36,GEO,0
Baseline,CAPP,2018,36,HRD,0
Baseline,CAPP,2018,36,NUC,0
Baseline,CAPP,2018,36,OIL,0.254306337
Baseline,CAPP,2018,36,PEA,0
Baseline,CAPP,2018,36,SUN,1.96E-03
Baseline,CAPP,2018,36,WAT,0.741262642
Baseline,CAPP,2018,36,WIN,0.000121471
Baseline,CAPP,2011,37,BIO,0.001346486
Baseline,CAPP,2011,37,GAS,0.001434383
Baseline,CAPP,2011,37,GEO,0
Baseline,CAPP,2011,37,HRD,0
Baseline,CAPP,2011,37,NUC,0
Baseline,CAPP,2011,37,OIL,0.243245136
Baseline,CAPP,2011,37,PEA,0
Baseline,CAPP,2011,37,SUN,0.00193317
Baseline,CAPP,2011,37,WAT,0.751920077
Baseline,CAPP,2011,37,WIN,0.000120748
Baseline,CAPP,1989,38,BIO,0.001485981
Baseline,CAPP,1989,38,GAS,0.000379882
Baseline,CAPP,1989,38,GEO,0
Baseline,CAPP,1989,38,HRD,0
Baseline,CAPP,1989,38,NUC,0
Baseline,CAPP,1989,38,OIL,0.236668657
Baseline,CAPP,1989,38,PEA,0
Baseline,CAPP,1989,38,SUN,0.002138642
Baseline,CAPP,1989,38,WAT,0.759193954
Baseline,CAPP,1989,38,WIN,0.000132885
Baseline,CAPP,1996,39,BIO,0.001551275
Baseline,CAPP,1996,39,GAS,0.003042943
Baseline,CAPP,1996,39,GEO,0
Baseline,CAPP,1996,39,HRD,0
Baseline,CAPP,1996,39,NUC,0
Baseline,CAPP,1996,39,OIL,0.219436393
Baseline,CAPP,1996,39,PEA,0
Baseline,CAPP,1996,39,SUN,0.002229144
Baseline,CAPP,1996,39,WAT,0.773602068
Baseline,CAPP,1996,39,WIN,0.000138178
Baseline,EAPP,2017,1,BIO,0.007991096
Baseline,EAPP,2017,1,GAS,0.786870203
Baseline,EAPP,2017,1,GEO,0.023592543
Baseline,EAPP,2017,1,HRD,0
Baseline,EAPP,2017,1,NUC,0
Baseline,EAPP,2017,1,OIL,4.60E-03
Baseline,EAPP,2017,1,PEA,0.000595593
Baseline,EAPP,2017,1,SUN,0.009169652
Baseline,EAPP,2017,1,WAT,0.145113207
Baseline,EAPP,2017,1,WIN,0.022068761
Baseline,EAPP,2016,2,BIO,0.008089016
Baseline,EAPP,2016,2,GAS,0.78455777
Baseline,EAPP,2016,2,GEO,0.023881638
Baseline,EAPP,2016,2,HRD,0
Baseline,EAPP,2016,2,NUC,0
Baseline,EAPP,2016,2,OIL,0.004797722
Baseline,EAPP,2016,2,PEA,0.000602891
Baseline,EAPP,2016,2,SUN,0.009283051
Baseline,EAPP,2016,2,WAT,0.146509184
Baseline,EAPP,2016,2,WIN,0.022278728
Baseline,EAPP,2015,3,BIO,0.008015364
Baseline,EAPP,2015,3,GAS,0.779232748
Baseline,EAPP,2015,3,GEO,0.023664191
Baseline,EAPP,2015,3,HRD,0
Baseline,EAPP,2015,3,NUC,0
Baseline,EAPP,2015,3,OIL,0.004616578
Baseline,EAPP,2015,3,PEA,0.000597401
Baseline,EAPP,2015,3,SUN,0.009197644
Baseline,EAPP,2015,3,WAT,0.152459901
Baseline,EAPP,2015,3,WIN,0.022216172
Baseline,EAPP,2014,4,BIO,0.007990185
Baseline,EAPP,2014,4,GAS,0.778517338
Baseline,EAPP,2014,4,GEO,0.023589854
Baseline,EAPP,2014,4,HRD,0
Baseline,EAPP,2014,4,NUC,0
Baseline,EAPP,2014,4,OIL,0.004679164
Baseline,EAPP,2014,4,PEA,0.000595525
Baseline,EAPP,2014,4,SUN,0.009169197
Baseline,EAPP,2014,4,WAT,0.153479044
Baseline,EAPP,2014,4,WIN,0.021979693
Baseline,EAPP,1993,5,BIO,0.00799722
Baseline,EAPP,1993,5,GAS,7.77E-01
Baseline,EAPP,1993,5,GEO,0.023610623
Baseline,EAPP,1993,5,HRD,0
Baseline,EAPP,1993,5,NUC,0
Baseline,EAPP,1993,5,OIL,0.004665369
Baseline,EAPP,1993,5,PEA,0.000596049
Baseline,EAPP,1993,5,SUN,0.009177021
Baseline,EAPP,1993,5,WAT,0.15467025
Baseline,EAPP,1993,5,WIN,0.022003104
Baseline,EAPP,2000,6,BIO,0.007942569
Baseline,EAPP,2000,6,GAS,0.775331816
Baseline,EAPP,2000,6,GEO,0.023449275
Baseline,EAPP,2000,6,HRD,0
Baseline,EAPP,2000,6,NUC,0
Baseline,EAPP,2000,6,OIL,0.005070089
Baseline,EAPP,2000,6,PEA,0.000591976
Baseline,EAPP,2000,6,SUN,0.009111245
Baseline,EAPP,2000,6,WAT,0.156610808
Baseline,EAPP,2000,6,WIN,0.021892222
Baseline,EAPP,2009,7,BIO,0.007999151
Baseline,EAPP,2009,7,GAS,0.77448185
Baseline,EAPP,2009,7,GEO,0.023616326
Baseline,EAPP,2009,7,HRD,0
Baseline,EAPP,2009,7,NUC,0
Baseline,EAPP,2009,7,OIL,0.004703095
Baseline,EAPP,2009,7,PEA,0.000596193
Baseline,EAPP,2009,7,SUN,0.009179405
Baseline,EAPP,2009,7,WAT,0.157322241
Baseline,EAPP,2009,7,WIN,0.022101739
Baseline,EAPP,2003,8,BIO,0.008107861
Baseline,EAPP,2003,8,GAS,0.770093138
Baseline,EAPP,2003,8,GEO,0.023937275
Baseline,EAPP,2003,8,HRD,0
Baseline,EAPP,2003,8,NUC,0
Baseline,EAPP,2003,8,OIL,0.004767454
Baseline,EAPP,2003,8,PEA,0.000604295
Baseline,EAPP,2003,8,SUN,0.009303914
Baseline,EAPP,2003,8,WAT,0.161009835
Baseline,EAPP,2003,8,WIN,0.022176228
Baseline,EAPP,2008,9,BIO,0.008071919
Baseline,EAPP,2008,9,GAS,0.766840439
Baseline,EAPP,2008,9,GEO,0.023831161
Baseline,EAPP,2008,9,HRD,0
Baseline,EAPP,2008,9,NUC,0
Baseline,EAPP,2008,9,OIL,0.004640161
Baseline,EAPP,2008,9,PEA,0.000601617
Baseline,EAPP,2008,9,SUN,0.009263471
Baseline,EAPP,2008,9,WAT,0.164371273
Baseline,EAPP,2008,9,WIN,0.02237996
Baseline,EAPP,1983,10,BIO,0.007981918
Baseline,EAPP,1983,10,GAS,0.767474067
Baseline,EAPP,1983,10,GEO,0.023565447
Baseline,EAPP,1983,10,HRD,0
Baseline,EAPP,1983,10,NUC,0
Baseline,EAPP,1983,10,OIL,0.004616729
Baseline,EAPP,1983,10,PEA,0.000594909
Baseline,EAPP,1983,10,SUN,0.009159704
Baseline,EAPP,1983,10,WAT,0.164620224
Baseline,EAPP,1983,10,WIN,0.021987002
Baseline,EAPP,2002,11,BIO,0.008017548
Baseline,EAPP,2002,11,GAS,0.764938173
Baseline,EAPP,2002,11,GEO,0.023670641
Baseline,EAPP,2002,11,HRD,0
Baseline,EAPP,2002,11,NUC,0
Baseline,EAPP,2002,11,OIL,0.004601586
Baseline,EAPP,2002,11,PEA,0.000597564
Baseline,EAPP,2002,11,SUN,0.009200688
Baseline,EAPP,2002,11,WAT,0.16676887
Baseline,EAPP,2002,11,WIN,0.02220493
Baseline,EAPP,2004,12,BIO,0.008044693
Baseline,EAPP,2004,12,GAS,0.764130079
Baseline,EAPP,2004,12,GEO,0.023750781
Baseline,EAPP,2004,12,HRD,0.00E+00
Baseline,EAPP,2004,12,NUC,0
Baseline,EAPP,2004,12,OIL,0.004673753
Baseline,EAPP,2004,12,PEA,0.000599587
Baseline,EAPP,2004,12,SUN,0.009232166
Baseline,EAPP,2004,12,WAT,0.167397454
Baseline,EAPP,2004,12,WIN,0.022171487
Baseline,EAPP,1999,13,BIO,0.008087106
Baseline,EAPP,1999,13,GAS,0.761008289
Baseline,EAPP,1999,13,GEO,0.023875998
Baseline,EAPP,1999,13,HRD,0
Baseline,EAPP,1999,13,NUC,0
Baseline,EAPP,1999,13,OIL,0.00466687
Baseline,EAPP,1999,13,PEA,0.000602749
Baseline,EAPP,1999,13,SUN,0.00928
Baseline,EAPP,1999,13,WAT,0.170152985
Baseline,EAPP,1999,13,WIN,0.022326004
Baseline,EAPP,2018,14,BIO,0.008114605
Baseline,EAPP,2018,14,GAS,0.75826271
Baseline,EAPP,2018,14,GEO,0.023957186
Baseline,EAPP,2018,14,HRD,0
Baseline,EAPP,2018,14,NUC,0
Baseline,EAPP,2018,14,OIL,0.004664575
Baseline,EAPP,2018,14,PEA,6.05E-04
Baseline,EAPP,2018,14,SUN,0.00931041
Baseline,EAPP,2018,14,WAT,0.172636015
Baseline,EAPP,2018,14,WIN,0.0224497
Baseline,EAPP,2007,15,BIO,0.008061088
Baseline,EAPP,2007,15,GAS,0.759337709
Baseline,EAPP,2007,15,GEO,0.023799185
Baseline,EAPP,2007,15,HRD,0
Baseline,EAPP,2007,15,NUC,0
Baseline,EAPP,2007,15,OIL,0.004628366
Baseline,EAPP,2007,15,PEA,0.000600809
Baseline,EAPP,2007,15,SUN,0.009250254
Baseline,EAPP,2007,15,WAT,0.171911512
Baseline,EAPP,2007,15,WIN,0.022411075
Baseline,EAPP,1994,16,BIO,0.008030515
Baseline,EAPP,1994,16,GAS,0.759244173
Baseline,EAPP,1994,16,GEO,0.023708923
Baseline,EAPP,1994,16,HRD,0
Baseline,EAPP,1994,16,NUC,0
Baseline,EAPP,1994,16,OIL,0.00474379
Baseline,EAPP,1994,16,PEA,0.000598531
Baseline,EAPP,1994,16,SUN,0.009215271
Baseline,EAPP,1994,16,WAT,0.172341604
Baseline,EAPP,1994,16,WIN,0.022117193
Baseline,EAPP,2005,17,BIO,0.008080678
Baseline,EAPP,2005,17,GAS,0.756883125
Baseline,EAPP,2005,17,GEO,0.023857021
Baseline,EAPP,2005,17,HRD,0
Baseline,EAPP,2005,17,NUC,0
Baseline,EAPP,2005,17,OIL,0.004640222
Baseline,EAPP,2005,17,PEA,0.000602269
Baseline,EAPP,2005,17,SUN,0.009271885
Baseline,EAPP,2005,17,WAT,1.74E-01
Baseline,EAPP,2005,17,WIN,0.022342634
Baseline,EAPP,2013,18,BIO,0.008073631
Baseline,EAPP,2013,18,GAS,0.755340113
Baseline,EAPP,2013,18,GEO,0.023836215
Baseline,EAPP,2013,18,HRD,0
Baseline,EAPP,2013,18,NUC,0
Baseline,EAPP,2013,18,OIL,0.004635852
Baseline,EAPP,2013,18,PEA,0.000601744
Baseline,EAPP,2013,18,SUN,0.009264194
Baseline,EAPP,2013,18,WAT,0.176008253
Baseline,EAPP,2013,18,WIN,0.022239998
Baseline,EAPP,2012,19,BIO,0.008048503
Baseline,EAPP,2012,19,GAS,0.750995033
Baseline,EAPP,2012,19,GEO,0.023762029
Baseline,EAPP,2012,19,HRD,0
Baseline,EAPP,2012,19,NUC,0
Baseline,EAPP,2012,19,OIL,0.004643985
Baseline,EAPP,2012,19,PEA,0.000599871
Baseline,EAPP,2012,19,SUN,0.009235377
Baseline,EAPP,2012,19,WAT,0.180401559
Baseline,EAPP,2012,19,WIN,0.022313644
Baseline,EAPP,1992,20,BIO,0.008120988
Baseline,EAPP,1992,20,GAS,0.745505199
Baseline,EAPP,1992,20,GEO,0.023976032
Baseline,EAPP,1992,20,HRD,0
Baseline,EAPP,1992,20,NUC,0
Baseline,EAPP,1992,20,OIL,0.004717276
Baseline,EAPP,1992,20,PEA,0.000605274
Baseline,EAPP,1992,20,SUN,0.009319386
Baseline,EAPP,1992,20,WAT,0.185119603
Baseline,EAPP,1992,20,WIN,0.022636242
Baseline,EAPP,1995,21,BIO,0.008106007
Baseline,EAPP,1995,21,GAS,0.745267579
Baseline,EAPP,1995,21,GEO,0.023931801
Baseline,EAPP,1995,21,HRD,0
Baseline,EAPP,1995,21,NUC,0
Baseline,EAPP,1995,21,OIL,0.004704567
Baseline,EAPP,1995,21,PEA,0.000604157
Baseline,EAPP,1995,21,SUN,0.009301639
Baseline,EAPP,1995,21,WAT,0.185656806
Baseline,EAPP,1995,21,WIN,0.022427444
Baseline,EAPP,2010,22,BIO,0.008144644
Baseline,EAPP,2010,22,GAS,0.743458972
Baseline,EAPP,2010,22,GEO,0.024045872
Baseline,EAPP,2010,22,HRD,0
Baseline,EAPP,2010,22,NUC,0
Baseline,EAPP,2010,22,OIL,0.004734693
Baseline,EAPP,2010,22,PEA,0.000607037
Baseline,EAPP,2010,22,SUN,0.00934625
Baseline,EAPP,2010,22,WAT,0.186995378
Baseline,EAPP,2010,22,WIN,2.27E-02
Baseline,EAPP,1982,23,BIO,0.008066035
Baseline,EAPP,1982,23,GAS,0.744062058
Baseline,EAPP,1982,23,GEO,0.023813791
Baseline,EAPP,1982,23,HRD,0
Baseline,EAPP,1982,23,NUC,0
Baseline,EAPP,1982,23,OIL,0.004629922
Baseline,EAPP,1982,23,PEA,0.000601178
Baseline,EAPP,1982,23,SUN,0.009256147
Baseline,EAPP,1982,23,WAT,0.187196338
Baseline,EAPP,1982,23,WIN,0.022374529
Baseline,EAPP,2011,24,BIO,0.00812673
Baseline,EAPP,2011,24,GAS,0.739125798
Baseline,EAPP,2011,24,GEO,0.023992985
Baseline,EAPP,2011,24,HRD,0
Baseline,EAPP,2011,24,NUC,0
Baseline,EAPP,2011,24,OIL,0.004667995
Baseline,EAPP,2011,24,PEA,0.000605702
Baseline,EAPP,2011,24,SUN,0.009325041
Baseline,EAPP,2011,24,WAT,0.191683771
Baseline,EAPP,2011,24,WIN,0.022471978
Baseline,EAPP,1980,25,BIO,0.008079075
Baseline,EAPP,1980,25,GAS,0.739100928
Baseline,EAPP,1980,25,GEO,0.02385229
Baseline,EAPP,1980,25,HRD,0
Baseline,EAPP,1980,25,NUC,0.00E+00
Baseline,EAPP,1980,25,OIL,0.00463711
Baseline,EAPP,1980,25,PEA,0.00060215
Baseline,EAPP,1980,25,SUN,0.009271605
Baseline,EAPP,1980,25,WAT,0.192033574
Baseline,EAPP,1980,25,WIN,0.022423268
Baseline,EAPP,1997,26,BIO,0.007998791
Baseline,EAPP,1997,26,GAS,0.739525525
Baseline,EAPP,1997,26,GEO,0.023615262
Baseline,EAPP,1997,26,HRD,0
Baseline,EAPP,1997,26,NUC,0
Baseline,EAPP,1997,26,OIL,0.004591275
Baseline,EAPP,1997,26,PEA,0.000596166
Baseline,EAPP,1997,26,SUN,0.00917787
Baseline,EAPP,1997,26,WAT,0.192480875
Baseline,EAPP,1997,26,WIN,0.022014235
Baseline,EAPP,1984,27,BIO,0.008118215
Baseline,EAPP,1984,27,GAS,0.735437197
Baseline,EAPP,1984,27,GEO,0.023967843
Baseline,EAPP,1984,27,HRD,0
Baseline,EAPP,1984,27,NUC,0
Baseline,EAPP,1984,27,OIL,0.004772577
Baseline,EAPP,1984,27,PEA,0.000605067
Baseline,EAPP,1984,27,SUN,0.009316526
Baseline,EAPP,1984,27,WAT,0.195320173
Baseline,EAPP,1984,27,WIN,0.022462402
Baseline,EAPP,1990,28,BIO,0.0080662
Baseline,EAPP,1990,28,GAS,0.735198241
Baseline,EAPP,1990,28,GEO,0.023814278
Baseline,EAPP,1990,28,HRD,0
Baseline,EAPP,1990,28,NUC,0
Baseline,EAPP,1990,28,OIL,0.004630599
Baseline,EAPP,1990,28,PEA,0.00060119
Baseline,EAPP,1990,28,SUN,0.009256409
Baseline,EAPP,1990,28,WAT,0.196101974
Baseline,EAPP,1990,28,WIN,0.022331109
Baseline,EAPP,2006,29,BIO,0.007974642
Baseline,EAPP,2006,29,GAS,0.734246142
Baseline,EAPP,2006,29,GEO,0.023543965
Baseline,EAPP,2006,29,HRD,0
Baseline,EAPP,2006,29,NUC,0
Baseline,EAPP,2006,29,OIL,0.004578088
Baseline,EAPP,2006,29,PEA,0.000594366
Baseline,EAPP,2006,29,SUN,0.00915145
Baseline,EAPP,2006,29,WAT,0.198230788
Baseline,EAPP,2006,29,WIN,0.021680558
Baseline,EAPP,2001,30,BIO,0.008062808
Baseline,EAPP,2001,30,GAS,0.730248401
Baseline,EAPP,2001,30,GEO,0.023804262
Baseline,EAPP,2001,30,HRD,0
Baseline,EAPP,2001,30,NUC,0
Baseline,EAPP,2001,30,OIL,0.004629067
Baseline,EAPP,2001,30,PEA,0.000600938
Baseline,EAPP,2001,30,SUN,0.009252626
Baseline,EAPP,2001,30,WAT,0.201218977
Baseline,EAPP,2001,30,WIN,0.022182922
Baseline,EAPP,1998,31,BIO,0.008094869
Baseline,EAPP,1998,31,GAS,7.27E-01
Baseline,EAPP,1998,31,GEO,0.023898917
Baseline,EAPP,1998,31,HRD,0
Baseline,EAPP,1998,31,NUC,0
Baseline,EAPP,1998,31,OIL,0.004656842
Baseline,EAPP,1998,31,PEA,0.000603327
Baseline,EAPP,1998,31,SUN,0.009288635
Baseline,EAPP,1998,31,WAT,0.204285641
Baseline,EAPP,1998,31,WIN,0.022457782
Baseline,EAPP,1991,32,BIO,0.008060606
Baseline,EAPP,1991,32,GAS,0.727738931
Baseline,EAPP,1991,32,GEO,0.023797762
Baseline,EAPP,1991,32,HRD,0
Baseline,EAPP,1991,32,NUC,0
Baseline,EAPP,1991,32,OIL,0.004642759
Baseline,EAPP,1991,32,PEA,0.000600773
Baseline,EAPP,1991,32,SUN,0.009248949
Baseline,EAPP,1991,32,WAT,0.203526955
Baseline,EAPP,1991,32,WIN,0.022383265
Baseline,EAPP,1985,33,BIO,0.00801329
Baseline,EAPP,1985,33,GAS,0.72698467
Baseline,EAPP,1985,33,GEO,0.023658068
Baseline,EAPP,1985,33,HRD,0
Baseline,EAPP,1985,33,NUC,0
Baseline,EAPP,1985,33,OIL,0.004701169
Baseline,EAPP,1985,33,PEA,0.000597247
Baseline,EAPP,1985,33,SUN,0.009194632
Baseline,EAPP,1985,33,WAT,2.05E-01
Baseline,EAPP,1985,33,WIN,0.022267251
Baseline,EAPP,1981,34,BIO,8.00E-03
Baseline,EAPP,1981,34,GAS,0.72660189
Baseline,EAPP,1981,34,GEO,0.02361477
Baseline,EAPP,1981,34,HRD,0
Baseline,EAPP,1981,34,NUC,0
Baseline,EAPP,1981,34,OIL,0.004705624
Baseline,EAPP,1981,34,PEA,0.000596154
Baseline,EAPP,1981,34,SUN,0.009178971
Baseline,EAPP,1981,34,WAT,0.205192929
Baseline,EAPP,1981,34,WIN,0.022111038
Baseline,EAPP,1989,35,BIO,0.008074167
Baseline,EAPP,1989,35,GAS,0.719623207
Baseline,EAPP,1989,35,GEO,0.023837798
Baseline,EAPP,1989,35,HRD,0
Baseline,EAPP,1989,35,NUC,0
Baseline,EAPP,1989,35,OIL,0.004698555
Baseline,EAPP,1989,35,PEA,0.000601784
Baseline,EAPP,1989,35,SUN,0.009265681
Baseline,EAPP,1989,35,WAT,0.211508308
Baseline,EAPP,1989,35,WIN,0.022390501
Baseline,EAPP,1996,36,BIO,0.008064585
Baseline,EAPP,1996,36,GAS,0.719457466
Baseline,EAPP,1996,36,GEO,0.023809511
Baseline,EAPP,1996,36,HRD,0
Baseline,EAPP,1996,36,NUC,0
Baseline,EAPP,1996,36,OIL,0.004649383
Baseline,EAPP,1996,36,PEA,0.00060107
Baseline,EAPP,1996,36,SUN,0.009255027
Baseline,EAPP,1996,36,WAT,0.211774742
Baseline,EAPP,1996,36,WIN,0.022388215
Baseline,EAPP,1986,37,BIO,0.008066232
Baseline,EAPP,1986,37,GAS,0.717107648
Baseline,EAPP,1986,37,GEO,0.023814373
Baseline,EAPP,1986,37,HRD,0
Baseline,EAPP,1986,37,NUC,0
Baseline,EAPP,1986,37,OIL,0.004651991
Baseline,EAPP,1986,37,PEA,0.000601193
Baseline,EAPP,1986,37,SUN,0.009256556
Baseline,EAPP,1986,37,WAT,0.21408697
Baseline,EAPP,1986,37,WIN,0.022415037
Baseline,EAPP,1988,38,BIO,0.008049432
Baseline,EAPP,1988,38,GAS,0.706133444
Baseline,EAPP,1988,38,GEO,0.023764772
Baseline,EAPP,1988,38,HRD,0
Baseline,EAPP,1988,38,NUC,0
Baseline,EAPP,1988,38,OIL,0.004777133
Baseline,EAPP,1988,38,PEA,6.00E-04
Baseline,EAPP,1988,38,SUN,0.009237206
Baseline,EAPP,1988,38,WAT,0.225144651
Baseline,EAPP,1988,38,WIN,0.02229342
Baseline,EAPP,1987,39,BIO,0.008024625
Baseline,EAPP,1987,39,GAS,0.696858717
Baseline,EAPP,1987,39,GEO,0.023691533
Baseline,EAPP,1987,39,HRD,0
Baseline,EAPP,1987,39,NUC,0
