Scenario,region,id,r,fuel_class,fraction
Baseline,EAPP,1987,39,OIL,0.004667261
Baseline,EAPP,1987,39,PEA,0.000598092
Baseline,EAPP,1987,39,SUN,0.00920878
Baseline,EAPP,1987,39,WAT,0.235009126
Baseline,EAPP,1987,39,WIN,0.021941866
Baseline,NAPP,2000,1,BIO,0
Baseline,NAPP,2000,1,GAS,0.710865368
Baseline,NAPP,2000,1,GEO,0
Baseline,NAPP,2000,1,HRD,0.226719956
Baseline,NAPP,2000,1,NUC,0
Baseline,NAPP,2000,1,OIL,0.007291739
Baseline,NAPP,2000,1,PEA,0
Baseline,NAPP,2000,1,SUN,0.009532986
Baseline,NAPP,2000,1,WAT,0.019297277
Baseline,NAPP,2000,1,WIN,0.026292675
Baseline,NAPP,2017,2,BIO,0
Baseline,NAPP,2017,2,GAS,0.704358248
Baseline,NAPP,2017,2,GEO,0
Baseline,NAPP,2017,2,HRD,0.227604537
Baseline,NAPP,2017,2,NUC,0
Baseline,NAPP,2017,2,OIL,0.007243367
Baseline,NAPP,2017,2,PEA,0
Baseline,NAPP,2017,2,SUN,0.009538766
Baseline,NAPP,2017,2,WAT,0.024740083
Baseline,NAPP,2017,2,WIN,0.026515
Baseline,NAPP,1997,3,BIO,0
Baseline,NAPP,1997,3,GAS,0.70464883
Baseline,NAPP,1997,3,GEO,0
Baseline,NAPP,1997,3,HRD,0.227175613
Baseline,NAPP,1997,3,NUC,0
Baseline,NAPP,1997,3,OIL,0.007312599
Baseline,NAPP,1997,3,PEA,0
Baseline,NAPP,1997,3,SUN,0.009537537
Baseline,NAPP,1997,3,WAT,0.024953241
Baseline,NAPP,1997,3,WIN,0.026372179
Baseline,NAPP,2002,4,BIO,0
Baseline,NAPP,2002,4,GAS,7.04E-01
Baseline,NAPP,2002,4,GEO,0
Baseline,NAPP,2002,4,HRD,0.227416466
Baseline,NAPP,2002,4,NUC,0
Baseline,NAPP,2002,4,OIL,0.007445448
Baseline,NAPP,2002,4,PEA,0
Baseline,NAPP,2002,4,SUN,0.009537158
Baseline,NAPP,2002,4,WAT,0.02498099
Baseline,NAPP,2002,4,WIN,0.026266954
Baseline,NAPP,1993,5,BIO,0
Baseline,NAPP,1993,5,GAS,0.703740512
Baseline,NAPP,1993,5,GEO,0
Baseline,NAPP,1993,5,HRD,0.22743471
Baseline,NAPP,1993,5,NUC,0
Baseline,NAPP,1993,5,OIL,0.007369344
Baseline,NAPP,1993,5,PEA,0
Baseline,NAPP,1993,5,SUN,0.009539287
Baseline,NAPP,1993,5,WAT,0.025293465
Baseline,NAPP,1993,5,WIN,0.026622683
Baseline,NAPP,1983,6,BIO,0
Baseline,NAPP,1983,6,GAS,0.703955624
Baseline,NAPP,1983,6,GEO,0
Baseline,NAPP,1983,6,HRD,0.227405814
Baseline,NAPP,1983,6,NUC,0
Baseline,NAPP,1983,6,OIL,0.007147787
Baseline,NAPP,1983,6,PEA,0
Baseline,NAPP,1983,6,SUN,0.009541084
Baseline,NAPP,1983,6,WAT,0.025487874
Baseline,NAPP,1983,6,WIN,0.026461817
Baseline,NAPP,2008,7,BIO,0
Baseline,NAPP,2008,7,GAS,0.703615591
Baseline,NAPP,2008,7,GEO,0
Baseline,NAPP,2008,7,HRD,0.227753028
Baseline,NAPP,2008,7,NUC,0
Baseline,NAPP,2008,7,OIL,0.007457202
Baseline,NAPP,2008,7,PEA,0
Baseline,NAPP,2008,7,SUN,0.009541358
Baseline,NAPP,2008,7,WAT,0.025501696
Baseline,NAPP,2008,7,WIN,0.026131125
Baseline,NAPP,2004,8,BIO,0
Baseline,NAPP,2004,8,GAS,0.703046082
Baseline,NAPP,2004,8,GEO,0
Baseline,NAPP,2004,8,HRD,0.228053454
Baseline,NAPP,2004,8,NUC,0
Baseline,NAPP,2004,8,OIL,0.007230844
Baseline,NAPP,2004,8,PEA,0
Baseline,NAPP,2004,8,SUN,0.009538138
Baseline,NAPP,2004,8,WAT,0.025732125
Baseline,NAPP,2004,8,WIN,0.026399358
Baseline,NAPP,2005,9,BIO,0
Baseline,NAPP,2005,9,GAS,0.703246847
Baseline,NAPP,2005,9,GEO,0
Baseline,NAPP,2005,9,HRD,0.22786848
Baseline,NAPP,2005,9,NUC,0
Baseline,NAPP,2005,9,OIL,0.007364671
Baseline,NAPP,2005,9,PEA,0
Baseline,NAPP,2005,9,SUN,0.009539046
Baseline,NAPP,2005,9,WAT,0.025980638
Baseline,NAPP,2005,9,WIN,0.026000317
Baseline,NAPP,2016,10,BIO,0
Baseline,NAPP,2016,10,GAS,0.70303403
Baseline,NAPP,2016,10,GEO,0
Baseline,NAPP,2016,10,HRD,0.22789821
Baseline,NAPP,2016,10,NUC,0
Baseline,NAPP,2016,10,OIL,0.007235214
Baseline,NAPP,2016,10,PEA,0
Baseline,NAPP,2016,10,SUN,0.009534117
Baseline,NAPP,2016,10,WAT,0.026065027
Baseline,NAPP,2016,10,WIN,0.026233402
Baseline,NAPP,2006,11,BIO,0
Baseline,NAPP,2006,11,GAS,0.703827258
Baseline,NAPP,2006,11,GEO,0
Baseline,NAPP,2006,11,HRD,0.2266806
Baseline,NAPP,2006,11,NUC,0
Baseline,NAPP,2006,11,OIL,7.30E-03
Baseline,NAPP,2006,11,PEA,0
Baseline,NAPP,2006,11,SUN,0.009540331
Baseline,NAPP,2006,11,WAT,0.026201733
Baseline,NAPP,2006,11,WIN,0.026447455
Baseline,NAPP,1990,12,BIO,0
Baseline,NAPP,1990,12,GAS,0.703306629
Baseline,NAPP,1990,12,GEO,0
Baseline,NAPP,1990,12,HRD,0.227274802
Baseline,NAPP,1990,12,NUC,0
Baseline,NAPP,1990,12,OIL,0.00720461
Baseline,NAPP,1990,12,PEA,0
Baseline,NAPP,1990,12,SUN,0.009540222
Baseline,NAPP,1990,12,WAT,0.026206189
Baseline,NAPP,1990,12,WIN,2.65E-02
Baseline,NAPP,1999,13,BIO,0
Baseline,NAPP,1999,13,GAS,0.702685561
Baseline,NAPP,1999,13,GEO,0
Baseline,NAPP,1999,13,HRD,0.227715461
Baseline,NAPP,1999,13,NUC,0
Baseline,NAPP,1999,13,OIL,0.007339386
Baseline,NAPP,1999,13,PEA,0
Baseline,NAPP,1999,13,SUN,0.009537227
Baseline,NAPP,1999,13,WAT,0.026287159
Baseline,NAPP,1999,13,WIN,0.026435206
Baseline,NAPP,1995,14,BIO,1.01898E-08
Baseline,NAPP,1995,14,GAS,0.702857518
Baseline,NAPP,1995,14,GEO,0
Baseline,NAPP,1995,14,HRD,0.227622516
Baseline,NAPP,1995,14,NUC,0
Baseline,NAPP,1995,14,OIL,0.00715914
Baseline,NAPP,1995,14,PEA,0
Baseline,NAPP,1995,14,SUN,0.009539788
Baseline,NAPP,1995,14,WAT,0.026310499
Baseline,NAPP,1995,14,WIN,0.026510529
Baseline,NAPP,2009,15,BIO,0
Baseline,NAPP,2009,15,GAS,0.703049705
Baseline,NAPP,2009,15,GEO,0
Baseline,NAPP,2009,15,HRD,0.227459294
Baseline,NAPP,2009,15,NUC,0
Baseline,NAPP,2009,15,OIL,0.007136074
Baseline,NAPP,2009,15,PEA,0
Baseline,NAPP,2009,15,SUN,0.009537569
Baseline,NAPP,2009,15,WAT,0.026542182
Baseline,NAPP,2009,15,WIN,0.026275176
Baseline,NAPP,2001,16,BIO,0
Baseline,NAPP,2001,16,GAS,0.702854887
Baseline,NAPP,2001,16,GEO,0
Baseline,NAPP,2001,16,HRD,0.227236741
Baseline,NAPP,2001,16,NUC,0
Baseline,NAPP,2001,16,OIL,0.007384754
Baseline,NAPP,2001,16,PEA,0
Baseline,NAPP,2001,16,SUN,0.009539629
Baseline,NAPP,2001,16,WAT,0.026564175
Baseline,NAPP,2001,16,WIN,0.026419814
Baseline,NAPP,1984,17,BIO,0
Baseline,NAPP,1984,17,GAS,0.702162935
Baseline,NAPP,1984,17,GEO,0
Baseline,NAPP,1984,17,HRD,0.227018857
Baseline,NAPP,1984,17,NUC,0
Baseline,NAPP,1984,17,OIL,0.007455283
Baseline,NAPP,1984,17,PEA,0
Baseline,NAPP,1984,17,SUN,0.00954151
Baseline,NAPP,1984,17,WAT,0.027121091
Baseline,NAPP,1984,17,WIN,0.026700323
Baseline,NAPP,2003,18,BIO,5.66012E-09
Baseline,NAPP,2003,18,GAS,0.702004307
Baseline,NAPP,2003,18,GEO,0
Baseline,NAPP,2003,18,HRD,0.227572789
Baseline,NAPP,2003,18,NUC,0
Baseline,NAPP,2003,18,OIL,0.007355027
Baseline,NAPP,2003,18,PEA,0
Baseline,NAPP,2003,18,SUN,9.54E-03
Baseline,NAPP,2003,18,WAT,0.027266555
Baseline,NAPP,2003,18,WIN,0.026263336
Baseline,NAPP,2014,19,BIO,0
Baseline,NAPP,2014,19,GAS,0.701973036
Baseline,NAPP,2014,19,GEO,0
Baseline,NAPP,2014,19,HRD,0.227516039
Baseline,NAPP,2014,19,NUC,0
Baseline,NAPP,2014,19,OIL,0.007400048
Baseline,NAPP,2014,19,PEA,0
Baseline,NAPP,2014,19,SUN,0.009541231
Baseline,NAPP,2014,19,WAT,0.02731756
Baseline,NAPP,2014,19,WIN,0.026252085
Baseline,NAPP,1992,20,BIO,0
Baseline,NAPP,1992,20,GAS,0.701080997
Baseline,NAPP,1992,20,GEO,0
Baseline,NAPP,1992,20,HRD,0.227845442
Baseline,NAPP,1992,20,NUC,0
Baseline,NAPP,1992,20,OIL,0.007510699
Baseline,NAPP,1992,20,PEA,0
Baseline,NAPP,1992,20,SUN,0.009541524
Baseline,NAPP,1992,20,WAT,0.027652779
Baseline,NAPP,1992,20,WIN,0.026368559
Baseline,NAPP,2007,21,BIO,0
Baseline,NAPP,2007,21,GAS,0.701175251
Baseline,NAPP,2007,21,GEO,0
Baseline,NAPP,2007,21,HRD,0.227223467
Baseline,NAPP,2007,21,NUC,0
Baseline,NAPP,2007,21,OIL,0.00733865
Baseline,NAPP,2007,21,PEA,0
Baseline,NAPP,2007,21,SUN,0.009541494
Baseline,NAPP,2007,21,WAT,0.028291572
Baseline,NAPP,2007,21,WIN,0.026429566
Baseline,NAPP,2011,22,BIO,0
Baseline,NAPP,2011,22,GAS,0.70146004
Baseline,NAPP,2011,22,GEO,0
Baseline,NAPP,2011,22,HRD,0.226908797
Baseline,NAPP,2011,22,NUC,0
Baseline,NAPP,2011,22,OIL,0.007357548
Baseline,NAPP,2011,22,PEA,0
Baseline,NAPP,2011,22,SUN,0.009545331
Baseline,NAPP,2011,22,WAT,0.02841928
Baseline,NAPP,2011,22,WIN,0.026309003
Baseline,NAPP,2018,23,BIO,0
Baseline,NAPP,2018,23,GAS,0.700677442
Baseline,NAPP,2018,23,GEO,0
Baseline,NAPP,2018,23,HRD,0.227391679
Baseline,NAPP,2018,23,NUC,0
Baseline,NAPP,2018,23,OIL,0.007504912
Baseline,NAPP,2018,23,PEA,0
Baseline,NAPP,2018,23,SUN,0.009539283
Baseline,NAPP,2018,23,WAT,0.02842162
Baseline,NAPP,2018,23,WIN,0.026465064
Baseline,NAPP,1996,24,BIO,0
Baseline,NAPP,1996,24,GAS,0.701215912
Baseline,NAPP,1996,24,GEO,0
Baseline,NAPP,1996,24,HRD,0.226959001
Baseline,NAPP,1996,24,NUC,0
Baseline,NAPP,1996,24,OIL,0.007233789
Baseline,NAPP,1996,24,PEA,0
Baseline,NAPP,1996,24,SUN,0.009542036
Baseline,NAPP,1996,24,WAT,0.028551395
Baseline,NAPP,1996,24,WIN,0.026497866
Baseline,NAPP,1987,25,BIO,0
Baseline,NAPP,1987,25,GAS,0.701068784
Baseline,NAPP,1987,25,GEO,0
Baseline,NAPP,1987,25,HRD,0.226712141
Baseline,NAPP,1987,25,NUC,0
Baseline,NAPP,1987,25,OIL,0.007342196
Baseline,NAPP,1987,25,PEA,0
Baseline,NAPP,1987,25,SUN,0.009542103
Baseline,NAPP,1987,25,WAT,0.029091849
Baseline,NAPP,1987,25,WIN,0.026242926
Baseline,NAPP,1989,26,BIO,0
Baseline,NAPP,1989,26,GAS,0.700517508
Baseline,NAPP,1989,26,GEO,0
Baseline,NAPP,1989,26,HRD,0.226857733
Baseline,NAPP,1989,26,NUC,0
Baseline,NAPP,1989,26,OIL,0.007459019
Baseline,NAPP,1989,26,PEA,0
Baseline,NAPP,1989,26,SUN,0.009541917
Baseline,NAPP,1989,26,WAT,0.029124185
Baseline,NAPP,1989,26,WIN,0.026499636
Baseline,NAPP,2013,27,BIO,5.66281E-09
Baseline,NAPP,2013,27,GAS,0.700280052
Baseline,NAPP,2013,27,GEO,0
Baseline,NAPP,2013,27,HRD,0.22689245
Baseline,NAPP,2013,27,NUC,0
Baseline,NAPP,2013,27,OIL,0.007337739
Baseline,NAPP,2013,27,PEA,0
Baseline,NAPP,2013,27,SUN,0.009542817
Baseline,NAPP,2013,27,WAT,0.029183827
Baseline,NAPP,2013,27,WIN,0.026763109
Baseline,NAPP,1982,28,BIO,0
Baseline,NAPP,1982,28,GAS,0.700951395
Baseline,NAPP,1982,28,GEO,0
Baseline,NAPP,1982,28,HRD,0.22637334
Baseline,NAPP,1982,28,NUC,0
Baseline,NAPP,1982,28,OIL,0.007334875
Baseline,NAPP,1982,28,PEA,0
Baseline,NAPP,1982,28,SUN,0.00954298
Baseline,NAPP,1982,28,WAT,0.029286846
Baseline,NAPP,1982,28,WIN,0.026510563
Baseline,NAPP,2012,29,BIO,0
Baseline,NAPP,2012,29,GAS,0.699598073
Baseline,NAPP,2012,29,GEO,0
Baseline,NAPP,2012,29,HRD,0.227203101
Baseline,NAPP,2012,29,NUC,0
Baseline,NAPP,2012,29,OIL,0.007456668
Baseline,NAPP,2012,29,PEA,0
Baseline,NAPP,2012,29,SUN,0.009543518
Baseline,NAPP,2012,29,WAT,0.02970674
Baseline,NAPP,2012,29,WIN,0.0264919
Baseline,NAPP,1985,30,BIO,0
Baseline,NAPP,1985,30,GAS,0.699846666
Baseline,NAPP,1985,30,GEO,0
Baseline,NAPP,1985,30,HRD,0.226639468
Baseline,NAPP,1985,30,NUC,0
Baseline,NAPP,1985,30,OIL,0.007549884
Baseline,NAPP,1985,30,PEA,0
Baseline,NAPP,1985,30,SUN,0.00954573
Baseline,NAPP,1985,30,WAT,0.02995075
Baseline,NAPP,1985,30,WIN,0.026467504
Baseline,NAPP,1980,31,BIO,0
Baseline,NAPP,1980,31,GAS,0.700310046
Baseline,NAPP,1980,31,GEO,0
Baseline,NAPP,1980,31,HRD,0.226324958
Baseline,NAPP,1980,31,NUC,0
Baseline,NAPP,1980,31,OIL,0.007503389
Baseline,NAPP,1980,31,PEA,0
Baseline,NAPP,1980,31,SUN,0.009542269
Baseline,NAPP,1980,31,WAT,0.030011608
Baseline,NAPP,1980,31,WIN,0.026307731
Baseline,NAPP,2010,32,BIO,0
Baseline,NAPP,2010,32,GAS,0.700453569
Baseline,NAPP,2010,32,GEO,0
Baseline,NAPP,2010,32,HRD,0.226150795
Baseline,NAPP,2010,32,NUC,0
Baseline,NAPP,2010,32,OIL,0.007266096
Baseline,NAPP,2010,32,PEA,0
Baseline,NAPP,2010,32,SUN,0.009541604
Baseline,NAPP,2010,32,WAT,0.030439305
Baseline,NAPP,2010,32,WIN,0.026148631
Baseline,NAPP,1988,33,BIO,0
Baseline,NAPP,1988,33,GAS,0.700127365
Baseline,NAPP,1988,33,GEO,0
Baseline,NAPP,1988,33,HRD,0.226089634
Baseline,NAPP,1988,33,NUC,0
Baseline,NAPP,1988,33,OIL,0.0073304
Baseline,NAPP,1988,33,PEA,0
Baseline,NAPP,1988,33,SUN,0.009545847
Baseline,NAPP,1988,33,WAT,0.030373271
Baseline,NAPP,1988,33,WIN,0.026533484
Baseline,NAPP,2015,34,BIO,0
Baseline,NAPP,2015,34,GAS,0.700016409
Baseline,NAPP,2015,34,GEO,0
Baseline,NAPP,2015,34,HRD,0.226484144
Baseline,NAPP,2015,34,NUC,0
Baseline,NAPP,2015,34,OIL,0.00739616
Baseline,NAPP,2015,34,PEA,0
Baseline,NAPP,2015,34,SUN,0.009538164
Baseline,NAPP,2015,34,WAT,0.03047031
Baseline,NAPP,2015,34,WIN,0.026094813
Baseline,NAPP,1991,35,BIO,0
Baseline,NAPP,1991,35,GAS,0.700113885
Baseline,NAPP,1991,35,GEO,0
Baseline,NAPP,1991,35,HRD,0.225540969
Baseline,NAPP,1991,35,NUC,0
Baseline,NAPP,1991,35,OIL,0.007349858
Baseline,NAPP,1991,35,PEA,0
Baseline,NAPP,1991,35,SUN,0.009545311
Baseline,NAPP,1991,35,WAT,0.031073232
Baseline,NAPP,1991,35,WIN,0.026376745
Baseline,NAPP,1994,36,BIO,0
Baseline,NAPP,1994,36,GAS,0.70008706
Baseline,NAPP,1994,36,GEO,0
Baseline,NAPP,1994,36,HRD,0.225262684
Baseline,NAPP,1994,36,NUC,0
Baseline,NAPP,1994,36,OIL,0.007385144
Baseline,NAPP,1994,36,PEA,0
Baseline,NAPP,1994,36,SUN,0.009545836
Baseline,NAPP,1994,36,WAT,0.031170296
Baseline,NAPP,1994,36,WIN,0.02654898
Baseline,NAPP,1998,37,BIO,0
Baseline,NAPP,1998,37,GAS,0.699992357
Baseline,NAPP,1998,37,GEO,0
Baseline,NAPP,1998,37,HRD,0.225463282
Baseline,NAPP,1998,37,NUC,0
Baseline,NAPP,1998,37,OIL,0.007398015
Baseline,NAPP,1998,37,PEA,0
Baseline,NAPP,1998,37,SUN,0.009540552
Baseline,NAPP,1998,37,WAT,0.031354445
Baseline,NAPP,1998,37,WIN,0.026251349
Baseline,NAPP,1986,38,BIO,0
Baseline,NAPP,1986,38,GAS,0.698600244
Baseline,NAPP,1986,38,GEO,0
Baseline,NAPP,1986,38,HRD,0.224908689
Baseline,NAPP,1986,38,NUC,0
Baseline,NAPP,1986,38,OIL,0.007512887
Baseline,NAPP,1986,38,PEA,0
Baseline,NAPP,1986,38,SUN,0.009545541
Baseline,NAPP,1986,38,WAT,0.032947133
Baseline,NAPP,1986,38,WIN,0.026485505
Baseline,NAPP,1981,39,BIO,0
Baseline,NAPP,1981,39,GAS,0.698964319
Baseline,NAPP,1981,39,GEO,0
Baseline,NAPP,1981,39,HRD,0.223889337
Baseline,NAPP,1981,39,NUC,0
Baseline,NAPP,1981,39,OIL,0.007455123
Baseline,NAPP,1981,39,PEA,0
Baseline,NAPP,1981,39,SUN,0.009546787
Baseline,NAPP,1981,39,WAT,0.033792823
Baseline,NAPP,1981,39,WIN,0.02635161
Baseline,SAPP,2000,1,BIO,0.001611907
Baseline,SAPP,2000,1,GAS,0.002003703
Baseline,SAPP,2000,1,GEO,0
Baseline,SAPP,2000,1,HRD,0.835619416
Baseline,SAPP,2000,1,NUC,0.052700481
Baseline,SAPP,2000,1,OIL,0.001071127
Baseline,SAPP,2000,1,PEA,0
Baseline,SAPP,2000,1,SUN,0.010672467
Baseline,SAPP,2000,1,WAT,0.080095111
Baseline,SAPP,2000,1,WIN,0.016225788
Baseline,SAPP,2009,2,BIO,0.001611094
Baseline,SAPP,2009,2,GAS,1.12333E-05
Baseline,SAPP,2009,2,GEO,0
Baseline,SAPP,2009,2,HRD,0.811105594
Baseline,SAPP,2009,2,NUC,0.052294874
Baseline,SAPP,2009,2,OIL,0.00062795
Baseline,SAPP,2009,2,PEA,0
Baseline,SAPP,2009,2,SUN,0.01057931
Baseline,SAPP,2009,2,WAT,0.107926628
Baseline,SAPP,2009,2,WIN,0.015843316
Baseline,SAPP,2004,3,BIO,0.000724112
Baseline,SAPP,2004,3,GAS,6.68041E-05
Baseline,SAPP,2004,3,GEO,0
Baseline,SAPP,2004,3,HRD,0.807718628
Baseline,SAPP,2004,3,NUC,0.052332905
Baseline,SAPP,2004,3,OIL,0.000621402
Baseline,SAPP,2004,3,PEA,0
Baseline,SAPP,2004,3,SUN,0.010595076
Baseline,SAPP,2004,3,WAT,0.111972402
Baseline,SAPP,2004,3,WIN,0.015968671
Baseline,SAPP,2008,4,BIO,0.001183666
Baseline,SAPP,2008,4,GAS,2.35812E-05
Baseline,SAPP,2008,4,GEO,0
Baseline,SAPP,2008,4,HRD,0.807007537
Baseline,SAPP,2008,4,NUC,0.052182036
Baseline,SAPP,2008,4,OIL,0.000612147
Baseline,SAPP,2008,4,PEA,0
Baseline,SAPP,2008,4,SUN,0.01056443
Baseline,SAPP,2008,4,WAT,0.112741672
Baseline,SAPP,2008,4,WIN,0.015684931
Baseline,SAPP,2006,5,BIO,0.00085501
Baseline,SAPP,2006,5,GAS,0
Baseline,SAPP,2006,5,GEO,0
Baseline,SAPP,2006,5,HRD,0.80587402
Baseline,SAPP,2006,5,NUC,0.052358188
Baseline,SAPP,2006,5,OIL,0.000608132
Baseline,SAPP,2006,5,PEA,0
Baseline,SAPP,2006,5,SUN,0.010590522
Baseline,SAPP,2006,5,WAT,0.113954678
Baseline,SAPP,2006,5,WIN,0.01575945
Baseline,SAPP,1997,6,BIO,0.000747674
Baseline,SAPP,1997,6,GAS,0.000143949
Baseline,SAPP,1997,6,GEO,0
Baseline,SAPP,1997,6,HRD,0.804419667
Baseline,SAPP,1997,6,NUC,0.052196217
Baseline,SAPP,1997,6,OIL,0.000612895
Baseline,SAPP,1997,6,PEA,0
Baseline,SAPP,1997,6,SUN,0.010558204
Baseline,SAPP,1997,6,WAT,0.115508085
Baseline,SAPP,1997,6,WIN,0.015813309
Baseline,SAPP,1996,7,BIO,0.001119763
Baseline,SAPP,1996,7,GAS,2.14491E-05
Baseline,SAPP,1996,7,GEO,0
Baseline,SAPP,1996,7,HRD,0.802214804
Baseline,SAPP,1996,7,NUC,0.051984172
Baseline,SAPP,1996,7,OIL,0.000604954
Baseline,SAPP,1996,7,PEA,0
Baseline,SAPP,1996,7,SUN,0.010523416
Baseline,SAPP,1996,7,WAT,0.117697388
Baseline,SAPP,1996,7,WIN,0.015834054
Baseline,SAPP,2017,8,BIO,0.001204644
Baseline,SAPP,2017,8,GAS,1.12621E-05
Baseline,SAPP,2017,8,GEO,0
Baseline,SAPP,2017,8,HRD,0.799320839
Baseline,SAPP,2017,8,NUC,0.052356633
Baseline,SAPP,2017,8,OIL,0.000612116
Baseline,SAPP,2017,8,PEA,0
Baseline,SAPP,2017,8,SUN,0.010590607
Baseline,SAPP,2017,8,WAT,0.119947114
Baseline,SAPP,2017,8,WIN,0.015956786
Baseline,SAPP,2005,9,BIO,0.001126036
Baseline,SAPP,2005,9,GAS,0
Baseline,SAPP,2005,9,GEO,0
Baseline,SAPP,2005,9,HRD,0.799213083
Baseline,SAPP,2005,9,NUC,0.052175366
Baseline,SAPP,2005,9,OIL,0.00062469
Baseline,SAPP,2005,9,PEA,0
Baseline,SAPP,2005,9,SUN,0.010555134
Baseline,SAPP,2005,9,WAT,0.120586695
Baseline,SAPP,2005,9,WIN,0.015718997
Baseline,SAPP,2003,10,BIO,0.000761918
Baseline,SAPP,2003,10,GAS,8.02174E-05
Baseline,SAPP,2003,10,GEO,0.00E+00
Baseline,SAPP,2003,10,HRD,0.798176031
Baseline,SAPP,2003,10,NUC,0.052171032
Baseline,SAPP,2003,10,OIL,0.000614021
Baseline,SAPP,2003,10,PEA,0
Baseline,SAPP,2003,10,SUN,0.010553149
Baseline,SAPP,2003,10,WAT,0.122207959
Baseline,SAPP,2003,10,WIN,0.015435674
Baseline,SAPP,1999,11,BIO,0.000889629
Baseline,SAPP,1999,11,GAS,3.32636E-05
Baseline,SAPP,1999,11,GEO,0
Baseline,SAPP,1999,11,HRD,0.797316866
Baseline,SAPP,1999,11,NUC,0.052204465
Baseline,SAPP,1999,11,OIL,0.000607995
Baseline,SAPP,1999,11,PEA,0
Baseline,SAPP,1999,11,SUN,0.010560086
Baseline,SAPP,1999,11,WAT,0.122569597
Baseline,SAPP,1999,11,WIN,0.015818098
Baseline,SAPP,2002,12,BIO,0.000817296
Baseline,SAPP,2002,12,GAS,1.21513E-05
Baseline,SAPP,2002,12,GEO,0
Baseline,SAPP,2002,12,HRD,0.792674622
Baseline,SAPP,2002,12,NUC,0.052360346
Baseline,SAPP,2002,12,OIL,0.000609929
Baseline,SAPP,2002,12,PEA,0
Baseline,SAPP,2002,12,SUN,0.010592555
Baseline,SAPP,2002,12,WAT,0.12715608
Baseline,SAPP,2002,12,WIN,0.015777021
Baseline,SAPP,2012,13,BIO,0.000519561
Baseline,SAPP,2012,13,GAS,2.5471E-05
Baseline,SAPP,2012,13,GEO,0
Baseline,SAPP,2012,13,HRD,0.793097896
Baseline,SAPP,2012,13,NUC,0.052253339
Baseline,SAPP,2012,13,OIL,0.000617786
Baseline,SAPP,2012,13,PEA,0
Baseline,SAPP,2012,13,SUN,0.010578968
Baseline,SAPP,2012,13,WAT,0.127030314
Baseline,SAPP,2012,13,WIN,0.015876666
Baseline,SAPP,2011,14,BIO,0.00078434
Baseline,SAPP,2011,14,GAS,6.82387E-05
Baseline,SAPP,2011,14,GEO,0
Baseline,SAPP,2011,14,HRD,0.791372493
Baseline,SAPP,2011,14,NUC,0.0521896
Baseline,SAPP,2011,14,OIL,0.000624968
Baseline,SAPP,2011,14,PEA,0
Baseline,SAPP,2011,14,SUN,0.010557377
Baseline,SAPP,2011,14,WAT,0.12847773
Baseline,SAPP,2011,14,WIN,0.015925254
Baseline,SAPP,1993,15,BIO,0.001306745
Baseline,SAPP,1993,15,GAS,5.98782E-06
Baseline,SAPP,1993,15,GEO,0
Baseline,SAPP,1993,15,HRD,0.790131405
Baseline,SAPP,1993,15,NUC,0.052098025
Baseline,SAPP,1993,15,OIL,0.000606173
Baseline,SAPP,1993,15,PEA,0
Baseline,SAPP,1993,15,SUN,0.01053864
Baseline,SAPP,1993,15,WAT,0.129605542
Baseline,SAPP,1993,15,WIN,0.015707482
Baseline,SAPP,2014,16,BIO,0.001150951
Baseline,SAPP,2014,16,GAS,2.86387E-05
Baseline,SAPP,2014,16,GEO,0
Baseline,SAPP,2014,16,HRD,0.788802543
Baseline,SAPP,2014,16,NUC,0.052410009
Baseline,SAPP,2014,16,OIL,0.000622739
Baseline,SAPP,2014,16,PEA,0
Baseline,SAPP,2014,16,SUN,0.010602602
Baseline,SAPP,2014,16,WAT,0.130487548
Baseline,SAPP,2014,16,WIN,0.015894969
Baseline,SAPP,1992,17,BIO,0.000785737
Baseline,SAPP,1992,17,GAS,3.32049E-07
Baseline,SAPP,1992,17,GEO,0
Baseline,SAPP,1992,17,HRD,0.790245863
Baseline,SAPP,1992,17,NUC,0.052122837
Baseline,SAPP,1992,17,OIL,0.000629462
Baseline,SAPP,1992,17,PEA,0
Baseline,SAPP,1992,17,SUN,0.010552547
Baseline,SAPP,1992,17,WAT,0.129962629
Baseline,SAPP,1992,17,WIN,0.015700594
Baseline,SAPP,2015,18,BIO,0.000587755
Baseline,SAPP,2015,18,GAS,0
Baseline,SAPP,2015,18,GEO,0
Baseline,SAPP,2015,18,HRD,0.78901552
Baseline,SAPP,2015,18,NUC,0.052204756
Baseline,SAPP,2015,18,OIL,0.000666373
Baseline,SAPP,2015,18,PEA,0
Baseline,SAPP,2015,18,SUN,0.010559115
Baseline,SAPP,2015,18,WAT,0.131170343
Baseline,SAPP,2015,18,WIN,0.015796139
Baseline,SAPP,1994,19,BIO,0.000548047
Baseline,SAPP,1994,19,GAS,8.97781E-06
Baseline,SAPP,1994,19,GEO,0
Baseline,SAPP,1994,19,HRD,0.785812143
Baseline,SAPP,1994,19,NUC,0.05222922
Baseline,SAPP,1994,19,OIL,0.000611531
Baseline,SAPP,1994,19,PEA,0
Baseline,SAPP,1994,19,SUN,0.010565045
Baseline,SAPP,1994,19,WAT,0.134398834
Baseline,SAPP,1994,19,WIN,0.015826203
Baseline,SAPP,2013,20,BIO,0.000801036
Baseline,SAPP,2013,20,GAS,6.29924E-06
Baseline,SAPP,2013,20,GEO,0
