,TOTAL,TOTAL_HT,TOTAL_LT,TOTAL_LT_DEC,TOTAL_LT_DHN,IND_DIRECT_ELEC,DHN_HP_ELEC,DEC_HP_ELEC,DEC_DIRECT_ELEC
BE,143787.896164,1923.70656,141864.189604,84051.50964,57812.679963999995,1923.70656,57812.679963999995,84051.50964,0.0
