Variable,Scenario,id,Pool,WEI+_Int,WEI_AbsInt,WEI+,WEI_Abs
Thermal,Connected,2015,NAPP,0.00194278,0.148177099,0.001541935,0.117604356
Thermal,Connected,2016,NAPP,0.001959047,0.149497715,0.001554846,0.118652495
Thermal,Connected,2017,NAPP,0.001955429,0.14905463,0.001551974,0.11830083
Thermal,Connected,2018,NAPP,0.00194628,0.148574914,0.001544712,0.117920092
Thermal,Connected,1980,SAPP,0.000910807,0.14834503,0.000610914,0.099500744
Thermal,Connected,1981,SAPP,0.000936811,0.162585637,0.000628355,0.109052469
Thermal,Connected,1982,SAPP,0.000941587,0.162220764,0.000631559,0.108807735
Thermal,Connected,1983,SAPP,0.000926903,0.12663763,0.00062171,0.084940752
Thermal,Connected,1984,SAPP,0.000921212,0.098558218,0.000617892,0.066106805
Thermal,Connected,1985,SAPP,0.000907111,0.119051706,0.000608434,0.07985258
Thermal,Connected,1986,SAPP,0.000919957,0.142976252,0.00061705,0.095899697
Thermal,Connected,1987,SAPP,0.000902634,0.148870381,0.000605431,0.099853117
Thermal,Connected,1988,SAPP,0.000931973,0.147229211,0.000625111,0.098752321
Thermal,Connected,1989,SAPP,0.000927363,0.151233605,0.000622018,0.101438223
Thermal,Connected,1990,SAPP,0.000927142,0.148437509,0.00062187,0.099562773
Thermal,Connected,1991,SAPP,0.000927499,0.127539628,0.000622109,0.085545757
Thermal,Connected,1992,SAPP,0.000947738,0.126706852,0.000635685,0.084987181
Thermal,Connected,1993,SAPP,0.000945539,0.135370415,0.000634209,0.090798168
Thermal,Connected,1994,SAPP,0.0009404,0.144320632,0.000630763,0.096801425
Thermal,Connected,1995,SAPP,0.000923871,0.159805588,0.000619676,0.107187783
Thermal,Connected,1996,SAPP,0.000954414,0.13815415,0.000640162,0.092665327
Thermal,Connected,1997,SAPP,0.000959554,0.113986729,0.00064361,0.076455304
Thermal,Connected,1998,SAPP,0.000892187,0.14569609,0.000598424,0.097723998
Thermal,Connected,1999,SAPP,0.000946281,0.129733936,0.000634707,0.087017564
Thermal,Connected,2000,SAPP,0.00097663,0.143128017,0.000655064,0.096001492
Thermal,Connected,2001,SAPP,0.000931418,0.157845024,0.000624738,0.105872757
Thermal,Connected,2002,SAPP,0.000946341,0.117531213,0.000634747,0.078832726
Thermal,Connected,2003,SAPP,0.000953755,0.133002825,0.00063972,0.089210134
Thermal,Connected,2004,SAPP,0.00096309,0.134574934,0.000645982,0.090264608
Thermal,Connected,2005,SAPP,0.000954627,0.121979067,0.000640305,0.081816074
Thermal,Connected,2006,SAPP,0.000961189,0.128148399,0.000644706,0.085954083
Thermal,Connected,2007,SAPP,0.000932935,0.127093027,0.000625755,0.085246204
Thermal,Connected,2008,SAPP,0.000963417,0.114718338,0.000646201,0.076946022
Thermal,Connected,2009,SAPP,0.000967735,0.112304718,0.000649097,0.075327114
Thermal,Connected,2010,SAPP,0.00091192,0.156201928,0.00061166,0.104770669
Thermal,Connected,2011,SAPP,0.00094059,0.132079022,0.00063089,0.088590503
Thermal,Connected,2012,SAPP,0.000945808,0.139009382,0.00063439,0.093238964
Thermal,Connected,2013,SAPP,0.000936894,0.14993135,0.000628411,0.10056475
Thermal,Connected,2014,SAPP,0.00093954,0.123925007,0.000630186,0.083121291
Thermal,Connected,2015,SAPP,0.000948128,0.136095959,0.000635946,0.091284818
Thermal,Connected,2016,SAPP,0.000925825,0.156478154,0.000620987,0.104955944
Thermal,Connected,2017,SAPP,0.000956296,0.139794342,0.000641425,0.093765467
Thermal,Connected,2018,SAPP,0.000919227,0.141525134,0.000616561,0.094926376
Thermal,Connected,1980,WAPP,1.242E-05,0.001038506,9.88309E-06,0.000826379
Thermal,Connected,1981,WAPP,1.24325E-05,0.001048204,9.89298E-06,0.000834096
Thermal,Connected,1982,WAPP,1.24261E-05,0.001039622,9.88793E-06,0.000827267
Thermal,Connected,1983,WAPP,1.26459E-05,0.001293034,1.00628E-05,0.001028917
Thermal,Connected,1984,WAPP,1.27159E-05,0.001222877,1.01185E-05,0.00097309
Thermal,Connected,1985,WAPP,1.21361E-05,0.00082033,9.65717E-06,0.000652768
Thermal,Connected,1986,WAPP,1.23603E-05,0.000903882,9.83556E-06,0.000719253
Thermal,Connected,1987,WAPP,1.23875E-05,0.001061006,9.85719E-06,0.000844283
Thermal,Connected,1988,WAPP,1.23456E-05,0.000872714,9.82384E-06,0.000694452
Thermal,Connected,1989,WAPP,1.26651E-05,0.001222548,1.00781E-05,0.000972828
Thermal,Connected,1990,WAPP,1.24311E-05,0.001056054,9.89193E-06,0.000840342
Thermal,Connected,1991,WAPP,1.25011E-05,0.001031488,9.9476E-06,0.000820795
Thermal,Connected,1992,WAPP,1.26672E-05,0.001189335,1.00798E-05,0.000946399
Thermal,Connected,1993,WAPP,1.26499E-05,0.001253833,1.0066E-05,0.000997723
Thermal,Connected,1994,WAPP,1.24209E-05,0.001016332,9.88382E-06,0.000808734
Thermal,Connected,1995,WAPP,1.24469E-05,0.001042366,9.9045E-06,0.00082945
Thermal,Connected,1996,WAPP,1.24665E-05,0.000923284,9.92003E-06,0.000734692
Thermal,Connected,1997,WAPP,1.26417E-05,0.001273208,1.00595E-05,0.00101314
Thermal,Connected,1998,WAPP,1.23608E-05,0.00106303,9.83596E-06,0.000845894
Thermal,Connected,1999,WAPP,1.26148E-05,0.00117041,1.0038E-05,0.00093134
Thermal,Connected,2000,WAPP,1.26907E-05,0.001312085,1.00985E-05,0.001044076
Thermal,Connected,2001,WAPP,1.26529E-05,0.001309467,1.00684E-05,0.001041993
Thermal,Connected,2002,WAPP,1.30908E-05,0.001406379,1.04169E-05,0.00111911
Thermal,Connected,2003,WAPP,1.29339E-05,0.001373025,1.0292E-05,0.001092568
Thermal,Connected,2004,WAPP,1.30666E-05,0.001395216,1.03976E-05,0.001110227
Thermal,Connected,2005,WAPP,1.31576E-05,0.001417824,1.047E-05,0.001128217
Thermal,Connected,2006,WAPP,1.299E-05,0.001381149,1.03367E-05,0.001099033
Thermal,Connected,2007,WAPP,1.2649E-05,0.001298534,1.00653E-05,0.001033293
Thermal,Connected,2008,WAPP,1.315E-05,0.00141403,1.0464E-05,0.001125197
Thermal,Connected,2009,WAPP,1.30801E-05,0.001405517,1.04083E-05,0.001118423
Thermal,Connected,2010,WAPP,1.26504E-05,0.001291415,1.00664E-05,0.001027628
Thermal,Connected,2011,WAPP,1.28698E-05,0.001363342,1.0241E-05,0.001084864
Thermal,Connected,2012,WAPP,1.28434E-05,0.001349272,1.022E-05,0.001073667
Thermal,Connected,2013,WAPP,1.26528E-05,0.001305033,1.00683E-05,0.001038464
Thermal,Connected,2014,WAPP,1.27717E-05,0.001342904,1.0163E-05,0.0010686
Thermal,Connected,2015,WAPP,1.29246E-05,0.001371679,1.02846E-05,0.001091497
Thermal,Connected,2016,WAPP,1.30517E-05,0.001396329,1.03857E-05,0.001111113
Thermal,Connected,2017,WAPP,1.33968E-05,0.001453039,1.06603E-05,0.001156239
Thermal,Connected,2018,WAPP,1.29468E-05,0.001376469,1.03023E-05,0.001095309
Total,Baseline,1980,CAPP,1.40E-03,1.47E-01,8.79E-04,9.20E-02
Total,Baseline,1981,CAPP,9.68E-04,1.14E-01,6.07E-04,7.16E-02
Total,Baseline,1982,CAPP,1.44E-03,1.45E-01,9.02E-04,9.10E-02
Total,Baseline,1983,CAPP,7.79E-04,1.09E-01,4.88E-04,6.83E-02
Total,Baseline,1984,CAPP,9.46E-04,1.43E-01,5.93E-04,8.97E-02
Total,Baseline,1985,CAPP,1.32E-03,1.24E-01,8.30E-04,7.80E-02
Total,Baseline,1986,CAPP,1.71E-03,1.64E-01,1.07E-03,1.03E-01
Total,Baseline,1987,CAPP,1.39E-03,1.41E-01,8.72E-04,8.83E-02
Total,Baseline,1988,CAPP,1.64E-03,1.57E-01,1.03E-03,9.86E-02
Total,Baseline,1989,CAPP,1.73E-03,1.64E-01,1.08E-03,1.03E-01
Total,Baseline,1990,CAPP,1.59E-03,1.53E-01,9.95E-04,9.57E-02
Total,Baseline,1991,CAPP,1.49E-03,1.59E-01,9.36E-04,9.96E-02
Total,Baseline,1992,CAPP,1.14E-03,1.48E-01,7.14E-04,9.25E-02
Total,Baseline,1993,CAPP,9.25E-04,1.14E-01,5.80E-04,7.17E-02
Total,Baseline,1994,CAPP,1.48E-03,1.48E-01,9.28E-04,9.28E-02
Total,Baseline,1995,CAPP,1.18E-03,1.44E-01,7.42E-04,9.03E-02
Total,Baseline,1996,CAPP,1.91E-03,1.71E-01,1.20E-03,1.07E-01
Total,Baseline,1997,CAPP,1.68E-03,1.55E-01,1.05E-03,9.74E-02
Total,Baseline,1998,CAPP,1.19E-03,1.53E-01,7.46E-04,9.62E-02
Total,Baseline,1999,CAPP,1.02E-03,1.43E-01,6.36E-04,8.97E-02
Total,Baseline,2000,CAPP,7.06E-04,1.27E-01,4.43E-04,7.99E-02
Total,Baseline,2001,CAPP,7.60E-04,1.41E-01,4.77E-04,8.86E-02
Total,Baseline,2002,CAPP,1.14E-03,1.51E-01,7.15E-04,9.49E-02
Total,Baseline,2003,CAPP,1.47E-03,1.71E-01,9.24E-04,1.07E-01
Total,Baseline,2004,CAPP,1.32E-03,1.57E-01,8.26E-04,9.81E-02
Total,Baseline,2005,CAPP,8.01E-04,1.36E-01,5.02E-04,8.50E-02
Total,Baseline,2006,CAPP,1.51E-03,1.55E-01,9.48E-04,9.73E-02
Total,Baseline,2007,CAPP,1.14E-03,1.47E-01,7.18E-04,9.19E-02
Total,Baseline,2008,CAPP,1.27E-03,1.52E-01,7.94E-04,9.55E-02
Total,Baseline,2009,CAPP,1.78E-03,1.60E-01,1.12E-03,1.01E-01
Total,Baseline,2010,CAPP,1.63E-03,1.86E-01,1.02E-03,1.17E-01
Total,Baseline,2011,CAPP,1.72E-03,1.88E-01,1.08E-03,1.18E-01
Total,Baseline,2012,CAPP,1.24E-03,1.49E-01,7.75E-04,9.37E-02
Total,Baseline,2013,CAPP,1.28E-03,1.53E-01,8.04E-04,9.60E-02
Total,Baseline,2014,CAPP,1.40E-03,1.44E-01,8.79E-04,9.05E-02
Total,Baseline,2015,CAPP,1.78E-03,1.48E-01,1.12E-03,9.27E-02
Total,Baseline,2016,CAPP,1.09E-03,1.46E-01,6.82E-04,9.16E-02
Total,Baseline,2017,CAPP,1.04E-03,1.25E-01,6.51E-04,7.81E-02
Total,Baseline,2018,CAPP,1.88E-03,1.86E-01,1.18E-03,1.17E-01
Total,Baseline,1980,EAPP,1.59E-01,2.15E+00,1.03E-01,1.40E+00
Total,Baseline,1981,EAPP,1.58E-01,2.10E+00,1.02E-01,1.36E+00
Total,Baseline,1982,EAPP,1.52E-01,1.98E+00,9.82E-02,1.28E+00
Total,Baseline,1983,EAPP,1.44E-01,1.72E+00,9.36E-02,1.11E+00
Total,Baseline,1984,EAPP,1.57E-01,2.06E+00,1.02E-01,1.33E+00
Total,Baseline,1985,EAPP,1.82E-01,2.13E+00,1.18E-01,1.38E+00
Total,Baseline,1986,EAPP,1.72E-01,2.22E+00,1.11E-01,1.44E+00
Total,Baseline,1987,EAPP,1.71E-01,2.27E+00,1.11E-01,1.47E+00
Total,Baseline,1988,EAPP,1.80E-01,2.22E+00,1.17E-01,1.44E+00
Total,Baseline,1989,EAPP,1.59E-01,2.18E+00,1.03E-01,1.41E+00
Total,Baseline,1990,EAPP,1.49E-01,2.01E+00,9.63E-02,1.31E+00
Total,Baseline,1991,EAPP,1.58E-01,2.07E+00,1.02E-01,1.34E+00
Total,Baseline,1992,EAPP,1.41E-01,1.92E+00,9.15E-02,1.25E+00
Total,Baseline,1993,EAPP,1.36E-01,1.81E+00,8.83E-02,1.17E+00
Total,Baseline,1994,EAPP,1.54E-01,1.90E+00,9.99E-02,1.23E+00
Total,Baseline,1995,EAPP,1.49E-01,1.96E+00,9.67E-02,1.27E+00
Total,Baseline,1996,EAPP,1.70E-01,2.23E+00,1.10E-01,1.44E+00
Total,Baseline,1997,EAPP,1.47E-01,1.97E+00,9.51E-02,1.28E+00
Total,Baseline,1998,EAPP,1.70E-01,2.01E+00,1.10E-01,1.30E+00
Total,Baseline,1999,EAPP,1.54E-01,1.87E+00,1.00E-01,1.21E+00
Total,Baseline,2000,EAPP,1.19E-01,1.80E+00,7.72E-02,1.17E+00
Total,Baseline,2001,EAPP,1.49E-01,1.93E+00,9.63E-02,1.25E+00
Total,Baseline,2002,EAPP,1.31E-01,1.77E+00,8.48E-02,1.15E+00
Total,Baseline,2003,EAPP,1.43E-01,1.86E+00,9.25E-02,1.20E+00
Total,Baseline,2004,EAPP,1.31E-01,1.83E+00,8.52E-02,1.18E+00
Total,Baseline,2005,EAPP,1.30E-01,1.79E+00,8.46E-02,1.16E+00
Total,Baseline,2006,EAPP,1.46E-01,1.96E+00,9.47E-02,1.27E+00
Total,Baseline,2007,EAPP,1.46E-01,1.83E+00,9.47E-02,1.19E+00
Total,Baseline,2008,EAPP,1.31E-01,1.73E+00,8.49E-02,1.12E+00
Total,Baseline,2009,EAPP,1.18E-01,1.85E+00,7.65E-02,1.20E+00
Total,Baseline,2010,EAPP,1.40E-01,1.94E+00,9.07E-02,1.25E+00
Total,Baseline,2011,EAPP,1.41E-01,1.94E+00,9.13E-02,1.26E+00
Total,Baseline,2012,EAPP,1.44E-01,1.97E+00,9.34E-02,1.28E+00
Total,Baseline,2013,EAPP,1.37E-01,1.85E+00,8.90E-02,1.20E+00
Total,Baseline,2014,EAPP,1.30E-01,1.74E+00,8.42E-02,1.13E+00
Total,Baseline,2015,EAPP,1.14E-01,1.61E+00,7.37E-02,1.04E+00
Total,Baseline,2016,EAPP,1.28E-01,1.62E+00,8.31E-02,1.05E+00
Total,Baseline,2017,EAPP,1.22E-01,1.64E+00,7.90E-02,1.06E+00
Total,Baseline,2018,EAPP,1.33E-01,1.85E+00,8.61E-02,1.20E+00
Total,Baseline,1980,NAPP,1.48E-02,7.68E-01,1.17E-02,6.09E-01
Total,Baseline,1981,NAPP,1.54E-02,7.92E-01,1.23E-02,6.29E-01
Total,Baseline,1982,NAPP,1.43E-02,7.56E-01,1.14E-02,6.00E-01
Total,Baseline,1983,NAPP,1.30E-02,6.65E-01,1.03E-02,5.28E-01
Total,Baseline,1984,NAPP,1.31E-02,7.27E-01,1.04E-02,5.77E-01
Total,Baseline,1985,NAPP,1.37E-02,7.94E-01,1.09E-02,6.30E-01
Total,Baseline,1986,NAPP,1.53E-02,8.13E-01,1.21E-02,6.45E-01
Total,Baseline,1987,NAPP,1.50E-02,7.22E-01,1.19E-02,5.73E-01
Total,Baseline,1988,NAPP,1.44E-02,7.47E-01,1.15E-02,5.93E-01
Total,Baseline,1989,NAPP,1.42E-02,7.64E-01,1.13E-02,6.06E-01
Total,Baseline,1990,NAPP,1.37E-02,6.98E-01,1.09E-02,5.54E-01
Total,Baseline,1991,NAPP,1.50E-02,7.47E-01,1.19E-02,5.93E-01
Total,Baseline,1992,NAPP,1.32E-02,7.22E-01,1.05E-02,5.73E-01
Total,Baseline,1993,NAPP,1.31E-02,6.92E-01,1.04E-02,5.49E-01
Total,Baseline,1994,NAPP,1.51E-02,7.63E-01,1.20E-02,6.06E-01
Total,Baseline,1995,NAPP,1.41E-02,6.90E-01,1.12E-02,5.48E-01
Total,Baseline,1996,NAPP,1.47E-02,7.34E-01,1.16E-02,5.83E-01
Total,Baseline,1997,NAPP,1.20E-02,6.64E-01,9.56E-03,5.27E-01
Total,Baseline,1998,NAPP,1.57E-02,8.14E-01,1.24E-02,6.46E-01
Total,Baseline,1999,NAPP,1.34E-02,7.17E-01,1.06E-02,5.69E-01
Total,Baseline,2000,NAPP,1.00E-02,5.37E-01,7.97E-03,4.26E-01
Total,Baseline,2001,NAPP,1.40E-02,7.19E-01,1.11E-02,5.71E-01
Total,Baseline,2002,NAPP,1.30E-02,6.73E-01,1.03E-02,5.34E-01
Total,Baseline,2003,NAPP,1.42E-02,7.61E-01,1.12E-02,6.04E-01
Total,Baseline,2004,NAPP,1.35E-02,7.21E-01,1.07E-02,5.72E-01
Total,Baseline,2005,NAPP,1.35E-02,6.88E-01,1.07E-02,5.46E-01
Total,Baseline,2006,NAPP,1.27E-02,6.86E-01,1.01E-02,5.44E-01
Total,Baseline,2007,NAPP,1.38E-02,7.53E-01,1.09E-02,5.98E-01
Total,Baseline,2008,NAPP,1.25E-02,6.86E-01,9.90E-03,5.44E-01
Total,Baseline,2009,NAPP,1.44E-02,7.27E-01,1.15E-02,5.77E-01
Total,Baseline,2010,NAPP,1.58E-02,7.95E-01,1.25E-02,6.31E-01
Total,Baseline,2011,NAPP,1.29E-02,7.41E-01,1.02E-02,5.88E-01
Total,Baseline,2012,NAPP,1.45E-02,7.63E-01,1.15E-02,6.06E-01
Total,Baseline,2013,NAPP,1.48E-02,7.76E-01,1.18E-02,6.16E-01
Total,Baseline,2014,NAPP,1.30E-02,7.38E-01,1.03E-02,5.86E-01
Total,Baseline,2015,NAPP,1.51E-02,7.74E-01,1.20E-02,6.14E-01
Total,Baseline,2016,NAPP,1.47E-02,7.05E-01,1.16E-02,5.59E-01
Total,Baseline,2017,NAPP,1.26E-02,6.60E-01,1.00E-02,5.24E-01
Total,Baseline,2018,NAPP,1.40E-02,7.85E-01,1.11E-02,6.23E-01
Total,Baseline,1980,SAPP,1.71E-02,1.20E+00,1.14E-02,8.08E-01
Total,Baseline,1981,SAPP,1.48E-02,1.06E+00,9.95E-03,7.14E-01
Total,Baseline,1982,SAPP,1.50E-02,1.03E+00,1.01E-02,6.93E-01
Total,Baseline,1983,SAPP,1.69E-02,1.08E+00,1.13E-02,7.27E-01
Total,Baseline,1984,SAPP,1.65E-02,1.07E+00,1.10E-02,7.18E-01
Total,Baseline,1985,SAPP,1.82E-02,1.22E+00,1.22E-02,8.21E-01
Total,Baseline,1986,SAPP,1.61E-02,1.12E+00,1.08E-02,7.52E-01
Total,Baseline,1987,SAPP,1.76E-02,1.21E+00,1.18E-02,8.13E-01
Total,Baseline,1988,SAPP,1.53E-02,1.04E+00,1.02E-02,6.98E-01
Total,Baseline,1989,SAPP,1.51E-02,1.10E+00,1.01E-02,7.36E-01
Total,Baseline,1990,SAPP,1.56E-02,1.07E+00,1.05E-02,7.17E-01
Total,Baseline,1991,SAPP,1.55E-02,1.06E+00,1.04E-02,7.11E-01
Total,Baseline,1992,SAPP,1.42E-02,9.58E-01,9.50E-03,6.42E-01
Total,Baseline,1993,SAPP,1.42E-02,9.91E-01,9.54E-03,6.65E-01
Total,Baseline,1994,SAPP,1.42E-02,9.97E-01,9.53E-03,6.69E-01
Total,Baseline,1995,SAPP,1.62E-02,1.11E+00,1.09E-02,7.47E-01
Total,Baseline,1996,SAPP,1.32E-02,9.41E-01,8.84E-03,6.31E-01
Total,Baseline,1997,SAPP,1.30E-02,8.24E-01,8.70E-03,5.52E-01
Total,Baseline,1998,SAPP,1.96E-02,1.26E+00,1.31E-02,8.47E-01
Total,Baseline,1999,SAPP,1.29E-02,9.28E-01,8.63E-03,6.23E-01
Total,Baseline,2000,SAPP,7.46E-03,6.74E-01,5.01E-03,4.52E-01
Total,Baseline,2001,SAPP,1.66E-02,1.07E+00,1.11E-02,7.15E-01
Total,Baseline,2002,SAPP,1.57E-02,9.48E-01,1.05E-02,6.36E-01
Total,Baseline,2003,SAPP,1.44E-02,9.59E-01,9.69E-03,6.43E-01
Total,Baseline,2004,SAPP,1.36E-02,8.64E-01,9.11E-03,5.79E-01
Total,Baseline,2005,SAPP,1.44E-02,9.21E-01,9.66E-03,6.18E-01
Total,Baseline,2006,SAPP,1.40E-02,8.63E-01,9.42E-03,5.79E-01
Total,Baseline,2007,SAPP,1.63E-02,1.04E+00,1.09E-02,6.97E-01
Total,Baseline,2008,SAPP,1.28E-02,8.84E-01,8.60E-03,5.93E-01
Total,Baseline,2009,SAPP,1.17E-02,8.31E-01,7.83E-03,5.58E-01
Total,Baseline,2010,SAPP,1.74E-02,1.16E+00,1.16E-02,7.81E-01
Total,Baseline,2011,SAPP,1.50E-02,9.67E-01,1.00E-02,6.49E-01
Total,Baseline,2012,SAPP,1.49E-02,9.78E-01,1.00E-02,6.56E-01
Total,Baseline,2013,SAPP,1.63E-02,1.04E+00,1.09E-02,6.96E-01
Total,Baseline,2014,SAPP,1.56E-02,9.89E-01,1.05E-02,6.64E-01
Total,Baseline,2015,SAPP,1.59E-02,9.74E-01,1.07E-02,6.53E-01
Total,Baseline,2016,SAPP,1.74E-02,1.14E+00,1.17E-02,7.64E-01
Total,Baseline,2017,SAPP,1.49E-02,9.64E-01,9.98E-03,6.47E-01
Total,Baseline,2018,SAPP,1.85E-02,1.16E+00,1.24E-02,7.78E-01
Total,Baseline,1980,WAPP,2.07E-02,3.10E-01,1.65E-02,2.46E-01
Total,Baseline,1981,WAPP,2.12E-02,3.26E-01,1.69E-02,2.59E-01
Total,Baseline,1982,WAPP,2.08E-02,3.15E-01,1.66E-02,2.51E-01
Total,Baseline,1983,WAPP,1.94E-02,2.64E-01,1.55E-02,2.10E-01
Total,Baseline,1984,WAPP,1.94E-02,2.84E-01,1.55E-02,2.26E-01
Total,Baseline,1985,WAPP,2.39E-02,3.50E-01,1.90E-02,2.78E-01
Total,Baseline,1986,WAPP,2.32E-02,3.32E-01,1.85E-02,2.64E-01
Total,Baseline,1987,WAPP,2.19E-02,2.98E-01,1.74E-02,2.37E-01
Total,Baseline,1988,WAPP,2.22E-02,3.45E-01,1.77E-02,2.75E-01
Total,Baseline,1989,WAPP,1.94E-02,2.86E-01,1.54E-02,2.28E-01
Total,Baseline,1990,WAPP,2.13E-02,3.10E-01,1.70E-02,2.47E-01
Total,Baseline,1991,WAPP,2.17E-02,2.97E-01,1.73E-02,2.37E-01
Total,Baseline,1992,WAPP,1.92E-02,2.85E-01,1.53E-02,2.26E-01
Total,Baseline,1993,WAPP,1.82E-02,2.88E-01,1.45E-02,2.29E-01
Total,Baseline,1994,WAPP,2.01E-02,3.10E-01,1.60E-02,2.46E-01
Total,Baseline,1995,WAPP,2.06E-02,3.05E-01,1.64E-02,2.43E-01
Total,Baseline,1996,WAPP,2.12E-02,3.18E-01,1.69E-02,2.53E-01
Total,Baseline,1997,WAPP,1.90E-02,2.93E-01,1.51E-02,2.33E-01
Total,Baseline,1998,WAPP,2.19E-02,3.13E-01,1.74E-02,2.49E-01
Total,Baseline,1999,WAPP,1.94E-02,3.06E-01,1.54E-02,2.44E-01
Total,Baseline,2000,WAPP,1.34E-02,2.54E-01,1.07E-02,2.02E-01
Total,Baseline,2001,WAPP,1.84E-02,2.82E-01,1.46E-02,2.24E-01
Total,Baseline,2002,WAPP,1.59E-02,2.38E-01,1.26E-02,1.89E-01
Total,Baseline,2003,WAPP,1.66E-02,2.51E-01,1.32E-02,2.00E-01
Total,Baseline,2004,WAPP,1.58E-02,2.53E-01,1.26E-02,2.01E-01
Total,Baseline,2005,WAPP,1.55E-02,2.34E-01,1.23E-02,1.86E-01
Total,Baseline,2006,WAPP,1.71E-02,2.55E-01,1.36E-02,2.03E-01
Total,Baseline,2007,WAPP,1.89E-02,2.83E-01,1.50E-02,2.25E-01
Total,Baseline,2008,WAPP,1.56E-02,2.43E-01,1.24E-02,1.94E-01
Total,Baseline,2009,WAPP,1.47E-02,2.41E-01,1.17E-02,1.92E-01
Total,Baseline,2010,WAPP,1.89E-02,2.75E-01,1.50E-02,2.19E-01
Total,Baseline,2011,WAPP,1.73E-02,2.58E-01,1.38E-02,2.05E-01
Total,Baseline,2012,WAPP,1.74E-02,2.49E-01,1.38E-02,1.98E-01
Total,Baseline,2013,WAPP,1.90E-02,2.81E-01,1.51E-02,2.24E-01
Total,Baseline,2014,WAPP,1.68E-02,2.73E-01,1.34E-02,2.17E-01
Total,Baseline,2015,WAPP,1.61E-02,2.51E-01,1.28E-02,2.00E-01
Total,Baseline,2016,WAPP,1.58E-02,2.39E-01,1.26E-02,1.91E-01
Total,Baseline,2017,WAPP,1.39E-02,2.39E-01,1.11E-02,1.90E-01
Total,Baseline,2018,WAPP,1.67E-02,2.54E-01,1.33E-02,2.02E-01
Total,Connected,1980,CAPP,0.00140245,1.47E-01,0.000879309,0.09195126
Total,Connected,1981,CAPP,0.000966176,1.14E-01,0.000605774,0.071545414
Total,Connected,1982,CAPP,0.001440008,1.45E-01,0.000902857,0.091054085
Total,Connected,1983,CAPP,0.000776471,1.09E-01,0.000486832,0.068229467
Total,Connected,1984,CAPP,0.000946013,1.43E-01,0.000593132,0.089709767
Total,Connected,1985,CAPP,0.001323639,1.25E-01,0.000829896,0.078072817
Total,Connected,1986,CAPP,0.001708368,1.64E-01,0.001071113,0.102582065
Total,Connected,1987,CAPP,0.001390489,1.41E-01,0.000871809,0.08828189
Total,Connected,1988,CAPP,0.001642669,1.57E-01,0.001029922,0.098598539
Total,Connected,1989,CAPP,0.001727167,1.64E-01,0.0010829,0.102860848
Total,Connected,1990,CAPP,0.001590028,1.53E-01,0.000996917,0.095736796
Total,Connected,1991,CAPP,0.001493393,1.59E-01,0.000936328,0.099626736
Total,Connected,1992,CAPP,0.001136319,1.48E-01,0.00071245,0.092490456
Total,Connected,1993,CAPP,0.000923345,1.14E-01,0.000578919,0.071694841
Total,Connected,1994,CAPP,0.001480783,1.48E-01,0.000928422,0.092755136
Total,Connected,1995,CAPP,0.001183033,1.44E-01,0.000741739,0.090268581
Total,Connected,1996,CAPP,0.001914696,1.71E-01,0.001200477,0.107268932
Total,Connected,1997,CAPP,0.00168526,1.55E-01,0.001056625,0.097456468
Total,Connected,1998,CAPP,0.001193594,1.54E-01,0.00074836,0.096263639
Total,Connected,1999,CAPP,0.001011125,1.43E-01,0.000633956,0.08968749
Total,Connected,2000,CAPP,0.000813273,1.30E-01,0.000509907,0.081238789
Total,Connected,2001,CAPP,0.00076061,1.41E-01,0.000476888,0.088625111
Total,Connected,2002,CAPP,0.001139164,1.51E-01,0.000714234,0.094906295
Total,Connected,2003,CAPP,0.001474726,1.71E-01,0.000924625,0.107512085
Total,Connected,2004,CAPP,0.001318868,1.56E-01,0.000826905,0.098107995
Total,Connected,2005,CAPP,0.000799747,1.36E-01,0.000501426,0.084962508
Total,Connected,2006,CAPP,0.001512748,1.55E-01,0.000948464,0.097305374
Total,Connected,2007,CAPP,0.001142694,1.47E-01,0.000716447,0.091894429
Total,Connected,2008,CAPP,0.001264005,1.52E-01,0.000792507,0.095428869
Total,Connected,2009,CAPP,0.001784449,1.61E-01,0.001118815,0.100927666
Total,Connected,2010,CAPP,0.001637218,1.86E-01,0.001026504,0.116830496
Total,Connected,2011,CAPP,0.001719749,1.88E-01,0.00107825,0.117980116
Total,Connected,2012,CAPP,0.001233529,1.49E-01,0.000773399,0.093711771
Total,Connected,2013,CAPP,0.001281088,1.53E-01,0.000803218,0.095977853
Total,Connected,2014,CAPP,0.001400995,1.44E-01,0.000878397,0.090546756
Total,Connected,2015,CAPP,0.001786942,1.48E-01,0.001120378,0.092742883
Total,Connected,2016,CAPP,0.001085671,1.46E-01,0.000680695,0.091576479
Total,Connected,2017,CAPP,0.001038275,1.24E-01,0.000650978,0.078034344
Total,Connected,2018,CAPP,0.001878836,1.86E-01,0.001177994,0.116895632
Total,Connected,1980,EAPP,0.159371146,2.15E+00,0.103287677,1.396629159
Total,Connected,1981,EAPP,0.158054045,2.10E+00,0.102434071,1.364062913
Total,Connected,1982,EAPP,0.151789557,1.98E+00,0.098374085,1.284641958
Total,Connected,1983,EAPP,0.144703656,1.72E+00,0.093781747,1.11238771
Total,Connected,1984,EAPP,0.15761102,2.06E+00,0.102146948,1.335388007
Total,Connected,1985,EAPP,0.182291099,2.13E+00,0.118141989,1.383238795
Total,Connected,1986,EAPP,0.171646507,2.22E+00,0.11124328,1.437015636
