Variable,Scenario,id,Zone,Pool,WEI+_Int,WEI_AbsInt,WEI+,WEI_Abs,Label
Thermal,Connected,2018,TN,NAPP,0.000737052,0.066223421,0.000669975,0.060196588,
Thermal,Connected,1980,TZ,EAPP,1.51E-06,2.13E-06,1.32E-06,1.86E-06,
Thermal,Connected,1981,TZ,EAPP,1.51E-06,2.24E-06,1.31E-06,1.96E-06,
Thermal,Connected,1982,TZ,EAPP,1.51E-06,2.17E-06,1.31E-06,1.90E-06,
Thermal,Connected,1983,TZ,EAPP,1.53E-06,3.85E-06,1.34E-06,3.36E-06,
Thermal,Connected,1984,TZ,EAPP,1.51E-06,2.13E-06,1.32E-06,1.86E-06,
Thermal,Connected,1985,TZ,EAPP,1.51E-06,2.39E-06,1.32E-06,2.09E-06,
Thermal,Connected,1986,TZ,EAPP,1.51E-06,2.29E-06,1.32E-06,2.00E-06,
Thermal,Connected,1987,TZ,EAPP,1.51E-06,2.17E-06,1.31E-06,1.90E-06,
Thermal,Connected,1988,TZ,EAPP,1.47E-06,2.08E-06,1.28E-06,1.81E-06,
Thermal,Connected,1989,TZ,EAPP,1.50E-06,2.16E-06,1.31E-06,1.88E-06,
Thermal,Connected,1990,TZ,EAPP,1.50E-06,2.12E-06,1.31E-06,1.85E-06,
Thermal,Connected,1991,TZ,EAPP,1.49E-06,2.10E-06,1.30E-06,1.84E-06,
Thermal,Connected,1992,TZ,EAPP,1.51E-06,2.27E-06,1.32E-06,1.98E-06,
Thermal,Connected,1993,TZ,EAPP,1.51E-06,2.39E-06,1.32E-06,2.09E-06,
Thermal,Connected,1994,TZ,EAPP,1.51E-06,2.20E-06,1.31E-06,1.92E-06,
Thermal,Connected,1995,TZ,EAPP,1.51E-06,2.41E-06,1.32E-06,2.11E-06,
Thermal,Connected,1996,TZ,EAPP,1.51E-06,2.13E-06,1.32E-06,1.86E-06,
Thermal,Connected,1997,TZ,EAPP,1.50E-06,2.12E-06,1.31E-06,1.85E-06,
Thermal,Connected,1998,TZ,EAPP,1.51E-06,2.52E-06,1.32E-06,2.20E-06,
Thermal,Connected,1999,TZ,EAPP,1.51E-06,2.18E-06,1.31E-06,1.91E-06,
Thermal,Connected,2000,TZ,EAPP,1.51E-06,2.13E-06,1.32E-06,1.86E-06,
Thermal,Connected,2001,TZ,EAPP,1.51E-06,2.51E-06,1.32E-06,2.19E-06,
Thermal,Connected,2002,TZ,EAPP,1.54E-06,4.05E-06,1.34E-06,3.54E-06,
Thermal,Connected,2003,TZ,EAPP,1.51E-06,2.40E-06,1.32E-06,2.09E-06,
Thermal,Connected,2004,TZ,EAPP,1.53E-06,3.07E-06,1.33E-06,2.68E-06,
Thermal,Connected,2005,TZ,EAPP,1.51E-06,2.59E-06,1.32E-06,2.26E-06,
Thermal,Connected,2006,TZ,EAPP,1.53E-06,3.35E-06,1.33E-06,2.92E-06,
Thermal,Connected,2007,TZ,EAPP,1.51E-06,2.28E-06,1.32E-06,1.99E-06,
Thermal,Connected,2008,TZ,EAPP,1.52E-06,2.94E-06,1.33E-06,2.56E-06,
Thermal,Connected,2009,TZ,EAPP,1.51E-06,2.33E-06,1.32E-06,2.03E-06,
Thermal,Connected,2010,TZ,EAPP,1.51E-06,2.12E-06,1.31E-06,1.85E-06,
Thermal,Connected,2011,TZ,EAPP,1.51E-06,2.18E-06,1.31E-06,1.90E-06,
Thermal,Connected,2012,TZ,EAPP,1.51E-06,2.13E-06,1.32E-06,1.86E-06,
Thermal,Connected,2013,TZ,EAPP,1.55E-06,4.83E-06,1.35E-06,4.22E-06,
Thermal,Connected,2014,TZ,EAPP,1.53E-06,3.65E-06,1.34E-06,3.19E-06,
Thermal,Connected,2015,TZ,EAPP,1.51E-06,2.19E-06,1.31E-06,1.91E-06,
Thermal,Connected,2016,TZ,EAPP,1.54E-06,3.68E-06,1.34E-06,3.21E-06,
Thermal,Connected,2017,TZ,EAPP,1.51E-06,2.16E-06,1.31E-06,1.89E-06,
Thermal,Connected,2018,TZ,EAPP,1.52E-06,2.77E-06,1.32E-06,2.42E-06,
Thermal,Connected,1980,UG,EAPP,4.02E-06,5.11E-06,2.61E-06,3.31E-06,
Thermal,Connected,1981,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,1982,UG,EAPP,4.06E-06,5.15E-06,2.64E-06,3.34E-06,
Thermal,Connected,1983,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,1984,UG,EAPP,4.07E-06,5.17E-06,2.64E-06,3.35E-06,
Thermal,Connected,1985,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,1986,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,1987,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,1988,UG,EAPP,4.07E-06,5.17E-06,2.64E-06,3.35E-06,
Thermal,Connected,1989,UG,EAPP,4.03E-06,5.11E-06,2.61E-06,3.32E-06,
Thermal,Connected,1990,UG,EAPP,4.06E-06,5.15E-06,2.64E-06,3.34E-06,
Thermal,Connected,1991,UG,EAPP,4.03E-06,5.11E-06,2.61E-06,3.32E-06,
Thermal,Connected,1992,UG,EAPP,4.07E-06,5.17E-06,2.64E-06,3.35E-06,
Thermal,Connected,1993,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,1994,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,1995,UG,EAPP,4.06E-06,5.15E-06,2.64E-06,3.35E-06,
Thermal,Connected,1996,UG,EAPP,4.07E-06,5.17E-06,2.64E-06,3.35E-06,
Thermal,Connected,1997,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,1998,UG,EAPP,4.03E-06,5.12E-06,2.62E-06,3.32E-06,
Thermal,Connected,1999,UG,EAPP,4.06E-06,5.15E-06,2.64E-06,3.35E-06,
Thermal,Connected,2000,UG,EAPP,4.07E-06,5.17E-06,2.64E-06,3.35E-06,
Thermal,Connected,2001,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,2002,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,2003,UG,EAPP,4.06E-06,5.15E-06,2.64E-06,3.34E-06,
Thermal,Connected,2004,UG,EAPP,4.07E-06,5.17E-06,2.64E-06,3.35E-06,
Thermal,Connected,2005,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,2006,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,2007,UG,EAPP,4.03E-06,5.11E-06,2.61E-06,3.32E-06,
Thermal,Connected,2008,UG,EAPP,4.07E-06,5.17E-06,2.64E-06,3.35E-06,
Thermal,Connected,2009,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,2010,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,2011,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,2012,UG,EAPP,4.07E-06,5.17E-06,2.64E-06,3.36E-06,
Thermal,Connected,2013,UG,EAPP,3.80E-06,4.82E-06,2.46E-06,3.13E-06,
Thermal,Connected,2014,UG,EAPP,4.06E-06,5.15E-06,2.64E-06,3.35E-06,
Thermal,Connected,2015,UG,EAPP,4.06E-06,5.16E-06,2.64E-06,3.35E-06,
Thermal,Connected,2016,UG,EAPP,4.07E-06,5.17E-06,2.64E-06,3.35E-06,
Thermal,Connected,2017,UG,EAPP,4.06E-06,5.15E-06,2.64E-06,3.35E-06,
Thermal,Connected,2018,UG,EAPP,4.06E-06,5.15E-06,2.64E-06,3.34E-06,
Thermal,Connected,1980,ZA,SAPP,0.007852025,0.10329993,0.006850453,0.090123405,
Thermal,Connected,1981,ZA,SAPP,0.008091422,0.104211539,0.007059313,0.090918733,
Thermal,Connected,1982,ZA,SAPP,0.008149156,0.104475781,0.007109682,0.091149269,
Thermal,Connected,1983,ZA,SAPP,0.008002076,0.103802625,0.006981363,0.090561978,
Thermal,Connected,1984,ZA,SAPP,0.007956162,0.103776538,0.006941306,0.090539219,
Thermal,Connected,1985,ZA,SAPP,0.007831872,0.103023641,0.006832869,0.089882358,
Thermal,Connected,1986,ZA,SAPP,0.007945562,0.103543975,0.006932058,0.090336321,
Thermal,Connected,1987,ZA,SAPP,0.007785977,0.102813597,0.006792829,0.089699107,
Thermal,Connected,1988,ZA,SAPP,0.008060307,0.104253179,0.007032166,0.090955061,
Thermal,Connected,1989,ZA,SAPP,0.008018527,0.103877919,0.006995715,0.090627669,
Thermal,Connected,1990,ZA,SAPP,0.00801823,0.10387656,0.006995457,0.090626483,
Thermal,Connected,1991,ZA,SAPP,0.008017966,0.10387535,0.006995227,0.090625427,
Thermal,Connected,1992,ZA,SAPP,0.008198914,0.104887554,0.007153094,0.091508519,
Thermal,Connected,1993,ZA,SAPP,0.008168441,0.104564048,0.007126508,0.091226277,
Thermal,Connected,1994,ZA,SAPP,0.008137179,0.10442096,0.007099233,0.091101441,
Thermal,Connected,1995,ZA,SAPP,0.007986526,0.103731475,0.006967797,0.090499904,
Thermal,Connected,1996,ZA,SAPP,0.008249091,0.10511721,0.00719687,0.091708881,
Thermal,Connected,1997,ZA,SAPP,0.008307283,0.105199489,0.00724764,0.091780665,
Thermal,Connected,1998,ZA,SAPP,0.007696486,0.102404018,0.006714753,0.089341772,
Thermal,Connected,1999,ZA,SAPP,0.008178548,0.104610292,0.007135325,0.091266623,
Thermal,Connected,2000,ZA,SAPP,0.008452984,0.106050368,0.007374756,0.092523009,
Thermal,Connected,2001,ZA,SAPP,0.008054238,0.104041354,0.007026871,0.090770256,
Thermal,Connected,2002,ZA,SAPP,0.008181626,0.104624385,0.007138011,0.091278918,
Thermal,Connected,2003,ZA,SAPP,0.008250681,0.10494043,0.007198257,0.09155465,
Thermal,Connected,2004,ZA,SAPP,0.008333348,0.10550284,0.007270379,0.092045321,
Thermal,Connected,2005,ZA,SAPP,0.008255131,0.104960802,0.00720214,0.091572424,
Thermal,Connected,2006,ZA,SAPP,0.00832318,0.105272243,0.007261509,0.091844138,
Thermal,Connected,2007,ZA,SAPP,0.008061817,0.104076043,0.007033484,0.090800521,
Thermal,Connected,2008,ZA,SAPP,0.008333912,0.105505411,0.007270871,0.092047564,
Thermal,Connected,2009,ZA,SAPP,0.008367225,0.105473829,0.007299935,0.09202001,
Thermal,Connected,2010,ZA,SAPP,0.007881016,0.103248567,0.006875746,0.090078594,
Thermal,Connected,2011,ZA,SAPP,0.008133477,0.104404021,0.007096003,0.091086663,
Thermal,Connected,2012,ZA,SAPP,0.008178266,0.104793051,0.007135079,0.091426069,
Thermal,Connected,2013,ZA,SAPP,0.00810486,0.104273042,0.007071037,0.090972391,
Thermal,Connected,2014,ZA,SAPP,0.008115775,0.104323,0.007080559,0.091015976,
Thermal,Connected,2015,ZA,SAPP,0.008210662,0.104757272,0.007163343,0.091394855,
Thermal,Connected,2016,ZA,SAPP,0.007991561,0.103938544,0.006972189,0.090680561,
Thermal,Connected,2017,ZA,SAPP,0.008267663,0.105018152,0.007213073,0.091622458,
Thermal,Connected,2018,ZA,SAPP,0.007944393,0.103538623,0.006931038,0.090331651,
Thermal,Connected,1980,ZM,SAPP,6.83E-05,8.58E-05,5.22E-05,6.56E-05,
Thermal,Connected,1981,ZM,SAPP,6.83E-05,8.58E-05,5.22E-05,6.57E-05,
Thermal,Connected,1982,ZM,SAPP,6.58E-05,8.19E-05,5.04E-05,6.27E-05,
Thermal,Connected,1983,ZM,SAPP,6.82E-05,8.57E-05,5.22E-05,6.56E-05,
Thermal,Connected,1984,ZM,SAPP,6.60E-05,8.21E-05,5.05E-05,6.29E-05,
Thermal,Connected,1985,ZM,SAPP,6.61E-05,8.25E-05,5.06E-05,6.31E-05,
Thermal,Connected,1986,ZM,SAPP,6.65E-05,8.30E-05,5.09E-05,6.35E-05,
Thermal,Connected,1987,ZM,SAPP,6.61E-05,8.23E-05,5.06E-05,6.30E-05,
Thermal,Connected,1988,ZM,SAPP,6.61E-05,8.23E-05,5.06E-05,6.30E-05,
Thermal,Connected,1989,ZM,SAPP,6.60E-05,8.22E-05,5.05E-05,6.29E-05,
Thermal,Connected,1990,ZM,SAPP,6.58E-05,8.19E-05,5.04E-05,6.27E-05,
Thermal,Connected,1991,ZM,SAPP,6.58E-05,8.19E-05,5.04E-05,6.27E-05,
Thermal,Connected,1992,ZM,SAPP,6.71E-05,8.39E-05,5.13E-05,6.42E-05,
Thermal,Connected,1993,ZM,SAPP,6.83E-05,8.58E-05,5.22E-05,6.57E-05,
Thermal,Connected,1994,ZM,SAPP,6.60E-05,8.23E-05,5.05E-05,6.30E-05,
Thermal,Connected,1995,ZM,SAPP,6.59E-05,8.21E-05,5.04E-05,6.28E-05,
Thermal,Connected,1996,ZM,SAPP,6.84E-05,8.61E-05,5.24E-05,6.59E-05,
Thermal,Connected,1997,ZM,SAPP,6.66E-05,8.31E-05,5.09E-05,6.36E-05,
Thermal,Connected,1998,ZM,SAPP,6.58E-05,8.19E-05,5.04E-05,6.27E-05,
Thermal,Connected,1999,ZM,SAPP,6.76E-05,8.49E-05,5.18E-05,6.49E-05,
Thermal,Connected,2000,ZM,SAPP,6.85E-05,8.61E-05,5.24E-05,6.59E-05,
Thermal,Connected,2001,ZM,SAPP,6.60E-05,8.23E-05,5.05E-05,6.29E-05,
Thermal,Connected,2002,ZM,SAPP,6.76E-05,8.48E-05,5.17E-05,6.49E-05,
Thermal,Connected,2003,ZM,SAPP,6.68E-05,8.34E-05,5.11E-05,6.38E-05,
Thermal,Connected,2004,ZM,SAPP,6.76E-05,8.47E-05,5.17E-05,6.48E-05,
Thermal,Connected,2005,ZM,SAPP,6.83E-05,8.58E-05,5.22E-05,6.57E-05,
Thermal,Connected,2006,ZM,SAPP,6.70E-05,8.39E-05,5.13E-05,6.42E-05,
Thermal,Connected,2007,ZM,SAPP,6.75E-05,8.46E-05,5.16E-05,6.47E-05,
Thermal,Connected,2008,ZM,SAPP,6.79E-05,8.52E-05,5.19E-05,6.52E-05,
Thermal,Connected,2009,ZM,SAPP,6.81E-05,8.56E-05,5.21E-05,6.55E-05,
Thermal,Connected,2010,ZM,SAPP,6.58E-05,8.20E-05,5.04E-05,6.28E-05,
Thermal,Connected,2011,ZM,SAPP,6.69E-05,8.37E-05,5.12E-05,6.41E-05,
Thermal,Connected,2012,ZM,SAPP,6.70E-05,8.38E-05,5.13E-05,6.41E-05,
Thermal,Connected,2013,ZM,SAPP,6.58E-05,8.19E-05,5.04E-05,6.27E-05,
Thermal,Connected,2014,ZM,SAPP,6.73E-05,8.44E-05,5.15E-05,6.46E-05,
Thermal,Connected,2015,ZM,SAPP,6.58E-05,8.19E-05,5.04E-05,6.27E-05,
Thermal,Connected,2016,ZM,SAPP,6.60E-05,8.21E-05,5.05E-05,6.29E-05,
Thermal,Connected,2017,ZM,SAPP,6.80E-05,8.54E-05,5.20E-05,6.54E-05,
Thermal,Connected,2018,ZM,SAPP,6.58E-05,8.19E-05,5.04E-05,6.27E-05,
Thermal,Connected,1980,ZW,SAPP,0.001358798,0.001677594,0.000832943,0.001028365,
Thermal,Connected,1981,ZW,SAPP,0.001354506,0.001672088,0.000830312,0.00102499,
Thermal,Connected,1982,ZW,SAPP,0.001353803,0.001670973,0.000829881,0.001024306,
Thermal,Connected,1983,ZW,SAPP,0.001353151,0.00167021,0.000829482,0.001023839,
Thermal,Connected,1984,ZW,SAPP,0.001357511,0.00167555,0.000832154,0.001027112,
Thermal,Connected,1985,ZW,SAPP,0.001353444,0.001670529,0.000829661,0.001024034,
Thermal,Connected,1986,ZW,SAPP,0.001353802,0.001670972,0.00082988,0.001024306,
Thermal,Connected,1987,ZW,SAPP,0.001353803,0.001670973,0.000829881,0.001024306,
Thermal,Connected,1988,ZW,SAPP,0.001356564,0.00167438,0.000831574,0.001026395,
Thermal,Connected,1989,ZW,SAPP,0.001353802,0.001670972,0.00082988,0.001024306,
Thermal,Connected,1990,ZW,SAPP,0.001353802,0.001670972,0.00082988,0.001024306,
Thermal,Connected,1991,ZW,SAPP,0.001353802,0.001670972,0.00082988,0.001024306,
Thermal,Connected,1992,ZW,SAPP,0.001357511,0.00167555,0.000832154,0.001027112,
Thermal,Connected,1993,ZW,SAPP,0.001354504,0.001672087,0.000830311,0.001024989,
Thermal,Connected,1994,ZW,SAPP,0.001353803,0.001670974,0.000829882,0.001024307,
Thermal,Connected,1995,ZW,SAPP,0.001353802,0.001670972,0.00082988,0.001024306,
Thermal,Connected,1996,ZW,SAPP,0.001359094,0.001678063,0.000833124,0.001028652,
Thermal,Connected,1997,ZW,SAPP,0.001352932,0.001669898,0.000829348,0.001023648,
Thermal,Connected,1998,ZW,SAPP,0.001352187,0.001668978,0.00082889,0.001023084,
Thermal,Connected,1999,ZW,SAPP,0.001355285,0.001673325,0.00083079,0.001025748,
Thermal,Connected,2000,ZW,SAPP,0.001359706,0.001679035,0.0008335,0.001029248,
Thermal,Connected,2001,ZW,SAPP,0.001351681,0.001668353,0.00082858,0.0010227,
Thermal,Connected,2002,ZW,SAPP,0.001353741,0.001670897,0.000829843,0.00102426,
Thermal,Connected,2003,ZW,SAPP,0.001353802,0.001670972,0.00082988,0.001024306,
Thermal,Connected,2004,ZW,SAPP,0.001357862,0.001676107,0.000832369,0.001027454,
Thermal,Connected,2005,ZW,SAPP,0.001353802,0.001670972,0.00082988,0.001024306,
Thermal,Connected,2006,ZW,SAPP,0.001352233,0.001669035,0.000828919,0.001023118,
Thermal,Connected,2007,ZW,SAPP,0.001353805,0.001670975,0.000829883,0.001024308,
Thermal,Connected,2008,ZW,SAPP,0.0013595,0.001678709,0.000833374,0.001029048,
Thermal,Connected,2009,ZW,SAPP,0.001376735,0.001707409,0.000843939,0.001046642,
Thermal,Connected,2010,ZW,SAPP,0.001351164,0.001667715,0.000828263,0.001022309,
Thermal,Connected,2011,ZW,SAPP,0.001354036,0.001671343,0.000830024,0.001024534,
Thermal,Connected,2012,ZW,SAPP,0.001357515,0.001675554,0.000832157,0.001027115,
Thermal,Connected,2013,ZW,SAPP,0.001353808,0.001670978,0.000829884,0.001024309,
Thermal,Connected,2014,ZW,SAPP,0.001354855,0.001672644,0.000830526,0.001025331,
Thermal,Connected,2015,ZW,SAPP,0.001352565,0.001669446,0.000829123,0.00102337,
Thermal,Connected,2016,ZW,SAPP,0.001357512,0.001675552,0.000832155,0.001027113,
Thermal,Connected,2017,ZW,SAPP,0.001355649,0.001673905,0.000831013,0.001026104,
Thermal,Connected,2018,ZW,SAPP,0.001353802,0.001670972,0.00082988,0.001024306,
Total,Baseline,1980,AO,SAPP,0.003856859,0.612245037,0.003846464,0.610594781,
Total,Baseline,1981,AO,SAPP,0.003490333,0.563227278,0.003480925,0.561709145,
Total,Baseline,1982,AO,SAPP,0.003351661,0.539496052,0.003342627,0.538041884,
Total,Baseline,1983,AO,SAPP,0.002609241,0.383814508,0.002602208,0.382779968,
Total,Baseline,1984,AO,SAPP,0.003598244,0.558676038,0.003588545,0.557170173,
Total,Baseline,1985,AO,SAPP,0.003688366,0.61940074,0.003678425,0.617731196,
Total,Baseline,1986,AO,SAPP,0.002653958,0.49686499,0.002646805,0.495525732,
Total,Baseline,1987,AO,SAPP,0.002907239,0.487795392,0.002899402,0.48648058,
Total,Baseline,1988,AO,SAPP,0.003580373,0.573671287,0.003570723,0.572125003,
Total,Baseline,1989,AO,SAPP,0.004100462,0.681147781,0.004089409,0.679311803,
Total,Baseline,1990,AO,SAPP,0.003235411,0.542901508,0.00322669,0.541438162,
Total,Baseline,1991,AO,SAPP,0.003205668,0.557349896,0.003197028,0.555847605,
Total,Baseline,1992,AO,SAPP,0.002989728,0.509838006,0.002981669,0.50846378,
Total,Baseline,1993,AO,SAPP,0.003157587,0.502015565,0.003149076,0.500662424,
Total,Baseline,1994,AO,SAPP,0.003599175,0.606239933,0.003589474,0.604605863,
Total,Baseline,1995,AO,SAPP,0.003258685,0.55177425,0.003249901,0.550286988,
Total,Baseline,1996,AO,SAPP,0.003803017,0.5971189,0.003792766,0.595509415,
Total,Baseline,1997,AO,SAPP,0.002447355,0.411501534,0.002440758,0.410392366,
Total,Baseline,1998,AO,SAPP,0.002594684,0.442592494,0.00258769,0.441399522,
Total,Baseline,1999,AO,SAPP,0.003059203,0.54160164,0.003050957,0.540141797,
Total,Baseline,2000,AO,SAPP,0.002710069,0.496208702,0.002702765,0.494871212,
Total,Baseline,2001,AO,SAPP,0.002423097,0.370832203,0.002416566,0.369832655,
Total,Baseline,2002,AO,SAPP,0.002190183,0.332828914,0.002184279,0.331931801,
Total,Baseline,2003,AO,SAPP,0.002624077,0.486952168,0.002617004,0.485639628,
Total,Baseline,2004,AO,SAPP,0.002299137,0.356028211,0.00229294,0.355068566,
Total,Baseline,2005,AO,SAPP,0.002572727,0.42449031,0.002565792,0.423346131,
Total,Baseline,2006,AO,SAPP,0.00198604,0.33651225,0.001980686,0.335605209,
Total,Baseline,2007,AO,SAPP,0.002057078,0.357569292,0.002051533,0.356605493,
Total,Baseline,2008,AO,SAPP,0.002967342,0.505770623,0.002959344,0.504407359,
Total,Baseline,2009,AO,SAPP,0.002765738,0.451356668,0.002758283,0.450140073,
Total,Baseline,2010,AO,SAPP,0.003471379,0.588383701,0.003462023,0.586797761,
Total,Baseline,2011,AO,SAPP,0.002498084,0.42668174,0.002491351,0.425531655,
Total,Baseline,2012,AO,SAPP,0.00254242,0.438810841,0.002535567,0.437628062,
Total,Baseline,2013,AO,SAPP,0.002470554,0.405916212,0.002463895,0.404822098,
Total,Baseline,2014,AO,SAPP,0.001919913,0.306362353,0.001914738,0.305536579,
Total,Baseline,2015,AO,SAPP,0.002302037,0.418027745,0.002295832,0.416900985,
Total,Baseline,2016,AO,SAPP,0.002031124,0.394478932,0.002025649,0.393415647,
Total,Baseline,2017,AO,SAPP,0.002556315,0.417024942,0.002549424,0.415900886,
Total,Baseline,2018,AO,SAPP,0.002789956,0.483832287,0.002782436,0.482528156,
Total,Baseline,1980,BF,WAPP,0.038790538,0.054840405,0.035917165,0.050778153,
Total,Baseline,1981,BF,WAPP,0.025929295,0.036657705,0.024008606,0.03394232,
Total,Baseline,1982,BF,WAPP,0.042398366,0.059941006,0.039257747,0.055500931,
Total,Baseline,1983,BF,WAPP,0.022092756,0.031233763,0.020456255,0.028920151,
Total,Baseline,1984,BF,WAPP,0.024463599,0.034585564,0.022651481,0.03202367,
Total,Baseline,1985,BF,WAPP,0.04288972,0.06063566,0.039712703,0.05614413,
Total,Baseline,1986,BF,WAPP,0.048999478,0.069273388,0.045369887,0.064142026,
Total,Baseline,1987,BF,WAPP,0.043092109,0.06092179,0.039900101,0.056409065,
Total,Baseline,1988,BF,WAPP,0.042999931,0.060791472,0.039814751,0.0562884,
Total,Baseline,1989,BF,WAPP,0.052397561,0.074077458,0.04851626,0.068590239,
Total,Baseline,1990,BF,WAPP,0.042965505,0.060742803,0.039782875,0.056243336,
Total,Baseline,1991,BF,WAPP,0.046093877,0.065165567,0.042679516,0.060338488,
Total,Baseline,1992,BF,WAPP,0.025969782,0.036714943,0.024046094,0.033995318,
Total,Baseline,1993,BF,WAPP,0.026386496,0.037304077,0.02443194,0.034540812,
Total,Baseline,1994,BF,WAPP,0.037437478,0.052927505,0.034664332,0.049006949,
Total,Baseline,1995,BF,WAPP,0.027384336,0.038714783,0.025355867,0.035847021,
Total,Baseline,1996,BF,WAPP,0.06275183,0.088715901,0.058103547,0.082144353,
Total,Baseline,1997,BF,WAPP,0.052203074,0.073802501,0.04833618,0.068335649,
Total,Baseline,1998,BF,WAPP,0.033833069,0.047831738,0.031326916,0.044288646,
Total,Baseline,1999,BF,WAPP,0.027346555,0.03866137,0.025320885,0.035797565,
Total,Baseline,2000,BF,WAPP,0.012559774,0.017756419,0.011629421,0.016441129,
Total,Baseline,2001,BF,WAPP,0.016821952,0.023782114,0.015575881,0.022020476,
Total,Baseline,2002,BF,WAPP,0.034231443,0.048394943,0.031695781,0.044810132,
Total,Baseline,2003,BF,WAPP,0.043336904,0.061267871,0.040126763,0.056729511,
Total,Baseline,2004,BF,WAPP,0.036731166,0.051928949,0.034010339,0.04808236,
Total,Baseline,2005,BF,WAPP,0.021512462,0.030413368,0.019918947,0.028160526,
Total,Baseline,2006,BF,WAPP,0.045974068,0.064996186,0.042568581,0.060181654,
Total,Baseline,2007,BF,WAPP,0.024039817,0.033986438,0.02225909,0.031468924,
Total,Baseline,2008,BF,WAPP,0.033661955,0.047589823,0.031168477,0.044064651,
Total,Baseline,2009,BF,WAPP,0.053072083,0.07503107,0.049140818,0.069473213,
Total,Baseline,2010,BF,WAPP,0.051191129,0.072371853,0.047399193,0.067010975,
Total,Baseline,2011,BF,WAPP,0.048979103,0.069244583,0.045351022,0.064115354,
Total,Baseline,2012,BF,WAPP,0.036502758,0.051606036,0.03379885,0.047783366,
Total,Baseline,2013,BF,WAPP,0.032687943,0.046212805,0.030266614,0.042789634,
Total,Baseline,2014,BF,WAPP,0.040731135,0.057583942,0.037714014,0.053318465,
Total,Baseline,2015,BF,WAPP,0.049627885,0.070161803,0.045951745,0.064964633,
Total,Baseline,2016,BF,WAPP,0.027180065,0.038425993,0.025166727,0.035579623,
Total,Baseline,2017,BF,WAPP,0.024775592,0.035026646,0.022940363,0.03243208,
Total,Baseline,2018,BF,WAPP,0.062301101,0.088078679,0.057686205,0.081554332,
Total,Baseline,1980,BI,EAPP,0.000126791,0.351366671,0.000101716,0.281877888,
Total,Baseline,1981,BI,EAPP,8.85E-05,0.245298785,7.10E-05,0.196786745,
Total,Baseline,1982,BI,EAPP,0.00015363,0.425756194,0.000123247,0.341555607,
Total,Baseline,1983,BI,EAPP,0.000118752,0.329083913,9.53E-05,0.264001927,
Total,Baseline,1984,BI,EAPP,0.00012979,0.3596777,0.000104122,0.288545268,
Total,Baseline,1985,BI,EAPP,0.000118641,0.328775395,9.52E-05,0.263754423,
Total,Baseline,1986,BI,EAPP,0.000159991,0.443388763,0.00012835,0.355701033,
Total,Baseline,1987,BI,EAPP,0.000150235,0.416347014,0.000120523,0.334007253,
Total,Baseline,1988,BI,EAPP,0.000130746,0.362327647,0.000104889,0.290671143,
Total,Baseline,1989,BI,EAPP,0.000141814,0.393006296,0.000113768,0.315282563,
Total,Baseline,1990,BI,EAPP,0.000141902,0.393250637,0.000113839,0.315478582,
Total,Baseline,1991,BI,EAPP,0.00014202,0.393578336,0.000113933,0.315741472,
Total,Baseline,1992,BI,EAPP,0.000105285,0.291756281,8.45E-05,0.234056474,
Total,Baseline,1993,BI,EAPP,0.000110884,0.307275839,8.90E-05,0.246506774,
Total,Baseline,1994,BI,EAPP,9.97E-05,0.276225624,8.00E-05,0.221597271,
Total,Baseline,1995,BI,EAPP,8.59E-05,0.238060499,6.89E-05,0.190979953,
Total,Baseline,1996,BI,EAPP,0.000238681,0.661501693,0.000191478,0.530678392,
Total,Baseline,1997,BI,EAPP,0.000185487,0.514059151,0.000148804,0.41239514,
Total,Baseline,1998,BI,EAPP,0.000132058,0.365963393,0.000105941,0.293587858,
Total,Baseline,1999,BI,EAPP,9.58E-05,0.265585689,7.69E-05,0.213061566,
Total,Baseline,2000,BI,EAPP,8.94E-05,0.247588297,7.17E-05,0.198623467,
Total,Baseline,2001,BI,EAPP,0.000121777,0.337467322,9.77E-05,0.270727373,
Total,Baseline,2002,BI,EAPP,0.000138143,0.382830364,0.000110823,0.307119096,
Total,Baseline,2003,BI,EAPP,0.00018909,0.524045053,0.000151694,0.420406159,
