,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,GB,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK
2010-01-01 00:00:00,8370.0,17247.0,1998.0,7589.0,8840.0,95683.0,8749.0,1812.0,2930.0,14862.0,11831.0,54345.0,62106.0,1946.0,7657.0,5511.0,42604.0,2443.0,957.0,2284.0,26812.0,13600.0,28023.0,1792.0,6157.0,14392.0,1418.0,4452.0
2010-01-01 01:00:00,8593.0,17739.0,2231.0,7789.0,9076.0,98263.0,8962.0,1886.0,3383.0,15146.0,12307.0,55737.0,64676.0,1989.0,7847.0,5700.0,43823.0,2581.0,985.0,2415.0,27576.0,13804.0,28674.0,1905.0,6701.0,14596.0,1446.0,4578.0
2010-01-01 02:00:00,9164.0,18914.0,2795.0,8312.0,9697.0,104629.0,9460.0,2034.0,4508.0,17056.0,12978.0,60674.0,66332.0,2237.0,8483.0,5855.0,47768.0,2914.0,1048.0,2725.0,29310.0,14382.0,30529.0,1936.0,8167.0,15206.0,1581.0,4873.0
2010-01-01 03:00:00,10572.0,21694.0,3827.0,9624.0,11248.0,119669.0,10599.0,2704.0,6580.0,22191.0,16664.0,72208.0,70995.0,2879.0,10022.0,6242.0,57397.0,3849.0,1187.0,3655.0,33032.0,15135.0,35424.0,2179.0,11644.0,16042.0,1939.0,5560.0
2010-01-01 04:00:00,14377.0,29083.0,4596.0,13164.0,15404.0,160545.0,13968.0,3573.0,7887.0,32391.0,21748.0,97231.0,83363.0,4114.0,13666.0,7179.0,78947.0,4643.0,1552.0,4486.0,43462.0,19298.0,49110.0,2783.0,14066.0,20557.0,2762.0,7374.0
2010-01-01 05:00:00,17304.0,34912.0,4453.0,15859.0,18537.0,192931.0,17085.0,3304.0,7694.0,40280.0,20365.0,117105.0,116491.0,4953.0,16604.0,9706.0,95386.0,4412.0,1868.0,4271.0,52373.0,24990.0,59800.0,3905.0,13513.0,26760.0,3357.0,8951.0
2010-01-01 06:00:00,16773.0,34050.0,4285.0,15377.0,17960.0,186005.0,16183.0,3156.0,7181.0,39155.0,19665.0,113849.0,139887.0,4773.0,16175.0,11667.0,92643.0,4372.0,1840.0,4193.0,51051.0,23550.0,57314.0,5037.0,12864.0,25065.0,3234.0,8843.0
2010-01-01 07:00:00,16343.0,33283.0,3952.0,14929.0,17437.0,183252.0,16015.0,3016.0,6611.0,36518.0,18774.0,111123.0,134376.0,4507.0,15677.0,11265.0,89550.0,4213.0,1811.0,4030.0,50631.0,22853.0,55459.0,4971.0,12213.0,24399.0,3073.0,8607.0
2010-01-01 08:00:00,15707.0,31963.0,3711.0,14347.0,16760.0,176141.0,15413.0,2887.0,6039.0,33800.0,17990.0,104786.0,129639.0,4152.0,14912.0,11032.0,84471.0,4055.0,1738.0,3864.0,48598.0,21810.0,53366.0,4700.0,11599.0,23277.0,2910.0,8265.0
2010-01-01 09:00:00,15038.0,30618.0,3514.0,13729.0,16043.0,168906.0,14825.0,2784.0,5502.0,31397.0,17339.0,99449.0,124606.0,3884.0,14180.0,10606.0,79841.0,3897.0,1665.0,3725.0,46567.0,20885.0,51045.0,4351.0,11115.0,22284.0,2756.0,7898.0
2010-01-01 10:00:00,14431.0,29294.0,3427.0,13174.0,15388.0,162282.0,14261.0,2681.0,5293.0,29574.0,16687.0,94661.0,119297.0,3652.0,13566.0,10168.0,75298.0,3809.0,1591.0,3629.0,44695.0,20128.0,49224.0,4011.0,10832.0,21480.0,2639.0,7553.0
2010-01-01 11:00:00,14015.0,28371.0,3415.0,12790.0,14939.0,158089.0,13912.0,2626.0,5291.0,28702.0,16476.0,91953.0,114519.0,3561.0,13145.0,9757.0,73090.0,3733.0,1535.0,3530.0,43363.0,19376.0,47987.0,3774.0,10672.0,20652.0,2569.0,7274.0
2010-01-01 12:00:00,13814.0,28218.0,3464.0,12600.0,14777.0,155448.0,13639.0,2626.0,5239.0,27891.0,16529.0,91705.0,111546.0,3550.0,12970.0,9491.0,72842.0,3777.0,1526.0,3565.0,42706.0,19134.0,46446.0,3650.0,10776.0,20366.0,2523.0,7162.0
2010-01-01 13:00:00,13945.0,28495.0,3586.0,12711.0,14922.0,157324.0,13797.0,2688.0,5451.0,27932.0,16957.0,92928.0,110443.0,3580.0,13115.0,9385.0,73280.0,3828.0,1541.0,3596.0,43196.0,19240.0,46827.0,3489.0,10976.0,20482.0,2547.0,7210.0
2010-01-01 14:00:00,14139.0,29040.0,3734.0,12883.0,15158.0,159354.0,13999.0,2813.0,5661.0,28384.0,17646.0,95292.0,111518.0,3723.0,13316.0,9494.0,75233.0,3975.0,1569.0,3735.0,43760.0,19687.0,47010.0,3488.0,11467.0,20986.0,2590.0,7294.0
2010-01-01 15:00:00,14695.0,30174.0,3904.0,13397.0,15782.0,165422.0,14555.0,2892.0,5855.0,29699.0,18012.0,99152.0,113475.0,3889.0,13882.0,9647.0,78215.0,4043.0,1628.0,3811.0,45300.0,20407.0,48899.0,3469.0,11931.0,21764.0,2708.0,7578.0
2010-01-01 16:00:00,15022.0,30758.0,4018.0,13712.0,16161.0,168635.0,14807.0,2855.0,6288.0,31228.0,17777.0,102094.0,118227.0,4080.0,14274.0,10030.0,80332.0,4052.0,1649.0,3811.0,45940.0,20774.0,50195.0,3628.0,12094.0,22170.0,2821.0,7694.0
2010-01-01 17:00:00,15071.0,30843.0,4049.0,13758.0,16222.0,169272.0,14808.0,2857.0,6644.0,32290.0,17720.0,103605.0,121734.0,4246.0,14368.0,10244.0,82358.0,4003.0,1648.0,3769.0,45983.0,20528.0,50311.0,3785.0,12113.0,21926.0,2859.0,7669.0
2010-01-01 18:00:00,14910.0,30466.0,3908.0,13625.0,16063.0,167060.0,14622.0,2796.0,6446.0,33139.0,17310.0,103174.0,122614.0,4340.0,14253.0,10285.0,83187.0,3855.0,1620.0,3644.0,45196.0,20415.0,49909.0,3873.0,11753.0,21810.0,2864.0,7552.0
2010-01-01 19:00:00,14423.0,29435.0,3502.0,13191.0,15547.0,161115.0,14102.0,2606.0,5888.0,32386.0,16228.0,99631.0,121954.0,4193.0,13838.0,10166.0,80307.0,3493.0,1566.0,3313.0,43563.0,19905.0,48422.0,3960.0,10571.0,21212.0,2785.0,7339.0
2010-01-01 20:00:00,13073.0,26738.0,2659.0,11958.0,14086.0,145789.0,12813.0,2252.0,4463.0,29372.0,14303.0,90023.0,117917.0,3767.0,12537.0,9811.0,73065.0,2900.0,1429.0,2758.0,39579.0,18656.0,43810.0,3899.0,8136.0,19857.0,2506.0,6707.0
2010-01-01 21:00:00,10477.0,21328.0,2058.0,9553.0,11179.0,118318.0,10686.0,1873.0,3122.0,22077.0,12156.0,70149.0,106420.0,2821.0,9848.0,8879.0,56948.0,2433.0,1155.0,2306.0,32424.0,16500.0,35586.0,3588.0,6336.0,17479.0,1924.0,5425.0
2010-01-01 22:00:00,8594.0,17571.0,1826.0,7800.0,9094.0,98242.0,8982.0,1935.0,2748.0,16115.0,12545.0,56270.0,83448.0,2085.0,7942.0,7108.0,44413.0,2643.0,968.0,2589.0,27360.0,14129.0,29102.0,2743.0,5741.0,14924.0,1496.0,4520.0
2010-01-01 23:00:00,8507.0,19030.0,1929.0,9171.0,9969.0,104327.0,8709.0,1928.0,2838.0,16549.0,12524.0,66782.0,66878.0,2331.0,7747.0,5849.0,44983.0,2632.0,1187.0,2580.0,27834.0,13525.0,28452.0,2046.0,5951.0,14086.0,1466.0,4419.0
2010-01-02 00:00:00,8647.0,19350.0,1961.0,9339.0,10150.0,106243.0,8824.0,1940.0,2994.0,17283.0,12599.0,68169.0,63010.0,2466.0,7909.0,5678.0,45969.0,2652.0,1207.0,2595.0,28310.0,13494.0,28998.0,1825.0,6085.0,14066.0,1502.0,4444.0
2010-01-02 01:00:00,8950.0,19929.0,2206.0,9559.0,10446.0,108970.0,8989.0,2011.0,3411.0,17756.0,13031.0,70895.0,64489.0,2511.0,8244.0,5780.0,47869.0,2754.0,1240.0,2696.0,29114.0,13593.0,29436.0,1866.0,6663.0,14183.0,1550.0,4665.0
2010-01-02 02:00:00,9551.0,21026.0,2767.0,10110.0,11075.0,115344.0,9462.0,2169.0,4579.0,19905.0,13768.0,76056.0,66408.0,2816.0,8890.0,5978.0,51799.0,2962.0,1299.0,2904.0,30645.0,14083.0,31246.0,1969.0,8139.0,14717.0,1669.0,4953.0
2010-01-02 03:00:00,11062.0,23731.0,3817.0,11541.0,12698.0,131800.0,10662.0,2891.0,6742.0,25628.0,17992.0,88353.0,71361.0,3547.0,10495.0,6368.0,62295.0,3909.0,1444.0,3909.0,34495.0,14923.0,36280.0,2182.0,11658.0,15641.0,1986.0,5656.0
2010-01-02 04:00:00,15233.0,31312.0,4526.0,15455.0,17152.0,176574.0,14164.0,3752.0,7882.0,37235.0,23596.0,120650.0,83912.0,4972.0,14635.0,7349.0,86025.0,5158.0,1876.0,5149.0,45579.0,19526.0,49979.0,2847.0,14013.0,20615.0,2849.0,7688.0
2010-01-02 05:00:00,18126.0,36728.0,4342.0,18282.0,20282.0,208733.0,17189.0,3429.0,7639.0,44877.0,21099.0,142509.0,117955.0,5897.0,17406.0,10045.0,101591.0,4658.0,2180.0,4660.0,53447.0,25128.0,60227.0,4145.0,13320.0,26586.0,3423.0,9106.0
2010-01-02 06:00:00,17278.0,35150.0,4145.0,17467.0,19331.0,199045.0,16138.0,3263.0,7174.0,43190.0,20328.0,135794.0,141296.0,5618.0,16603.0,11931.0,97635.0,4476.0,2107.0,4447.0,51348.0,22924.0,57253.0,5005.0,12643.0,24228.0,3247.0,8731.0
2010-01-02 07:00:00,16747.0,34608.0,3842.0,17005.0,18855.0,194276.0,15716.0,3148.0,6622.0,40460.0,19773.0,132897.0,134078.0,5353.0,16067.0,11351.0,94621.0,4288.0,2079.0,4265.0,50377.0,22122.0,54697.0,4903.0,11994.0,23415.0,3103.0,8513.0
