,AT,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,GB,HR,HU,IE,IT,LT,LU,LV,NL,NO,PL,PT,RO,SE,SI,SK
2008-01-01 00:00:00,12665.0,16152.0,4094.0,12024.0,12261.0,122953.0,7724.0,1519.0,10328.0,28028.0,7676.0,77991.0,36851.0,5377.0,14850.0,2432.0,76091.0,2664.0,1167.0,2563.0,25633.0,10311.0,28909.0,3103.0,12138.0,9690.0,2086.0,6425.0
2008-01-01 01:00:00,12930.0,16557.0,4320.0,12252.0,12547.0,125903.0,7909.0,1623.0,11338.0,28681.0,8213.0,79936.0,39290.0,5516.0,15153.0,2556.0,78071.0,2830.0,1196.0,2730.0,26248.0,10526.0,29526.0,3262.0,12800.0,9918.0,2134.0,6556.0
2008-01-01 02:00:00,13712.0,17885.0,4782.0,12962.0,13352.0,134599.0,8519.0,1842.0,13546.0,31272.0,9324.0,86122.0,40068.0,5862.0,16077.0,2639.0,84206.0,3198.0,1287.0,3094.0,28253.0,11180.0,31590.0,3379.0,14321.0,10636.0,2273.0,6977.0
2008-01-01 03:00:00,15074.0,20495.0,6198.0,14138.0,14911.0,152396.0,9862.0,2476.0,18197.0,37169.0,12548.0,98953.0,45073.0,6669.0,17740.0,2988.0,96962.0,4193.0,1443.0,4114.0,32022.0,12290.0,36605.0,3778.0,18960.0,12021.0,2580.0,7575.0
2008-01-01 04:00:00,19503.0,27184.0,7584.0,18293.0,19431.0,201768.0,13467.0,2957.0,21445.0,50916.0,15134.0,131446.0,57070.0,8769.0,23100.0,3786.0,128030.0,4952.0,1862.0,4888.0,42271.0,15911.0,50339.0,4675.0,23557.0,15893.0,3424.0,9713.0
2008-01-01 05:00:00,23613.0,32056.0,7141.0,22583.0,22987.0,238731.0,15972.0,2858.0,20698.0,60886.0,14593.0,155265.0,79695.0,10419.0,28076.0,5250.0,151712.0,4739.0,2186.0,4702.0,49962.0,19122.0,60266.0,6346.0,21996.0,18828.0,4067.0,11638.0
2008-01-01 06:00:00,22663.0,31328.0,7075.0,21488.0,22227.0,231156.0,15501.0,2824.0,20308.0,59054.0,14249.0,150318.0,95776.0,9854.0,26895.0,6409.0,146609.0,4731.0,2174.0,4667.0,49164.0,18513.0,57891.0,7789.0,21523.0,18432.0,3906.0,11406.0
2008-01-01 07:00:00,22641.0,30927.0,6787.0,21289.0,22356.0,229478.0,15083.0,2711.0,19091.0,57240.0,13672.0,148724.0,92654.0,9809.0,26772.0,6290.0,145235.0,4556.0,2155.0,4487.0,48472.0,18488.0,56272.0,7743.0,20672.0,18152.0,3879.0,11510.0
2008-01-01 08:00:00,21649.0,29633.0,6540.0,20310.0,21462.0,220572.0,14509.0,2590.0,18091.0,54314.0,13050.0,142250.0,88323.0,9458.0,25611.0,6026.0,138274.0,4384.0,2072.0,4301.0,46617.0,17660.0,54140.0,7419.0,19907.0,17426.0,3731.0,10956.0
2008-01-01 09:00:00,20741.0,28219.0,6272.0,19466.0,20563.0,211076.0,13843.0,2498.0,17181.0,51432.0,12539.0,135788.0,81697.0,9122.0,24531.0,5548.0,131810.0,4213.0,1971.0,4141.0,44374.0,16893.0,51766.0,6877.0,19131.0,16618.0,3579.0,10439.0
2008-01-01 10:00:00,19971.0,26943.0,6113.0,18751.0,19795.0,202597.0,13256.0,2436.0,16783.0,49131.0,12189.0,129865.0,76390.0,8745.0,23631.0,5116.0,125747.0,4122.0,1878.0,4045.0,42414.0,16266.0,49865.0,6337.0,18658.0,15910.0,3444.0,10071.0
2008-01-01 11:00:00,19425.0,26208.0,6056.0,18201.0,19320.0,197530.0,12904.0,2374.0,16966.0,47841.0,12011.0,126658.0,72589.0,8572.0,22990.0,4798.0,122578.0,4053.0,1818.0,3957.0,41166.0,15802.0,48666.0,5955.0,18334.0,15449.0,3365.0,9763.0
2008-01-01 12:00:00,19101.0,26282.0,6100.0,17885.0,18993.0,195507.0,12840.0,2396.0,17218.0,47344.0,12086.0,126605.0,70839.0,8525.0,22574.0,4627.0,122624.0,4105.0,1817.0,4000.0,41010.0,15515.0,47377.0,5711.0,18441.0,15312.0,3300.0,9575.0
2008-01-01 13:00:00,19242.0,26551.0,6257.0,17962.0,19216.0,197609.0,12952.0,2410.0,17836.0,47776.0,12274.0,128149.0,69956.0,8656.0,22741.0,4602.0,124047.0,4160.0,1828.0,4039.0,41317.0,15614.0,47779.0,5613.0,18845.0,15413.0,3339.0,9633.0
2008-01-01 14:00:00,19574.0,27142.0,6509.0,18347.0,19438.0,200678.0,13191.0,2497.0,18579.0,48634.0,12756.0,131041.0,70717.0,8847.0,23112.0,4607.0,127171.0,4311.0,1861.0,4184.0,42015.0,15851.0,48102.0,5581.0,19703.0,15666.0,3375.0,9752.0
2008-01-01 15:00:00,20227.0,28219.0,6635.0,18989.0,20086.0,208023.0,13726.0,2556.0,19189.0,50677.0,13070.0,136169.0,72519.0,9218.0,23921.0,4711.0,132078.0,4387.0,1928.0,4274.0,43622.0,16332.0,49996.0,5628.0,20178.0,16222.0,3499.0,9997.0
2008-01-01 16:00:00,20619.0,28814.0,6589.0,19399.0,20443.0,212153.0,14066.0,2544.0,19525.0,52346.0,12994.0,139313.0,75904.0,9393.0,24419.0,4930.0,135168.0,4383.0,1951.0,4261.0,44391.0,16642.0,51372.0,5849.0,20013.0,16529.0,3572.0,10179.0
2008-01-01 17:00:00,20410.0,28839.0,6534.0,19130.0,20350.0,211763.0,14088.0,2517.0,19504.0,52717.0,12877.0,139769.0,79818.0,9420.0,24172.0,5155.0,136012.0,4328.0,1937.0,4212.0,44186.0,16474.0,51298.0,6077.0,19898.0,16452.0,3565.0,10040.0
2008-01-01 18:00:00,20193.0,28468.0,6305.0,18992.0,20061.0,209049.0,13948.0,2432.0,18751.0,52591.0,12505.0,138283.0,81388.0,9310.0,23929.0,5307.0,135050.0,4162.0,1900.0,4060.0,43500.0,16290.0,50928.0,6185.0,19288.0,16240.0,3523.0,9911.0
2008-01-01 19:00:00,19461.0,27540.0,5744.0,18360.0,19277.0,201632.0,13526.0,2200.0,16848.0,51030.0,11373.0,133349.0,82203.0,8949.0,23088.0,5431.0,130067.0,3757.0,1847.0,3669.0,42217.0,15708.0,49398.0,6314.0,17563.0,15741.0,3396.0,9529.0
2008-01-01 20:00:00,17745.0,24954.0,4826.0,16830.0,17444.0,182464.0,12234.0,1808.0,12974.0,46068.0,9258.0,120472.0,79889.0,8068.0,21043.0,5288.0,117650.0,3105.0,1686.0,3022.0,38386.0,14338.0,44591.0,6183.0,14689.0,14316.0,3067.0,8709.0
2008-01-01 21:00:00,15026.0,19746.0,4066.0,14412.0,14492.0,148270.0,9644.0,1516.0,10354.0,35975.0,7684.0,95852.0,71571.0,6559.0,17752.0,4818.0,93940.0,2622.0,1363.0,2542.0,30769.0,12133.0,36066.0,5688.0,12205.0,11619.0,2519.0,7440.0
2008-01-01 22:00:00,12846.0,16364.0,4115.0,12273.0,12371.0,124462.0,7880.0,1503.0,10878.0,28878.0,7807.0,79268.0,53959.0,5461.0,15110.0,3627.0,77432.0,2732.0,1162.0,2608.0,25828.0,10419.0,29618.0,4384.0,11773.0,9769.0,2116.0,6478.0
2008-01-01 23:00:00,13204.0,18528.0,4175.0,11985.0,12456.0,127128.0,7326.0,1540.0,11378.0,23188.0,8004.0,79206.0,41300.0,5280.0,13822.0,2711.0,77506.0,2798.0,1372.0,2672.0,27268.0,9323.0,30685.0,3371.0,11914.0,9330.0,2126.0,6237.0
2008-01-02 00:00:00,13375.0,19234.0,4269.0,12131.0,12739.0,130151.0,7625.0,1573.0,11676.0,24342.0,8174.0,82097.0,43312.0,5413.0,14141.0,3121.0,80051.0,2869.0,1403.0,2734.0,28214.0,9537.0,31521.0,2458.0,12152.0,9663.0,2167.0,6368.0
2008-01-02 01:00:00,13630.0,19744.0,4502.0,12361.0,13039.0,133219.0,7818.0,1681.0,12759.0,24928.0,8724.0,84223.0,46220.0,5558.0,14466.0,3296.0,82150.0,3049.0,1435.0,2914.0,28927.0,9743.0,32201.0,2581.0,12811.0,9904.0,2214.0,6502.0
2008-01-02 02:00:00,14426.0,21239.0,4973.0,13083.0,13893.0,141976.0,8424.0,1904.0,15115.0,27429.0,9814.0,90645.0,47151.0,5912.0,15423.0,3370.0,88360.0,3445.0,1530.0,3296.0,31087.0,10378.0,34378.0,2672.0,14313.0,10631.0,2352.0,6935.0
