Time	PHS	BATT_LI	BEV_BATT	PHEV_BATT	SEASONAL_NG	SEASONAL_H2	CO2_STORAGE	SLCapitalf_STO	PHS_in	PHS_out	BATT_LI_in	BATT_LI_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	SEASONAL_NG_in	SEASONAL_NG_out	SEASONAL_H2_in	SEASONAL_H2_out	CO2_STORAGE_in	CO2_STORAGE_out	SLCapitalf_STO_in	SLCapitalf_STO_out	
 2251	0.000000	39.435365	0.000000	0.000000	0.000000	1.366508	0.000000	465.188676	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.092190	0.000000	
 2252	0.000000	39.427477	0.000000	0.000000	0.000000	1.366508	0.000000	465.441882	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.253206	0.000000	
 2253	0.000000	39.419592	0.000000	0.000000	0.000000	1.366508	0.000000	465.856103	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.414221	0.000000	
 2254	0.000000	39.411708	0.000000	0.000000	0.000000	1.366508	0.000000	466.386256	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530153	0.000000	
 2255	0.000000	39.403826	0.000000	0.000000	0.000000	1.366508	0.000000	466.993697	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.607441	0.000000	
 2256	0.000000	39.395945	0.000000	0.000000	0.000000	1.366508	0.000000	467.678425	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.684728	0.000000	
 2257	0.000000	31.563671	0.000000	0.000000	0.000000	1.366508	0.000000	468.382475	0.000000	0.000000	0.000000	7.824395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.704050	0.000000	
 2258	0.000000	22.081803	0.000000	0.000000	0.000000	1.366508	0.000000	469.105847	0.000000	0.000000	0.000000	9.475555	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.723372	0.000000	
 2259	0.000000	11.618816	0.000000	0.000000	0.000000	1.366508	0.000000	469.835660	0.000000	0.000000	0.000000	10.458571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.729813	0.000000	
 2260	0.000000	5.448037	0.000000	0.000000	0.000000	1.366508	0.000000	470.494625	0.000000	0.000000	0.000000	6.168455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.658966	0.000000	
 2261	0.000000	2.669094	0.000000	0.000000	0.000000	1.366508	0.000000	471.024778	0.000000	0.000000	0.000000	2.777853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530153	0.000000	
 2262	0.000000	0.000000	0.000000	0.000000	0.000000	1.366508	0.000000	471.245780	0.000000	0.000000	0.000000	2.668560	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.221002	0.000000	
 2263	0.000000	0.000000	0.000000	0.000000	0.000000	0.804504	0.000000	470.983736	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.562004	0.000000	0.000000	0.000000	0.262044	
 2264	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	470.114252	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.804504	0.000000	0.000000	0.000000	0.869484	
 2265	0.000000	0.000000	0.000000	0.000000	0.000000	0.709573	0.000000	469.309173	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.709573	0.000000	0.000000	0.000000	0.000000	0.805080	
 2266	0.000000	3.366449	0.000000	0.000000	0.000000	1.419146	0.000000	468.407481	0.000000	0.000000	-3.366449	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.709573	0.000000	0.000000	0.000000	0.000000	0.901691	
 2267	0.000000	13.452182	0.000000	0.000000	0.000000	1.844899	0.000000	467.376982	0.000000	0.000000	-10.086407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.425753	0.000000	0.000000	0.000000	0.000000	1.030500	
 2268	0.053093	26.166427	0.000000	0.000000	0.000000	2.043583	0.000000	466.243429	-0.053093	0.000000	-12.716935	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.198683	0.000000	0.000000	0.000000	0.000000	1.133553	
 2269	0.161692	38.878128	0.000000	0.000000	0.000000	2.469336	0.000000	465.212929	-0.108599	0.000000	-12.716935	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.425753	0.000000	0.000000	0.000000	0.000000	1.030500	
 2270	0.161692	50.670867	0.000000	0.000000	0.000000	2.866703	0.000000	464.169546	0.000000	0.000000	-11.800514	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.397367	0.000000	0.000000	0.000000	0.000000	1.043383	
 2271	0.161692	53.544990	0.000000	0.000000	0.000000	2.980238	0.000000	462.997350	0.000000	0.000000	-2.884257	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.113535	0.000000	0.000000	0.000000	0.000000	1.172197	
 2272	0.161692	53.544990	0.000000	0.000000	0.000000	2.980238	0.000000	461.773626	0.000000	0.000000	-0.010709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.223723	
 2273	0.161692	53.544990	0.000000	0.000000	0.000000	2.980238	0.000000	460.549903	0.000000	0.000000	-0.010709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.223723	
 2274	0.161692	53.534281	0.000000	0.000000	0.000000	2.175733	0.000000	459.648212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.804504	0.000000	0.000000	0.000000	0.901691	
 2275	0.161692	51.092179	0.000000	0.000000	0.000000	2.175733	0.000000	459.740401	0.000000	0.000000	0.000000	2.431395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.092190	0.000000	
 2276	0.161692	46.535870	0.000000	0.000000	0.000000	1.371229	0.000000	459.993607	0.000000	0.000000	0.000000	4.546090	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.804504	0.000000	0.000000	-0.253206	0.000000	
 2277	0.161692	43.773151	0.000000	0.000000	0.000000	1.371229	0.000000	460.407828	0.000000	0.000000	0.000000	2.753412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.414221	0.000000	
 2278	0.161692	41.653234	0.000000	0.000000	0.000000	1.371229	0.000000	460.937981	0.000000	0.000000	0.000000	2.111162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530153	0.000000	
 2279	0.161692	40.249481	0.000000	0.000000	0.000000	1.371229	0.000000	461.545422	0.000000	0.000000	0.000000	1.395422	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.607441	0.000000	
 2280	0.161692	39.395945	0.000000	0.000000	0.000000	1.371229	0.000000	462.230150	0.000000	0.000000	0.000000	0.845486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.684728	0.000000	
 2281	0.161692	38.454966	0.000000	0.000000	0.000000	1.371229	0.000000	462.934200	0.000000	0.000000	0.000000	0.933100	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.704050	0.000000	
 2282	0.161692	38.168919	0.000000	0.000000	0.000000	1.371229	0.000000	463.657572	0.000000	0.000000	0.000000	0.278356	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.723372	0.000000	
 2283	0.161692	36.309663	0.000000	0.000000	0.000000	1.371229	0.000000	464.387385	0.000000	0.000000	0.000000	1.851622	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.729813	0.000000	
 2284	0.161692	34.413389	0.000000	0.000000	0.000000	1.371229	0.000000	465.046351	0.000000	0.000000	0.000000	1.889012	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.658966	0.000000	
 2285	0.161692	32.822790	0.000000	0.000000	0.000000	1.371229	0.000000	465.576503	0.000000	0.000000	0.000000	1.583717	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530153	0.000000	
 2286	0.161692	31.541493	0.000000	0.000000	0.000000	1.371229	0.000000	465.797506	0.000000	0.000000	0.000000	1.274733	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.221002	0.000000	
 2287	0.161692	29.892733	0.000000	0.000000	0.000000	1.371229	0.000000	465.535462	0.000000	0.000000	0.000000	1.642451	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.262044	
 2288	0.161692	29.401108	0.000000	0.000000	0.000000	1.371229	0.000000	465.402231	0.000000	0.000000	0.000000	0.485646	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.133230	
 2289	0.161692	29.395228	0.000000	0.000000	0.000000	1.371229	0.000000	465.333405	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.068826	
 2290	0.161692	29.389349	0.000000	0.000000	0.000000	1.371229	0.000000	465.167967	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.165438	
 2291	0.161692	32.361525	0.000000	0.000000	0.000000	1.371229	0.000000	464.873720	0.000000	0.000000	-2.978055	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.294246	
 2292	0.161692	37.453003	0.000000	0.000000	0.000000	1.371229	0.000000	464.476421	0.000000	0.000000	-5.097950	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.397300	
 2293	0.161692	41.887366	0.000000	0.000000	0.000000	1.371229	0.000000	464.182174	0.000000	0.000000	-4.441853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.294246	
 2294	0.161692	45.986382	0.000000	0.000000	0.000000	1.371229	0.000000	463.875045	0.000000	0.000000	-4.107394	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.307129	
 2295	0.161692	49.789595	0.000000	0.000000	0.000000	1.371229	0.000000	463.439102	0.000000	0.000000	-3.812411	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.435943	
 2296	0.161692	50.125479	0.000000	0.000000	0.000000	1.370750	0.000000	462.951632	0.000000	0.000000	-0.345842	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000478	0.000000	0.000000	0.000000	0.487470	
 2297	0.161692	50.115454	0.000000	0.000000	0.000000	1.370272	0.000000	462.464162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000478	0.000000	0.000000	0.000000	0.487470	
 2298	0.161692	50.105431	0.000000	0.000000	0.000000	1.370272	0.000000	462.298724	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.165438	
 2299	0.161692	48.923580	0.000000	0.000000	0.000000	1.370272	0.000000	462.390913	0.000000	0.000000	0.000000	1.171830	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.092190	0.000000	
 2300	0.161692	47.013316	0.000000	0.000000	0.000000	1.370272	0.000000	462.644119	0.000000	0.000000	0.000000	1.900480	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.253206	0.000000	
 2301	0.161692	45.163177	0.000000	0.000000	0.000000	1.370272	0.000000	463.058340	0.000000	0.000000	0.000000	1.840736	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.414221	0.000000	
 2302	0.161692	43.272187	0.000000	0.000000	0.000000	1.370272	0.000000	463.588493	0.000000	0.000000	0.000000	1.881957	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530153	0.000000	
 2303	0.161692	41.084249	0.000000	0.000000	0.000000	1.370272	0.000000	464.195934	0.000000	0.000000	0.000000	2.179284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.607441	0.000000	
 2304	0.000000	39.395945	0.000000	0.000000	0.000000	1.370272	0.000000	464.880662	0.000000	0.161692	0.000000	1.680087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.684728	0.000000	
 2305	0.000000	31.563671	0.000000	0.000000	0.000000	1.370272	0.000000	465.584712	0.000000	0.000000	0.000000	7.824395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.704050	0.000000	
 2306	0.000000	22.081803	0.000000	0.000000	0.000000	1.370272	0.000000	466.308084	0.000000	0.000000	0.000000	9.475555	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.723372	0.000000	
 2307	0.000000	11.618816	0.000000	0.000000	0.000000	1.370272	0.000000	467.037897	0.000000	0.000000	0.000000	10.458571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.729813	0.000000	
 2308	0.000000	5.448037	0.000000	0.000000	0.000000	1.370272	0.000000	467.696863	0.000000	0.000000	0.000000	6.168455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.658966	0.000000	
 2309	0.000000	2.669094	0.000000	0.000000	0.000000	1.370272	0.000000	468.227015	0.000000	0.000000	0.000000	2.777853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530153	0.000000	
 2310	0.000000	0.000000	0.000000	0.000000	0.000000	1.370272	0.000000	468.448018	0.000000	0.000000	0.000000	2.668560	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.221002	0.000000	
 2311	0.000000	0.000000	0.000000	0.000000	0.000000	0.808268	0.000000	468.185973	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.562004	0.000000	0.000000	0.000000	0.262044	
 2312	0.000000	0.000000	0.000000	0.000000	0.000000	0.003764	0.000000	467.316490	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.804504	0.000000	0.000000	0.000000	0.869484	
 2313	0.000000	0.000000	0.000000	0.000000	0.000000	0.713337	0.000000	466.511410	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.709573	0.000000	0.000000	0.000000	0.000000	0.805080	
 2314	0.000000	3.366449	0.000000	0.000000	0.000000	1.422910	0.000000	465.609719	0.000000	0.000000	-3.366449	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.709573	0.000000	0.000000	0.000000	0.000000	0.901691	
 2315	0.000000	13.452182	0.000000	0.000000	0.000000	1.848663	0.000000	464.579219	0.000000	0.000000	-10.086407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.425753	0.000000	0.000000	0.000000	0.000000	1.030500	
 2316	0.053093	26.166427	0.000000	0.000000	0.000000	2.047346	0.000000	463.445666	-0.053093	0.000000	-12.716935	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.198683	0.000000	0.000000	0.000000	0.000000	1.133553	
 2317	0.161692	38.878128	0.000000	0.000000	0.000000	2.473100	0.000000	462.415166	-0.108599	0.000000	-12.716935	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.425753	0.000000	0.000000	0.000000	0.000000	1.030500	
 2318	0.161692	50.670867	0.000000	0.000000	0.000000	2.870466	0.000000	461.371784	0.000000	0.000000	-11.800514	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.397367	0.000000	0.000000	0.000000	0.000000	1.043383	
 2319	0.161692	53.544990	0.000000	0.000000	0.000000	2.984001	0.000000	460.199587	0.000000	0.000000	-2.884257	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.113535	0.000000	0.000000	0.000000	0.000000	1.172197	
 2320	0.161692	53.544990	0.000000	0.000000	0.000000	2.984001	0.000000	458.975864	0.000000	0.000000	-0.010709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.223723	
 2321	0.161692	53.544990	0.000000	0.000000	0.000000	2.984001	0.000000	457.752141	0.000000	0.000000	-0.010709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.223723	
 2322	0.161692	53.534281	0.000000	0.000000	0.000000	2.179497	0.000000	456.850449	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.804504	0.000000	0.000000	0.000000	0.901691	
 2323	0.161692	51.092179	0.000000	0.000000	0.000000	2.179497	0.000000	456.942639	0.000000	0.000000	0.000000	2.431395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.092190	0.000000	
 2324	0.161692	46.535870	0.000000	0.000000	0.000000	1.374993	0.000000	457.195844	0.000000	0.000000	0.000000	4.546090	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.804504	0.000000	0.000000	-0.253206	0.000000	
 2325	0.161692	43.773151	0.000000	0.000000	0.000000	1.374993	0.000000	457.610066	0.000000	0.000000	0.000000	2.753412	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.414221	0.000000	
 2326	0.161692	41.653234	0.000000	0.000000	0.000000	1.374993	0.000000	458.140219	0.000000	0.000000	0.000000	2.111162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530153	0.000000	
 2327	0.161692	40.249481	0.000000	0.000000	0.000000	1.374993	0.000000	458.747659	0.000000	0.000000	0.000000	1.395422	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.607441	0.000000	
 2328	0.161692	39.395945	0.000000	0.000000	0.000000	1.374993	0.000000	459.432387	0.000000	0.000000	0.000000	0.845486	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.684728	0.000000	
 2329	0.161692	35.316569	0.000000	0.000000	0.000000	1.374993	0.000000	460.136438	0.000000	0.000000	0.000000	4.071497	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.704050	0.000000	
 2330	0.161692	33.662306	0.000000	0.000000	0.000000	1.374993	0.000000	460.859810	0.000000	0.000000	0.000000	1.647200	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.723372	0.000000	
 2331	0.161692	31.772416	0.000000	0.000000	0.000000	1.374993	0.000000	461.589622	0.000000	0.000000	0.000000	1.883158	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.729813	0.000000	
 2332	0.161692	29.753062	0.000000	0.000000	0.000000	1.374993	0.000000	462.248588	0.000000	0.000000	0.000000	2.012999	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.658966	0.000000	
 2333	0.161692	27.277899	0.000000	0.000000	0.000000	1.374993	0.000000	462.778741	0.000000	0.000000	0.000000	2.469213	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530153	0.000000	
 2334	0.161692	23.538151	0.000000	0.000000	0.000000	1.374993	0.000000	462.999743	0.000000	0.000000	0.000000	3.734292	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.221002	0.000000	
 2335	0.161692	22.106949	0.000000	0.000000	0.000000	1.374993	0.000000	462.737699	0.000000	0.000000	0.000000	1.426495	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.262044	
 2336	0.161692	22.102527	0.000000	0.000000	0.000000	1.374993	0.000000	462.604468	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.133230	
 2337	0.161692	22.098107	0.000000	0.000000	0.000000	1.374993	0.000000	461.799389	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.805080	
 2338	0.161692	22.093687	0.000000	0.000000	0.000000	1.374993	0.000000	460.976582	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.822807	
 2339	0.161692	24.357297	0.000000	0.000000	0.000000	1.374993	0.000000	459.946082	0.000000	0.000000	-2.268029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.030500	
 2340	0.161692	33.064079	0.000000	0.000000	0.000000	1.374993	0.000000	458.812529	0.000000	0.000000	-8.711654	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.133553	
 2341	0.161692	41.585107	0.000000	0.000000	0.000000	1.374993	0.000000	457.782029	0.000000	0.000000	-8.527641	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.030500	
 2342	0.161692	47.185326	0.000000	0.000000	0.000000	1.374993	0.000000	456.738647	0.000000	0.000000	-5.608535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.043383	
 2343	0.161692	47.175888	0.000000	0.000000	0.000000	1.374993	0.000000	455.566450	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.172197	
 2344	0.161692	47.166453	0.000000	0.000000	0.000000	1.374993	0.000000	454.342727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.223723	
 2345	0.161692	47.157020	0.000000	0.000000	0.000000	1.374514	0.000000	453.855257	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000478	0.000000	0.000000	0.000000	0.487470	
 2346	0.161692	47.147589	0.000000	0.000000	0.000000	1.374514	0.000000	453.689819	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.165438	
 2347	0.161692	47.138159	0.000000	0.000000	0.000000	1.374514	0.000000	453.782008	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.092190	0.000000	
 2348	0.161692	45.392380	0.000000	0.000000	0.000000	1.374514	0.000000	454.035214	0.000000	0.000000	0.000000	1.736352	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.253206	0.000000	
 2349	0.161692	43.468403	0.000000	0.000000	0.000000	1.374514	0.000000	454.449435	0.000000	0.000000	0.000000	1.914898	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.414221	0.000000	
 2350	0.161692	41.926819	0.000000	0.000000	0.000000	1.374514	0.000000	454.979588	0.000000	0.000000	0.000000	1.532890	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530153	0.000000	
 2351	0.161692	40.493347	0.000000	0.000000	0.000000	1.374514	0.000000	455.587029	0.000000	0.000000	0.000000	1.425087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.607441	0.000000	
 2352	0.161692	39.395945	0.000000	0.000000	0.000000	1.374514	0.000000	456.271757	0.000000	0.000000	0.000000	1.089303	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.684728	0.000000	
 2353	0.161692	31.563671	0.000000	0.000000	0.000000	1.374514	0.000000	456.975807	0.000000	0.000000	0.000000	7.824395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.704050	0.000000	
 2354	0.161692	22.081803	0.000000	0.000000	0.000000	1.374514	0.000000	457.699179	0.000000	0.000000	0.000000	9.475555	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.723372	0.000000	
 2355	0.161692	11.618816	0.000000	0.000000	0.000000	1.374514	0.000000	458.428992	0.000000	0.000000	0.000000	10.458571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.729813	0.000000	
 2356	0.161692	5.448037	0.000000	0.000000	0.000000	1.374514	0.000000	459.087958	0.000000	0.000000	0.000000	6.168455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.658966	0.000000	
 2357	0.161692	2.669094	0.000000	0.000000	0.000000	1.374514	0.000000	459.618110	0.000000	0.000000	0.000000	2.777853	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.530153	0.000000	
 2358	0.161692	0.000000	0.000000	0.000000	0.000000	1.374514	0.000000	459.839113	0.000000	0.000000	0.000000	2.668560	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.221002	0.000000	
 2359	0.161692	0.000000	0.000000	0.000000	0.000000	0.812510	0.000000	459.577068	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.562004	0.000000	0.000000	0.000000	0.262044	
