Time	PHS	BATT_LI	BEV_BATT	PHEV_BATT	SEASONAL_NG	SEASONAL_H2	CO2_STORAGE	SLF_STO	PHS_in	PHS_out	BATT_LI_in	BATT_LI_out	BEV_BATT_in	BEV_BATT_out	PHEV_BATT_in	PHEV_BATT_out	SEASONAL_NG_in	SEASONAL_NG_out	SEASONAL_H2_in	SEASONAL_H2_out	CO2_STORAGE_in	CO2_STORAGE_out	SLF_STO_in	SLF_STO_out
2676	0.385572	25.606325	0	0	0	1.3815	0	446.590724	0	0	-12.716935	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
2677	0.385572	37.05221	0	0	0	1.3815	0	446.296477	0	0	-11.451007	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2678	0.385572	46.38724	0	0	0	1.3815	0	445.989348	0	0	-9.34244	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
2679	0.385572	50.905512	0	0	0	1.3815	0	445.553405	0	0	-4.52755	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
2680	0.385572	53.54499	0	0	0	1.381022	0	445.065935	0	0	-2.649659	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2681	0.385572	53.54499	0	0	0	1.380543	0	444.578465	0	0	-0.010709	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2682	0.385572	52.187001	0	0	0	1.380543	0	444.413027	0	0	0	1.34728	0	0	0	0	0	0	0	0	0	0	0	0.165438
2683	0.385572	48.76343	0	0	0	1.380543	0	444.505216	0	0	0	3.413133	0	0	0	0	0	0	0	0	0	0	-0.09219	0
2684	0.385572	46.087254	0	0	0	1.380543	0	444.758422	0	0	0	2.666424	0	0	0	0	0	0	0	0	0	0	-0.253206	0
2685	0.385572	44.029151	0	0	0	1.380543	0	445.172644	0	0	0	2.048885	0	0	0	0	0	0	0	0	0	0	-0.414221	0
2686	0.385572	42.538269	0	0	0	1.380543	0	445.702796	0	0	0	1.482077	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2687	0.385572	41.073787	0	0	0	1.380543	0	446.310237	0	0	0	1.455974	0	0	0	0	0	0	0	0	0	0	-0.607441	0
2688	0.385572	39.395945	0	0	0	1.380543	0	446.994965	0	0	0	1.669627	0	0	0	0	0	0	0	0	0	0	-0.684728	0
2689	0.385572	38.986481	0	0	0	1.380543	0	447.699015	0	0	0	0.401585	0	0	0	0	0	0	0	0	0	0	-0.70405	0
2690	0.385572	34.597518	0	0	0	1.380543	0	448.422387	0	0	0	4.381166	0	0	0	0	0	0	0	0	0	0	-0.723372	0
2691	0.385572	29.508122	0	0	0	1.380543	0	449.1522	0	0	0	5.082477	0	0	0	0	0	0	0	0	0	0	-0.729813	0
2692	0.385572	23.926318	0	0	0	1.380543	0	449.811166	0	0	0	5.575902	0	0	0	0	0	0	0	0	0	0	-0.658966	0
2693	0.385572	18.030703	0	0	0	1.380543	0	450.341318	0	0	0	5.890829	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2694	0.385572	11.233072	0	0	0	1.380543	0	450.562321	0	0	0	6.794025	0	0	0	0	0	0	0	0	0	0	-0.221002	0
2695	0.385572	3.261897	0	0	0	1.380543	0	450.300277	0	0	0	7.968928	0	0	0	0	0	0	0	0	0	0	0	0.262044
2696	0.348259	0	0	0	0	1.380543	0	450.167046	0	0.037313	0	3.261245	0	0	0	0	0	0	0	0	0	0	0	0.13323
2697	0.348259	0	0	0	0	1.380543	0	450.09822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
2698	0.348259	2.715096	0	0	0	1.380543	0	449.932782	0	0	-2.715096	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
2699	0.348259	12.891968	0	0	0	1.380543	0	449.638535	0	0	-10.177415	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2700	0.348259	25.606325	0	0	0	1.380543	0	449.241236	0	0	-12.716935	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
2701	0.348259	37.05221	0	0	0	1.380543	0	448.946989	0	0	-11.451007	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2702	0.348259	46.38724	0	0	0	1.380543	0	448.63986	0	0	-9.34244	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
2703	0.348259	50.905512	0	0	0	1.380543	0	448.203917	0	0	-4.52755	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
2704	0.348259	53.54499	0	0	0	1.380065	0	447.716447	0	0	-2.649659	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2705	0.348259	53.54499	0	0	0	1.379587	0	447.228977	0	0	-0.010709	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2706	0.348259	52.187001	0	0	0	1.379587	0	447.063539	0	0	0	1.34728	0	0	0	0	0	0	0	0	0	0	0	0.165438
2707	0.348259	48.76343	0	0	0	1.379587	0	447.155728	0	0	0	3.413133	0	0	0	0	0	0	0	0	0	0	-0.09219	0
2708	0.348259	46.087254	0	0	0	1.379587	0	447.408934	0	0	0	2.666424	0	0	0	0	0	0	0	0	0	0	-0.253206	0
2709	0.348259	44.029151	0	0	0	1.379587	0	447.823156	0	0	0	2.048885	0	0	0	0	0	0	0	0	0	0	-0.414221	0
2710	0.348259	42.538269	0	0	0	1.379587	0	448.353308	0	0	0	1.482077	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2711	0.348259	41.073787	0	0	0	1.379587	0	448.960749	0	0	0	1.455974	0	0	0	0	0	0	0	0	0	0	-0.607441	0
2712	0.348259	39.395945	0	0	0	1.379587	0	449.645477	0	0	0	1.669627	0	0	0	0	0	0	0	0	0	0	-0.684728	0
2713	0.348259	38.986481	0	0	0	1.379587	0	450.349527	0	0	0	0.401585	0	0	0	0	0	0	0	0	0	0	-0.70405	0
2714	0.348259	34.597518	0	0	0	1.379587	0	451.072899	0	0	0	4.381166	0	0	0	0	0	0	0	0	0	0	-0.723372	0
2715	0.348259	29.508122	0	0	0	1.379587	0	451.802712	0	0	0	5.082477	0	0	0	0	0	0	0	0	0	0	-0.729813	0
2716	0.348259	23.926318	0	0	0	1.379587	0	452.461678	0	0	0	5.575902	0	0	0	0	0	0	0	0	0	0	-0.658966	0
2717	0.348259	18.030703	0	0	0	1.379587	0	452.99183	0	0	0	5.890829	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2718	0.348259	11.233072	0	0	0	1.379587	0	453.212833	0	0	0	6.794025	0	0	0	0	0	0	0	0	0	0	-0.221002	0
2719	0.348259	3.261897	0	0	0	1.379587	0	452.950789	0	0	0	7.968928	0	0	0	0	0	0	0	0	0	0	0	0.262044
2720	0.310945	0	0	0	0	1.379587	0	452.817558	0	0.037313	0	3.261245	0	0	0	0	0	0	0	0	0	0	0	0.13323
2721	0.310945	0	0	0	0	1.379587	0	452.748732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
2722	0.310945	2.715096	0	0	0	1.379587	0	452.583294	0	0	-2.715096	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
2723	0.310945	12.891968	0	0	0	1.379587	0	452.289047	0	0	-10.177415	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2724	0.310945	25.606325	0	0	0	1.379587	0	451.891748	0	0	-12.716935	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
2725	0.310945	37.05221	0	0	0	1.379587	0	451.597501	0	0	-11.451007	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2726	0.310945	46.38724	0	0	0	1.379587	0	451.290372	0	0	-9.34244	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
2727	0.310945	50.905512	0	0	0	1.379587	0	450.854429	0	0	-4.52755	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
2728	0.310945	53.54499	0	0	0	1.379108	0	450.366959	0	0	-2.649659	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2729	0.310945	53.54499	0	0	0	1.37863	0	449.879489	0	0	-0.010709	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2730	0.310945	52.187001	0	0	0	1.37863	0	449.714051	0	0	0	1.34728	0	0	0	0	0	0	0	0	0	0	0	0.165438
2731	0.310945	48.76343	0	0	0	1.37863	0	449.80624	0	0	0	3.413133	0	0	0	0	0	0	0	0	0	0	-0.09219	0
2732	0.310945	46.087254	0	0	0	1.37863	0	450.059446	0	0	0	2.666424	0	0	0	0	0	0	0	0	0	0	-0.253206	0
2733	0.310945	44.029151	0	0	0	1.37863	0	450.473667	0	0	0	2.048885	0	0	0	0	0	0	0	0	0	0	-0.414221	0
2734	0.310945	42.538269	0	0	0	1.37863	0	451.00382	0	0	0	1.482077	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2735	0.310945	41.073787	0	0	0	1.37863	0	451.611261	0	0	0	1.455974	0	0	0	0	0	0	0	0	0	0	-0.607441	0
2736	0.310945	39.395945	0	0	0	1.37863	0	452.295989	0	0	0	1.669627	0	0	0	0	0	0	0	0	0	0	-0.684728	0
2737	0.310945	39.388066	0	0	0	1.37863	0	453.000039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70405	0
2738	0.310945	39.380188	0	0	0	1.37863	0	453.723411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.723372	0
2739	0.310945	39.372312	0	0	0	1.37863	0	454.453224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729813	0
2740	0.310945	39.364438	0	0	0	1.37863	0	455.11219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658966	0
2741	0.310945	39.356565	0	0	0	1.37863	0	455.642342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2742	0.310945	39.348693	0	0	0	1.37863	0	455.863345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.221002	0
2743	0.310945	39.340824	0	0	0	1.37863	0	455.601301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262044
2744	0.310945	39.332956	0	0	0	1.37863	0	455.46807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13323
2745	0.310945	39.325089	0	0	0	1.37863	0	455.399244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
2746	0.310945	39.317224	0	0	0	1.37863	0	455.233806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
2747	0.310945	39.309361	0	0	0	1.37863	0	454.939559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2748	0.310945	39.301499	0	0	0	1.37863	0	454.54226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
2749	0.310945	39.293638	0	0	0	1.37863	0	454.248013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2750	0.310945	39.474824	0	0	0	1.37863	0	453.940884	0	0	-0.189044	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
2751	0.310945	39.466929	0	0	0	1.37863	0	453.504941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
2752	0.310945	39.459035	0	0	0	1.378152	0	453.017471	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2753	0.310945	39.451143	0	0	0	1.377673	0	452.530001	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2754	0.310945	39.443253	0	0	0	1.377673	0	452.364563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
2755	0.310945	39.435365	0	0	0	1.377673	0	452.456752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.09219	0
2756	0.310945	39.427477	0	0	0	1.377673	0	452.709958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.253206	0
2757	0.310945	39.419592	0	0	0	1.377673	0	453.124179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.414221	0
2758	0.310945	39.411708	0	0	0	1.377673	0	453.654332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2759	0.310945	39.403826	0	0	0	1.377673	0	454.261773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607441	0
2760	0.310945	39.395945	0	0	0	1.377673	0	454.946501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.684728	0
2761	0.310945	39.388066	0	0	0	1.377673	0	455.650551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70405	0
2762	0.310945	39.380188	0	0	0	1.377673	0	456.373923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.723372	0
2763	0.310945	39.372312	0	0	0	1.377673	0	457.103736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729813	0
2764	0.310945	39.364438	0	0	0	1.377673	0	457.762702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.658966	0
2765	0.310945	39.356565	0	0	0	1.377673	0	458.292854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2766	0.310945	39.348693	0	0	0	1.377673	0	458.513857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.221002	0
2767	0.310945	39.340824	0	0	0	1.377673	0	458.251813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262044
2768	0.310945	39.332956	0	0	0	1.377673	0	458.118582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13323
2769	0.310945	39.325089	0	0	0	1.377673	0	458.049756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
2770	0.310945	39.317224	0	0	0	1.377673	0	457.884318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
2771	0.310945	39.309361	0	0	0	1.377673	0	457.590071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2772	0.310945	39.301499	0	0	0	1.377673	0	457.192772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
2773	0.310945	39.293638	0	0	0	1.377673	0	456.898525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2774	0.310945	39.474824	0	0	0	1.377673	0	456.591396	0	0	-0.189044	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
2775	0.310945	39.466929	0	0	0	1.377673	0	456.155453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
2776	0.310945	39.459035	0	0	0	1.377195	0	455.667983	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2777	0.310945	39.451143	0	0	0	1.376716	0	455.180513	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2778	0.310945	39.443253	0	0	0	1.376716	0	455.015075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
2779	0.310945	39.435365	0	0	0	1.376716	0	455.107264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.09219	0
2780	0.310945	39.427477	0	0	0	1.376716	0	455.36047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.253206	0
2781	0.310945	39.419592	0	0	0	1.376716	0	455.774691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.414221	0
2782	0.310945	39.411708	0	0	0	1.376716	0	456.304844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2783	0.310945	39.403826	0	0	0	1.376716	0	456.912285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.607441	0
2784	0.310945	39.395945	0	0	0	1.376716	0	457.597013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.684728	0
2785	0.310945	31.324116	0	0	0	1.376716	0	458.301063	0	0	0	8.06395	0	0	0	0	0	0	0	0	0	0	-0.70405	0
2786	0.310945	20.08787	0	0	0	1.376716	0	459.024435	0	0	0	11.229981	0	0	0	0	0	0	0	0	0	0	-0.723372	0
2787	0.310945	10.758758	0	0	0	1.376716	0	459.754248	0	0	0	9.325095	0	0	0	0	0	0	0	0	0	0	-0.729813	0
2788	0.310945	7.178752	0	0	0	1.376716	0	460.413214	0	0	0	3.577855	0	0	0	0	0	0	0	0	0	0	-0.658966	0
2789	0.310945	3.829604	0	0	0	1.376716	0	460.943366	0	0	0	3.347711	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2790	0.310945	0.822514	0	0	0	1.376716	0	461.164369	0	0	0	3.006324	0	0	0	0	0	0	0	0	0	0	-0.221002	0
2791	0.310945	0	0	0	0	1.376716	0	460.902324	0	0	0	0.82235	0	0	0	0	0	0	0	0	0	0	0	0.262044
2792	0.310945	0	0	0	0	1.376716	0	460.769094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13323
2793	0.310945	0	0	0	0	1.376716	0	459.964014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80508
2794	0.310945	5.693163	0	0	0	1.376716	0	459.062323	0	0	-5.693163	0	0	0	0	0	0	0	0	0	0	0	0	0.901691
2795	0.310945	16.704998	0	0	0	1.376716	0	458.031823	0	0	-11.012975	0	0	0	0	0	0	0	0	0	0	0	0	1.0305
2796	0.329602	29.418593	0	0	0	1.376716	0	456.89827	-0.018657	0	-12.716935	0	0	0	0	0	0	0	0	0	0	0	0	1.133553
2797	0.329602	42.129644	0	0	0	1.376716	0	455.867771	0	0	-12.716935	0	0	0	0	0	0	0	0	0	0	0	0	1.0305
2798	0.329602	51.222066	0	0	0	1.376716	0	454.824388	0	0	-9.100848	0	0	0	0	0	0	0	0	0	0	0	0	1.043383
2799	0.329602	53.54499	0	0	0	1.376716	0	453.652191	0	0	-2.333168	0	0	0	0	0	0	0	0	0	0	0	0	1.172197
2800	0.329602	53.534281	0	0	0	1.376716	0	452.428468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.223723
2801	0.329602	53.523574	0	0	0	1.376716	0	451.204745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.223723
2802	0.329602	53.512869	0	0	0	1.376716	0	450.303053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901691
2803	0.329602	50.421509	0	0	0	1.376716	0	450.395243	0	0	0	3.080658	0	0	0	0	0	0	0	0	0	0	-0.09219	0
2804	0.329602	46.998611	0	0	0	1.376716	0	450.648449	0	0	0	3.412813	0	0	0	0	0	0	0	0	0	0	-0.253206	0
2805	0.329602	45.53041	0	0	0	1.376716	0	451.06267	0	0	0	1.458802	0	0	0	0	0	0	0	0	0	0	-0.414221	0
2806	0.329602	43.747002	0	0	0	1.376716	0	451.592823	0	0	0	1.774302	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2807	0.329602	41.60258	0	0	0	1.376716	0	452.200264	0	0	0	2.135673	0	0	0	0	0	0	0	0	0	0	-0.607441	0
2808	0.329602	39.395945	0	0	0	1.376716	0	452.884992	0	0	0	2.198314	0	0	0	0	0	0	0	0	0	0	-0.684728	0
2809	0.329602	38.986481	0	0	0	1.376716	0	453.589042	0	0	0	0.401585	0	0	0	0	0	0	0	0	0	0	-0.70405	0
2810	0.329602	34.597518	0	0	0	1.376716	0	454.312414	0	0	0	4.381166	0	0	0	0	0	0	0	0	0	0	-0.723372	0
2811	0.329602	29.508122	0	0	0	1.376716	0	455.042227	0	0	0	5.082477	0	0	0	0	0	0	0	0	0	0	-0.729813	0
2812	0.329602	23.926318	0	0	0	1.376716	0	455.701192	0	0	0	5.575902	0	0	0	0	0	0	0	0	0	0	-0.658966	0
2813	0.329602	18.030703	0	0	0	1.376716	0	456.231345	0	0	0	5.890829	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2814	0.329602	11.233072	0	0	0	1.376716	0	456.452347	0	0	0	6.794025	0	0	0	0	0	0	0	0	0	0	-0.221002	0
2815	0.329602	3.261897	0	0	0	1.376716	0	456.190303	0	0	0	7.968928	0	0	0	0	0	0	0	0	0	0	0	0.262044
2816	0.292289	0	0	0	0	1.376716	0	456.057073	0	0.037313	0	3.261245	0	0	0	0	0	0	0	0	0	0	0	0.13323
2817	0.292289	0	0	0	0	1.376716	0	455.988246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
2818	0.292289	2.715096	0	0	0	1.376716	0	455.822808	0	0	-2.715096	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
2819	0.292289	12.891968	0	0	0	1.376716	0	455.528562	0	0	-10.177415	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2820	0.292289	25.606325	0	0	0	1.376716	0	455.131262	0	0	-12.716935	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
2821	0.292289	37.05221	0	0	0	1.376716	0	454.837016	0	0	-11.451007	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2822	0.292289	46.38724	0	0	0	1.376716	0	454.529887	0	0	-9.34244	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
2823	0.292289	50.905512	0	0	0	1.376716	0	454.093943	0	0	-4.52755	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
2824	0.292289	53.54499	0	0	0	1.376238	0	453.606473	0	0	-2.649659	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2825	0.292289	53.54499	0	0	0	1.37576	0	453.119004	0	0	-0.010709	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2826	0.292289	52.187001	0	0	0	1.37576	0	452.953565	0	0	0	1.34728	0	0	0	0	0	0	0	0	0	0	0	0.165438
2827	0.292289	48.76343	0	0	0	1.37576	0	453.045755	0	0	0	3.413133	0	0	0	0	0	0	0	0	0	0	-0.09219	0
2828	0.292289	46.087254	0	0	0	1.37576	0	453.298961	0	0	0	2.666424	0	0	0	0	0	0	0	0	0	0	-0.253206	0
2829	0.292289	44.029151	0	0	0	1.37576	0	453.713182	0	0	0	2.048885	0	0	0	0	0	0	0	0	0	0	-0.414221	0
2830	0.292289	42.538269	0	0	0	1.37576	0	454.243335	0	0	0	1.482077	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2831	0.292289	41.073787	0	0	0	1.37576	0	454.850776	0	0	0	1.455974	0	0	0	0	0	0	0	0	0	0	-0.607441	0
2832	0.292289	39.395945	0	0	0	1.37576	0	455.535504	0	0	0	1.669627	0	0	0	0	0	0	0	0	0	0	-0.684728	0
2833	0.292289	38.986481	0	0	0	1.37576	0	456.239554	0	0	0	0.401585	0	0	0	0	0	0	0	0	0	0	-0.70405	0
2834	0.292289	34.597518	0	0	0	1.37576	0	456.962926	0	0	0	4.381166	0	0	0	0	0	0	0	0	0	0	-0.723372	0
2835	0.292289	29.508122	0	0	0	1.37576	0	457.692739	0	0	0	5.082477	0	0	0	0	0	0	0	0	0	0	-0.729813	0
2836	0.292289	23.926318	0	0	0	1.37576	0	458.351704	0	0	0	5.575902	0	0	0	0	0	0	0	0	0	0	-0.658966	0
2837	0.292289	18.030703	0	0	0	1.37576	0	458.881857	0	0	0	5.890829	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2838	0.292289	11.233072	0	0	0	1.37576	0	459.102859	0	0	0	6.794025	0	0	0	0	0	0	0	0	0	0	-0.221002	0
2839	0.292289	3.261897	0	0	0	1.37576	0	458.840815	0	0	0	7.968928	0	0	0	0	0	0	0	0	0	0	0	0.262044
2840	0.254975	0	0	0	0	1.37576	0	458.707585	0	0.037313	0	3.261245	0	0	0	0	0	0	0	0	0	0	0	0.13323
2841	0.254975	0	0	0	0	1.37576	0	458.638758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
2842	0.254975	2.715096	0	0	0	1.37576	0	458.47332	0	0	-2.715096	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
2843	0.254975	12.891968	0	0	0	1.37576	0	458.179074	0	0	-10.177415	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2844	0.254975	25.606325	0	0	0	1.37576	0	457.781774	0	0	-12.716935	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
2845	0.254975	37.05221	0	0	0	1.37576	0	457.487528	0	0	-11.451007	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2846	0.254975	46.38724	0	0	0	1.37576	0	457.180399	0	0	-9.34244	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
2847	0.254975	50.905512	0	0	0	1.37576	0	456.744455	0	0	-4.52755	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
2848	0.254975	53.54499	0	0	0	1.375281	0	456.256985	0	0	-2.649659	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2849	0.254975	53.54499	0	0	0	1.374803	0	455.769515	0	0	-0.010709	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2850	0.254975	52.187001	0	0	0	1.374803	0	455.604077	0	0	0	1.34728	0	0	0	0	0	0	0	0	0	0	0	0.165438
2851	0.254975	48.76343	0	0	0	1.374803	0	455.696267	0	0	0	3.413133	0	0	0	0	0	0	0	0	0	0	-0.09219	0
2852	0.254975	46.087254	0	0	0	1.374803	0	455.949473	0	0	0	2.666424	0	0	0	0	0	0	0	0	0	0	-0.253206	0
2853	0.254975	44.029151	0	0	0	1.374803	0	456.363694	0	0	0	2.048885	0	0	0	0	0	0	0	0	0	0	-0.414221	0
2854	0.254975	42.538269	0	0	0	1.374803	0	456.893847	0	0	0	1.482077	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2855	0.254975	41.073787	0	0	0	1.374803	0	457.501288	0	0	0	1.455974	0	0	0	0	0	0	0	0	0	0	-0.607441	0
2856	0.254975	39.395945	0	0	0	1.374803	0	458.186016	0	0	0	1.669627	0	0	0	0	0	0	0	0	0	0	-0.684728	0
2857	0.254975	39.388066	0	0	0	1.374803	0	458.890066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70405	0
2858	0.254975	39.380188	0	0	0	1.374803	0	459.613438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.723372	0
2859	0.254975	39.372312	0	0	0	1.374803	0	460.343251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.729813	0
2860	0.254975	38.654551	0	0	0	1.374803	0	461.002216	0	0	0	0.709887	0	0	0	0	0	0	0	0	0	0	-0.658966	0
2861	0.254975	37.564105	0	0	0	1.374803	0	461.532369	0	0	0	1.082714	0	0	0	0	0	0	0	0	0	0	-0.530153	0
2862	0.254975	35.789467	0	0	0	1.374803	0	461.753371	0	0	0	1.767125	0	0	0	0	0	0	0	0	0	0	-0.221002	0
2863	0.254975	32.899743	0	0	0	1.374803	0	461.491327	0	0	0	2.882567	0	0	0	0	0	0	0	0	0	0	0	0.262044
2864	0.254975	30.432844	0	0	0	1.374803	0	461.358097	0	0	0	2.460319	0	0	0	0	0	0	0	0	0	0	0	0.13323
2865	0.254975	30.426757	0	0	0	1.374803	0	461.28927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068826
2866	0.254975	30.420672	0	0	0	1.374803	0	461.123832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
2867	0.254975	30.414588	0	0	0	1.374803	0	460.829586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2868	0.254975	32.185447	0	0	0	1.374803	0	460.432286	0	0	-1.776942	0	0	0	0	0	0	0	0	0	0	0	0	0.3973
2869	0.254975	35.897886	0	0	0	1.374803	0	460.13804	0	0	-3.718877	0	0	0	0	0	0	0	0	0	0	0	0	0.294246
2870	0.254975	39.474824	0	0	0	1.374803	0	459.83091	0	0	-3.584117	0	0	0	0	0	0	0	0	0	0	0	0	0.307129
2871	0.254975	39.466929	0	0	0	1.374803	0	459.394967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435943
2872	0.254975	39.459035	0	0	0	1.374325	0	458.907497	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2873	0.254975	39.451143	0	0	0	1.373846	0	458.420027	0	0	0	0	0	0	0	0	0	0	0	0.000478	0	0	0	0.48747
2874	0.254975	39.443253	0	0	0	1.373846	0	458.254589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165438
